time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
1,357.73,358.83,359.83,360.44,359.88,361.84,359.26,359.61,355.65,331.49
2,357.71,358.91,359.83,360.47,359.89,361.86,359.39,359.81,355.45,331.24
3,357.69,359.02,359.87,360.52,359.92,361.92,359.54,360.06,355.26,331.06
4,357.7,359.17,359.94,360.56,359.97,361.95,359.68,360.15,355.17,330.97
5,357.72,359.3,359.99,360.64,360.03,362.03,359.82,360.29,355.21,330.9
6,357.75,359.45,360.07,360.73,360.09,362.11,359.95,360.47,355.33,330.84
7,357.83,359.64,360.2,360.82,360.19,362.21,360.08,360.65,355.59,330.81
8,357.93,359.84,360.33,360.91,360.29,362.31,360.21,360.81,355.87,330.8
9,357.99,359.95,360.4,360.97,360.35,362.38,360.26,360.89,355.98,330.79
10,358.06,360.05,360.47,361.05,360.4,362.48,360.35,360.97,356.07,330.83
11,358.14,360.13,360.53,361.12,360.46,362.57,360.46,361.03,356.18,330.87
12,358.22,360.19,360.58,361.2,360.51,362.64,360.56,361.0,356.33,330.91
13,358.29,360.21,360.62,361.26,360.55,362.69,360.69,361.0,356.54,330.95
14,358.38,360.24,360.69,361.34,360.6,362.75,360.83,361.05,356.75,330.98
15,358.46,360.24,360.75,361.43,360.64,362.81,360.94,361.12,356.97,331.01
16,358.59,360.24,360.85,361.48,360.73,362.85,360.99,361.17,357.2,331.09
17,358.72,360.27,360.94,361.56,360.8,362.9,360.93,361.23,357.37,331.15
18,358.79,360.28,360.99,361.64,360.88,362.95,360.87,361.29,357.43,331.18
19,358.87,360.3,361.04,361.72,360.93,362.99,360.81,361.32,357.42,331.22
20,358.95,360.31,361.09,361.78,360.99,363.02,360.77,361.31,357.36,331.29
21,359.03,360.32,361.14,361.81,361.05,363.03,360.73,361.22,357.21,331.36
22,359.11,360.32,361.18,361.84,361.1,363.05,360.74,361.07,357.13,331.43
23,359.17,360.33,361.21,361.87,361.14,363.07,360.74,361.02,357.09,331.48
24,359.25,360.33,361.24,361.89,361.16,363.1,360.8,361.02,357.03,331.54
25,359.36,360.36,361.29,361.91,361.2,363.13,361.0,361.03,357.01,331.63
26,359.48,360.37,361.28,361.93,361.24,363.17,361.11,361.09,357.0,331.72
27,359.56,360.41,361.24,361.96,361.26,363.21,361.19,361.19,356.97,331.77
28,359.62,360.46,361.21,361.97,361.29,363.22,361.27,361.34,356.93,331.84
29,359.69,360.5,361.17,361.95,361.31,363.22,361.36,361.47,356.91,331.92
30,359.77,360.5,361.18,361.91,361.34,363.22,361.41,361.57,356.88,332.0
31,359.84,360.5,361.18,361.82,361.36,363.2,361.45,361.69,356.81,332.08
32,359.9,360.5,361.2,361.74,361.38,363.2,361.48,361.68,356.72,332.16
33,359.97,360.49,361.22,361.7,361.38,363.18,361.5,361.59,356.65,332.25
34,360.07,360.48,361.21,361.67,361.38,363.19,361.53,361.6,356.69,332.44
35,360.16,360.49,361.2,361.66,361.36,363.19,361.52,361.62,356.84,332.66
36,360.21,360.49,361.22,361.67,361.34,363.2,361.5,361.61,356.98,332.83
37,360.27,360.51,361.25,361.69,361.32,363.22,361.48,361.63,357.21,333.02
38,360.32,360.48,361.25,361.69,361.3,363.24,361.47,361.68,357.5,333.2
39,360.37,360.45,361.28,361.71,361.3,363.26,361.44,361.73,357.82,333.37
40,360.41,360.39,361.27,361.73,361.29,363.29,361.39,361.77,358.07,333.52
41,360.45,360.34,361.26,361.76,361.29,363.31,361.37,361.83,358.25,333.69
42,360.49,360.27,361.24,361.76,361.28,363.32,361.35,361.89,358.36,333.86
43,360.54,360.19,361.18,361.77,361.26,363.32,361.29,361.94,358.5,334.17
44,360.59,360.1,361.13,361.78,361.25,363.32,361.1,361.95,358.58,334.48
45,360.61,360.07,361.08,361.8,361.25,363.31,360.97,361.95,358.63,334.66
46,360.64,360.06,361.03,361.8,361.24,363.29,360.87,361.92,358.69,334.82
47,360.66,360.09,360.99,361.81,361.24,363.25,360.81,361.91,358.76,334.98
48,360.69,360.1,360.96,361.81,361.24,363.22,360.79,361.89,358.84,335.14
49,360.71,360.12,360.94,361.81,361.24,363.18,360.8,361.8,358.92,335.3
