time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
1,358.51,359.61,359.47,359.69,358.95,360.66,358.46,358.98,355.38,333.79
2,358.47,359.66,359.49,359.71,358.97,360.66,358.66,359.19,355.57,333.41
3,358.46,359.77,359.53,359.76,359.01,360.7,358.85,359.47,355.77,333.24
4,358.46,359.9,359.6,359.85,359.06,360.76,359.05,359.74,356.05,333.12
5,358.46,360.02,359.67,359.93,359.11,360.84,359.26,359.97,356.36,333.02
6,358.48,360.12,359.75,359.98,359.15,360.88,359.44,360.09,356.67,332.94
7,358.51,360.21,359.8,360.05,359.22,360.93,359.62,360.2,357.0,332.87
8,358.56,360.29,359.83,360.13,359.29,360.99,359.77,360.34,357.32,332.81
9,358.61,360.37,359.89,360.2,359.39,361.07,359.84,360.4,357.61,332.8
10,358.7,360.46,359.97,360.26,359.51,361.18,359.91,360.39,357.96,332.81
11,358.78,360.54,360.06,360.3,359.63,361.3,360.01,360.32,358.24,332.8
12,358.85,360.6,360.1,360.33,359.71,361.42,360.08,360.32,358.41,332.83
13,358.91,360.66,360.15,360.36,359.79,361.48,360.16,360.35,358.55,332.87
14,358.97,360.69,360.18,360.4,359.86,361.58,360.22,360.42,358.63,332.92
15,359.03,360.71,360.21,360.45,359.94,361.68,360.23,360.53,358.68,333.02
16,359.09,360.72,360.23,360.52,360.03,361.77,360.22,360.63,358.73,333.13
17,359.16,360.72,360.25,360.59,360.09,361.86,360.21,360.68,358.81,333.24
18,359.22,360.73,360.26,360.67,360.16,361.94,360.2,360.69,358.89,333.36
19,359.32,360.78,360.25,360.74,360.26,362.03,360.24,360.68,358.98,333.59
20,359.42,360.84,360.22,360.78,360.36,362.08,360.31,360.7,358.99,333.83
21,359.48,360.88,360.21,360.82,360.42,362.17,360.38,360.8,358.99,334.03
22,359.54,360.9,360.21,360.85,360.47,362.25,360.48,360.88,359.03,334.26
23,359.6,360.9,360.22,360.87,360.49,362.3,360.54,361.0,359.04,334.44
