time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
1,357.41,359.55,360.09,360.57,359.94,362.07,359.47,359.79,353.94,328.48
2,357.38,359.54,360.08,360.56,359.94,362.06,359.46,359.82,353.97,328.44
3,357.35,359.64,360.12,360.59,359.95,362.07,359.6,359.99,354.19,328.4
4,357.35,359.82,360.2,360.64,360.02,362.1,359.78,360.14,354.56,328.47
5,357.37,359.96,360.28,360.73,360.08,362.13,359.91,360.29,354.89,328.58
6,357.39,360.07,360.35,360.82,360.16,362.18,360.03,360.33,355.23,328.68
7,357.44,360.17,360.42,360.92,360.23,362.23,360.17,360.41,355.55,328.81
8,357.49,360.28,360.5,361.02,360.32,362.29,360.28,360.54,355.86,328.93
9,357.56,360.37,360.57,361.11,360.4,362.35,360.41,360.71,356.12,329.06
10,357.63,360.45,360.65,361.22,360.48,362.43,360.53,360.89,356.37,329.18
11,357.7,360.49,360.72,361.28,360.57,362.46,360.64,361.01,356.57,329.31
12,357.81,360.52,360.82,361.4,360.68,362.54,360.77,361.18,356.77,329.51
13,357.93,360.52,360.89,361.52,360.78,362.62,360.93,361.34,356.89,329.7
14,358.0,360.53,360.92,361.61,360.85,362.7,361.04,361.47,356.91,329.83
15,358.08,360.57,360.96,361.7,360.91,362.79,361.11,361.58,356.93,329.93
16,358.16,360.59,360.99,361.78,360.96,362.86,361.17,361.67,356.91,330.01
17,358.23,360.62,361.0,361.86,361.0,362.93,361.19,361.74,356.9,330.11
18,358.33,360.66,361.03,361.91,361.06,362.97,361.28,361.76,356.86,330.25
19,358.4,360.69,361.06,361.97,361.13,363.03,361.36,361.78,356.8,330.38
20,358.47,360.71,361.08,362.03,361.18,363.08,361.44,361.8,356.74,330.54
21,358.6,360.75,361.12,362.06,361.25,363.13,361.55,361.82,356.73,330.82
22,358.71,360.8,361.17,362.09,361.33,363.18,361.64,361.9,356.78,331.1
23,358.79,360.83,361.19,362.13,361.38,363.22,361.69,361.97,356.86,331.27
24,358.88,360.87,361.23,362.15,361.42,363.26,361.77,362.04,356.92,331.46
25,358.96,360.93,361.27,362.17,361.45,363.29,361.82,362.08,356.92,331.65
26,359.03,360.97,361.3,362.19,361.48,363.33,361.87,362.16,356.99,331.84
27,359.1,360.99,361.33,362.21,361.51,363.36,361.9,362.19,357.12,332.04
28,359.18,361.01,361.35,362.23,361.53,363.38,361.92,362.17,357.31,332.23
29,359.25,361.04,361.38,362.25,361.56,363.4,361.94,362.15,357.55,332.44
30,359.36,361.05,361.43,362.27,361.59,363.4,361.98,362.12,357.95,332.75
31,359.46,361.05,361.46,362.27,361.63,363.4,362.0,362.16,358.27,333.03
32,359.53,361.05,361.49,362.28,361.65,363.4,362.01,362.26,358.44,333.2
33,359.6,361.04,361.51,362.28,361.68,363.4,362.01,362.29,358.59,333.36
34,359.66,361.04,361.52,362.28,361.69,363.42,362.0,362.28,358.72,333.53
35,359.73,361.07,361.54,362.26,361.71,363.44,361.98,362.23,358.86,333.68
36,359.79,361.09,361.55,362.26,361.72,363.48,361.94,362.19,358.97,333.82
37,359.87,361.11,361.57,362.26,361.74,363.51,361.92,362.14,359.09,333.97
38,359.93,361.15,361.57,362.26,361.73,363.55,361.88,362.12,359.18,334.1
39,360.02,361.18,361.57,362.27,361.73,363.55,361.78,362.15,359.28,334.27
40,360.11,361.17,361.57,362.27,361.73,363.57,361.73,362.27,359.37,334.45
41,360.17,361.15,361.58,362.29,361.72,363.58,361.72,362.36,359.42,334.57
42,360.23,361.14,361.6,362.31,361.73,363.59,361.76,362.42,359.5,334.71
43,360.29,361.13,361.6,362.32,361.74,363.59,361.8,362.46,359.58,334.84
44,360.35,361.13,361.6,362.34,361.74,363.6,361.82,362.46,359.67,334.96
45,360.4,361.13,361.59,362.36,361.74,363.62,361.79,362.45,359.73,335.07
46,360.46,361.16,361.6,362.37,361.75,363.64,361.76,362.42,359.79,335.17
47,360.51,361.19,361.6,362.36,361.75,363.66,361.72,362.37,359.84,335.25
48,360.56,361.22,361.6,362.34,361.75,363.68,361.68,362.35,359.89,335.36
49,360.64,361.26,361.6,362.33,361.76,363.69,361.65,362.37,360.01,335.52
50,360.72,361.28,361.61,362.32,361.77,363.7,361.6,362.4,360.11,335.73
51,360.78,361.31,361.62,362.31,361.77,363.69,361.57,362.44,360.16,335.9
52,360.83,361.34,361.63,362.32,361.79,363.7,361.55,362.46,360.2,336.07
53,360.88,361.33,361.63,362.32,361.8,363.7,361.54,362.47,360.21,336.23
54,360.92,361.33,361.65,362.3,361.81,363.72,361.53,362.47,360.2,336.37
55,360.96,361.33,361.65,362.31,361.82,363.73,361.51,362.45,360.2,336.5
56,361.01,361.32,361.67,362.32,361.82,363.75,361.51,362.44,360.21,336.62
57,361.07,361.32,361.7,362.33,361.83,363.78,361.52,362.44,360.27,336.78
58,361.13,361.33,361.71,362.34,361.84,363.78,361.52,362.48,360.29,336.95
59,361.17,361.31,361.67,362.32,361.86,363.79,361.54,362.49,360.29,337.08
60,361.22,361.28,361.65,362.32,361.86,363.78,361.6,362.5,360.28,337.22
61,361.26,361.24,361.63,362.29,361.86,363.78,361.66,362.53,360.29,337.35
62,361.3,361.2,361.6,362.28,361.85,363.76,361.68,362.56,360.32,337.44
63,361.34,361.18,361.58,362.27,361.84,363.76,361.68,362.52,360.37,337.54
64,361.38,361.15,361.56,362.26,361.82,363.75,361.63,362.44,360.43,337.62
65,361.4,361.13,361.54,362.25,361.81,363.73,361.56,362.38,360.52,337.71
66,361.47,361.1,361.51,362.23,361.78,363.7,361.46,362.35,360.6,337.87
67,361.54,361.08,361.48,362.21,361.74,363.67,361.39,362.39,360.63,338.01
68,361.58,361.06,361.46,362.2,361.74,363.64,361.37,362.44,360.61,338.1
69,361.61,361.04,361.45,362.2,361.73,363.63,361.33,362.46,360.51,338.19
70,361.65,361.01,361.42,362.21,361.71,363.62,361.32,362.46,360.34,338.29
71,361.69,360.98,361.4,362.19,361.71,363.6,361.35,362.41,360.18,338.41
72,361.71,360.94,361.4,362.19,361.69,363.59,361.4,362.33,360.05,338.54
73,361.74,360.91,361.37,362.18,361.67,363.56,361.42,362.25,359.93,338.67
