time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
1,357.14,359.04,359.43,360.08,359.46,361.5,358.64,358.93,352.89,320.65
2,357.12,359.15,359.47,360.11,359.49,361.52,358.87,359.21,353.21,320.73
3,357.1,359.3,359.54,360.17,359.54,361.57,359.13,359.43,353.62,320.86
4,357.08,359.47,359.61,360.28,359.64,361.66,359.41,359.72,354.04,321.01
5,357.09,359.63,359.71,360.41,359.73,361.78,359.65,359.96,354.46,321.19
6,357.1,359.8,359.82,360.54,359.85,361.91,359.88,360.13,354.88,321.4
7,357.13,359.97,359.93,360.68,359.99,362.05,360.1,360.23,355.31,321.62
8,357.15,360.12,360.04,360.83,360.11,362.2,360.28,360.43,355.72,321.84
9,357.2,360.24,360.13,361.0,360.23,362.35,360.44,360.68,356.11,322.08
10,357.28,360.43,360.28,361.09,360.45,362.46,360.67,360.86,356.58,322.45
11,357.38,360.6,360.43,361.25,360.65,362.61,360.93,361.13,356.93,322.8
12,357.44,360.68,360.52,361.39,360.78,362.76,361.09,361.38,357.12,323.02
13,357.51,360.75,360.61,361.54,360.91,362.92,361.25,361.62,357.27,323.23
14,357.59,360.82,360.69,361.67,361.04,363.06,361.35,361.83,357.43,323.43
15,357.65,360.91,360.75,361.8,361.15,363.2,361.45,361.99,357.55,323.61
16,357.72,360.98,360.82,361.93,361.27,363.35,361.54,362.14,357.66,323.77
17,357.79,361.07,360.89,362.01,361.38,363.43,361.64,362.21,357.75,323.93
18,357.91,361.17,360.98,362.11,361.54,363.54,361.82,362.33,357.88,324.17
19,358.02,361.23,361.07,362.22,361.68,363.66,362.05,362.49,358.0,324.42
20,358.1,361.25,361.12,362.31,361.76,363.78,362.21,362.66,358.07,324.6
21,358.17,361.26,361.19,362.41,361.83,363.88,362.34,362.82,358.14,324.79
22,358.24,361.29,361.28,362.48,361.91,363.97,362.5,362.98,358.24,324.99
23,358.32,361.31,361.34,362.55,361.97,364.06,362.62,363.11,358.38,325.23
24,358.38,361.34,361.4,362.59,362.03,364.12,362.72,363.17,358.55,325.46
25,358.45,361.38,361.45,362.64,362.08,364.19,362.8,363.26,358.77,325.73
26,358.52,361.43,361.51,362.69,362.15,364.26,362.88,363.33,359.01,325.99
27,358.63,361.51,361.57,362.73,362.23,364.33,362.99,363.42,359.36,326.39
28,358.73,361.6,361.63,362.76,362.31,364.38,363.07,363.48,359.71,326.83
29,358.79,361.67,361.67,362.79,362.36,364.45,363.12,363.53,359.93,327.12
30,358.87,361.74,361.69,362.81,362.4,364.51,363.17,363.62,360.14,327.4
31,358.94,361.79,361.73,362.83,362.43,364.56,363.21,363.66,360.36,327.68
32,359.01,361.82,361.76,362.85,362.47,364.61,363.23,363.7,360.56,327.96
33,359.06,361.85,361.78,362.89,362.5,364.65,363.22,363.74,360.76,328.23
34,359.14,361.86,361.81,362.92,362.54,364.7,363.18,363.75,360.93,328.51
35,359.21,361.87,361.85,362.95,362.57,364.74,363.14,363.75,361.09,328.77
36,359.28,361.87,361.87,362.97,362.59,364.77,363.13,363.73,361.22,329.04
37,359.37,361.88,361.92,363.0,362.62,364.82,363.18,363.7,361.37,329.46
38,359.46,361.88,361.95,363.02,362.64,364.84,363.23,363.73,361.46,329.83
39,359.51,361.9,361.98,363.04,362.65,364.86,363.28,363.79,361.48,330.08
40,359.58,361.89,361.99,363.06,362.65,364.89,363.3,363.86,361.47,330.31
41,359.64,361.89,362.0,363.07,362.65,364.91,363.29,363.9,361.45,330.54
42,359.71,361.9,362.01,363.09,362.66,364.92,363.26,363.92,361.47,330.75
43,359.76,361.91,362.01,363.12,362.68,364.93,363.23,363.88,361.5,330.94
44,359.82,361.94,362.01,363.15,362.7,364.93,363.23,363.79,361.54,331.12
45,359.92,361.98,362.03,363.17,362.73,364.93,363.27,363.76,361.6,331.44
46,360.0,362.0,362.07,363.18,362.76,364.93,363.29,363.83,361.6,331.78
47,360.05,361.99,362.08,363.16,362.78,364.94,363.3,363.87,361.58,332.01
48,360.11,362.01,362.08,363.16,362.79,364.96,363.31,363.88,361.58,332.27
49,360.17,362.03,362.1,363.17,362.82,364.99,363.32,363.9,361.65,332.51
50,360.23,362.04,362.11,363.19,362.83,365.02,363.31,363.95,361.7,332.74
51,360.27,362.04,362.11,363.18,362.84,365.03,363.29,363.98,361.75,332.96
52,360.32,362.04,362.12,363.18,362.85,365.03,363.26,363.99,361.81,333.18
53,360.38,362.03,362.11,363.16,362.86,365.04,363.27,363.97,361.87,333.39
54,360.47,362.03,362.12,363.17,362.87,365.05,363.3,363.93,361.96,333.7
55,360.53,362.04,362.11,363.18,362.87,365.05,363.29,363.95,362.03,333.99
56,360.59,362.05,362.12,363.18,362.86,365.05,363.27,363.95,362.07,334.2
57,360.64,362.06,362.13,363.19,362.84,365.06,363.28,363.87,362.11,334.39
58,360.69,362.07,362.13,363.19,362.84,365.07,363.29,363.87,362.14,334.59
59,360.74,362.07,362.13,363.18,362.83,365.06,363.27,363.91,362.15,334.8
60,360.78,362.05,362.12,363.19,362.82,365.04,363.19,363.92,362.17,334.98
61,360.84,362.03,362.11,363.19,362.83,365.03,363.1,363.88,362.2,335.18
62,360.88,361.99,362.1,363.2,362.84,365.01,363.09,363.84,362.21,335.36
63,360.93,361.95,362.08,363.21,362.85,365.0,363.14,363.9,362.19,335.54
64,361.0,361.94,362.08,363.21,362.87,364.98,363.16,363.95,362.11,335.81
65,361.07,361.93,362.05,363.19,362.87,364.96,363.0,363.89,362.07,336.08
66,361.11,361.89,362.03,363.19,362.88,364.95,362.85,363.77,362.13,336.26
67,361.16,361.83,362.0,363.18,362.87,364.93,362.71,363.61,362.19,336.43
68,361.2,361.78,362.0,363.18,362.87,364.93,362.63,363.49,362.18,336.61
69,361.25,361.72,362.01,363.17,362.87,364.92,362.57,363.44,362.15,336.77
70,361.29,361.68,362.02,363.16,362.87,364.91,362.53,363.47,362.11,336.91
71,361.33,361.65,362.02,363.13,362.85,364.9,362.51,363.53,362.07,337.05
72,361.4,361.58,362.04,363.09,362.84,364.9,362.48,363.55,362.0,337.27
73,361.47,361.49,362.05,363.07,362.82,364.9,362.5,363.53,362.0,337.47
74,361.51,361.48,362.03,363.05,362.82,364.89,362.56,363.49,362.06,337.6
75,361.55,361.48,362.01,363.05,362.82,364.88,362.65,363.47,362.09,337.74
76,361.59,361.48,361.99,363.04,362.8,364.86,362.75,363.5,362.1,337.87
77,361.63,361.46,361.95,363.04,362.79,364.86,362.78,363.6,362.09,338.01
78,361.67,361.46,361.92,363.03,362.77,364.85,362.78,363.65,362.07,338.16
79,361.7,361.44,361.89,363.01,362.74,364.85,362.78,363.63,362.07,338.3
80,361.74,361.43,361.88,363.01,362.72,364.85,362.79,363.6,362.1,338.43
81,361.8,361.39,361.86,363.0,362.69,364.84,362.76,363.45,362.18,338.64
82,361.85,361.31,361.87,363.0,362.65,364.83,362.74,363.36,362.19,338.89
83,361.89,361.3,361.88,363.0,362.63,364.82,362.78,363.47,362.15,339.09
84,361.92,361.3,361.86,362.99,362.61,364.81,362.8,363.57,362.09,339.27
85,361.95,361.27,361.86,362.97,362.59,364.8,362.78,363.6,362.07,339.44
86,361.98,361.23,361.87,362.97,362.58,364.8,362.76,363.67,362.11,339.6
87,362.01,361.2,361.85,362.97,362.58,364.78,362.77,363.7,362.14,339.75
88,362.05,361.17,361.84,362.98,362.58,364.74,362.77,363.63,362.13,339.9
89,362.09,361.15,361.84,362.98,362.6,364.72,362.77,363.5,362.17,340.03
90,362.12,361.14,361.84,363.0,362.62,364.69,362.81,363.37,362.2,340.16
91,362.18,361.14,361.85,363.0,362.63,364.69,362.88,363.39,362.27,340.35
92,362.23,361.11,361.88,363.0,362.65,364.7,362.88,363.47,362.28,340.52
93,362.26,361.08,361.91,363.0,362.66,364.71,362.79,363.53,362.26,340.62
94,362.29,361.04,361.93,362.99,362.65,364.73,362.65,363.51,362.28,340.7
95,362.3,361.02,361.96,362.98,362.66,364.75,362.5,363.41,362.27,340.77
96,362.35,360.99,361.98,362.98,362.65,364.77,362.39,363.3,362.26,340.84
97,362.38,360.99,362.01,362.96,362.66,364.78,362.34,363.21,362.25,340.9
98,362.4,360.97,362.02,362.93,362.67,364.78,362.3,363.17,362.27,340.96
