time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
1,358.24,358.99,359.58,359.86,359.31,361.28,359.03,359.6,356.06,335.44
2,358.22,359.11,359.6,359.87,359.33,361.29,359.21,359.78,356.22,335.29
3,358.22,359.27,359.68,359.97,359.39,361.35,359.4,360.1,356.51,335.24
4,358.25,359.47,359.77,360.1,359.47,361.44,359.61,360.4,356.91,335.24
5,358.31,359.65,359.88,360.25,359.58,361.53,359.79,360.64,357.29,335.26
6,358.4,359.81,360.0,360.42,359.7,361.65,359.96,360.85,357.65,335.31
7,358.49,359.98,360.13,360.59,359.83,361.77,360.08,361.05,357.99,335.35
8,358.6,360.12,360.24,360.76,359.95,361.9,360.17,361.18,358.33,335.41
9,358.78,360.26,360.39,360.86,360.15,361.98,360.32,361.25,358.82,335.47
10,358.96,360.39,360.55,360.99,360.33,362.11,360.45,361.37,359.23,335.52
11,359.09,360.47,360.66,361.11,360.42,362.24,360.57,361.53,359.46,335.56
12,359.23,360.54,360.78,361.23,360.53,362.36,360.72,361.66,359.7,335.63
13,359.36,360.57,360.89,361.32,360.63,362.45,360.85,361.7,359.91,335.7
14,359.49,360.56,360.98,361.41,360.72,362.52,360.95,361.72,360.13,335.79
15,359.63,360.61,361.06,361.49,360.8,362.57,361.03,361.79,360.32,335.86
16,359.76,360.64,361.14,361.55,360.86,362.58,361.07,361.86,360.48,335.96
17,359.89,360.65,361.21,361.65,360.91,362.64,361.11,361.95,360.61,336.02
18,360.09,360.67,361.3,361.72,360.95,362.69,361.16,361.91,360.81,336.15
19,360.3,360.73,361.41,361.78,360.98,362.74,361.23,361.88,361.03,336.28
20,360.42,360.8,361.47,361.82,361.0,362.77,361.28,361.9,361.13,336.4
21,360.56,360.83,361.51,361.84,361.01,362.82,361.34,361.97,361.2,336.53
22,360.67,360.83,361.55,361.84,361.01,362.88,361.38,362.01,361.22,336.65
23,360.8,360.83,361.57,361.82,361.01,362.91,361.41,362.04,361.22,336.77
24,360.93,360.87,361.58,361.79,361.01,362.97,361.46,362.12,361.24,336.93
25,361.04,360.93,361.58,361.78,361.01,362.99,361.53,362.27,361.25,337.09
26,361.21,361.1,361.58,361.77,361.02,363.0,361.67,362.41,361.25,337.25
27,361.38,361.25,361.6,361.75,361.05,362.99,361.77,362.53,361.29,337.37
28,361.51,361.34,361.63,361.69,361.08,362.98,361.83,362.6,361.32,337.48
29,361.63,361.39,361.63,361.64,361.12,363.01,361.87,362.6,361.38,337.59
30,361.75,361.41,361.63,361.63,361.15,363.03,361.91,362.57,361.45,337.71
31,361.87,361.43,361.63,361.63,361.19,363.06,361.96,362.55,361.53,337.86
32,362.0,361.47,361.63,361.63,361.24,363.09,362.0,362.53,361.6,338.04
33,362.12,361.51,361.63,361.63,361.27,363.14,362.0,362.53,361.66,338.24
34,362.23,361.55,361.64,361.61,361.33,363.19,362.01,362.54,361.7,338.47
35,362.33,361.59,361.64,361.58,361.36,363.26,361.99,362.56,361.7,338.72
36,362.49,361.68,361.65,361.57,361.41,363.32,361.96,362.52,361.67,339.1
37,362.64,361.77,361.7,361.57,361.45,363.34,361.91,362.47,361.73,339.46
38,362.74,361.78,361.74,361.58,361.45,363.38,361.88,362.41,361.78,339.66
39,362.84,361.78,361.78,361.59,361.44,363.4,361.87,362.42,361.82,339.83
40,362.93,361.81,361.81,361.61,361.44,363.41,361.88,362.53,361.83,339.99
41,363.03,361.83,361.83,361.62,361.42,363.41,361.87,362.63,361.79,340.16
42,363.13,361.87,361.84,361.64,361.41,363.42,361.85,362.66,361.74,340.34
43,363.23,361.9,361.85,361.68,361.41,363.42,361.84,362.69,361.67,340.53
44,363.33,361.93,361.85,361.72,361.41,363.41,361.85,362.7,361.67,340.7
45,363.47,361.95,361.85,361.77,361.4,363.4,361.84,362.68,361.7,340.91
46,363.62,361.99,361.83,361.84,361.4,363.39,361.9,362.65,361.78,341.08
47,363.72,362.01,361.82,361.91,361.41,363.37,361.97,362.62,361.85,341.17
48,363.81,362.04,361.81,361.98,361.45,363.36,362.02,362.59,361.92,341.28
49,363.9,362.07,361.81,362.06,361.48,363.36,362.06,362.59,361.96,341.39
50,363.97,362.09,361.77,362.12,361.5,363.35,362.05,362.61,361.96,341.5
51,364.05,362.11,361.74,362.16,361.55,363.34,361.97,362.61,361.95,341.65
52,364.12,362.1,361.69,362.26,361.6,363.33,361.79,362.47,361.93,341.8
53,364.19,362.06,361.62,362.33,361.63,363.32,361.59,362.27,361.89,341.92
54,364.3,361.97,361.51,362.36,361.67,363.3,361.35,362.11,361.8,342.13
55,364.41,361.89,361.4,362.38,361.72,363.28,361.14,361.97,361.73,342.34
56,364.48,361.85,361.31,362.35,361.73,363.24,360.98,361.9,361.72,342.51
57,364.56,361.8,361.26,362.34,361.75,363.22,360.86,361.86,361.74,342.7
58,364.63,361.72,361.22,362.32,361.76,363.21,360.77,361.85,361.74,342.89
59,364.68,361.64,361.19,362.31,361.75,363.21,360.71,361.76,361.69,343.08
60,364.73,361.57,361.15,362.28,361.74,363.2,360.71,361.65,361.61,343.28
61,364.79,361.55,361.12,362.27,361.73,363.21,360.72,361.62,361.51,343.44
62,364.85,361.53,361.12,362.26,361.73,363.23,360.71,361.67,361.43,343.57
63,364.9,361.42,361.07,362.25,361.72,363.26,360.64,361.68,361.33,343.69
64,364.96,361.31,361.02,362.22,361.73,363.28,360.57,361.74,361.26,343.78
65,365.0,361.25,360.99,362.2,361.75,363.3,360.56,361.85,361.24,343.85
66,365.04,361.21,360.97,362.14,361.75,363.31,360.57,362.03,361.24,343.92
67,365.08,361.21,360.97,362.08,361.75,363.34,360.6,362.12,361.3,343.99
68,365.13,361.21,360.96,362.05,361.74,363.36,360.61,362.05,361.35,344.08
69,365.17,361.23,360.95,362.03,361.72,363.38,360.66,361.93,361.33,344.17
70,365.22,361.24,360.94,362.0,361.71,363.39,360.72,361.88,361.27,344.29
71,365.27,361.14,360.95,361.98,361.68,363.39,360.87,361.87,361.17,344.45
72,365.33,361.03,360.97,361.96,361.66,363.38,361.04,361.89,361.13,344.57
73,365.37,360.98,361.0,361.95,361.67,363.36,361.15,361.94,361.12,344.65
74,365.4,360.91,360.98,361.94,361.65,363.34,361.24,362.02,361.07,344.73
75,365.44,360.93,360.98,361.94,361.63,363.33,361.32,362.15,361.0,344.81
76,365.48,360.99,360.98,361.94,361.61,363.34,361.39,362.23,360.97,344.87
77,365.52,361.0,360.97,361.91,361.57,363.32,361.43,362.18,360.94,344.96
78,365.55,360.98,360.97,361.86,361.54,363.3,361.44,362.05,360.91,345.07
79,365.58,360.94,360.96,361.82,361.51,363.3,361.43,362.0,360.82,345.17
80,365.6,360.94,360.95,361.76,361.48,363.3,361.42,362.0,360.75,345.26
81,365.65,360.92,360.91,361.73,361.44,363.31,361.48,362.03,360.71,345.37
82,365.69,360.91,360.9,361.7,361.42,363.32,361.49,361.98,360.7,345.5
83,365.73,360.91,360.91,361.74,361.4,363.34,361.44,361.92,360.72,345.56
84,365.79,360.93,360.93,361.78,361.4,363.34,361.41,361.88,360.78,345.63
85,365.82,360.95,360.97,361.82,361.4,363.35,361.36,361.88,360.87,345.67
86,365.85,360.96,361.0,361.86,361.39,363.35,361.22,361.93,360.98,345.72
87,365.88,360.99,361.05,361.89,361.42,363.36,361.09,362.01,361.12,345.8
88,365.9,360.98,361.08,361.91,361.42,363.36,361.04,362.07,361.21,345.88
89,365.93,360.99,361.12,361.91,361.43,363.37,361.06,362.0,361.26,345.99
90,365.98,361.0,361.17,361.9,361.45,363.39,361.14,361.84,361.29,346.16
91,366.0,361.04,361.23,361.87,361.46,363.38,361.21,361.68,361.31,346.28
92,366.03,361.11,361.27,361.82,361.47,363.37,361.25,361.7,361.34,346.36
93,366.05,361.11,361.33,361.77,361.46,363.36,361.29,361.77,361.37,346.39
94,366.07,361.1,361.37,361.74,361.45,363.33,361.33,361.87,361.38,346.42
95,366.08,361.06,361.41,361.69,361.45,363.31,361.36,361.93,361.38,346.47
96,366.11,361.01,361.44,361.66,361.43,363.28,361.38,361.96,361.4,346.53
97,366.14,360.98,361.45,361.66,361.42,363.26,361.42,362.05,361.43,346.6
98,366.2,360.99,361.46,361.7,361.41,363.22,361.46,362.08,361.46,346.74
99,366.27,361.05,361.44,361.74,361.4,363.19,361.44,362.03,361.51,346.86
100,366.3,361.09,361.43,361.78,361.4,363.17,361.45,362.01,361.59,346.91
101,366.35,361.12,361.39,361.83,361.4,363.14,361.44,362.03,361.66,346.96
102,366.39,361.17,361.34,361.87,361.42,363.12,361.45,362.09,361.71,347.04
103,366.45,361.17,361.3,361.86,361.41,363.09,361.46,362.12,361.73,347.12
104,366.5,361.11,361.27,361.85,361.39,363.07,361.47,362.03,361.67,347.22
105,366.55,360.97,361.26,361.86,361.35,363.04,361.49,361.83,361.58,347.32
106,366.6,360.85,361.23,361.88,361.31,363.01,361.47,361.64,361.5,347.43
107,366.63,360.73,361.19,361.88,361.27,362.99,361.42,361.51,361.38,347.55
108,366.68,360.6,361.15,361.91,361.26,362.98,361.34,361.3,361.21,347.71
109,366.74,360.53,361.13,361.93,361.28,362.96,361.28,361.21,361.16,347.83
110,366.77,360.48,361.11,361.95,361.31,362.95,361.28,361.28,361.08,347.88
111,366.79,360.44,361.11,361.97,361.34,362.93,361.31,361.41,361.0,347.9
112,366.81,360.42,361.1,361.98,361.35,362.89,361.4,361.55,360.94,347.96
113,366.85,360.41,361.09,361.97,361.36,362.81,361.49,361.62,360.88,348.02
114,366.9,360.47,361.1,361.96,361.37,362.76,361.59,361.59,360.85,348.12
115,366.93,360.54,361.1,361.9,361.35,362.69,361.64,361.52,360.86,348.19
116,366.97,360.61,361.09,361.82,361.34,362.64,361.63,361.52,360.94,348.27
117,367.03,360.69,361.09,361.73,361.32,362.58,361.55,361.55,361.11,348.34
118,367.08,360.73,361.1,361.67,361.29,362.54,361.48,361.58,361.26,348.42
119,367.1,360.73,361.1,361.62,361.29,362.51,361.42,361.59,361.34,348.47
120,367.13,360.69,361.1,361.58,361.27,362.49,361.36,361.61,361.43,348.53
121,367.15,360.65,361.1,361.55,361.25,362.48,361.3,361.62,361.52,348.61
122,367.16,360.6,361.07,361.5,361.25,362.5,361.22,361.62,361.54,348.67
123,367.19,360.55,360.98,361.43,361.23,362.52,361.14,361.6,361.49,348.75
124,367.21,360.54,360.9,361.41,361.23,362.57,361.09,361.57,361.41,348.85
125,367.24,360.57,360.85,361.37,361.21,362.62,361.07,361.56,361.35,348.96
126,367.28,360.59,360.83,361.35,361.18,362.66,361.08,361.59,361.31,349.06
127,367.3,360.58,360.8,361.33,361.16,362.7,361.06,361.63,361.32,349.11
128,367.32,360.59,360.8,361.33,361.17,362.74,361.03,361.66,361.36,349.14
129,367.34,360.63,360.79,361.34,361.19,362.8,361.03,361.71,361.42,349.17
130,367.36,360.66,360.78,361.37,361.21,362.85,361.01,361.76,361.49,349.21
131,367.38,360.7,360.79,361.38,361.24,362.89,361.0,361.74,361.57,349.25
132,367.39,360.75,360.77,361.4,361.27,362.92,360.99,361.72,361.57,349.28
133,367.41,360.8,360.74,361.42,361.3,362.94,361.02,361.69,361.56,349.31
134,367.42,360.81,360.7,361.44,361.32,362.98,361.09,361.65,361.53,349.35
135,367.44,360.78,360.68,361.46,361.35,363.0,361.24,361.66,361.47,349.39
136,367.46,360.74,360.7,361.48,361.36,363.04,361.41,361.75,361.46,349.41
137,367.49,360.71,360.72,361.49,361.37,363.06,361.53,361.88,361.44,349.42
138,367.51,360.71,360.75,361.5,361.37,363.07,361.64,361.99,361.4,349.45
139,367.53,360.69,360.77,361.52,361.38,363.07,361.68,362.06,361.33,349.46
140,367.55,360.72,360.8,361.54,361.39,363.06,361.72,362.11,361.26,349.49
141,367.57,360.73,360.83,361.56,361.4,363.05,361.72,362.17,361.2,349.51
142,367.61,360.7,360.86,361.57,361.41,363.05,361.65,362.21,361.14,349.53
143,367.65,360.61,360.88,361.58,361.39,363.02,361.42,362.21,361.08,349.56
144,367.7,360.58,360.9,361.59,361.37,363.0,361.23,362.21,361.11,349.58
145,367.73,360.6,360.91,361.6,361.35,362.98,361.18,362.14,361.23,349.63
146,367.76,360.6,360.91,361.63,361.34,362.96,361.19,362.0,361.39,349.69
147,367.77,360.58,360.88,361.65,361.34,362.95,361.2,361.88,361.54,349.71
148,367.78,360.51,360.86,361.64,361.33,362.92,361.22,361.8,361.65,349.74
149,367.79,360.49,360.86,361.59,361.34,362.92,361.24,361.75,361.73,349.79
150,367.77,360.47,360.86,361.55,361.34,362.89,361.24,361.67,361.76,349.83
151,367.77,360.43,360.87,361.54,361.34,362.87,361.25,361.58,361.76,349.89
152,367.76,360.37,360.87,361.56,361.33,362.87,361.18,361.49,361.73,349.92
153,367.75,360.31,360.86,361.59,361.33,362.86,361.01,361.38,361.68,349.92
154,367.76,360.28,360.87,361.59,361.33,362.83,360.88,361.34,361.6,349.91
155,367.75,360.29,360.88,361.59,361.32,362.8,360.79,361.35,361.5,349.87
156,367.74,360.3,360.9,361.59,361.32,362.79,360.72,361.35,361.41,349.85
157,367.73,360.3,360.89,361.6,361.31,362.79,360.66,361.38,361.35,349.85
158,367.74,360.29,360.87,361.61,361.32,362.79,360.61,361.34,361.31,349.87
159,367.75,360.29,360.85,361.63,361.32,362.8,360.61,361.34,361.26,349.87
160,367.76,360.3,360.84,361.64,361.32,362.77,360.66,361.42,361.2,349.93
161,367.78,360.27,360.85,361.62,361.31,362.76,360.71,361.53,361.13,349.98
162,367.8,360.26,360.85,361.62,361.3,362.77,360.72,361.62,361.07,350.07
163,367.82,360.24,360.82,361.61,361.3,362.77,360.67,361.65,361.06,350.15
164,367.84,360.27,360.78,361.58,361.26,362.75,360.66,361.68,361.08,350.22
165,367.85,360.31,360.76,361.54,361.2,362.73,360.65,361.71,361.1,350.28
166,367.86,360.31,360.75,361.49,361.14,362.72,360.68,361.78,361.18,350.35
167,367.88,360.28,360.76,361.43,361.1,362.68,360.73,361.85,361.25,350.42
168,367.88,360.24,360.78,361.38,361.07,362.67,360.76,361.9,361.29,350.46
169,367.88,360.23,360.8,361.34,361.07,362.64,360.81,361.92,361.25,350.49
170,367.89,360.19,360.8,361.32,361.06,362.63,360.9,361.92,361.15,350.49
171,367.87,360.12,360.79,361.31,361.06,362.64,360.99,361.94,361.1,350.5
172,367.86,360.1,360.8,361.3,361.06,362.65,361.03,361.97,361.09,350.5
173,367.85,360.08,360.81,361.28,361.06,362.66,361.08,362.02,361.14,350.51
174,367.85,360.06,360.83,361.26,361.07,362.68,361.14,362.11,361.21,350.51
175,367.85,360.05,360.85,361.27,361.08,362.7,361.18,362.15,361.34,350.48
176,367.84,360.06,360.89,361.27,361.1,362.72,361.24,362.14,361.5,350.43
177,367.86,360.07,360.92,361.3,361.1,362.74,361.32,362.13,361.64,350.39
178,367.86,360.1,360.96,361.31,361.08,362.77,361.4,362.12,361.74,350.37
179,367.88,360.09,361.0,361.32,361.08,362.8,361.51,362.1,361.74,350.37
180,367.89,360.01,361.03,361.35,361.08,362.82,361.58,362.11,361.65,350.41
181,367.92,360.01,361.06,361.39,361.09,362.84,361.64,362.11,361.6,350.43
182,367.93,360.03,361.08,361.42,361.1,362.87,361.7,362.11,361.52,350.45
183,367.96,360.11,361.1,361.46,361.11,362.89,361.74,362.08,361.41,350.44
184,367.97,360.16,361.11,361.48,361.14,362.9,361.76,362.05,361.28,350.43
185,367.97,360.19,361.12,361.51,361.15,362.92,361.77,362.0,361.15,350.44
186,367.99,360.22,361.12,361.55,361.17,362.93,361.79,361.91,360.97,350.46
187,368.0,360.22,361.12,361.57,361.2,362.93,361.82,361.9,360.8,350.52
188,368.02,360.19,361.1,361.56,361.24,362.94,361.83,361.93,360.72,350.59
189,368.04,360.15,361.07,361.57,361.27,362.96,361.83,361.98,360.73,350.66
190,368.05,360.13,361.06,361.56,361.29,362.97,361.82,362.06,360.76,350.71
191,368.07,360.08,361.06,361.57,361.3,362.99,361.8,362.13,360.83,350.75
192,368.11,360.04,361.08,361.57,361.32,363.01,361.79,362.23,360.89,350.79
193,368.12,360.04,361.08,361.6,361.33,363.03,361.8,362.3,360.92,350.81
194,368.16,360.1,361.06,361.62,361.34,363.04,361.82,362.41,360.93,350.83
195,368.19,360.15,361.03,361.64,361.36,363.05,361.83,362.52,360.98,350.87
196,368.22,360.14,361.01,361.67,361.39,363.07,361.82,362.58,361.02,350.91
197,368.25,360.03,360.95,361.68,361.43,363.08,361.77,362.54,361.09,350.98
198,368.3,359.93,360.9,361.68,361.44,363.08,361.7,362.51,361.18,351.03
199,368.31,359.89,360.87,361.69,361.45,363.09,361.65,362.5,361.22,351.03
