Time,TC1_tip,TC3,TC5,TC7,TC9,TC10,TC_Bottom_rec_groove,TC4,TC6,TC8,TC_wall_ins_ext,TC_bottom_ins_groove,TC2,h,flux,abs,surf
796.0,348.25,358.02,387.45,221.48,164.75,190.92,347.61,374.17,293.41,180.4,26.81,27.46,350.71,0.084,25900,90,0.98
797.0,348.25,358.05,387.49,221.57,164.97,190.99,347.6,374.22,293.57,180.61,26.82,27.46,350.71,0.084,25900,90,0.98
798.0,348.23,358.05,387.53,221.74,165.16,191.07,347.59,374.24,293.63,180.57,26.81,27.46,350.7,0.084,25900,90,0.98
799.0,348.22,358.07,387.57,221.93,165.26,191.16,347.58,374.28,293.68,180.45,26.83,27.46,350.71,0.084,25900,90,0.98
800.0,348.22,358.07,387.62,222.05,165.34,191.23,347.56,374.31,293.7,180.31,26.82,27.46,350.7,0.084,25900,90,0.98
801.0,348.2,358.09,387.65,222.21,165.37,191.33,347.56,374.35,293.69,180.05,26.82,27.46,350.69,0.084,25900,90,0.98
802.0,348.18,358.1,387.71,222.33,165.29,191.42,347.54,374.39,293.67,179.79,26.81,27.45,350.7,0.084,25900,90,0.98
803.0,348.17,358.12,387.76,222.31,165.13,191.51,347.52,374.42,293.67,179.52,26.81,27.46,350.69,0.084,25900,90,0.98
804.0,348.16,358.13,387.78,222.31,165.02,191.56,347.5,374.46,293.65,179.32,26.81,27.46,350.68,0.084,25900,90,0.98
805.0,348.15,358.13,387.83,222.31,164.96,191.62,347.5,374.49,293.62,179.2,26.82,27.46,350.67,0.084,25900,90,0.98
806.0,348.13,358.15,387.87,222.39,164.93,191.68,347.49,374.53,293.52,179.08,26.81,27.46,350.68,0.084,25900,90,0.98
807.0,348.12,358.15,387.88,222.44,164.92,191.72,347.45,374.57,293.42,179.13,26.81,27.47,350.66,0.084,25900,90,0.98
808.0,348.1,358.15,387.91,222.52,164.93,191.79,347.45,374.61,293.32,179.1,26.82,27.46,350.65,0.084,25900,90,0.98
809.0,348.09,358.16,387.94,222.55,164.9,191.83,347.44,374.65,293.21,179.01,26.83,27.46,350.64,0.084,25900,90,0.98
810.0,348.08,358.18,387.95,222.56,164.82,191.86,347.43,374.68,293.1,178.94,26.82,27.46,350.65,0.084,25900,90,0.98
811.0,348.06,358.19,387.99,222.4,164.68,191.88,347.41,374.72,293.03,178.97,26.82,27.45,350.63,0.084,25900,90,0.98
812.0,348.04,358.2,388.03,222.1,164.57,191.87,347.39,374.75,293,178.91,26.81,27.46,350.62,0.084,25900,90,0.98
813.0,348.03,358.22,388.05,222,164.59,191.86,347.38,374.78,293.02,178.89,26.81,27.45,350.63,0.084,25900,90,0.98
814.0,348.01,358.23,388.08,221.93,164.62,191.86,347.36,374.82,293.14,178.93,26.81,27.46,350.63,0.084,25900,90,0.98
815.0,348.01,358.24,388.1,222.03,164.65,191.87,347.35,374.86,293.24,178.96,26.82,27.46,350.62,0.084,25900,90,0.98
816.0,348,358.25,388.13,222.08,164.69,191.87,347.34,374.9,293.28,178.87,26.82,27.46,350.61,0.084,25900,90,0.98
817.0,347.99,358.26,388.15,222.22,164.74,191.88,347.33,374.94,293.29,178.94,26.82,27.46,350.6,0.084,25900,90,0.98
818.0,347.95,358.27,388.18,222.35,164.81,191.9,347.32,374.97,293.32,178.91,26.82,27.46,350.59,0.084,25900,90,0.98
819.0,347.95,358.27,388.21,222.33,164.86,191.93,347.3,374.99,293.31,178.87,26.82,27.47,350.58,0.084,25900,90,0.98
820.0,347.94,358.3,388.27,222.26,164.9,191.96,347.28,375.04,293.32,178.82,26.82,27.46,350.58,0.084,25900,90,0.98
821.0,347.92,358.31,388.31,222.34,164.91,191.98,347.26,375.07,293.37,178.94,26.82,27.46,350.57,0.084,25900,90,0.98
822.0,347.9,358.31,388.35,222.33,164.92,191.99,347.25,375.12,293.51,179.15,26.82,27.46,350.57,0.084,25900,90,0.98
823.0,347.89,358.34,388.4,222.42,164.98,192.01,347.23,375.15,293.67,179.48,26.82,27.46,350.57,0.084,25900,90,0.98
824.0,347.88,358.34,388.44,222.53,165.08,192.01,347.22,375.19,293.83,179.74,26.82,27.46,350.56,0.084,25900,90,0.98
825.0,347.87,358.36,388.49,222.75,165.22,192.02,347.21,375.22,294.04,180.06,26.81,27.46,350.56,0.084,25900,90,0.98
826.0,347.85,358.36,388.53,222.84,165.29,192.05,347.2,375.26,294.16,180.07,26.82,27.47,350.54,0.084,25900,90,0.98
827.0,347.83,358.37,388.58,222.81,165.37,192.06,347.17,375.3,294.24,179.97,26.83,27.47,350.54,0.084,25900,90,0.98
828.0,347.82,358.37,388.63,222.81,165.53,192.11,347.16,375.33,294.32,180.11,26.83,27.47,350.52,0.084,25900,90,0.98
829.0,347.8,358.39,388.71,222.92,165.77,192.19,347.15,375.36,294.46,180.43,26.81,27.46,350.53,0.084,25900,90,0.98
830.0,347.79,358.42,388.78,222.98,165.85,192.28,347.13,375.4,294.56,180.45,26.81,27.46,350.52,0.084,25900,90,0.98
831.0,347.78,358.42,388.82,222.92,165.83,192.33,347.12,375.44,294.58,180.24,26.82,27.46,350.51,0.084,25900,90,0.98
832.0,347.78,358.43,388.88,222.86,165.8,192.38,347.11,375.48,294.6,180.14,26.81,27.46,350.52,0.084,25900,90,0.98
833.0,347.76,358.45,388.92,222.83,165.78,192.43,347.1,375.5,294.66,180.19,26.82,27.46,350.51,0.084,25900,90,0.98
834.0,347.75,358.46,388.97,222.74,165.75,192.47,347.08,375.55,294.8,180.25,26.81,27.46,350.52,0.084,25900,90,0.98
835.0,347.74,358.46,389,222.68,165.7,192.51,347.08,375.58,294.97,180.26,26.82,27.46,350.5,0.084,25900,90,0.98
836.0,347.74,358.49,389.05,222.78,165.68,192.55,347.07,375.62,295.08,180.42,26.82,27.46,350.51,0.084,25900,90,0.98
837.0,347.73,358.5,389.08,222.92,165.73,192.58,347.06,375.66,295.1,180.55,26.82,27.46,350.5,0.084,25900,90,0.98
838.0,347.71,358.51,389.17,222.94,165.8,192.63,347.04,375.69,295.06,180.61,26.82,27.46,350.5,0.084,25900,90,0.98
839.0,347.7,358.53,389.25,223.05,165.9,192.71,347.04,375.72,295.08,180.74,26.82,27.47,350.5,0.084,25900,90,0.98
840.0,347.71,358.55,389.29,223.45,166.02,192.77,347.02,375.78,295.2,181.11,26.82,27.46,350.49,0.084,25900,90,0.98
841.0,347.68,358.55,389.33,223.91,166.13,192.82,347,375.8,295.31,181.53,26.82,27.46,350.49,0.084,25900,90,0.98
842.0,347.66,358.56,389.36,224.22,166.3,192.88,346.98,375.84,295.34,181.74,26.83,27.46,350.49,0.084,25900,90,0.98
843.0,347.65,358.57,389.39,224.31,166.41,192.95,346.97,375.88,295.35,181.7,26.83,27.47,350.48,0.084,25900,90,0.98
844.0,347.65,358.58,389.43,224.27,166.5,193.03,346.97,375.92,295.36,181.53,26.81,27.46,350.48,0.084,25900,90,0.98
845.0,347.64,358.61,389.48,224.36,166.59,193.1,346.97,375.95,295.44,181.47,26.82,27.46,350.47,0.084,25900,90,0.98
846.0,347.62,358.6,389.5,224.29,166.57,193.15,346.94,375.98,295.44,181.13,26.81,27.45,350.48,0.084,25900,90,0.98
847.0,347.61,358.63,389.55,224.03,166.41,193.21,346.93,376.02,295.48,180.89,26.82,27.46,350.46,0.084,25900,90,0.98
848.0,347.59,358.64,389.61,223.96,166.31,193.26,346.92,376.06,295.58,180.85,26.82,27.46,350.46,0.084,25900,90,0.98
849.0,347.57,358.65,389.64,223.91,166.27,193.26,346.89,376.08,295.67,180.82,26.82,27.46,350.46,0.084,25900,90,0.98
850.0,347.56,358.66,389.67,223.73,166.27,193.29,346.89,376.12,295.8,180.77,26.82,27.46,350.45,0.084,25900,90,0.98
851.0,347.55,358.68,389.7,223.62,166.3,193.31,346.87,376.16,295.96,180.77,26.82,27.47,350.45,0.084,25900,90,0.98
852.0,347.55,358.69,389.75,223.51,166.35,193.33,346.86,376.2,296.1,180.93,26.82,27.45,350.45,0.084,25900,90,0.98
853.0,347.53,358.69,389.79,223.6,166.45,193.33,346.85,376.24,296.25,181.26,26.82,27.45,350.44,0.084,25900,90,0.98
854.0,347.52,358.71,389.83,223.83,166.63,193.35,346.84,376.25,296.38,181.6,26.82,27.45,350.44,0.084,25900,90,0.98
855.0,347.51,358.72,389.87,224.05,166.82,193.36,346.83,376.29,296.61,182.11,26.81,27.45,350.44,0.084,25900,90,0.98
856.0,347.5,358.74,389.93,224.53,167.23,193.43,346.81,376.33,296.75,182.72,26.81,27.45,350.43,0.084,25900,90,0.98
857.0,347.49,358.76,389.98,224.98,167.62,193.51,346.8,376.37,296.78,183.09,26.82,27.45,350.43,0.084,25900,90,0.98
858.0,347.49,358.78,390.01,224.78,167.76,193.55,346.79,376.4,296.74,183.3,26.81,27.45,350.43,0.084,25900,90,0.98
859.0,347.47,358.78,390,224.66,167.76,193.56,346.77,376.42,296.65,183.26,26.81,27.45,350.41,0.084,25900,90,0.98
860.0,347.46,358.79,389.97,224.47,167.6,193.54,346.76,376.45,296.49,182.92,26.82,27.46,350.41,0.084,25900,90,0.98
861.0,347.44,358.8,389.92,224.23,167.34,193.51,346.74,376.47,296.31,182.4,26.81,27.45,350.4,0.084,25900,90,0.98
862.0,347.43,358.81,389.84,223.82,166.96,193.43,346.73,376.48,296.12,181.77,26.82,27.45,350.38,0.084,25900,90,0.98
863.0,347.42,358.83,389.75,223.38,166.62,193.36,346.73,376.48,295.95,181.46,26.81,27.45,350.39,0.084,25900,90,0.98
864.0,347.41,358.84,389.64,223.01,166.21,193.26,346.72,376.48,295.66,180.95,26.81,27.46,350.38,0.084,25900,90,0.98
865.0,347.39,358.87,389.38,222.6,165.63,193.07,346.7,376.5,295.28,180.37,26.82,27.45,350.38,0.084,25900,90,0.98
866.0,347.37,358.89,389.06,222.13,165.09,192.86,346.69,376.51,294.8,179.78,26.82,27.46,350.37,0.084,25900,90,0.98
867.0,347.36,358.9,388.8,221.83,164.82,192.71,346.67,376.52,294.3,179.41,26.82,27.46,350.36,0.084,25900,90,0.98
868.0,347.35,358.9,388.51,221.49,164.59,192.52,346.65,376.52,293.99,179.25,26.81,27.46,350.35,0.084,25900,90,0.98
869.0,347.34,358.93,388.23,221.2,164.34,192.33,346.65,376.52,293.55,179.11,26.82,27.45,350.35,0.084,25900,90,0.98
870.0,347.33,358.94,387.92,220.93,164.07,192.11,346.64,376.52,293.04,178.82,26.81,27.45,350.36,0.084,25900,90,0.98
871.0,347.33,358.96,387.57,220.65,163.75,191.87,346.63,376.5,292.49,178.37,26.81,27.45,350.35,0.084,25900,90,0.98
872.0,347.32,358.99,387.22,220.36,163.41,191.6,346.62,376.48,291.93,177.89,26.81,27.45,350.35,0.084,25900,90,0.98
873.0,347.31,359.01,386.86,219.97,163.07,191.29,346.61,376.48,291.39,177.47,26.81,27.45,350.35,0.084,25900,90,0.98
874.0,347.29,359.02,386.32,219.37,162.66,190.81,346.59,376.46,290.88,177.23,26.81,27.45,350.34,0.084,25900,90,0.98
875.0,347.29,359.05,385.76,218.83,162.31,190.3,346.59,376.46,290.39,176.99,26.82,27.45,350.34,0.084,25900,90,0.98
876.0,347.29,359.07,385.38,218.39,162.05,189.95,346.57,376.46,289.87,176.56,26.81,27.45,350.35,0.084,25900,90,0.98
877.0,347.27,359.09,384.99,217.84,161.68,189.56,346.56,376.46,289.5,176.09,26.82,27.45,350.35,0.084,25900,90,0.98
878.0,347.27,359.1,384.59,217.23,161.25,189.17,346.55,376.44,288.91,175.32,26.82,27.45,350.35,0.084,25900,90,0.98
879.0,347.26,359.12,384.2,216.53,160.8,188.74,346.53,376.43,288.26,174.5,26.81,27.46,350.35,0.084,25900,90,0.98
880.0,347.26,359.13,383.82,215.81,160.32,188.31,346.52,376.41,287.61,173.78,26.82,27.45,350.35,0.084,25900,90,0.98
881.0,347.26,359.15,383.42,215.09,159.86,187.86,346.5,376.39,286.94,173.22,26.82,27.45,350.35,0.084,25900,90,0.98
882.0,347.27,359.15,383.05,214.46,159.45,187.39,346.49,376.38,286.25,172.73,26.83,27.44,350.35,0.084,25900,90,0.98
883.0,347.26,359.18,382.49,213.51,158.9,186.69,346.48,376.37,285.51,172.17,26.82,27.43,350.36,0.084,25900,90,0.98
884.0,347.26,359.21,381.93,212.61,158.32,185.97,346.46,376.35,285.02,172,26.82,27.43,350.37,0.084,25900,90,0.98
885.0,347.27,359.22,381.55,212.11,157.97,185.49,346.45,376.31,284.39,171.67,26.81,27.42,350.37,0.084,25900,90,0.98
886.0,347.27,359.24,381.18,211.83,157.66,184.99,346.44,376.29,283.93,171.55,26.81,27.42,350.37,0.084,25900,90,0.98
887.0,347.28,359.26,380.83,211.57,157.37,184.5,346.43,376.26,283.47,171.22,26.81,27.41,350.39,0.084,25900,90,0.98
888.0,347.28,359.27,380.47,211.29,157.07,183.99,346.42,376.24,283.04,170.85,26.83,27.43,350.4,0.084,25900,90,0.98
889.0,347.28,359.28,380.12,211.06,156.73,183.48,346.41,376.21,282.73,170.74,26.82,27.41,350.4,0.084,25900,90,0.98
890.0,347.28,359.3,379.77,210.72,156.44,182.97,346.41,376.18,282.27,170.39,26.82,27.43,350.4,0.084,25900,90,0.98
891.0,347.28,359.33,379.43,210.24,156.14,182.48,346.4,376.15,281.79,169.92,26.82,27.42,350.41,0.084,25900,90,0.98
892.0,347.27,359.34,378.91,209.55,155.88,181.69,346.38,376.12,281.35,169.62,26.83,27.43,350.42,0.084,25900,90,0.98
893.0,347.28,359.37,378.42,208.95,155.59,180.9,346.37,376.08,280.9,169.54,26.83,27.43,350.43,0.084,25900,90,0.98
894.0,347.26,359.39,378.07,208.54,155.27,180.38,346.35,376.05,280.45,169.17,26.82,27.42,350.43,0.084,25900,90,0.98
895.0,347.27,359.4,377.74,208.32,154.91,179.85,346.35,376.01,280.02,168.81,26.83,27.43,350.43,0.084,25900,90,0.98
896.0,347.27,359.42,377.44,208.18,154.54,179.32,346.34,375.97,279.7,168.56,26.82,27.43,350.45,0.084,25900,90,0.98
897.0,347.26,359.43,377.11,208.04,154.16,178.78,346.32,375.93,279.17,168.37,26.82,27.43,350.45,0.084,25900,90,0.98
898.0,347.26,359.44,376.81,207.82,153.84,178.24,346.31,375.9,278.65,168.22,26.83,27.43,350.45,0.084,25900,90,0.98
899.0,347.26,359.46,376.48,207.51,153.52,177.71,346.31,375.85,278.15,167.9,26.83,27.43,350.47,0.084,25900,90,0.98
900.0,347.27,359.48,376.16,207.28,153.18,177.18,346.31,375.8,277.66,167.54,26.83,27.43,350.47,0.084,25900,90,0.98
901.0,347.27,359.51,375.67,206.74,152.61,176.35,346.3,375.77,277.15,167.05,26.82,27.43,350.49,0.084,25900,90,0.98
902.0,347.27,359.54,375.18,206.13,152.04,175.5,346.29,375.74,276.61,166.48,26.81,27.43,350.5,0.084,25900,90,0.98
903.0,347.28,359.55,374.86,205.8,151.68,174.93,346.27,375.71,276.28,166.23,26.82,27.42,350.52,0.084,25900,90,0.98
904.0,347.28,359.57,374.58,205.39,151.31,174.35,346.26,375.66,275.78,165.88,26.82,27.43,350.52,0.084,25900,90,0.98
905.0,347.29,359.58,374.28,204.97,150.94,173.76,346.25,375.61,275.32,165.37,26.82,27.43,350.53,0.084,25900,90,0.98
906.0,347.29,359.6,373.96,204.58,150.52,173.18,346.25,375.55,274.86,164.85,26.82,27.43,350.54,0.084,25900,90,0.98
907.0,347.29,359.62,373.63,204.09,150.08,172.58,346.23,375.49,274.39,164.35,26.82,27.42,350.55,0.084,25900,90,0.98
908.0,347.29,359.63,373.29,203.52,149.63,171.98,346.23,375.43,273.94,163.85,26.82,27.42,350.56,0.084,25900,90,0.98
909.0,347.3,359.64,373,203.11,149.15,171.36,346.22,375.38,273.51,163.41,26.81,27.41,350.57,0.084,25900,90,0.98
910.0,347.29,359.66,372.56,202.5,148.45,170.43,346.2,375.34,273.22,163.07,26.81,27.43,350.58,0.084,25900,90,0.98
911.0,347.29,359.69,372.17,201.89,147.75,169.49,346.19,375.27,272.79,162.57,26.82,27.43,350.59,0.084,25900,90,0.98
