Time,TC1_tip,TC3,TC5,TC7,TC9,TC10,TC_Bottom_rec_groove,TC4,TC6,TC8,TC_wall_ins_ext,TC_bottom_ins_groove,TC2,h,flux,abs,surf
594.0,352.17,356.73,377.01,211.1,147.9,172.4,351.33,365.67,283.67,166.52,26.82,27.46,353.06,0.084,25900,90,0.98
595.0,352.15,356.72,377.09,211.25,148.1,172.56,351.3,365.7,283.78,166.7,26.81,27.44,353.03,0.084,25900,90,0.98
596.0,352.11,356.72,377.21,211.52,148.5,172.82,351.27,365.74,284.03,167.13,26.82,27.45,353.03,0.084,25900,90,0.98
597.0,352.09,356.73,377.34,211.79,148.85,173.1,351.24,365.79,284.31,167.54,26.81,27.44,353,0.084,25900,90,0.98
598.0,352.06,356.73,377.42,212.09,148.98,173.28,351.22,365.84,284.52,167.7,26.81,27.45,352.98,0.084,25900,90,0.98
599.0,352.03,356.73,377.5,212.35,149.13,173.47,351.2,365.88,284.63,167.92,26.82,27.46,352.97,0.084,25900,90,0.98
600.0,352.01,356.73,377.58,212.47,149.37,173.65,351.18,365.92,284.75,168.24,26.81,27.46,352.95,0.084,25900,90,0.98
601.0,351.98,356.72,377.65,212.67,149.6,173.83,351.15,365.97,284.91,168.69,26.81,27.46,352.93,0.084,25900,90,0.98
602.0,351.96,356.73,377.72,212.97,149.85,174.01,351.13,366.01,285,168.92,26.81,27.46,352.91,0.084,25900,90,0.98
603.0,351.94,356.73,377.78,213.14,150.13,174.2,351.12,366.06,285.12,169.19,26.82,27.47,352.89,0.084,25900,90,0.98
604.0,351.91,356.73,377.85,213.4,150.36,174.4,351.1,366.11,285.24,169.31,26.82,27.47,352.88,0.084,25900,90,0.98
605.0,351.88,356.73,377.94,213.88,150.63,174.71,351.06,366.15,285.33,169.58,26.82,27.47,352.85,0.084,25900,90,0.98
606.0,351.85,356.73,378.02,214.45,150.9,175.02,351.03,366.19,285.43,169.89,26.82,27.47,352.82,0.084,25900,90,0.98
607.0,351.83,356.74,378.07,214.7,151.07,175.2,351.01,366.23,285.44,169.94,26.82,27.47,352.81,0.084,25900,90,0.98
608.0,351.8,356.74,378.12,214.83,151.24,175.39,350.99,366.29,285.45,170.07,26.82,27.47,352.79,0.084,25900,90,0.98
609.0,351.78,356.74,378.14,215.03,151.46,175.57,350.97,366.33,285.51,170.28,26.82,27.48,352.77,0.084,25900,90,0.98
610.0,351.75,356.75,378.19,215.15,151.64,175.76,350.96,366.37,285.58,170.33,26.81,27.47,352.76,0.084,25900,90,0.98
611.0,351.74,356.75,378.24,215.15,151.78,175.94,350.93,366.42,285.63,170.34,26.81,27.47,352.74,0.084,25900,90,0.98
612.0,351.71,356.75,378.28,215.22,151.91,176.14,350.91,366.47,285.67,170.45,26.82,27.47,352.73,0.084,25900,90,0.98
613.0,351.68,356.74,378.35,215.5,152.07,176.42,350.87,366.52,285.71,170.61,26.83,27.47,352.71,0.084,25900,90,0.98
614.0,351.65,356.75,378.41,215.79,152.25,176.7,350.84,366.56,285.68,170.68,26.82,27.47,352.68,0.084,25900,90,0.98
615.0,351.61,356.74,378.46,216.01,152.42,176.88,350.82,366.61,285.68,170.86,26.81,27.47,352.66,0.084,25900,90,0.98
616.0,351.6,356.74,378.5,216.16,152.62,177.07,350.8,366.65,285.69,171.01,26.82,27.47,352.65,0.084,25900,90,0.98
617.0,351.58,356.74,378.56,216.26,152.73,177.25,350.78,366.7,285.81,171.15,26.81,27.45,352.64,0.084,25900,90,0.98
618.0,351.56,356.74,378.61,216.25,152.78,177.42,350.76,366.75,285.92,171.09,26.81,27.45,352.62,0.084,25900,90,0.98
619.0,351.54,356.75,378.65,216.22,152.81,177.56,350.74,366.8,285.97,171.08,26.81,27.45,352.61,0.084,25900,90,0.98
620.0,351.51,356.75,378.7,216.33,152.84,177.71,350.72,366.85,285.97,171.09,26.81,27.45,352.59,0.084,25900,90,0.98
621.0,351.48,356.74,378.75,216.43,152.91,177.86,350.7,366.9,285.96,171.03,26.81,27.45,352.58,0.084,25900,90,0.98
622.0,351.46,356.75,378.83,216.17,152.93,178.05,350.67,366.94,285.94,170.8,26.82,27.46,352.56,0.084,25900,90,0.98
623.0,351.42,356.76,378.91,215.63,152.83,178.23,350.64,366.97,285.94,170.6,26.81,27.45,352.54,0.084,25900,90,0.98
624.0,351.41,356.75,378.95,215.36,152.75,178.32,350.62,367.02,285.97,170.34,26.82,27.46,352.52,0.084,25900,90,0.98
625.0,351.38,356.76,379.01,215.24,152.69,178.41,350.59,367.07,286.02,170.17,26.8,27.45,352.5,0.084,25900,90,0.98
626.0,351.35,356.75,379.06,215.21,152.67,178.51,350.59,367.11,286.07,170.12,26.81,27.45,352.49,0.084,25900,90,0.98
627.0,351.33,356.77,379.12,215.15,152.72,178.6,350.56,367.16,286.09,170.1,26.81,27.45,352.48,0.084,25900,90,0.98
628.0,351.31,356.76,379.18,215.18,152.79,178.69,350.55,367.2,286.14,170.26,26.81,27.45,352.47,0.084,25900,90,0.98
629.0,351.29,356.77,379.23,215.22,152.88,178.78,350.52,367.25,286.28,170.49,26.82,27.46,352.45,0.084,25900,90,0.98
630.0,351.27,356.77,379.29,215.42,153.01,178.87,350.5,367.28,286.4,170.77,26.81,27.45,352.43,0.084,25900,90,0.98
631.0,351.23,356.77,379.37,215.47,153.14,179,350.48,367.32,286.53,170.82,26.81,27.46,352.42,0.084,25900,90,0.98
632.0,351.19,356.78,379.46,215.63,153.26,179.13,350.45,367.37,286.65,170.92,26.82,27.46,352.39,0.084,25900,90,0.98
633.0,351.18,356.79,379.52,215.91,153.4,179.21,350.43,367.41,286.78,171.12,26.82,27.47,352.38,0.084,25900,90,0.98
634.0,351.16,356.79,379.58,216.17,153.64,179.32,350.42,367.46,286.87,171.47,26.8,27.46,352.36,0.084,25900,90,0.98
635.0,351.14,356.8,379.64,216.28,153.86,179.44,350.41,367.49,286.92,171.63,26.81,27.47,352.36,0.084,25900,90,0.98
636.0,351.12,356.8,379.7,216.31,154.06,179.56,350.38,367.53,286.97,171.82,26.81,27.47,352.34,0.084,25900,90,0.98
637.0,351.09,356.8,379.75,216.34,154.21,179.67,350.37,367.56,287.01,171.82,26.82,27.47,352.31,0.084,25900,90,0.98
638.0,351.08,356.81,379.81,216.4,154.34,179.79,350.35,367.61,287.08,171.85,26.81,27.47,352.31,0.084,25900,90,0.98
639.0,351.06,356.81,379.87,216.6,154.47,179.9,350.33,367.66,287.18,172.03,26.82,27.47,352.3,0.084,25900,90,0.98
640.0,351.03,356.81,379.92,216.68,154.54,180.02,350.32,367.71,287.3,171.87,26.81,27.46,352.29,0.084,25900,90,0.98
641.0,351.01,356.83,380.02,216.66,154.55,180.19,350.3,367.75,287.41,171.8,26.81,27.46,352.27,0.084,25900,90,0.98
642.0,350.98,356.83,380.13,216.84,154.73,180.35,350.27,367.8,287.44,172.08,26.81,27.46,352.27,0.084,25900,90,0.98
643.0,350.96,356.83,380.18,216.97,154.9,180.47,350.25,367.85,287.46,172.31,26.81,27.46,352.25,0.084,25900,90,0.98
644.0,350.94,356.84,380.23,217.13,155,180.58,350.24,367.87,287.45,172.39,26.8,27.46,352.23,0.084,25900,90,0.98
645.0,350.92,356.85,380.3,217.23,155.09,180.7,350.22,367.92,287.4,172.48,26.8,27.46,352.22,0.084,25900,90,0.98
646.0,350.9,356.85,380.36,217.26,155.15,180.8,350.2,367.97,287.37,172.56,26.82,27.46,352.21,0.084,25900,90,0.98
647.0,350.88,356.85,380.42,217.27,155.15,180.89,350.18,368,287.35,172.5,26.81,27.46,352.2,0.084,25900,90,0.98
648.0,350.86,356.86,380.47,217.3,155.15,180.96,350.16,368.05,287.29,172.5,26.81,27.46,352.19,0.084,25900,90,0.98
649.0,350.83,356.86,380.54,217.29,155.15,181.06,350.13,368.1,287.23,172.51,26.81,27.46,352.17,0.084,25900,90,0.98
650.0,350.79,356.86,380.61,217.26,155.17,181.16,350.1,368.15,287.19,172.45,26.81,27.46,352.14,0.084,25900,90,0.98
651.0,350.77,356.87,380.66,217.28,155.19,181.25,350.09,368.19,287.18,172.36,26.81,27.46,352.13,0.084,25900,90,0.98
652.0,350.76,356.87,380.72,217.35,155.24,181.32,350.07,368.23,287.15,172.41,26.81,27.46,352.12,0.084,25900,90,0.98
653.0,350.74,356.87,380.76,217.36,155.34,181.41,350.04,368.28,287.15,172.54,26.81,27.45,352.11,0.084,25900,90,0.98
654.0,350.72,356.87,380.81,217.5,155.47,181.48,350.02,368.32,287.27,172.85,26.81,27.46,352.09,0.084,25900,90,0.98
655.0,350.68,356.87,380.85,217.55,155.61,181.58,350.01,368.37,287.41,173.12,26.81,27.45,352.07,0.084,25900,90,0.98
656.0,350.67,356.89,380.89,217.47,155.67,181.68,350,368.41,287.53,173.21,26.81,27.46,352.07,0.084,25900,90,0.98
657.0,350.66,356.89,380.94,217.39,155.77,181.76,349.97,368.46,287.63,173.22,26.82,27.46,352.06,0.084,25900,90,0.98
658.0,350.62,356.89,381.02,217.22,156,181.9,349.95,368.49,287.71,173.21,26.82,27.45,352.04,0.084,25900,90,0.98
659.0,350.59,356.89,381.1,217.09,156.32,182.05,349.93,368.54,287.8,173.28,26.81,27.45,352.02,0.084,25900,90,0.98
660.0,350.57,356.9,381.17,217.03,156.56,182.15,349.9,368.59,287.96,173.55,26.81,27.45,352.02,0.084,25900,90,0.98
661.0,350.55,356.9,381.23,217.02,156.76,182.26,349.89,368.63,288.09,173.71,26.81,27.45,352,0.084,25900,90,0.98
662.0,350.53,356.9,381.28,217.09,156.91,182.39,349.87,368.67,288.16,173.7,26.8,27.44,351.99,0.084,25900,90,0.98
663.0,350.51,356.91,381.33,217.21,157.02,182.52,349.85,368.73,288.18,173.64,26.8,27.43,351.98,0.084,25900,90,0.98
664.0,350.49,356.91,381.38,217.36,157.1,182.65,349.85,368.77,288.16,173.64,26.8,27.43,351.97,0.084,25900,90,0.98
665.0,350.48,356.92,381.43,217.45,157.14,182.78,349.82,368.81,288.19,173.75,26.81,27.43,351.95,0.084,25900,90,0.98
666.0,350.47,356.92,381.49,217.52,157.19,182.9,349.8,368.85,288.28,173.96,26.81,27.44,351.94,0.084,25900,90,0.98
667.0,350.44,356.93,381.57,217.64,157.24,183.08,349.78,368.91,288.38,173.98,26.83,27.45,351.92,0.084,25900,90,0.98
668.0,350.42,356.94,381.65,217.81,157.33,183.25,349.76,368.95,288.42,173.94,26.82,27.45,351.92,0.084,25900,90,0.98
669.0,350.41,356.95,381.69,218.04,157.46,183.36,349.74,369,288.45,174.11,26.81,27.44,351.91,0.084,25900,90,0.98
670.0,350.4,356.96,381.73,218.18,157.55,183.45,349.73,369.05,288.55,174.32,26.81,27.45,351.9,0.084,25900,90,0.98
671.0,350.38,356.95,381.76,218,157.57,183.53,349.71,369.1,288.62,174.27,26.82,27.44,351.88,0.084,25900,90,0.98
672.0,350.37,356.95,381.82,217.95,157.61,183.61,349.68,369.12,288.68,174.31,26.81,27.44,351.86,0.084,25900,90,0.98
673.0,350.34,356.96,381.87,218.03,157.68,183.7,349.67,369.17,288.8,174.5,26.82,27.44,351.85,0.084,25900,90,0.98
674.0,350.32,356.96,381.92,217.95,157.79,183.77,349.65,369.21,288.99,174.78,26.83,27.44,351.84,0.084,25900,90,0.98
675.0,350.3,356.97,381.97,218,157.95,183.84,349.62,369.27,289.22,175.13,26.82,27.44,351.82,0.084,25900,90,0.98
676.0,350.27,356.97,382.05,218.31,158.33,183.97,349.6,369.31,289.53,175.71,26.82,27.44,351.81,0.084,25900,90,0.98
677.0,350.25,356.98,382.14,218.87,158.83,184.13,349.58,369.35,289.81,176.3,26.81,27.44,351.8,0.084,25900,90,0.98
678.0,350.24,356.99,382.2,219.21,159.2,184.24,349.56,369.4,290.03,176.82,26.82,27.44,351.78,0.084,25900,90,0.98
679.0,350.2,356.98,382.26,219.33,159.51,184.37,349.53,369.43,290.14,176.97,26.81,27.43,351.76,0.084,25900,90,0.98
680.0,350.19,356.99,382.33,219.45,159.77,184.52,349.52,369.47,290.31,177.26,26.81,27.43,351.76,0.084,25900,90,0.98
681.0,350.18,356.99,382.37,219.54,159.84,184.65,349.5,369.52,290.46,177.19,26.82,27.44,351.73,0.084,25900,90,0.98
682.0,350.15,357,382.44,219.59,159.85,184.78,349.48,369.57,290.41,176.93,26.81,27.44,351.72,0.084,25900,90,0.98
683.0,350.15,357.01,382.51,219.65,159.84,184.91,349.46,369.62,290.25,176.62,26.82,27.44,351.73,0.084,25900,90,0.98
684.0,350.12,357.02,382.55,219.65,159.82,185.03,349.45,369.66,290.08,176.45,26.82,27.44,351.7,0.084,25900,90,0.98
685.0,350.1,357.02,382.64,219.66,159.89,185.24,349.42,369.71,289.94,176.49,26.82,27.43,351.69,0.084,25900,90,0.98
686.0,350.08,357.04,382.73,219.59,159.97,185.45,349.4,369.74,289.88,176.46,26.82,27.44,351.69,0.084,25900,90,0.98
687.0,350.07,357.04,382.77,219.52,159.99,185.59,349.38,369.78,289.82,176.39,26.82,27.44,351.67,0.084,25900,90,0.98
688.0,350.05,357.04,382.81,219.47,160.04,185.71,349.37,369.82,289.86,176.37,26.82,27.44,351.66,0.084,25900,90,0.98
689.0,350.02,357.06,382.85,219.44,160.08,185.84,349.35,369.87,289.97,176.3,26.81,27.43,351.65,0.084,25900,90,0.98
690.0,350.01,357.06,382.89,219.43,160.1,185.93,349.32,369.92,290.11,176.39,26.82,27.44,351.64,0.084,25900,90,0.98
691.0,349.99,357.06,382.94,219.46,160.14,186.03,349.31,369.97,290.28,176.54,26.82,27.44,351.63,0.084,25900,90,0.98
692.0,349.97,357.07,382.98,219.36,160.21,186.11,349.29,370.01,290.49,176.6,26.82,27.43,351.62,0.084,25900,90,0.98
693.0,349.96,357.07,383.04,219.33,160.3,186.18,349.27,370.05,290.64,176.71,26.82,27.43,351.61,0.084,25900,90,0.98
694.0,349.92,357.08,383.13,219.29,160.5,186.29,349.25,370.08,290.83,176.93,26.82,27.44,351.59,0.084,25900,90,0.98
695.0,349.89,357.09,383.22,219.34,160.72,186.4,349.22,370.13,291,177.13,26.81,27.43,351.57,0.084,25900,90,0.98
696.0,349.87,357.09,383.28,219.45,160.77,186.48,349.21,370.17,291.04,177.05,26.82,27.44,351.56,0.084,25900,90,0.98
697.0,349.85,357.1,383.35,219.64,160.83,186.57,349.19,370.21,291.06,176.98,26.82,27.44,351.55,0.084,25900,90,0.98
698.0,349.84,357.1,383.41,219.9,160.96,186.67,349.16,370.26,291.13,177.18,26.82,27.44,351.54,0.084,25900,90,0.98
699.0,349.8,357.11,383.47,220.08,161.14,186.76,349.15,370.31,291.21,177.44,26.81,27.43,351.52,0.084,25900,90,0.98
700.0,349.8,357.11,383.52,220.36,161.24,186.86,349.14,370.33,291.25,177.49,26.81,27.44,351.51,0.084,25900,90,0.98
701.0,349.79,357.12,383.59,220.58,161.31,186.97,349.12,370.37,291.25,177.46,26.82,27.45,351.51,0.084,25900,90,0.98
702.0,349.77,357.14,383.64,220.73,161.38,187.09,349.11,370.41,291.22,177.45,26.81,27.45,351.5,0.084,25900,90,0.98
703.0,349.74,357.15,383.71,220.88,161.48,187.27,349.1,370.46,291.15,177.45,26.82,27.45,351.49,0.084,25900,90,0.98
704.0,349.72,357.16,383.78,220.89,161.57,187.43,349.07,370.49,291.07,177.4,26.81,27.46,351.48,0.084,25900,90,0.98
705.0,349.69,357.17,383.82,220.78,161.61,187.52,349.05,370.53,290.98,177.35,26.8,27.45,351.46,0.084,25900,90,0.98
706.0,349.68,357.18,383.87,220.51,161.74,187.62,349.05,370.57,290.94,177.5,26.8,27.45,351.46,0.084,25900,90,0.98
707.0,349.67,357.18,383.91,220.41,161.9,187.69,349.03,370.61,290.99,177.63,26.82,27.46,351.44,0.084,25900,90,0.98
708.0,349.65,357.2,383.94,220.46,162,187.79,349.02,370.65,291.13,177.73,26.81,27.46,351.43,0.084,25900,90,0.98
709.0,349.63,357.2,383.96,220.65,162.03,187.87,349,370.69,291.26,177.82,26.81,27.46,351.42,0.084,25900,90,0.98
710.0,349.61,357.21,383.99,220.97,162.06,187.93,348.98,370.74,291.31,177.97,26.82,27.46,351.41,0.084,25900,90,0.98
711.0,349.61,357.22,384.02,221.16,162.12,188.02,348.98,370.77,291.26,177.84,26.81,27.46,351.41,0.084,25900,90,0.98
712.0,349.57,357.22,384.05,221.23,162.19,188.14,348.94,370.82,291.16,177.62,26.81,27.46,351.4,0.084,25900,90,0.98
713.0,349.54,357.23,384.09,221.31,162.3,188.28,348.92,370.85,291.05,177.46,26.82,27.46,351.37,0.084,25900,90,0.98
714.0,349.54,357.24,384.13,221.37,162.38,188.39,348.91,370.87,290.95,177.49,26.81,27.46,351.37,0.084,25900,90,0.98
715.0,349.52,357.25,384.16,221.5,162.49,188.47,348.89,370.93,290.86,177.78,26.82,27.47,351.37,0.084,25900,90,0.98
716.0,349.5,357.25,384.18,221.63,162.61,188.58,348.88,370.97,290.84,178.06,26.82,27.46,351.35,0.084,25900,90,0.98
717.0,349.48,357.25,384.19,221.74,162.77,188.68,348.86,371.01,290.9,178.3,26.82,27.46,351.34,0.084,25900,90,0.98
718.0,349.47,357.27,384.23,221.72,162.95,188.78,348.84,371.06,290.95,178.51,26.81,27.45,351.34,0.084,25900,90,0.98
719.0,349.45,357.27,384.25,221.62,163.04,188.88,348.84,371.1,290.99,178.52,26.82,27.46,351.33,0.084,25900,90,0.98
720.0,349.44,357.28,384.29,221.46,163.02,188.98,348.82,371.14,291.11,178.36,26.81,27.46,351.33,0.084,25900,90,0.98
721.0,349.4,357.28,384.33,221.25,162.9,189.11,348.8,371.17,291.2,178.36,26.81,27.44,351.31,0.084,25900,90,0.98
722.0,349.38,357.29,384.39,221.25,162.71,189.21,348.77,371.21,291.28,178.28,26.81,27.45,351.3,0.084,25900,90,0.98
723.0,349.36,357.3,384.43,221.15,162.63,189.26,348.76,371.26,291.31,178.23,26.81,27.45,351.29,0.084,25900,90,0.98
724.0,349.34,357.3,384.48,221.07,162.58,189.31,348.75,371.3,291.44,178.12,26.81,27.45,351.29,0.084,25900,90,0.98
725.0,349.33,357.31,384.52,221,162.56,189.36,348.73,371.34,291.62,178.15,26.81,27.44,351.28,0.084,25900,90,0.98
726.0,349.31,357.31,384.58,221.03,162.52,189.4,348.71,371.4,291.79,178.12,26.82,27.44,351.27,0.084,25900,90,0.98
727.0,349.3,357.32,384.63,221,162.44,189.45,348.69,371.44,291.84,177.87,26.82,27.44,351.26,0.084,25900,90,0.98
728.0,349.27,357.32,384.67,221,162.4,189.48,348.68,371.47,291.81,177.81,26.81,27.44,351.25,0.084,25900,90,0.98
729.0,349.26,357.33,384.74,221.16,162.39,189.52,348.67,371.51,291.8,177.86,26.82,27.44,351.25,0.084,25900,90,0.98
730.0,349.23,357.34,384.79,221.42,162.39,189.58,348.64,371.55,291.81,177.93,26.82,27.44,351.22,0.084,25900,90,0.98
731.0,349.22,357.35,384.85,221.75,162.44,189.63,348.61,371.59,291.77,178.06,26.81,27.44,351.21,0.084,25900,90,0.98
732.0,349.2,357.34,384.88,221.9,162.53,189.69,348.6,371.64,291.73,178.25,26.81,27.44,351.21,0.084,25900,90,0.98
733.0,349.19,357.37,384.92,221.77,162.64,189.71,348.59,371.68,291.66,178.45,26.81,27.44,351.19,0.084,25900,90,0.98
734.0,349.17,357.37,384.95,221.35,162.79,189.72,348.58,371.72,291.68,178.69,26.81,27.43,351.18,0.084,25900,90,0.98
735.0,349.16,357.38,385,221.29,162.99,189.74,348.57,371.76,291.77,178.94,26.82,27.43,351.18,0.084,25900,90,0.98
736.0,349.15,357.39,385.04,221.36,163.24,189.78,348.55,371.8,291.94,179.27,26.81,27.43,351.17,0.084,25900,90,0.98
737.0,349.14,357.4,385.07,221.56,163.45,189.85,348.53,371.84,292.14,179.63,26.81,27.43,351.16,0.084,25900,90,0.98
738.0,349.12,357.41,385.11,221.74,163.6,189.92,348.52,371.89,292.27,179.69,26.81,27.42,351.15,0.084,25900,90,0.98
739.0,349.11,357.42,385.17,221.93,163.68,190.06,348.5,371.93,292.37,179.57,26.81,27.44,351.14,0.084,25900,90,0.98
740.0,349.09,357.44,385.25,221.93,163.62,190.18,348.48,371.96,292.51,179.33,26.81,27.42,351.13,0.084,25900,90,0.98
741.0,349.08,357.45,385.29,221.89,163.56,190.24,348.46,372.02,292.66,179.27,26.8,27.42,351.13,0.084,25900,90,0.98
742.0,349.06,357.45,385.33,221.81,163.41,190.28,348.44,372.04,292.74,179.14,26.8,27.43,351.11,0.084,25900,90,0.98
743.0,349.04,357.46,385.37,221.72,163.3,190.32,348.43,372.08,292.81,178.77,26.8,27.43,351.1,0.084,25900,90,0.98
744.0,349.03,357.47,385.44,221.59,163.2,190.34,348.41,372.12,292.83,178.32,26.82,27.43,351.1,0.084,25900,90,0.98
745.0,349.03,357.49,385.48,221.44,163.12,190.34,348.4,372.17,292.77,178.1,26.81,27.43,351.09,0.084,25900,90,0.98
746.0,349,357.49,385.53,221.33,163,190.34,348.38,372.2,292.68,177.86,26.81,27.43,351.08,0.084,25900,90,0.98
747.0,348.99,357.5,385.57,221.19,162.85,190.34,348.36,372.25,292.55,177.65,26.81,27.42,351.07,0.084,25900,90,0.98
748.0,348.97,357.52,385.63,221.13,162.65,190.31,348.35,372.29,292.4,177.53,26.81,27.42,351.07,0.084,25900,90,0.98
749.0,348.96,357.54,385.67,221.1,162.54,190.27,348.32,372.32,292.31,177.5,26.8,27.42,351.05,0.084,25900,90,0.98
750.0,348.94,357.54,385.7,221.06,162.47,190.25,348.31,372.37,292.18,177.45,26.81,27.42,351.04,0.084,25900,90,0.98
751.0,348.93,357.54,385.72,221.1,162.37,190.2,348.29,372.41,292.05,177.44,26.8,27.42,351.04,0.084,25900,90,0.98
752.0,348.91,357.54,385.74,221.05,162.3,190.16,348.28,372.45,291.97,177.51,26.81,27.42,351.03,0.084,25900,90,0.98
753.0,348.9,357.56,385.76,220.97,162.37,190.11,348.26,372.48,291.97,177.75,26.8,27.41,351.02,0.084,25900,90,0.98
754.0,348.88,357.57,385.78,221,162.57,190.08,348.25,372.54,292.07,178.19,26.81,27.43,351.01,0.084,25900,90,0.98
755.0,348.87,357.58,385.81,220.85,162.77,190.04,348.24,372.59,292.23,178.39,26.82,27.43,351.02,0.084,25900,90,0.98
756.0,348.87,357.6,385.86,220.89,162.9,190.02,348.23,372.62,292.38,178.47,26.81,27.43,351.02,0.084,25900,90,0.98
757.0,348.84,357.61,385.92,221.18,163.13,190.02,348.2,372.67,292.6,178.75,26.82,27.43,351,0.084,25900,90,0.98
758.0,348.83,357.63,385.99,221.48,163.32,190.06,348.18,372.71,292.75,178.76,26.82,27.43,350.99,0.084,25900,90,0.98
759.0,348.81,357.63,386.04,221.22,163.43,190.09,348.16,372.75,292.82,178.63,26.81,27.43,350.98,0.084,25900,90,0.98
760.0,348.79,357.64,386.09,220.68,163.5,190.1,348.14,372.79,292.92,178.59,26.82,27.43,350.97,0.084,25900,90,0.98
761.0,348.77,357.64,386.15,220.16,163.61,190.13,348.14,372.83,293.1,178.76,26.82,27.43,350.96,0.084,25900,90,0.98
762.0,348.76,357.66,386.21,219.95,163.73,190.17,348.11,372.87,293.26,179,26.82,27.43,350.95,0.084,25900,90,0.98
763.0,348.74,357.67,386.28,219.85,163.8,190.21,348.1,372.92,293.41,179.06,26.82,27.43,350.95,0.084,25900,90,0.98
764.0,348.73,357.68,386.34,219.96,163.8,190.24,348.08,372.96,293.57,179.18,26.82,27.43,350.94,0.084,25900,90,0.98
765.0,348.71,357.68,386.4,220.1,163.8,190.28,348.07,373,293.65,179.21,26.81,27.43,350.92,0.084,25900,90,0.98
766.0,348.69,357.71,386.49,220.21,163.74,190.36,348.06,373.04,293.71,179.05,26.81,27.43,350.92,0.084,25900,90,0.98
767.0,348.67,357.71,386.58,220.5,163.54,190.4,348.03,373.07,293.75,178.82,26.82,27.43,350.92,0.084,25900,90,0.98
768.0,348.66,357.73,386.63,220.71,163.41,190.43,348.02,373.12,293.78,178.74,26.81,27.44,350.91,0.084,25900,90,0.98
769.0,348.65,357.73,386.67,221.03,163.33,190.44,348,373.15,293.8,178.92,26.82,27.43,350.9,0.084,25900,90,0.98
770.0,348.63,357.74,386.71,221.28,163.24,190.44,347.99,373.17,293.79,179.03,26.81,27.44,350.89,0.084,25900,90,0.98
771.0,348.63,357.76,386.76,221.42,163.1,190.45,347.98,373.22,293.71,178.98,26.81,27.43,350.89,0.084,25900,90,0.98
772.0,348.62,357.77,386.81,221.44,163.01,190.43,347.98,373.24,293.65,178.89,26.81,27.43,350.88,0.084,25900,90,0.98
773.0,348.6,357.78,386.85,221.43,162.91,190.39,347.95,373.29,293.64,178.62,26.81,27.43,350.88,0.084,25900,90,0.98
774.0,348.58,357.79,386.9,221.28,162.78,190.35,347.94,373.34,293.62,178.15,26.82,27.44,350.88,0.084,25900,90,0.98
775.0,348.56,357.79,386.96,221.11,162.64,190.27,347.91,373.39,293.54,178.01,26.82,27.44,350.85,0.084,25900,90,0.98
776.0,348.54,357.82,387.01,221.12,162.65,190.24,347.89,373.42,293.48,178.07,26.81,27.45,350.85,0.084,25900,90,0.98
777.0,348.53,357.82,387.04,221.25,162.71,190.23,347.88,373.44,293.41,178.14,26.81,27.44,350.84,0.084,25900,90,0.98
778.0,348.52,357.82,387.07,221.49,162.85,190.22,347.85,373.49,293.34,178.47,26.81,27.43,350.83,0.084,25900,90,0.98
779.0,348.5,357.84,387.08,221.56,163.03,190.21,347.85,373.53,293.32,178.89,26.81,27.44,350.83,0.084,25900,90,0.98
780.0,348.49,357.84,387.1,221.44,163.26,190.17,347.83,373.57,293.45,179.42,26.81,27.44,350.82,0.084,25900,90,0.98
781.0,348.47,357.85,387.12,221.3,163.5,190.1,347.82,373.61,293.62,179.85,26.81,27.44,350.81,0.084,25900,90,0.98
782.0,348.46,357.86,387.15,221.48,163.79,190.07,347.81,373.65,293.69,180.1,26.81,27.45,350.8,0.084,25900,90,0.98
783.0,348.45,357.88,387.19,221.69,163.95,190.09,347.79,373.69,293.68,179.93,26.81,27.44,350.8,0.084,25900,90,0.98
784.0,348.42,357.89,387.22,221.86,164.01,190.14,347.77,373.73,293.61,179.7,26.81,27.44,350.78,0.084,25900,90,0.98
785.0,348.4,357.9,387.25,221.96,164.02,190.24,347.76,373.76,293.51,179.44,26.82,27.45,350.77,0.084,25900,90,0.98
786.0,348.39,357.91,387.28,221.85,164.02,190.31,347.75,373.81,293.34,179.16,26.81,27.46,350.78,0.084,25900,90,0.98
787.0,348.38,357.92,387.3,221.78,163.99,190.38,347.73,373.85,293.17,178.93,26.82,27.45,350.77,0.084,25900,90,0.98
788.0,348.36,357.93,387.32,221.76,163.97,190.44,347.72,373.89,293.03,178.8,26.83,27.46,350.76,0.084,25900,90,0.98
789.0,348.36,357.94,387.33,221.77,163.93,190.49,347.71,373.92,292.84,178.7,26.82,27.45,350.76,0.084,25900,90,0.98
790.0,348.34,357.95,387.33,221.7,163.94,190.55,347.69,373.96,292.69,178.77,26.82,27.46,350.75,0.084,25900,90,0.98
791.0,348.33,357.96,387.35,221.72,163.94,190.6,347.68,373.99,292.68,178.79,26.82,27.46,350.75,0.084,25900,90,0.98
792.0,348.31,357.97,387.36,221.51,163.93,190.65,347.67,374.02,292.68,178.88,26.82,27.46,350.74,0.084,25900,90,0.98
793.0,348.3,357.99,387.38,221.2,164.01,190.72,347.65,374.05,292.78,179.16,26.82,27.46,350.73,0.084,25900,90,0.98
794.0,348.28,358.01,387.4,221.26,164.27,190.8,347.64,374.09,292.97,179.52,26.82,27.46,350.73,0.084,25900,90,0.98
795.0,348.26,358.02,387.43,221.35,164.5,190.86,347.62,374.13,293.19,179.97,26.82,27.45,350.72,0.084,25900,90,0.98
