time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
1,357.24,359.65,360.2,360.77,360.17,362.18,359.78,359.78,354.86,325.15
2,357.23,359.64,360.19,360.77,360.17,362.18,359.84,359.69,354.88,325.14
3,357.22,359.75,360.24,360.82,360.2,362.21,360.02,359.81,355.05,325.2
4,357.23,359.91,360.33,360.91,360.27,362.29,360.21,359.97,355.33,325.3
5,357.27,360.08,360.42,361.03,360.36,362.4,360.36,360.16,355.68,325.45
6,357.34,360.26,360.53,361.15,360.46,362.51,360.54,360.34,356.07,325.63
7,357.41,360.41,360.64,361.3,360.56,362.64,360.73,360.55,356.5,325.82
8,357.56,360.6,360.82,361.4,360.73,362.73,361.05,360.73,357.13,326.11
9,357.73,360.77,360.96,361.55,360.89,362.86,361.33,360.96,357.68,326.38
10,357.84,360.83,361.05,361.7,361.0,362.99,361.52,361.17,357.99,326.52
11,357.96,360.91,361.14,361.84,361.11,363.12,361.69,361.4,358.25,326.65
12,358.1,360.99,361.22,361.96,361.21,363.24,361.81,361.63,358.45,326.76
13,358.23,361.06,361.3,362.08,361.3,363.35,361.93,361.84,358.63,326.86
14,358.36,361.15,361.4,362.19,361.37,363.46,362.04,361.99,358.76,326.95
15,358.5,361.24,361.49,362.28,361.46,363.53,362.14,362.07,358.9,327.07
16,358.71,361.36,361.62,362.4,361.59,363.62,362.26,362.22,359.07,327.23
17,358.91,361.48,361.73,362.51,361.71,363.7,362.32,362.4,359.25,327.42
18,359.06,361.55,361.81,362.58,361.79,363.78,362.36,362.59,359.36,327.55
19,359.18,361.58,361.87,362.67,361.85,363.86,362.41,362.8,359.45,327.69
20,359.31,361.63,361.91,362.73,361.92,363.93,362.48,362.95,359.54,327.84
21,359.44,361.7,361.97,362.81,361.97,364.02,362.55,363.1,359.65,328.03
22,359.57,361.78,362.02,362.86,362.02,364.08,362.61,363.2,359.76,328.22
23,359.69,361.88,362.04,362.92,362.06,364.14,362.64,363.32,359.87,328.4
24,359.83,361.99,362.08,362.98,362.12,364.2,362.7,363.4,360.02,328.62
25,360.02,362.09,362.11,363.04,362.2,364.25,362.75,363.5,360.27,328.92
26,360.2,362.18,362.13,363.09,362.28,364.29,362.81,363.59,360.56,329.21
27,360.32,362.24,362.14,363.16,362.34,364.32,362.88,363.64,360.74,329.43
28,360.45,362.29,362.15,363.21,362.4,364.36,362.96,363.68,360.9,329.66
29,360.56,362.35,362.15,363.23,362.46,364.38,363.02,363.7,361.05,329.88
30,360.67,362.39,362.16,363.26,362.52,364.43,363.07,363.71,361.18,330.12
31,360.79,362.43,362.17,363.29,362.58,364.47,363.12,363.69,361.3,330.36
32,360.9,362.47,362.19,363.32,362.63,364.52,363.15,363.7,361.38,330.59
33,361.01,362.5,362.18,363.35,362.66,364.56,363.17,363.68,361.44,330.82
34,361.11,362.52,362.18,363.37,362.7,364.61,363.16,363.66,361.48,331.06
35,361.27,362.54,362.21,363.39,362.75,364.64,363.16,363.63,361.54,331.43
36,361.43,362.56,362.25,363.4,362.78,364.67,363.11,363.58,361.59,331.85
37,361.54,362.57,362.29,363.41,362.8,364.68,363.01,363.53,361.61,332.12
38,361.64,362.61,362.33,363.41,362.8,364.7,362.89,363.48,361.62,332.37
39,361.74,362.64,362.35,363.43,362.82,364.7,362.79,363.42,361.61,332.61
40,361.85,362.67,362.37,363.44,362.82,364.7,362.71,363.38,361.57,332.84
41,361.94,362.72,362.4,363.43,362.83,364.7,362.65,363.38,361.52,333.09
42,362.05,362.75,362.42,363.44,362.86,364.71,362.59,363.36,361.49,333.33
43,362.18,362.78,362.45,363.43,362.87,364.72,362.6,363.34,361.47,333.71
44,362.31,362.82,362.47,363.44,362.86,364.73,362.64,363.37,361.46,334.09
45,362.4,362.83,362.47,363.43,362.86,364.74,362.69,363.35,361.46,334.32
46,362.5,362.86,362.46,363.43,362.86,364.77,362.78,363.31,361.46,334.54
47,362.59,362.86,362.42,363.41,362.84,364.79,362.86,363.37,361.48,334.73
48,362.66,362.88,362.38,363.41,362.85,364.79,362.91,363.5,361.5,334.9
49,362.75,362.89,362.36,363.42,362.84,364.8,362.96,363.63,361.49,335.06
50,362.83,362.9,362.34,363.42,362.84,364.81,363.01,363.75,361.53,335.24
51,362.91,362.91,362.34,363.39,362.84,364.82,362.99,363.84,361.62,335.43
52,363.0,362.92,362.36,363.37,362.83,364.81,362.89,363.86,361.77,335.64
53,363.13,362.91,362.41,363.37,362.82,364.78,362.72,363.75,362.0,335.97
54,363.25,362.91,362.46,363.36,362.8,364.77,362.68,363.61,362.18,336.31
55,363.34,362.91,362.52,363.35,362.78,364.74,362.72,363.5,362.27,336.53
56,363.4,362.92,362.54,363.34,362.75,364.74,362.76,363.39,362.3,336.73
57,363.48,362.93,362.57,363.33,362.73,364.73,362.8,363.33,362.33,336.92
58,363.55,362.92,362.59,363.33,362.7,364.71,362.83,363.27,362.34,337.1
59,363.63,362.9,362.59,363.33,362.68,364.68,362.87,363.27,362.35,337.27
60,363.69,362.87,362.61,363.33,362.66,364.66,362.91,363.24,362.31,337.42
61,363.8,362.88,362.6,363.31,362.65,364.65,362.92,363.31,362.27,337.62
62,363.9,362.85,362.6,363.3,362.63,364.61,362.94,363.41,362.19,337.79
63,363.97,362.8,362.6,363.29,362.61,364.6,362.97,363.49,362.09,337.91
64,364.03,362.73,362.63,363.27,362.59,364.58,362.97,363.51,362.03,338.03
65,364.09,362.68,362.63,363.24,362.56,364.55,362.97,363.51,362.01,338.15
66,364.16,362.62,362.66,363.2,362.53,364.51,362.99,363.47,361.98,338.28
67,364.21,362.6,362.65,363.17,362.49,364.45,362.99,363.52,361.91,338.4
68,364.26,362.6,362.65,363.15,362.47,364.4,363.01,363.61,361.86,338.54
69,364.33,362.6,362.63,363.15,362.42,364.36,363.01,363.66,361.78,338.68
70,364.39,362.62,362.63,363.14,362.4,364.31,363.02,363.66,361.76,338.82
71,364.48,362.62,362.61,363.12,362.4,364.3,362.98,363.66,361.79,339.0
72,364.57,362.56,362.58,363.1,362.41,364.27,362.93,363.66,361.86,339.19
73,364.61,362.53,362.53,363.07,362.43,364.27,362.89,363.63,361.97,339.31
74,364.67,362.48,362.51,363.03,362.46,364.28,362.85,363.6,362.09,339.42
75,364.72,362.45,362.46,363.01,362.47,364.29,362.81,363.64,362.19,339.54
76,364.75,362.44,362.42,362.98,362.5,364.28,362.76,363.64,362.29,339.66
77,364.81,362.44,362.4,362.94,362.5,364.29,362.72,363.61,362.36,339.78
78,364.86,362.47,362.38,362.9,362.51,364.29,362.7,363.58,362.44,339.92
79,364.91,362.5,362.37,362.84,362.5,364.3,362.72,363.58,362.57,340.17
80,364.98,362.49,362.37,362.81,362.49,364.31,362.77,363.58,362.63,340.43
81,365.03,362.46,362.36,362.81,362.47,364.32,362.81,363.58,362.61,340.59
82,365.08,362.45,362.36,362.83,362.46,364.33,362.85,363.58,362.6,340.75
83,365.12,362.45,362.35,362.83,362.46,364.32,362.86,363.56,362.62,340.91
84,365.18,362.46,362.32,362.84,362.46,364.34,362.83,363.54,362.66,341.07
85,365.22,362.46,362.29,362.83,362.46,364.34,362.78,363.52,362.71,341.24
86,365.27,362.46,362.26,362.81,362.45,364.35,362.71,363.49,362.77,341.41
87,365.31,362.45,362.24,362.8,362.45,364.37,362.65,363.5,362.82,341.55
88,365.39,362.42,362.21,362.76,362.43,364.37,362.58,363.48,362.85,341.75
89,365.46,362.4,362.21,362.74,362.42,364.37,362.53,363.44,362.85,341.93
90,365.51,362.42,362.22,362.71,362.42,364.37,362.52,363.4,362.83,342.03
91,365.56,362.42,362.23,362.69,362.41,364.36,362.46,363.41,362.77,342.12
92,365.61,362.43,362.26,362.67,362.4,364.36,362.4,363.43,362.69,342.21
93,365.66,362.44,362.28,362.64,362.4,364.36,362.3,363.51,362.66,342.3
94,365.7,362.47,362.3,362.62,362.39,364.36,362.21,363.56,362.63,342.37
95,365.74,362.44,362.33,362.61,362.39,364.36,362.13,363.57,362.58,342.46
96,365.77,362.39,362.36,362.61,362.39,364.36,362.06,363.54,362.52,342.54
97,365.8,362.32,362.39,362.62,362.39,364.35,361.98,363.52,362.5,342.61
98,365.83,362.25,362.41,362.63,362.39,364.33,361.95,363.5,362.53,342.73
99,365.87,362.23,362.43,362.62,362.39,364.33,361.94,363.49,362.63,342.84
100,365.9,362.23,362.44,362.63,362.38,364.34,361.96,363.49,362.7,342.93
101,365.94,362.23,362.45,362.63,362.4,364.34,362.02,363.42,362.74,343.02
102,365.95,362.22,362.46,362.64,362.41,364.35,362.02,363.31,362.78,343.13
103,365.98,362.21,362.47,362.65,362.43,364.35,362.02,363.19,362.79,343.22
104,366.0,362.19,362.46,362.66,362.44,364.35,362.07,363.11,362.78,343.3
105,366.04,362.19,362.46,362.67,362.45,364.36,362.16,363.09,362.76,343.39
106,366.06,362.21,362.47,362.68,362.47,364.36,362.26,363.1,362.71,343.47
107,366.1,362.24,362.48,362.71,362.5,364.38,362.31,363.17,362.61,343.59
108,366.17,362.27,362.5,362.74,362.51,364.39,362.36,363.19,362.52,343.71
109,366.19,362.32,362.5,362.79,362.53,364.4,362.39,363.14,362.51,343.79
110,366.22,362.36,362.5,362.84,362.54,364.41,362.44,363.07,362.52,343.86
111,366.25,362.39,362.5,362.89,362.56,364.42,362.49,362.99,362.51,343.94
112,366.27,362.37,362.49,362.94,362.56,364.43,362.49,362.95,362.48,344.03
113,366.31,362.33,362.49,362.98,362.58,364.44,362.46,362.93,362.42,344.13
114,366.33,362.27,362.48,363.03,362.6,364.45,362.42,362.94,362.37,344.24
115,366.38,362.17,362.43,363.07,362.61,364.45,362.4,362.95,362.3,344.42
116,366.41,362.1,362.35,363.07,362.63,364.45,362.42,362.97,362.26,344.58
117,366.44,362.06,362.33,363.06,362.63,364.45,362.46,362.99,362.28,344.69
118,366.45,362.02,362.28,363.05,362.65,364.45,362.49,363.03,362.31,344.77
119,366.48,361.96,362.25,363.02,362.65,364.42,362.49,363.11,362.33,344.85
120,366.51,361.92,362.21,362.99,362.65,364.39,362.49,363.17,362.35,344.92
121,366.52,361.89,362.19,362.95,362.66,364.34,362.48,363.16,362.36,344.98
122,366.54,361.89,362.16,362.91,362.64,364.32,362.46,363.14,362.35,345.03
123,366.56,361.88,362.13,362.87,362.63,364.29,362.46,363.1,362.38,345.08
124,366.6,361.88,362.1,362.86,362.62,364.28,362.48,363.09,362.43,345.15
125,366.64,361.89,362.08,362.86,362.62,364.28,362.53,363.09,362.49,345.24
126,366.67,361.9,362.08,362.86,362.62,364.3,362.57,363.13,362.52,345.29
127,366.69,361.91,362.1,362.86,362.62,364.31,362.63,363.16,362.51,345.33
128,366.73,361.9,362.11,362.85,362.62,364.32,362.71,363.21,362.46,345.39
129,366.75,361.9,362.14,362.85,362.61,364.35,362.8,363.27,362.38,345.45
130,366.79,361.92,362.17,362.85,362.59,364.37,362.88,363.36,362.31,345.54
131,366.84,361.97,362.19,362.87,362.6,364.4,362.94,363.5,362.27,345.65
132,366.87,362.04,362.2,362.88,362.61,364.42,362.93,363.57,362.25,345.76
133,366.93,362.1,362.24,362.9,362.61,364.44,362.83,363.62,362.26,345.92
134,366.98,362.07,362.3,362.92,362.62,364.46,362.77,363.65,362.33,346.09
135,367.02,362.04,362.32,362.95,362.62,364.47,362.75,363.64,362.44,346.22
136,367.04,362.04,362.34,362.95,362.63,364.48,362.72,363.6,362.57,346.34
