time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
1,357.1,359.52,359.92,360.45,359.78,361.79,359.3,359.69,355.37,325.63
2,357.08,359.49,359.89,360.44,359.77,361.78,359.26,359.78,355.33,325.61
3,357.05,359.58,359.92,360.49,359.8,361.81,359.41,360.01,355.41,325.56
4,357.04,359.75,360.01,360.53,359.86,361.84,359.63,360.16,355.61,325.54
5,357.05,359.89,360.09,360.63,359.94,361.9,359.8,360.39,355.85,325.55
6,357.08,360.02,360.19,360.72,360.03,361.98,359.97,360.6,356.15,325.6
7,357.13,360.13,360.26,360.83,360.11,362.08,360.15,360.79,356.44,325.69
8,357.17,360.25,360.35,360.94,360.2,362.17,360.29,360.95,356.73,325.8
9,357.24,360.37,360.42,361.07,360.29,362.28,360.46,361.11,356.98,325.93
10,357.29,360.48,360.49,361.17,360.38,362.38,360.59,361.24,357.21,326.09
11,357.36,360.57,360.56,361.23,360.47,362.45,360.72,361.32,357.44,326.23
12,357.47,360.7,360.66,361.34,360.6,362.55,360.92,361.46,357.75,326.47
13,357.58,360.8,360.73,361.42,360.72,362.64,361.07,361.59,358.03,326.71
14,357.66,360.85,360.78,361.5,360.79,362.73,361.11,361.67,358.21,326.87
15,357.74,360.9,360.84,361.58,360.87,362.83,361.14,361.74,358.39,327.01
16,357.82,360.93,360.86,361.64,360.94,362.9,361.15,361.79,358.56,327.13
17,357.9,360.96,360.89,361.71,360.99,362.97,361.16,361.79,358.72,327.25
18,357.97,360.99,360.93,361.74,361.05,363.03,361.14,361.79,358.84,327.35
19,358.04,361.0,360.96,361.78,361.09,363.09,361.13,361.81,358.9,327.46
20,358.11,361.01,361.0,361.82,361.14,363.14,361.13,361.84,358.93,327.57
21,358.23,361.0,361.05,361.86,361.21,363.19,361.12,361.83,358.86,327.75
22,358.35,360.97,361.1,361.89,361.28,363.23,361.11,361.83,358.7,327.9
23,358.42,360.97,361.14,361.93,361.31,363.26,361.09,361.81,358.61,328.01
24,358.49,360.96,361.17,361.98,361.34,363.28,361.05,361.83,358.51,328.09
25,358.56,360.97,361.2,361.99,361.37,363.29,361.03,361.84,358.46,328.19
26,358.63,361.0,361.24,362.03,361.42,363.31,361.03,361.85,358.45,328.29
27,358.7,361.03,361.28,362.05,361.45,363.33,361.04,361.86,358.46,328.37
28,358.77,361.04,361.31,362.07,361.5,363.36,361.1,361.9,358.49,328.48
29,358.84,361.04,361.35,362.08,361.53,363.39,361.19,361.95,358.51,328.58
30,358.94,361.04,361.39,362.09,361.57,363.42,361.3,362.04,358.54,328.74
31,359.04,361.05,361.44,362.11,361.59,363.45,361.3,362.11,358.55,328.92
32,359.1,361.06,361.46,362.1,361.58,363.46,361.3,362.12,358.53,329.05
33,359.17,361.07,361.48,362.08,361.58,363.49,361.3,362.09,358.51,329.17
34,359.24,361.07,361.49,362.05,361.57,363.53,361.35,362.08,358.48,329.29
