time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
1,358.66,359.12,359.82,360.22,359.61,361.54,359.06,359.61,356.12,334.98
2,358.62,359.09,359.81,360.2,359.61,361.53,359.09,359.7,356.04,334.74
3,358.6,359.12,359.82,360.24,359.64,361.56,359.26,360.0,356.17,334.55
4,358.59,359.25,359.87,360.32,359.7,361.63,359.48,360.33,356.42,334.45
5,358.63,359.46,359.96,360.42,359.83,361.72,359.74,360.64,356.93,334.48
6,358.73,359.66,360.08,360.47,359.98,361.79,359.96,360.81,357.48,334.59
7,358.8,359.79,360.16,360.59,360.08,361.9,360.12,361.03,357.84,334.73
8,358.91,359.92,360.24,360.71,360.18,362.02,360.28,361.21,358.16,334.86
9,359.01,360.03,360.31,360.85,360.29,362.13,360.43,361.38,358.37,335.0
10,359.14,360.13,360.38,361.01,360.42,362.24,360.58,361.53,358.59,335.1
11,359.26,360.24,360.47,361.11,360.54,362.33,360.72,361.58,358.83,335.17
12,359.38,360.32,360.54,361.24,360.64,362.46,360.84,361.62,359.04,335.23
13,359.52,360.39,360.61,361.38,360.75,362.58,360.97,361.66,359.19,335.31
14,359.74,360.51,360.73,361.5,360.91,362.66,361.11,361.78,359.38,335.42
15,359.96,360.61,360.84,361.62,361.02,362.71,361.25,361.93,359.5,335.48
16,360.08,360.67,360.9,361.75,361.07,362.73,361.33,362.1,359.48,335.48
17,360.23,360.74,360.96,361.88,361.12,362.74,361.39,362.23,359.33,335.5
18,360.37,360.79,361.02,362.01,361.17,362.75,361.43,362.31,359.12,335.51
19,360.51,360.8,361.08,362.11,361.22,362.75,361.46,362.38,358.98,335.53
20,360.65,360.81,361.15,362.17,361.28,362.76,361.51,362.41,358.93,335.57
21,360.79,360.85,361.23,362.25,361.33,362.77,361.57,362.43,358.96,335.62
22,360.91,360.93,361.3,362.33,361.37,362.8,361.63,362.4,359.02,335.67
23,361.11,361.05,361.4,362.39,361.42,362.84,361.7,362.36,359.21,335.78
