time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
1,358.8,359.59,360.22,360.61,359.93,361.74,358.79,359.74,356.9,333.79
2,358.78,359.6,360.2,360.58,359.9,361.7,358.92,359.85,356.95,333.73
3,358.77,359.64,360.2,360.59,359.9,361.71,359.1,360.06,357.0,333.71
4,358.77,359.71,360.23,360.64,359.92,361.74,359.3,360.29,357.02,333.7
5,358.81,359.8,360.27,360.67,359.96,361.77,359.49,360.45,357.05,333.75
6,358.85,359.89,360.32,360.74,360.02,361.82,359.68,360.64,357.17,333.85
7,358.92,360.01,360.39,360.82,360.08,361.88,359.87,360.84,357.38,333.95
8,358.99,360.14,360.48,360.9,360.16,361.95,360.04,361.02,357.61,334.03
9,359.1,360.31,360.6,360.98,360.24,362.0,360.23,361.17,358.0,334.19
10,359.24,360.5,360.72,361.07,360.32,362.06,360.38,361.3,358.35,334.36
11,359.32,360.62,360.81,361.15,360.36,362.14,360.46,361.41,358.44,334.47
12,359.42,360.72,360.87,361.19,360.39,362.19,360.54,361.49,358.4,334.58
13,359.52,360.84,360.95,361.23,360.45,362.28,360.62,361.58,358.46,334.7
14,359.61,360.94,361.01,361.28,360.47,362.36,360.69,361.69,358.63,334.81
15,359.72,361.03,361.07,361.33,360.51,362.44,360.73,361.73,358.85,334.95
16,359.82,361.12,361.12,361.42,360.55,362.51,360.77,361.67,359.07,335.09
17,359.93,361.17,361.16,361.5,360.59,362.58,360.8,361.52,359.29,335.24
18,360.1,361.25,361.2,361.6,360.68,362.64,360.89,361.43,359.59,335.43
19,360.27,361.33,361.25,361.67,360.8,362.69,360.96,361.43,359.8,335.58
20,360.37,361.39,361.27,361.76,360.88,362.77,361.03,361.4,359.91,335.63
21,360.47,361.44,361.29,361.85,360.95,362.83,361.11,361.43,360.0,335.63
22,360.58,361.47,361.31,361.93,361.03,362.9,361.2,361.53,360.09,335.61
23,360.69,361.5,361.33,362.02,361.1,362.97,361.27,361.62,360.11,335.58
24,360.79,361.52,361.33,362.09,361.15,363.04,361.33,361.69,360.06,335.54
25,360.9,361.55,361.34,362.15,361.2,363.11,361.35,361.72,359.99,335.49
26,361.0,361.57,361.35,362.19,361.24,363.15,361.32,361.74,359.89,335.45
27,361.14,361.55,361.38,362.23,361.32,363.18,361.24,361.76,359.68,335.42
28,361.29,361.5,361.41,362.27,361.4,363.22,361.19,361.84,359.57,335.51
29,361.37,361.45,361.43,362.32,361.45,363.24,361.17,361.86,359.58,335.59
30,361.45,361.37,361.45,362.34,361.51,363.25,361.18,361.86,359.64,335.7
31,361.52,361.28,361.44,362.36,361.56,363.27,361.21,361.84,359.77,335.81
32,361.61,361.18,361.39,362.38,361.6,363.3,361.23,361.82,359.91,335.91
33,361.67,361.09,361.37,362.38,361.64,363.32,361.26,361.82,360.04,336.01
34,361.73,361.02,361.32,362.36,361.66,363.34,361.26,361.79,360.13,336.09
35,361.8,360.97,361.27,362.35,361.7,363.36,361.27,361.8,360.22,336.17
36,361.9,360.91,361.21,362.32,361.73,363.38,361.34,361.82,360.3,336.24
37,361.99,360.87,361.15,362.3,361.76,363.39,361.42,361.87,360.34,336.34
38,362.06,360.88,361.1,362.27,361.78,363.4,361.49,361.89,360.36,336.41
39,362.11,360.88,361.06,362.25,361.77,363.41,361.52,361.89,360.36,336.5
40,362.17,360.82,361.01,362.23,361.79,363.41,361.5,361.84,360.36,336.59
41,362.24,360.73,360.98,362.21,361.8,363.41,361.44,361.75,360.37,336.74
42,362.3,360.65,360.96,362.18,361.79,363.41,361.38,361.64,360.39,336.89
43,362.34,360.63,360.92,362.15,361.77,363.41,361.31,361.52,360.36,337.02
44,362.38,360.6,360.92,362.12,361.73,363.38,361.27,361.44,360.32,337.14
45,362.45,360.52,360.93,362.1,361.66,363.36,361.29,361.44,360.32,337.33
46,362.51,360.48,360.96,362.07,361.59,363.31,361.35,361.48,360.33,337.53
47,362.55,360.49,361.0,362.04,361.53,363.29,361.39,361.51,360.35,337.63
48,362.59,360.49,361.01,362.01,361.47,363.24,361.39,361.59,360.35,337.74
49,362.64,360.46,361.03,361.98,361.43,363.21,361.42,361.66,360.39,337.85
50,362.7,360.45,361.02,361.95,361.4,363.19,361.41,361.63,360.45,337.99
51,362.76,360.46,361.0,361.93,361.38,363.18,361.34,361.53,360.52,338.15
52,362.82,360.46,361.0,361.9,361.35,363.15,361.33,361.48,360.6,338.33
53,362.88,360.48,360.99,361.89,361.33,363.12,361.38,361.51,360.66,338.51
54,362.96,360.51,360.96,361.88,361.31,363.09,361.42,361.55,360.67,338.71
55,363.04,360.56,360.97,361.87,361.29,363.06,361.47,361.66,360.66,338.8
56,363.08,360.61,361.01,361.87,361.28,363.03,361.46,361.77,360.65,338.8
57,363.12,360.65,361.06,361.88,361.27,363.02,361.44,361.87,360.65,338.82
58,363.16,360.69,361.11,361.87,361.26,363.02,361.42,361.93,360.67,338.85
59,363.21,360.73,361.15,361.86,361.26,363.01,361.41,361.91,360.68,338.9
60,363.25,360.75,361.18,361.84,361.24,363.0,361.41,361.87,360.66,339.02
61,363.29,360.76,361.22,361.83,361.2,362.99,361.42,361.84,360.59,339.13
62,363.34,360.76,361.27,361.82,361.18,362.96,361.45,361.73,360.53,339.28
63,363.41,360.7,361.34,361.82,361.13,362.91,361.42,361.62,360.5,339.52
64,363.49,360.64,361.43,361.83,361.1,362.86,361.39,361.55,360.58,339.73
65,363.55,360.61,361.46,361.84,361.07,362.78,361.35,361.53,360.63,339.91
66,363.59,360.55,361.49,361.86,361.02,362.73,361.33,361.5,360.69,340.09
67,363.64,360.43,361.49,361.87,360.96,362.67,361.3,361.5,360.77,340.25
68,363.68,360.3,361.5,361.85,360.92,362.64,361.28,361.55,360.84,340.39
69,363.72,360.14,361.52,361.83,360.86,362.58,361.26,361.62,360.91,340.53
70,363.79,360.03,361.52,361.78,360.82,362.52,361.25,361.67,360.96,340.68
71,363.84,359.96,361.49,361.73,360.79,362.47,361.22,361.69,360.99,340.82
72,363.91,359.97,361.41,361.66,360.73,362.44,361.18,361.71,360.99,341.01
73,363.99,360.06,361.34,361.57,360.67,362.42,361.11,361.7,360.93,341.19
74,364.03,360.13,361.33,361.48,360.63,362.4,361.05,361.68,360.88,341.32
75,364.06,360.16,361.31,361.4,360.59,362.39,360.98,361.64,360.8,341.46
76,364.1,360.2,361.27,361.31,360.57,362.38,360.92,361.53,360.73,341.61
77,364.13,360.24,361.24,361.25,360.54,362.36,360.85,361.44,360.67,341.79
78,364.16,360.29,361.22,361.24,360.54,362.34,360.8,361.39,360.63,341.94
79,364.2,360.31,361.2,361.24,360.54,362.31,360.77,361.37,360.63,342.07
80,364.23,360.27,361.19,361.22,360.56,362.28,360.74,361.44,360.63,342.19
81,364.27,360.22,361.15,361.21,360.56,362.25,360.75,361.53,360.62,342.37
82,364.29,360.18,361.11,361.21,360.55,362.25,360.76,361.58,360.67,342.53
83,364.29,360.16,361.09,361.23,360.54,362.23,360.73,361.61,360.72,342.61
84,364.31,360.16,361.07,361.26,360.53,362.24,360.68,361.58,360.76,342.63
85,364.31,360.18,361.06,361.29,360.52,362.27,360.66,361.54,360.8,342.65
86,364.33,360.21,361.04,361.31,360.5,362.31,360.69,361.52,360.83,342.67
87,364.34,360.21,361.02,361.31,360.49,362.36,360.76,361.48,360.88,342.7
88,364.36,360.2,361.0,361.31,360.48,362.41,360.86,361.41,360.95,342.75
89,364.38,360.18,361.0,361.31,360.46,362.45,360.93,361.38,360.98,342.79
90,364.42,360.17,361.0,361.31,360.46,362.52,361.02,361.37,360.97,342.87
91,364.45,360.17,360.97,361.31,360.47,362.57,361.07,361.39,360.84,342.95
92,364.46,360.16,360.95,361.31,360.48,362.62,361.05,361.48,360.76,343.01
93,364.46,360.14,360.91,361.33,360.51,362.66,361.02,361.57,360.72,343.05
94,364.49,360.12,360.86,361.33,360.55,362.69,361.0,361.63,360.71,343.09
95,364.49,360.09,360.81,361.34,360.59,362.7,361.0,361.69,360.72,343.12
96,364.51,360.04,360.75,361.34,360.62,362.72,361.01,361.7,360.73,343.13
97,364.51,359.99,360.72,361.35,360.67,362.76,361.03,361.74,360.78,343.12
98,364.53,359.96,360.7,361.35,360.7,362.78,361.04,361.82,360.84,343.07
99,364.52,359.94,360.7,361.35,360.76,362.81,361.01,361.9,360.89,343.02
100,364.53,359.92,360.72,361.36,360.82,362.83,360.89,361.96,360.89,343.1
101,364.54,359.9,360.74,361.39,360.87,362.85,360.73,361.96,360.88,343.21
102,364.54,359.89,360.72,361.39,360.91,362.86,360.63,361.94,360.93,343.3
103,364.54,359.88,360.71,361.4,360.95,362.87,360.59,361.91,360.97,343.34
104,364.54,359.89,360.68,361.39,360.98,362.88,360.58,361.87,361.01,343.33
105,364.54,359.88,360.66,361.38,361.0,362.89,360.6,361.82,361.02,343.3
106,364.53,359.86,360.63,361.39,361.01,362.9,360.63,361.78,361.04,343.29
107,364.54,359.83,360.62,361.39,361.02,362.91,360.69,361.75,361.08,343.28
108,364.57,359.74,360.62,361.38,361.04,362.91,360.77,361.74,361.15,343.31
109,364.6,359.64,360.61,361.33,361.05,362.92,360.77,361.73,361.16,343.38
110,364.62,359.57,360.61,361.3,361.03,362.92,360.75,361.73,361.09,343.4
111,364.65,359.52,360.63,361.24,361.02,362.92,360.72,361.69,361.01,343.47
112,364.66,359.49,360.64,361.19,360.99,362.92,360.65,361.66,360.91,343.55
113,364.69,359.45,360.66,361.17,360.95,362.92,360.55,361.69,360.82,343.64
114,364.7,359.4,360.68,361.14,360.91,362.9,360.47,361.63,360.71,343.75
115,364.72,359.35,360.69,361.14,360.86,362.89,360.42,361.47,360.65,343.83
116,364.75,359.25,360.68,361.11,360.81,362.87,360.37,361.36,360.64,343.92
117,364.79,359.13,360.67,361.08,360.75,362.87,360.41,361.33,360.66,344.06
118,364.84,359.07,360.63,361.01,360.7,362.85,360.43,361.22,360.65,344.19
119,364.87,359.05,360.63,360.97,360.67,362.83,360.42,361.12,360.61,344.27
120,364.89,359.07,360.63,360.92,360.63,362.8,360.44,361.09,360.56,344.34
121,364.9,359.06,360.6,360.88,360.59,362.78,360.47,361.12,360.52,344.41
122,364.93,359.05,360.57,360.83,360.55,362.75,360.49,361.16,360.48,344.48
123,364.95,359.04,360.53,360.75,360.51,362.73,360.54,361.23,360.48,344.52
124,364.97,359.07,360.49,360.68,360.44,362.72,360.56,361.28,360.48,344.55
125,364.99,359.1,360.46,360.57,360.37,362.71,360.6,361.35,360.46,344.58
126,365.02,359.07,360.4,360.45,360.28,362.68,360.65,361.42,360.37,344.61
127,365.06,358.9,360.31,360.36,360.21,362.65,360.66,361.49,360.27,344.7
128,365.08,358.81,360.24,360.29,360.18,362.62,360.63,361.53,360.21,344.75
129,365.09,358.76,360.17,360.25,360.16,362.58,360.6,361.56,360.21,344.8
130,365.09,358.74,360.12,360.24,360.12,362.55,360.59,361.54,360.22,344.87
131,365.09,358.72,360.09,360.23,360.08,362.53,360.59,361.47,360.24,344.95
132,365.07,358.73,360.04,360.2,360.04,362.49,360.62,361.39,360.27,345.01
133,365.05,358.76,359.99,360.17,359.97,362.45,360.62,361.39,360.3,345.09
134,365.05,358.8,359.95,360.13,359.92,362.42,360.59,361.39,360.36,345.13
135,365.02,358.89,359.9,360.08,359.85,362.39,360.5,361.36,360.46,345.16
136,365.0,358.94,359.9,360.05,359.8,362.36,360.33,361.3,360.55,345.19
137,364.99,358.98,359.91,360.02,359.79,362.35,360.19,361.17,360.59,345.2
138,364.99,359.03,359.92,360.02,359.78,362.34,360.08,361.01,360.62,345.23
139,364.98,359.08,359.95,360.01,359.79,362.33,360.02,360.81,360.63,345.24
140,364.97,359.1,359.97,360.01,359.79,362.31,360.01,360.71,360.64,345.24
141,364.96,359.11,359.99,360.0,359.81,362.29,360.01,360.65,360.65,345.25
142,364.95,359.1,360.0,360.0,359.84,362.28,360.02,360.65,360.66,345.26
143,364.95,359.1,360.01,360.01,359.88,362.27,360.06,360.69,360.66,345.28
144,364.95,359.05,360.05,360.03,359.91,362.25,360.13,360.72,360.65,345.31
145,364.97,358.99,360.11,360.05,359.94,362.24,360.21,360.73,360.66,345.35
146,364.99,358.98,360.14,360.06,359.95,362.21,360.26,360.75,360.69,345.36
147,365.0,359.0,360.18,360.04,359.94,362.2,360.31,360.79,360.73,345.36
148,365.03,359.02,360.22,360.04,359.95,362.19,360.39,360.84,360.79,345.34
149,365.04,358.99,360.24,360.04,359.95,362.2,360.44,360.9,360.83,345.33
150,365.05,358.91,360.26,360.06,359.95,362.2,360.44,361.0,360.9,345.31
151,365.05,358.84,360.27,360.1,359.96,362.21,360.42,361.13,360.93,345.29
152,365.05,358.76,360.27,360.16,360.0,362.22,360.39,361.19,360.94,345.29
153,365.06,358.73,360.25,360.25,360.07,362.23,360.35,361.27,360.89,345.32
154,365.08,358.74,360.22,360.33,360.12,362.25,360.37,361.36,360.79,345.35
