time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
1,357.35,359.21,359.6,360.18,359.5,361.49,358.95,359.5,352.75,323.81
2,357.31,359.21,359.59,360.17,359.49,361.48,358.97,359.55,352.86,323.76
3,357.3,359.29,359.63,360.21,359.52,361.52,359.12,359.72,353.1,323.75
4,357.3,359.42,359.69,360.29,359.55,361.58,359.29,359.89,353.37,323.78
5,357.33,359.65,359.82,360.37,359.66,361.66,359.57,360.09,353.86,323.86
6,357.39,359.88,359.95,360.48,359.79,361.75,359.86,360.28,354.39,323.94
7,357.45,360.01,360.06,360.58,359.89,361.85,360.04,360.48,354.76,324.0
8,357.53,360.14,360.15,360.65,359.99,361.93,360.2,360.63,355.13,324.1
9,357.61,360.27,360.25,360.75,360.1,362.05,360.34,360.85,355.5,324.23
10,357.7,360.37,360.35,360.83,360.2,362.16,360.48,361.05,355.88,324.39
11,357.78,360.46,360.44,360.9,360.27,362.29,360.59,361.23,356.25,324.57
12,357.89,360.54,360.53,360.96,360.37,362.4,360.71,361.37,356.59,324.77
13,358.02,360.64,360.67,361.03,360.48,362.51,360.84,361.48,356.92,325.06
14,358.16,360.73,360.79,361.09,360.57,362.62,360.9,361.56,357.09,325.34
15,358.27,360.78,360.85,361.12,360.62,362.67,360.95,361.6,357.21,325.51
16,358.36,360.82,360.92,361.19,360.68,362.74,361.0,361.67,357.37,325.67
17,358.47,360.84,361.0,361.26,360.74,362.82,361.07,361.74,357.52,325.85
18,358.57,360.89,361.06,361.36,360.8,362.87,361.13,361.76,357.65,326.02
19,358.67,360.91,361.13,361.48,360.86,362.93,361.16,361.83,357.76,326.15
20,358.78,360.94,361.18,361.6,360.91,362.97,361.18,361.92,357.84,326.3
21,358.87,360.98,361.23,361.72,360.99,363.01,361.19,361.99,357.91,326.41
22,358.97,360.99,361.28,361.79,361.05,363.04,361.18,362.03,358.01,326.54
23,359.11,360.97,361.34,361.89,361.14,363.1,361.2,362.08,358.14,326.71
24,359.24,360.92,361.38,361.97,361.21,363.15,361.22,362.09,358.27,326.88
25,359.34,360.93,361.39,362.04,361.25,363.21,361.24,362.1,358.37,327.0
26,359.43,360.96,361.4,362.1,361.29,363.25,361.25,362.13,358.44,327.1
27,359.53,361.0,361.41,362.16,361.33,363.3,361.29,362.19,358.52,327.22
28,359.61,361.05,361.42,362.21,361.36,363.34,361.33,362.24,358.54,327.35
29,359.71,361.09,361.44,362.25,361.39,363.37,361.4,362.25,358.5,327.49
30,359.8,361.11,361.44,362.27,361.42,363.42,361.46,362.25,358.41,327.61
31,359.87,361.05,361.44,362.31,361.45,363.47,361.5,362.33,358.27,327.74
32,360.0,360.98,361.44,362.31,361.51,363.51,361.51,362.38,358.08,327.94
33,360.11,360.94,361.46,362.32,361.56,363.53,361.54,362.42,357.97,328.15
