time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
1,358.8,359.53,359.49,359.84,359.06,360.78,358.57,359.13,356.75,333.78
2,358.77,359.61,359.53,359.85,359.02,360.75,358.7,359.29,356.94,333.69
3,358.75,359.74,359.6,359.89,359.0,360.75,358.83,359.51,357.16,333.67
4,358.76,359.87,359.65,359.91,358.99,360.78,358.95,359.69,357.4,333.71
5,358.77,360.01,359.67,359.95,359.0,360.83,359.06,359.85,357.66,333.77
6,358.8,360.14,359.69,359.99,359.03,360.88,359.22,360.0,357.91,333.83
7,358.82,360.26,359.71,360.05,359.04,360.93,359.35,360.11,358.12,333.86
8,358.88,360.38,359.75,360.1,359.08,360.99,359.51,360.12,358.35,333.9
9,358.96,360.48,359.8,360.16,359.13,361.05,359.62,360.11,358.5,333.92
10,359.02,360.54,359.84,360.19,359.17,361.09,359.71,360.16,358.57,333.94
11,359.08,360.56,359.89,360.23,359.22,361.16,359.82,360.24,358.65,333.95
12,359.14,360.54,359.94,360.28,359.25,361.23,359.94,360.31,358.72,333.94
13,359.2,360.55,360.0,360.33,359.3,361.3,360.06,360.37,358.76,333.96
14,359.27,360.57,360.06,360.37,359.36,361.38,360.15,360.49,358.8,333.96
15,359.34,360.6,360.12,360.41,359.41,361.47,360.23,360.66,358.83,333.91
16,359.39,360.63,360.17,360.45,359.47,361.54,360.3,360.8,358.84,333.88
17,359.5,360.65,360.25,360.5,359.54,361.59,360.41,360.9,358.87,333.85
18,359.6,360.68,360.32,360.56,359.61,361.67,360.49,361.03,358.96,333.84
19,359.66,360.71,360.36,360.61,359.65,361.73,360.53,361.15,359.06,333.84
20,359.73,360.77,360.41,360.67,359.69,361.8,360.55,361.22,359.18,333.81
21,359.8,360.83,360.45,360.72,359.73,361.86,360.52,361.27,359.27,333.81
22,359.86,360.9,360.5,360.78,359.78,361.93,360.47,361.34,359.33,333.8
23,359.93,360.95,360.54,360.83,359.8,362.0,360.4,361.37,359.36,333.78
24,359.99,360.99,360.56,360.85,359.83,362.05,360.36,361.37,359.39,333.73
25,360.04,361.04,360.58,360.87,359.87,362.11,360.38,361.38,359.41,333.68
26,360.14,361.09,360.61,360.93,359.94,362.16,360.45,361.4,359.42,333.61
27,360.24,361.11,360.65,360.99,360.02,362.2,360.48,361.43,359.4,333.58
28,360.3,361.11,360.65,361.04,360.08,362.22,360.45,361.46,359.34,333.58
29,360.37,361.11,360.67,361.07,360.15,362.21,360.4,361.48,359.15,333.59
30,360.42,361.1,360.66,361.13,360.22,362.19,360.37,361.5,358.76,333.61
31,360.48,361.09,360.66,361.17,360.29,362.16,360.33,361.5,358.4,333.61
32,360.53,361.11,360.65,361.2,360.37,362.15,360.29,361.5,358.21,333.63
33,360.59,361.12,360.65,361.22,360.43,362.13,360.28,361.48,358.14,333.66
34,360.64,361.13,360.66,361.22,360.49,362.12,360.26,361.42,358.08,333.71
35,360.72,361.15,360.65,361.23,360.55,362.1,360.28,361.33,357.9,333.8
36,360.8,361.15,360.64,361.24,360.59,362.1,360.27,361.26,357.78,333.92
37,360.85,361.16,360.64,361.23,360.6,362.1,360.23,361.16,357.81,334.06
38,360.89,361.16,360.63,361.23,360.61,362.1,360.24,361.1,357.9,334.23
39,360.94,361.16,360.63,361.24,360.61,362.11,360.27,361.07,357.98,334.41
40,360.99,361.17,360.64,361.24,360.62,362.1,360.32,361.03,358.1,334.58
41,361.03,361.16,360.65,361.25,360.62,362.11,360.36,360.95,358.21,334.71
42,361.09,361.16,360.66,361.25,360.62,362.11,360.43,360.84,358.31,334.87
43,361.13,361.14,360.69,361.24,360.62,362.13,360.48,360.74,358.36,335.06
44,361.19,361.12,360.74,361.23,360.61,362.15,360.5,360.63,358.39,335.37
45,361.26,361.14,360.77,361.22,360.59,362.16,360.48,360.61,358.42,335.7
46,361.31,361.16,360.79,361.2,360.58,362.17,360.48,360.64,358.47,335.9
47,361.35,361.17,360.79,361.17,360.56,362.17,360.5,360.65,358.53,336.08
48,361.4,361.22,360.8,361.16,360.56,362.17,360.56,360.68,358.59,336.25
49,361.43,361.23,360.78,361.15,360.56,362.17,360.64,360.73,358.66,336.4
50,361.48,361.21,360.76,361.15,360.55,362.18,360.72,360.78,358.72,336.54
51,361.52,361.16,360.73,361.15,360.53,362.18,360.78,360.87,358.77,336.68
52,361.56,361.07,360.71,361.14,360.51,362.19,360.82,360.99,358.78,336.81
53,361.62,360.9,360.66,361.13,360.51,362.19,360.78,361.08,358.8,336.96
54,361.67,360.76,360.62,361.14,360.51,362.19,360.7,361.11,358.76,337.05
55,361.71,360.68,360.58,361.14,360.52,362.19,360.66,361.1,358.63,337.1
56,361.74,360.61,360.55,361.11,360.5,362.17,360.62,361.06,358.51,337.15
57,361.77,360.58,360.51,361.1,360.49,362.13,360.61,360.92,358.46,337.24
