time,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
1,357.94,358.73,358.61,359.15,358.48,360.28,358.15,358.81,356.29,331.71
2,357.92,358.78,358.62,359.17,358.48,360.3,358.28,359.01,356.33,331.59
3,357.9,358.9,358.67,359.21,358.49,360.33,358.45,359.24,356.47,331.52
4,357.89,359.03,358.74,359.29,358.53,360.38,358.65,359.43,356.65,331.53
5,357.9,359.22,358.84,359.39,358.62,360.46,358.9,359.61,356.93,331.67
6,357.94,359.41,358.95,359.46,358.72,360.51,359.15,359.73,357.2,331.87
7,357.97,359.51,359.03,359.54,358.81,360.56,359.24,359.88,357.38,332.0
8,358.02,359.61,359.11,359.67,358.9,360.61,359.3,360.02,357.55,332.11
9,358.07,359.7,359.18,359.76,358.98,360.66,359.38,360.13,357.69,332.19
10,358.12,359.78,359.25,359.86,359.07,360.71,359.46,360.24,357.81,332.27
11,358.19,359.85,359.31,359.97,359.15,360.76,359.54,360.29,357.93,332.33
12,358.25,359.92,359.38,360.06,359.24,360.8,359.62,360.24,358.05,332.38
13,358.32,359.98,359.43,360.13,359.31,360.85,359.67,360.21,358.16,332.42
14,358.43,360.08,359.51,360.23,359.45,360.93,359.76,360.22,358.29,332.47
15,358.52,360.18,359.57,360.32,359.56,361.03,359.89,360.28,358.34,332.59
16,358.6,360.23,359.63,360.4,359.64,361.14,359.99,360.36,358.36,332.74
17,358.67,360.27,359.69,360.47,359.7,361.22,360.1,360.44,358.39,332.9
18,358.73,360.28,359.74,360.53,359.72,361.27,360.22,360.53,358.43,333.04
19,358.8,360.31,359.79,360.6,359.71,361.31,360.32,360.66,358.51,333.2
20,358.86,360.32,359.83,360.64,359.71,361.32,360.35,360.75,358.55,333.37
21,358.93,360.32,359.87,360.69,359.71,361.33,360.34,360.79,358.56,333.54
22,358.99,360.29,359.91,360.74,359.73,361.33,360.36,360.73,358.59,333.72
23,359.08,360.18,359.96,360.78,359.78,361.36,360.27,360.65,358.7,333.97
24,359.17,360.08,359.97,360.82,359.85,361.38,360.1,360.54,358.82,334.23
25,359.22,360.06,359.96,360.86,359.9,361.42,360.01,360.42,358.88,334.39
26,359.28,360.05,359.95,360.87,359.95,361.45,359.97,360.37,358.97,334.56
27,359.35,360.08,359.91,360.88,359.99,361.46,360.02,360.33,359.06,334.71
28,359.4,360.11,359.88,360.87,360.0,361.48,360.08,360.28,359.14,334.84
29,359.46,360.15,359.85,360.86,360.0,361.5,360.1,360.28,359.18,334.94
30,359.51,360.16,359.83,360.85,359.97,361.48,360.11,360.33,359.21,335.01
31,359.56,360.11,359.83,360.82,359.96,361.47,360.13,360.46,359.23,335.06
32,359.65,360.03,359.82,360.79,359.88,361.46,360.2,360.61,359.28,335.13
33,359.73,360.0,359.82,360.76,359.79,361.45,360.27,360.65,359.28,335.21
34,359.79,360.0,359.82,360.73,359.74,361.46,360.32,360.61,359.27,335.28
35,359.86,360.02,359.82,360.69,359.69,361.46,360.33,360.52,359.27,335.35
36,359.91,360.06,359.81,360.66,359.67,361.48,360.32,360.47,359.25,335.43
37,359.96,360.07,359.8,360.62,359.64,361.48,360.31,360.43,359.2,335.53
38,360.02,360.08,359.8,360.59,359.64,361.47,360.3,360.4,359.14,335.66
39,360.07,360.09,359.81,360.59,359.64,361.45,360.29,360.36,359.08,335.8
40,360.14,360.08,359.79,360.58,359.65,361.45,360.27,360.31,358.95,336.04
41,360.21,360.09,359.77,360.6,359.67,361.44,360.23,360.24,358.82,336.26
42,360.26,360.09,359.77,360.63,359.7,361.47,360.22,360.16,358.72,336.41
43,360.3,360.09,359.75,360.67,359.73,361.51,360.19,360.13,358.61,336.52
44,360.35,360.09,359.76,360.68,359.78,361.54,360.19,360.11,358.5,336.63
45,360.39,360.1,359.76,360.71,359.83,361.57,360.2,360.09,358.43,336.7
46,360.43,360.11,359.75,360.72,359.87,361.57,360.23,360.1,358.39,336.77
47,360.47,360.12,359.74,360.72,359.9,361.55,360.29,360.15,358.39,336.85
48,360.51,360.12,359.72,360.71,359.92,361.56,360.33,360.24,358.4,336.91
49,360.55,360.1,359.68,360.69,359.93,361.54,360.34,360.4,358.42,336.97
50,360.62,360.11,359.65,360.67,359.94,361.51,360.28,360.54,358.45,337.12
51,360.68,360.11,359.63,360.65,359.95,361.46,360.18,360.61,358.49,337.29
52,360.73,360.1,359.63,360.64,359.95,361.43,360.13,360.61,358.54,337.42
53,360.77,360.11,359.64,360.6,359.97,361.41,360.11,360.56,358.61,337.56
54,360.82,360.13,359.64,360.6,359.98,361.42,360.11,360.51,358.67,337.68
55,360.87,360.17,359.64,360.59,359.99,361.42,360.13,360.47,358.75,337.78
