Time,TC1_tip,TC_9_5,TC3,TC5,TC7,TC9,TC10,TC_Bottom_rec_groove,TC4,TC6,TC8,TC_wall_ins_ext,TC_bottom_ins_groove,TC2,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
1228,365.16,25.17,366.35,359.82,206.99,155.62,179.67,378.86,365.84,273.66,171.04,25.32,24.75,362.87,369.746012276325,397.883914299504,397.883914299504,397.883914299504,397.883914299504,397.883914299504,397.883914299504,397.883914299504,397.883914299504,397.883914299504,447.368320825948
1229,365.18,25.14,366.36,359.85,207.22,155.78,179.74,378.88,365.9,273.66,171.12,25.32,24.75,362.89,369.808232856855,397.954307281193,397.954307281193,397.954307281193,397.954307281193,397.954307281193,397.954307281193,397.954307281193,397.954307281193,397.954307281193,447.438713807637
1230,365.22,25.2,366.39,359.88,207.6,156.04,179.84,378.88,365.99,273.64,171.42,25.33,24.75,362.92,369.870438117563,398.02468451253,398.02468451253,398.02468451253,398.02468451253,398.02468451253,398.02468451253,398.02468451253,398.02468451253,398.02468451253,447.509091038974
1231,365.3,25.25,366.38,359.91,208.09,156.27,179.92,378.88,366.04,273.55,171.58,25.32,24.75,362.93,369.932628058734,398.095045992823,398.095045992823,398.095045992823,398.095045992823,398.095045992823,398.095045992823,398.095045992823,398.095045992823,398.095045992823,447.579452519267
1232,365.4,25.19,366.38,359.97,208.4,156.42,179.96,378.86,366.1,273.41,171.65,25.32,24.75,362.94,369.994802680653,398.16539172138,398.16539172138,398.16539172138,398.16539172138,398.16539172138,398.16539172138,398.16539172138,398.16539172138,398.16539172138,447.649798247824
1233,365.51,25.19,366.38,360.03,208.63,156.6,180.03,378.83,366.14,273.31,171.65,25.33,24.75,362.97,370.05696198361,398.235721697513,398.235721697513,398.235721697513,398.235721697513,398.235721697513,398.235721697513,398.235721697513,398.235721697513,398.235721697513,447.720128223957
1234,365.57,25.07,366.4,360.07,208.67,156.66,180.13,378.82,366.22,273.16,171.52,25.32,24.75,362.96,370.119105967895,398.306035920535,398.306035920535,398.306035920535,398.306035920535,398.306035920535,398.306035920535,398.306035920535,398.306035920535,398.306035920535,447.790442446979
1235,365.6,24.98,366.43,360.12,208.64,156.65,180.24,378.82,366.24,273.11,171.41,25.33,24.75,362.97,370.181234633802,398.376334389763,398.376334389763,398.376334389763,398.376334389763,398.376334389763,398.376334389763,398.376334389763,398.376334389763,398.376334389763,447.860740916208
1236,365.61,25.13,366.47,360.16,208.52,156.62,180.34,378.82,366.23,273.17,171.33,25.32,24.75,363.02,370.243347981624,398.446617104516,398.446617104516,398.446617104516,398.446617104516,398.446617104516,398.446617104516,398.446617104516,398.446617104516,398.446617104516,447.93102363096
1237,365.56,25.16,366.51,360.18,208.42,156.61,180.48,378.82,366.22,273.29,171.35,25.33,24.74,363.08,370.30544601166,398.516884064114,398.516884064114,398.516884064114,398.516884064114,398.516884064114,398.516884064114,398.516884064114,398.516884064114,398.516884064114,448.001290590559
1238,365.52,25.11,366.54,360.17,208.59,156.6,180.64,378.83,366.22,273.32,171.33,25.33,24.75,363.16,370.367528724209,398.587135267882,398.587135267882,398.587135267882,398.587135267882,398.587135267882,398.587135267882,398.587135267882,398.587135267882,398.587135267882,448.071541794326
1239,365.55,25.09,366.54,360.19,208.72,156.58,180.74,378.84,366.21,273.31,171.2,25.33,24.75,363.26,370.42959611957,398.657370715145,398.657370715145,398.657370715145,398.657370715145,398.657370715145,398.657370715145,398.657370715145,398.657370715145,398.657370715145,448.141777241589
1240,365.62,25.04,366.57,360.22,208.89,156.6,180.85,378.87,366.2,273.31,171.21,25.32,24.75,363.37,370.491648198049,398.727590405232,398.727590405232,398.727590405232,398.727590405232,398.727590405232,398.727590405232,398.727590405232,398.727590405232,398.727590405232,448.211996931676
1241,365.65,25.11,366.56,360.22,208.78,156.67,180.95,378.88,366.18,273.37,171.34,25.33,24.75,363.39,370.553684959949,398.797794337472,398.797794337472,398.797794337472,398.797794337472,398.797794337472,398.797794337472,398.797794337472,398.797794337472,398.797794337472,448.282200863917
1242,365.65,24.94,366.58,360.23,208.68,156.67,181.03,378.91,366.14,273.37,171.18,25.33,24.75,363.33,370.615706405579,398.867982511201,398.867982511201,398.867982511201,398.867982511201,398.867982511201,398.867982511201,398.867982511201,398.867982511201,398.867982511201,448.352389037645
1243,365.59,24.88,366.58,360.22,208.8,156.67,181.12,378.92,366.07,273.39,171.35,25.31,24.74,363.28,370.677712535247,398.938154925753,398.938154925753,398.938154925753,398.938154925753,398.938154925753,398.938154925753,398.938154925753,398.938154925753,398.938154925753,448.422561452197
1244,365.56,25.19,366.61,360.2,209.04,156.69,181.2,378.93,366.0,273.43,171.5,25.32,24.75,363.29,370.739703349265,399.008311580466,399.008311580466,399.008311580466,399.008311580466,399.008311580466,399.008311580466,399.008311580466,399.008311580466,399.008311580466,448.49271810691
1245,365.58,25.11,366.63,360.16,209.03,156.75,181.29,378.95,365.97,273.55,171.54,25.33,24.74,363.31,370.801678847947,399.078452474681,399.078452474681,399.078452474681,399.078452474681,399.078452474681,399.078452474681,399.078452474681,399.078452474681,399.078452474681,448.562859001125
1246,365.6,24.96,366.66,360.15,208.92,156.73,181.37,378.98,365.95,273.67,171.34,25.32,24.74,363.31,370.863639031608,399.148577607741,399.148577607741,399.148577607741,399.148577607741,399.148577607741,399.148577607741,399.148577607741,399.148577607741,399.148577607741,448.632984134185
1247,365.72,24.93,366.69,360.14,208.87,156.63,181.41,379.01,365.96,273.76,171.21,25.32,24.75,363.32,370.925583900564,399.21868697899,399.21868697899,399.21868697899,399.21868697899,399.21868697899,399.21868697899,399.21868697899,399.21868697899,399.21868697899,448.703093505435
1248,365.71,25.11,366.7,360.14,208.82,156.51,181.45,379.04,366.02,273.88,170.98,25.33,24.74,363.31,370.987513455137,399.288780587778,399.288780587778,399.288780587778,399.288780587778,399.288780587778,399.288780587778,399.288780587778,399.288780587778,399.288780587778,448.773187114222
1249,365.67,25.08,366.72,360.16,208.76,156.45,181.48,379.07,366.07,273.98,171.0,25.32,24.74,363.32,371.049427695648,399.358858433454,399.358858433454,399.358858433454,399.358858433454,399.358858433454,399.358858433454,399.358858433454,399.358858433454,399.358858433454,448.843264959898
1250,365.7,25.09,366.73,360.18,208.71,156.39,181.5,379.1,366.08,274.1,171.08,25.32,24.74,363.36,371.111326622419,399.428920515369,399.428920515369,399.428920515369,399.428920515369,399.428920515369,399.428920515369,399.428920515369,399.428920515369,399.428920515369,448.913327041814
1251,365.75,25.1,366.73,360.21,208.65,156.3,181.51,379.12,366.05,274.25,171.09,25.32,24.75,363.41,371.173210235779,399.498966832881,399.498966832881,399.498966832881,399.498966832881,399.498966832881,399.498966832881,399.498966832881,399.498966832881,399.498966832881,448.983373359325
1252,365.78,25.2,366.73,360.25,208.63,156.2,181.52,379.16,365.98,274.39,171.17,25.33,24.75,363.46,371.235078536053,399.568997385346,399.568997385346,399.568997385346,399.568997385346,399.568997385346,399.568997385346,399.568997385346,399.568997385346,399.568997385346,449.05340391179
1253,365.83,25.1,366.73,360.26,208.63,156.12,181.53,379.2,365.92,274.43,171.09,25.32,24.75,363.5,371.296931523572,399.639012172123,399.639012172123,399.639012172123,399.639012172123,399.639012172123,399.639012172123,399.639012172123,399.639012172123,399.639012172123,449.123418698567
1254,365.96,25.17,366.77,360.28,208.76,155.99,181.55,379.25,365.89,274.42,170.94,25.33,24.74,363.51,371.358769198667,399.709011192575,399.709011192575,399.709011192575,399.709011192575,399.709011192575,399.709011192575,399.709011192575,399.709011192575,399.709011192575,449.193417719019
1255,365.95,25.26,366.83,360.32,208.63,155.89,181.55,379.29,365.9,274.38,170.58,25.33,24.75,363.52,371.420591561674,399.778994446067,399.778994446067,399.778994446067,399.778994446067,399.778994446067,399.778994446067,399.778994446067,399.778994446067,399.778994446067,449.263400972511
1256,365.96,25.22,366.88,360.34,208.46,155.87,181.57,379.29,365.96,274.36,170.3,25.33,24.75,363.57,371.482398612926,399.848961931965,399.848961931965,399.848961931965,399.848961931965,399.848961931965,399.848961931965,399.848961931965,399.848961931965,399.848961931965,449.333368458409
1257,366.01,25.23,366.91,360.37,208.28,155.99,181.59,379.32,366.02,274.35,170.36,25.32,24.76,363.65,371.544190352764,399.91891364964,399.91891364964,399.91891364964,399.91891364964,399.91891364964,399.91891364964,399.91891364964,399.91891364964,399.91891364964,449.403320176084
1258,366.05,25.31,366.93,360.38,208.16,156.1,181.62,379.35,366.09,274.36,170.38,25.32,24.76,363.71,371.605966781526,399.988849598463,399.988849598463,399.988849598463,399.988849598463,399.988849598463,399.988849598463,399.988849598463,399.988849598463,399.988849598463,449.473256124907
1259,366.07,25.18,366.94,360.41,208.12,156.19,181.66,379.38,366.18,274.32,170.28,25.33,24.76,363.73,371.667727899556,400.058769777808,400.058769777808,400.058769777808,400.058769777808,400.058769777808,400.058769777808,400.058769777808,400.058769777808,400.058769777808,449.543176304252
1260,366.06,25.18,366.96,360.45,208.24,156.2,181.68,379.4,366.28,274.26,170.32,25.32,24.75,363.7,371.729473707195,400.128674187052,400.128674187052,400.128674187052,400.128674187052,400.128674187052,400.128674187052,400.128674187052,400.128674187052,400.128674187052,449.613080713496
1261,366.04,25.39,366.97,360.49,208.48,156.22,181.67,379.42,366.35,274.24,170.57,25.34,24.76,363.66,371.791204204793,400.198562825574,400.198562825574,400.198562825574,400.198562825574,400.198562825574,400.198562825574,400.198562825574,400.198562825574,400.198562825574,449.682969352018
1262,366.0,25.37,366.98,360.56,208.62,156.34,181.68,379.44,366.48,274.21,170.87,25.33,24.76,363.65,371.852919392696,400.268435692757,400.268435692757,400.268435692757,400.268435692757,400.268435692757,400.268435692757,400.268435692757,400.268435692757,400.268435692757,449.752842219201
1263,365.99,25.44,366.95,360.69,208.6,156.46,181.68,379.45,366.57,274.23,170.95,25.33,24.77,363.67,371.914619271255,400.338292787983,400.338292787983,400.338292787983,400.338292787983,400.338292787983,400.338292787983,400.338292787983,400.338292787983,400.338292787983,449.822699314427
1264,365.94,25.26,366.91,360.76,208.62,156.45,181.68,379.47,366.62,274.25,170.94,25.32,24.75,363.67,371.976303840823,400.408134110639,400.408134110639,400.408134110639,400.408134110639,400.408134110639,400.408134110639,400.408134110639,400.408134110639,400.408134110639,449.892540637083
1265,365.89,25.3,366.89,360.8,208.46,156.44,181.68,379.48,366.66,274.32,170.99,25.32,24.76,363.66,372.037973101752,400.477959660114,400.477959660114,400.477959660114,400.477959660114,400.477959660114,400.477959660114,400.477959660114,400.477959660114,400.477959660114,449.962366186558
1266,365.91,25.25,366.89,360.81,208.41,156.37,181.67,379.49,366.7,274.44,171.01,25.32,24.75,363.66,372.099627054401,400.5477694358,400.5477694358,400.5477694358,400.5477694358,400.5477694358,400.5477694358,400.5477694358,400.5477694358,400.5477694358,450.032175962244
1267,365.92,25.24,366.9,360.82,208.3,156.3,181.64,379.49,366.77,274.56,171.07,25.32,24.75,363.63,372.161265699127,400.617563437089,400.617563437089,400.617563437089,400.617563437089,400.617563437089,400.617563437089,400.617563437089,400.617563437089,400.617563437089,450.101969963533
1268,365.97,25.33,366.9,360.83,208.09,156.32,181.63,379.51,366.81,274.62,171.13,25.33,24.76,363.6,372.222889036291,400.687341663378,400.687341663378,400.687341663378,400.687341663378,400.687341663378,400.687341663378,400.687341663378,400.687341663378,400.687341663378,450.171748189822
1269,366.03,25.18,366.9,360.84,208.0,156.37,181.64,379.5,366.86,274.69,171.16,25.33,24.75,363.55,372.284497066256,400.757104114065,400.757104114065,400.757104114065,400.757104114065,400.757104114065,400.757104114065,400.757104114065,400.757104114065,400.757104114065,450.241510640509
1270,366.08,25.27,366.89,360.85,208.06,156.45,181.66,379.51,366.91,274.71,171.15,25.33,24.76,363.51,372.346089789386,400.826850788551,400.826850788551,400.826850788551,400.826850788551,400.826850788551,400.826850788551,400.826850788551,400.826850788551,400.826850788551,450.311257314995
1271,366.1,25.31,366.88,360.81,208.17,156.49,181.67,379.51,366.94,274.69,171.17,25.33,24.75,363.44,372.407667206048,400.89658168624,400.89658168624,400.89658168624,400.89658168624,400.89658168624,400.89658168624,400.89658168624,400.89658168624,400.89658168624,450.380988212684
1272,366.02,25.35,366.89,360.8,208.35,156.59,181.68,379.52,366.93,274.68,171.3,25.33,24.76,363.35,372.46922931661,400.966296806537,400.966296806537,400.966296806537,400.966296806537,400.966296806537,400.966296806537,400.966296806537,400.966296806537,400.966296806537,450.450703332981
1273,366.05,25.32,366.89,360.8,208.45,156.64,181.69,379.54,366.92,274.7,171.36,25.33,24.76,363.32,372.530776121443,401.03599614885,401.03599614885,401.03599614885,401.03599614885,401.03599614885,401.03599614885,401.03599614885,401.03599614885,401.03599614885,450.520402675294
1274,366.1,25.2,366.86,360.78,208.52,156.63,181.71,379.56,366.9,274.67,171.25,25.32,24.75,363.29,372.59230762092,401.105679712589,401.105679712589,401.105679712589,401.105679712589,401.105679712589,401.105679712589,401.105679712589,401.105679712589,401.105679712589,450.590086239033
1275,366.15,25.17,366.86,360.79,208.55,156.66,181.71,379.56,366.88,274.63,171.3,25.33,24.75,363.26,372.653823815416,401.175347497169,401.175347497169,401.175347497169,401.175347497169,401.175347497169,401.175347497169,401.175347497169,401.175347497169,401.175347497169,450.659754023613
1276,366.13,25.29,366.84,360.77,208.64,156.71,181.74,379.56,366.85,274.64,171.54,25.33,24.76,363.27,372.715324705307,401.244999502003,401.244999502003,401.244999502003,401.244999502003,401.244999502003,401.244999502003,401.244999502003,401.244999502003,401.244999502003,450.729406028447
1277,366.1,25.19,366.81,360.77,208.67,156.78,181.76,379.56,366.83,274.66,171.69,25.33,24.76,363.31,372.776810290972,401.31463572651,401.31463572651,401.31463572651,401.31463572651,401.31463572651,401.31463572651,401.31463572651,401.31463572651,401.31463572651,450.799042252954
1278,366.1,25.22,366.79,360.77,208.82,156.81,181.78,379.54,366.81,274.64,171.74,25.34,24.75,363.35,372.838280572793,401.38425617011,401.38425617011,401.38425617011,401.38425617011,401.38425617011,401.38425617011,401.38425617011,401.38425617011,401.38425617011,450.868662696554
1279,366.12,25.19,366.78,360.77,208.92,156.85,181.8,379.52,366.8,274.64,171.8,25.34,24.76,363.42,372.899735551151,401.453860832225,401.453860832225,401.453860832225,401.453860832225,401.453860832225,401.453860832225,401.453860832225,401.453860832225,401.453860832225,450.938267358669
1280,366.13,25.4,366.8,360.78,208.73,156.92,181.84,379.51,366.77,274.69,171.88,25.34,24.76,363.48,372.961175226433,401.523449712281,401.523449712281,401.523449712281,401.523449712281,401.523449712281,401.523449712281,401.523449712281,401.523449712281,401.523449712281,451.007856238725
1281,366.11,25.26,366.85,360.77,208.48,157.06,181.9,379.5,366.76,274.76,171.91,25.33,24.75,363.58,373.022599599025,401.593022809704,401.593022809704,401.593022809704,401.593022809704,401.593022809704,401.593022809704,401.593022809704,401.593022809704,401.593022809704,451.077429336148
1282,366.05,25.32,366.88,360.73,208.52,157.24,181.98,379.51,366.77,274.81,171.99,25.34,24.76,363.66,373.084008669316,401.662580123925,401.662580123925,401.662580123925,401.662580123925,401.662580123925,401.662580123925,401.662580123925,401.662580123925,401.662580123925,451.146986650369
1283,366.0,25.5,366.89,360.71,208.64,157.27,182.04,379.51,366.79,274.86,171.98,25.33,24.76,363.67,373.145402437696,401.732121654375,401.732121654375,401.732121654375,401.732121654375,401.732121654375,401.732121654375,401.732121654375,401.732121654375,401.732121654375,451.216528180819
1284,366.09,25.31,366.91,360.69,208.71,157.24,182.1,379.53,366.81,274.85,171.82,25.33,24.76,363.7,373.20678090456,401.80164740049,401.80164740049,401.80164740049,401.80164740049,401.80164740049,401.80164740049,401.80164740049,401.80164740049,401.80164740049,451.286053926934
1285,366.11,25.35,366.92,360.69,208.68,157.17,182.14,379.55,366.82,274.79,171.59,25.33,24.75,363.71,373.268144070302,401.871157361706,401.871157361706,401.871157361706,401.871157361706,401.871157361706,401.871157361706,401.871157361706,401.871157361706,401.871157361706,451.35556388815
1286,366.15,25.22,366.93,360.68,208.66,157.17,182.18,379.6,366.85,274.74,171.52,25.32,24.76,363.75,373.329491935319,401.940651537463,401.940651537463,401.940651537463,401.940651537463,401.940651537463,401.940651537463,401.940651537463,401.940651537463,401.940651537463,451.425058063907
1287,366.16,25.28,366.95,360.67,208.84,157.16,182.21,379.62,366.88,274.67,171.54,25.34,24.76,363.8,373.390824500011,402.010129927202,402.010129927202,402.010129927202,402.010129927202,402.010129927202,402.010129927202,402.010129927202,402.010129927202,402.010129927202,451.494536453646
1288,366.23,25.18,366.94,360.66,208.9,157.18,182.24,379.65,366.87,274.64,171.64,25.33,24.75,363.81,373.452141764779,402.079592530368,402.079592530368,402.079592530368,402.079592530368,402.079592530368,402.079592530368,402.079592530368,402.079592530368,402.079592530368,451.563999056812
1289,366.32,25.22,366.95,360.67,208.96,157.24,182.28,379.7,366.86,274.65,171.62,25.33,24.75,363.81,373.513443730025,402.149039346408,402.149039346408,402.149039346408,402.149039346408,402.149039346408,402.149039346408,402.149039346408,402.149039346408,402.149039346408,451.633445872852
1290,366.46,25.25,366.99,360.75,208.91,157.27,182.33,379.75,366.91,274.68,171.43,25.34,24.75,363.75,373.574730396156,402.21847037477,402.21847037477,402.21847037477,402.21847037477,402.21847037477,402.21847037477,402.21847037477,402.21847037477,402.21847037477,451.702876901214
1291,366.54,25.19,367.03,360.88,208.76,157.35,182.35,379.8,366.95,274.7,171.37,25.34,24.75,363.68,373.636001763577,402.287885614906,402.287885614906,402.287885614906,402.287885614906,402.287885614906,402.287885614906,402.287885614906,402.287885614906,402.287885614906,451.77229214135
1292,366.52,25.28,367.06,360.99,208.85,157.51,182.39,379.82,366.94,274.79,171.75,25.34,24.76,363.68,373.6972578327,402.35728506627,402.35728506627,402.35728506627,402.35728506627,402.35728506627,402.35728506627,402.35728506627,402.35728506627,402.35728506627,451.841691592714
1293,366.51,25.19,367.09,361.07,208.93,157.68,182.42,379.84,366.89,274.88,172.17,25.34,24.75,363.7,373.758498603935,402.426668728318,402.426668728318,402.426668728318,402.426668728318,402.426668728318,402.426668728318,402.426668728318,402.426668728318,402.426668728318,451.911075254762
1294,366.51,25.3,367.1,361.12,208.92,157.9,182.47,379.87,366.79,274.97,172.43,25.33,24.75,363.69,373.819724077695,402.496036600508,402.496036600508,402.496036600508,402.496036600508,402.496036600508,402.496036600508,402.496036600508,402.496036600508,402.496036600508,451.980443126952
1295,366.52,25.37,367.14,361.14,209.08,158.11,182.53,379.89,366.7,275.08,172.79,25.34,24.75,363.74,373.880934254396,402.565388682302,402.565388682302,402.565388682302,402.565388682302,402.565388682302,402.565388682302,402.565388682302,402.565388682302,402.565388682302,452.049795208746
1296,366.54,25.35,367.18,361.15,209.13,158.39,182.6,379.91,366.65,275.16,172.96,25.34,24.75,363.83,373.942129134455,402.634724973163,402.634724973163,402.634724973163,402.634724973163,402.634724973163,402.634724973163,402.634724973163,402.634724973163,402.634724973163,452.119131499607
1297,366.53,25.31,367.23,361.16,209.28,158.56,182.66,379.92,366.55,275.25,173.08,25.34,24.75,363.92,374.003308718291,402.704045472558,402.704045472558,402.704045472558,402.704045472558,402.704045472558,402.704045472558,402.704045472558,402.704045472558,402.704045472558,452.188451999002
1298,366.45,25.27,367.29,361.15,209.34,158.7,182.74,379.94,366.46,275.33,173.2,25.33,24.75,363.96,374.064473006327,402.773350179954,402.773350179954,402.773350179954,402.773350179954,402.773350179954,402.773350179954,402.773350179954,402.773350179954,402.773350179954,452.257756706398
