Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC_9_5,TC10,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
410,364.49,379.6,318.63,184.44,136.77,101.03,87.46,80.68,97.5,394.11,132.73,380.886921571802,410.514860913524,410.462100958726,402.585057096927,387.677414866921,372.157308618122,359.987628424644,353.705143131038,353.251823497531,353.251823497531,356.842819550014
411,364.51,379.64,318.61,184.36,136.72,101.02,87.44,80.68,97.6,394.36,132.88,381.046661139734,410.696390624001,410.64500516321,402.776633585027,387.867126044781,372.339015309274,360.160548143909,353.873015213765,353.41933315755,353.41933315755,357.010329210034
412,364.53,379.69,318.56,184.31,136.65,101.0,87.4,80.67,97.68,394.45,133.02,381.20614321363,410.877639807412,410.827633071073,402.967982179764,388.056690537584,372.520665094951,360.333484506311,354.040941766331,353.586899912737,353.586899912737,357.17789596522
413,364.55,379.73,318.53,184.28,136.6,100.98,87.39,80.8,97.8,394.53,133.17,381.365368514148,411.05860919854,411.009985349424,403.159103257877,388.246108355202,372.702257620445,360.506436875983,354.208922013367,353.754522978188,353.754522978188,357.345519030671
414,364.58,379.79,318.26,184.37,136.5,100.97,87.52,81.01,98.05,394.7,133.39,381.524337757585,411.239299529703,411.192062666182,403.349997196841,388.435379508897,372.883792533356,360.679404620098,354.376955182903,353.922201572423,353.922201572423,357.513197624906
415,364.6,379.85,317.97,184.44,136.44,100.97,87.61,81.13,98.24,395.06,133.62,381.683051660241,411.419711530798,411.373865682763,403.540664370242,388.624504008583,373.065283415589,360.852387108003,354.545040505765,354.089934916798,354.089934916798,357.680930969282
416,364.61,379.88,318.01,184.42,136.4,100.98,87.66,81.18,98.36,395.43,133.78,381.841510934315,411.599845929069,411.555395060454,403.731105151708,388.813481865153,373.246726632601,361.025383711956,354.713177216089,354.257722236008,354.257722236008,357.848718288491
417,364.64,379.92,318.1,184.35,136.35,100.97,87.68,81.22,98.52,395.35,133.92,381.999716289953,411.779703449499,411.736651457955,403.921319913533,389.002313089645,373.428111220726,361.198393806806,354.881364551068,354.425562757831,354.425562757831,358.016558810315
418,364.65,379.97,318.16,184.32,136.32,100.98,87.74,81.29,98.69,395.21,134.07,382.157668430778,411.959284814246,411.917446278007,404.11130903035,389.190997695445,373.609436834483,361.371416770782,355.049601751536,354.593455713711,354.593455713711,358.184451766194
419,364.66,380.01,318.02,184.48,136.31,101.01,87.85,81.54,98.87,395.5,134.23,382.315368065385,412.13859074346,412.097884187545,404.301072868319,389.379535691824,373.790703127512,361.54445198327,355.21788806038,354.761400337197,354.761400337197,358.352396389681
