Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
689,359.64,359.11,359.76,360.3,359.56,361.63,358.36,357.76,351.5,319.14,315.607431302972,333.465784189019,333.465784189019,333.465784189019,333.465784189019,333.465784189019,333.465784189019,333.465784189019,333.465784189019,333.465784189019,375.408288987309
690,359.62,359.1,359.75,360.31,359.56,361.62,358.44,357.94,351.81,319.34,315.65088139722,333.513189403549,333.513189403549,333.513189403549,333.513189403549,333.513189403549,333.513189403549,333.513189403549,333.513189403549,333.513189403549,375.455694201839
691,359.69,359.2,359.8,360.39,359.6,361.65,358.64,358.23,352.12,319.6,315.694327754036,333.560591124287,333.560591124287,333.560591124287,333.560591124287,333.560591124287,333.560591124287,333.560591124287,333.560591124287,333.560591124287,375.503095922578
692,359.8,359.33,359.86,360.48,359.66,361.69,358.84,358.6,352.46,319.94,315.737770373084,333.60798935076,333.60798935076,333.60798935076,333.60798935076,333.60798935076,333.60798935076,333.60798935076,333.60798935076,333.60798935076,375.550494149051
693,359.94,359.48,359.95,360.56,359.74,361.75,359.06,358.88,352.9,320.3,315.78120925403,333.655384082495,333.655384082495,333.655384082495,333.655384082495,333.655384082495,333.655384082495,333.655384082495,333.655384082495,333.655384082495,375.597888880785
694,360.15,359.71,360.08,360.7,359.88,361.83,359.41,359.29,353.62,320.81,315.824644396539,333.702775319019,333.702775319019,333.702775319019,333.702775319019,333.702775319019,333.702775319019,333.702775319019,333.702775319019,333.702775319019,375.64528011731
695,360.37,359.96,360.24,360.85,360.05,361.93,359.75,359.65,354.37,321.31,315.868075800278,333.75016305986,333.75016305986,333.75016305986,333.75016305986,333.75016305986,333.75016305986,333.75016305986,333.75016305986,333.75016305986,375.69266785815
696,360.5,360.13,360.35,361.0,360.17,362.02,359.96,359.96,354.8,321.63,315.911503464911,333.797547304544,333.797547304544,333.797547304544,333.797547304544,333.797547304544,333.797547304544,333.797547304544,333.797547304544,333.797547304544,375.740052102835
697,360.64,360.29,360.44,361.13,360.28,362.12,360.18,360.24,355.13,321.93,315.954927390103,333.8449280526,333.8449280526,333.8449280526,333.8449280526,333.8449280526,333.8449280526,333.8449280526,333.8449280526,333.8449280526,375.787432850891
698,360.77,360.44,360.54,361.28,360.4,362.24,360.4,360.51,355.38,322.24,315.998347575521,333.892305303555,333.892305303555,333.892305303555,333.892305303555,333.892305303555,333.892305303555,333.892305303555,333.892305303555,333.892305303555,375.834810101845
699,360.88,360.58,360.64,361.41,360.51,362.36,360.57,360.76,355.58,322.53,316.041764020831,333.939679056937,333.939679056937,333.939679056937,333.939679056937,333.939679056937,333.939679056937,333.939679056937,333.939679056937,333.939679056937,375.882183855227
700,361.0,360.69,360.72,361.5,360.62,362.44,360.75,360.92,355.78,322.82,316.0851767257,333.987049312273,333.987049312273,333.987049312273,333.987049312273,333.987049312273,333.987049312273,333.987049312273,333.987049312273,333.987049312273,375.929554110564
701,361.13,360.8,360.82,361.63,360.72,362.56,360.88,361.14,355.95,323.1,316.128585689792,334.034416069092,334.034416069092,334.034416069092,334.034416069092,334.034416069092,334.034416069092,334.034416069092,334.034416069092,334.034416069092,375.976920867383
702,361.24,360.89,360.92,361.75,360.83,362.67,361.02,361.33,356.12,323.37,316.171990912774,334.081779326922,334.081779326922,334.081779326922,334.081779326922,334.081779326922,334.081779326922,334.081779326922,334.081779326922,334.081779326922,376.024284125212
703,361.4,360.98,361.07,361.87,360.97,362.77,361.2,361.51,356.43,323.75,316.215392394313,334.129139085291,334.129139085291,334.129139085291,334.129139085291,334.129139085291,334.129139085291,334.129139085291,334.129139085291,334.129139085291,376.071643883581
704,361.55,361.04,361.2,361.98,361.12,362.87,361.36,361.69,356.76,324.13,316.258790134075,334.176495343726,334.176495343726,334.176495343726,334.176495343726,334.176495343726,334.176495343726,334.176495343726,334.176495343726,334.176495343726,376.119000142017
705,361.65,361.07,361.28,362.07,361.19,362.98,361.45,361.83,356.99,324.35,316.302184131727,334.223848101758,334.223848101758,334.223848101758,334.223848101758,334.223848101758,334.223848101758,334.223848101758,334.223848101758,334.223848101758,376.166352900049
706,361.73,361.1,361.35,362.17,361.24,363.07,361.54,361.92,357.23,324.58,316.345574386937,334.271197358914,334.271197358914,334.271197358914,334.271197358914,334.271197358914,334.271197358914,334.271197358914,334.271197358914,334.271197358914,376.213702157204
707,361.82,361.11,361.39,362.24,361.29,363.14,361.6,361.98,357.46,324.81,316.38896089937,334.318543114723,334.318543114723,334.318543114723,334.318543114723,334.318543114723,334.318543114723,334.318543114723,334.318543114723,334.318543114723,376.261047913013
708,361.89,361.09,361.45,362.33,361.33,363.23,361.62,362.1,357.67,325.06,316.432343668694,334.365885368713,334.365885368713,334.365885368713,334.365885368713,334.365885368713,334.365885368713,334.365885368713,334.365885368713,334.365885368713,376.308390167003
709,361.96,361.08,361.52,362.41,361.36,363.3,361.65,362.22,357.85,325.33,316.475722694577,334.413224120413,334.413224120413,334.413224120413,334.413224120413,334.413224120413,334.413224120413,334.413224120413,334.413224120413,334.413224120413,376.355728918704
710,361.98,361.08,361.57,362.48,361.4,363.35,361.67,362.33,358.03,325.58,316.519097976685,334.460559369354,334.460559369354,334.460559369354,334.460559369354,334.460559369354,334.460559369354,334.460559369354,334.460559369354,334.460559369354,376.403064167645
711,362.01,361.1,361.62,362.55,361.44,363.39,361.69,362.42,358.23,325.82,316.562469514686,334.507891115063,334.507891115063,334.507891115063,334.507891115063,334.507891115063,334.507891115063,334.507891115063,334.507891115063,334.507891115063,376.450395913353
712,362.03,361.11,361.67,362.59,361.47,363.41,361.7,362.5,358.43,326.08,316.605837308248,334.55521935707,334.55521935707,334.55521935707,334.55521935707,334.55521935707,334.55521935707,334.55521935707,334.55521935707,334.55521935707,376.49772415536
713,362.06,361.15,361.7,362.62,361.5,363.42,361.71,362.53,358.69,326.44,316.649201357039,334.602544094904,334.602544094904,334.602544094904,334.602544094904,334.602544094904,334.602544094904,334.602544094904,334.602544094904,334.602544094904,376.545048893194
714,362.1,361.17,361.74,362.66,361.54,363.43,361.75,362.54,358.97,326.8,316.692561660726,334.649865328094,334.649865328094,334.649865328094,334.649865328094,334.649865328094,334.649865328094,334.649865328094,334.649865328094,334.649865328094,376.592370126385
715,362.12,361.17,361.75,362.67,361.56,363.44,361.82,362.55,359.13,327.03,316.735918218977,334.697183056172,334.697183056172,334.697183056172,334.697183056172,334.697183056172,334.697183056172,334.697183056172,334.697183056172,334.697183056172,376.639687854462
716,362.16,361.2,361.74,362.69,361.57,363.47,361.87,362.6,359.28,327.27,316.779271031461,334.744497278664,334.744497278664,334.744497278664,334.744497278664,334.744497278664,334.744497278664,334.744497278664,334.744497278664,334.744497278664,376.687002076955
717,362.22,361.21,361.73,362.71,361.59,363.51,361.9,362.65,359.4,327.51,316.822620097845,334.791807995103,334.791807995103,334.791807995103,334.791807995103,334.791807995103,334.791807995103,334.791807995103,334.791807995103,334.791807995103,376.734312793393
718,362.27,361.25,361.7,362.7,361.62,363.54,361.89,362.7,359.45,327.73,316.865965417798,334.839115205016,334.839115205016,334.839115205016,334.839115205016,334.839115205016,334.839115205016,334.839115205016,334.839115205016,334.839115205016,376.781620003307
719,362.32,361.28,361.67,362.69,361.64,363.58,361.8,362.75,359.48,327.97,316.909306990989,334.886418907936,334.886418907936,334.886418907936,334.886418907936,334.886418907936,334.886418907936,334.886418907936,334.886418907936,334.886418907936,376.828923706226
720,362.35,361.33,361.64,362.68,361.66,363.6,361.67,362.77,359.5,328.2,316.952644817086,334.933719103391,334.933719103391,334.933719103391,334.933719103391,334.933719103391,334.933719103391,334.933719103391,334.933719103391,334.933719103391,376.876223901682
721,362.37,361.37,361.62,362.66,361.68,363.61,361.59,362.76,359.53,328.43,316.995978895759,334.981015790912,334.981015790912,334.981015790912,334.981015790912,334.981015790912,334.981015790912,334.981015790912,334.981015790912,334.981015790912,376.923520589203
722,362.39,361.46,361.63,362.64,361.7,363.62,361.66,362.71,359.65,328.77,317.039309226675,335.02830897003,335.02830897003,335.02830897003,335.02830897003,335.02830897003,335.02830897003,335.02830897003,335.02830897003,335.02830897003,376.970813768321
723,362.42,361.57,361.65,362.62,361.69,363.64,361.81,362.65,359.77,329.1,317.082635809504,335.075598640275,335.075598640275,335.075598640275,335.075598640275,335.075598640275,335.075598640275,335.075598640275,335.075598640275,335.075598640275,377.018103438565
724,362.48,361.66,361.68,362.61,361.68,363.66,361.9,362.67,359.84,329.35,317.125958643916,335.122884801176,335.122884801176,335.122884801176,335.122884801176,335.122884801176,335.122884801176,335.122884801176,335.122884801176,335.122884801176,377.065389599467
725,362.54,361.73,361.73,362.59,361.66,363.68,361.97,362.68,359.91,329.58,317.169277729579,335.170167452266,335.170167452266,335.170167452266,335.170167452266,335.170167452266,335.170167452266,335.170167452266,335.170167452266,335.170167452266,377.112672250557
726,362.63,361.76,361.76,362.57,361.65,363.7,362.02,362.7,359.97,329.83,317.212593066163,335.217446593075,335.217446593075,335.217446593075,335.217446593075,335.217446593075,335.217446593075,335.217446593075,335.217446593075,335.217446593075,377.159951391366
727,362.74,361.76,361.79,362.56,361.63,363.71,362.07,362.7,360.03,330.09,317.255904653336,335.264722223133,335.264722223133,335.264722223133,335.264722223133,335.264722223133,335.264722223133,335.264722223133,335.264722223133,335.264722223133,377.207227021424
728,362.88,361.74,361.81,362.56,361.62,363.71,362.11,362.71,360.08,330.35,317.29921249077,335.311994341973,335.311994341973,335.311994341973,335.311994341973,335.311994341973,335.311994341973,335.311994341973,335.311994341973,335.311994341973,377.254499140263
729,363.01,361.73,361.82,362.56,361.61,363.74,362.14,362.7,360.12,330.62,317.342516578135,335.359262949124,335.359262949124,335.359262949124,335.359262949124,335.359262949124,335.359262949124,335.359262949124,335.359262949124,335.359262949124,377.301767747415
730,363.16,361.75,361.81,362.54,361.62,363.76,362.16,362.68,360.23,331.1,317.385816915098,335.406528044119,335.406528044119,335.406528044119,335.406528044119,335.406528044119,335.406528044119,335.406528044119,335.406528044119,335.406528044119,377.34903284241
731,363.28,361.78,361.84,362.51,361.66,363.78,362.21,362.68,360.35,331.57,317.429113501332,335.453789626488,335.453789626488,335.453789626488,335.453789626488,335.453789626488,335.453789626488,335.453789626488,335.453789626488,335.453789626488,377.396294424779
732,363.3,361.77,361.87,362.46,361.67,363.79,362.2,362.7,360.42,331.88,317.472406336506,335.501047695764,335.501047695764,335.501047695764,335.501047695764,335.501047695764,335.501047695764,335.501047695764,335.501047695764,335.501047695764,377.443552494054
733,363.32,361.8,361.9,362.43,361.67,363.79,362.17,362.73,360.47,332.17,317.515695420291,335.548302251477,335.548302251477,335.548302251477,335.548302251477,335.548302251477,335.548302251477,335.548302251477,335.548302251477,335.548302251477,377.490807049768
734,363.33,361.82,361.93,362.39,361.68,363.78,362.11,362.72,360.51,332.43,317.558980752355,335.59555329316,335.59555329316,335.59555329316,335.59555329316,335.59555329316,335.59555329316,335.59555329316,335.59555329316,335.59555329316,377.53805809145
735,363.32,361.82,361.95,362.37,361.67,363.77,362.0,362.69,360.56,332.7,317.602262332372,335.642800820344,335.642800820344,335.642800820344,335.642800820344,335.642800820344,335.642800820344,335.642800820344,335.642800820344,335.642800820344,377.585305618635
736,363.31,361.78,361.96,362.36,361.67,363.75,361.92,362.66,360.61,332.96,317.645540160011,335.690044832562,335.690044832562,335.690044832562,335.690044832562,335.690044832562,335.690044832562,335.690044832562,335.690044832562,335.690044832562,377.632549630852
737,363.3,361.73,361.97,362.34,361.68,363.72,361.85,362.63,360.68,333.22,317.688814234943,335.737285329345,335.737285329345,335.737285329345,335.737285329345,335.737285329345,335.737285329345,335.737285329345,335.737285329345,335.737285329345,377.679790127635
738,363.3,361.66,361.97,362.34,361.69,363.69,361.78,362.64,360.71,333.49,317.732084556838,335.784522310225,335.784522310225,335.784522310225,335.784522310225,335.784522310225,335.784522310225,335.784522310225,335.784522310225,335.784522310225,377.727027108515
739,363.27,361.61,361.97,362.34,361.71,363.67,361.68,362.65,360.77,333.84,317.775351125369,335.831755774735,335.831755774735,335.831755774735,335.831755774735,335.831755774735,335.831755774735,335.831755774735,335.831755774735,335.831755774735,377.774260573026
740,363.25,361.56,361.96,362.32,361.75,363.64,361.6,362.65,360.81,334.16,317.818613940206,335.878985722408,335.878985722408,335.878985722408,335.878985722408,335.878985722408,335.878985722408,335.878985722408,335.878985722408,335.878985722408,377.821490520698
741,363.24,361.53,361.95,362.3,361.76,363.61,361.59,362.64,360.82,334.35,317.861873001021,335.926212152775,335.926212152775,335.926212152775,335.926212152775,335.926212152775,335.926212152775,335.926212152775,335.926212152775,335.926212152775,377.868716951065
742,363.21,361.5,361.92,362.27,361.75,363.61,361.58,362.64,360.84,334.52,317.905128307484,335.97343506537,335.97343506537,335.97343506537,335.97343506537,335.97343506537,335.97343506537,335.97343506537,335.97343506537,335.97343506537,377.91593986366
743,363.17,361.46,361.9,362.23,361.73,363.61,361.58,362.62,360.83,334.69,317.948379859268,336.020654459725,336.020654459725,336.020654459725,336.020654459725,336.020654459725,336.020654459725,336.020654459725,336.020654459725,336.020654459725,377.963159258015
744,363.13,361.41,361.87,362.18,361.71,363.63,361.58,362.61,360.85,334.87,317.991627656046,336.067870335373,336.067870335373,336.067870335373,336.067870335373,336.067870335373,336.067870335373,336.067870335373,336.067870335373,336.067870335373,378.010375133663
745,363.1,361.37,361.85,362.13,361.69,363.65,361.58,362.57,360.87,335.05,318.034871697487,336.115082691847,336.115082691847,336.115082691847,336.115082691847,336.115082691847,336.115082691847,336.115082691847,336.115082691847,336.115082691847,378.057587490138
746,363.06,361.33,361.81,362.09,361.65,363.66,361.61,362.56,360.89,335.2,318.078111983265,336.16229152868,336.16229152868,336.16229152868,336.16229152868,336.16229152868,336.16229152868,336.16229152868,336.16229152868,336.16229152868,378.104796326971
747,363.03,361.28,361.79,362.04,361.63,363.66,361.63,362.55,360.91,335.37,318.121348513051,336.209496845406,336.209496845406,336.209496845406,336.209496845406,336.209496845406,336.209496845406,336.209496845406,336.209496845406,336.209496845406,378.152001643696
748,363.0,361.24,361.77,362.01,361.6,363.64,361.62,362.51,360.92,335.54,318.164581286519,336.256698641557,336.256698641557,336.256698641557,336.256698641557,336.256698641557,336.256698641557,336.256698641557,336.256698641557,336.256698641557,378.199203439848
749,362.97,361.18,361.77,361.97,361.54,363.62,361.61,362.48,360.87,335.79,318.207810303339,336.303896916668,336.303896916668,336.303896916668,336.303896916668,336.303896916668,336.303896916668,336.303896916668,336.303896916668,336.303896916668,378.246401714958
750,362.95,361.15,361.78,361.95,361.49,363.57,361.61,362.41,360.79,336.06,318.251035563185,336.351091670271,336.351091670271,336.351091670271,336.351091670271,336.351091670271,336.351091670271,336.351091670271,336.351091670271,336.351091670271,378.293596468561
751,362.92,361.15,361.8,361.96,361.46,363.54,361.6,362.35,360.76,336.24,318.29425706573,336.398282901901,336.398282901901,336.398282901901,336.398282901901,336.398282901901,336.398282901901,336.398282901901,336.398282901901,336.398282901901,378.340787700191
752,362.9,361.16,361.82,361.98,361.44,363.51,361.57,362.35,360.74,336.45,318.337474810645,336.445470611091,336.445470611091,336.445470611091,336.445470611091,336.445470611091,336.445470611091,336.445470611091,336.445470611091,336.445470611091,378.387975409381
753,362.87,361.18,361.83,362.02,361.43,363.48,361.55,362.38,360.76,336.66,318.380688797605,336.492654797375,336.492654797375,336.492654797375,336.492654797375,336.492654797375,336.492654797375,336.492654797375,336.492654797375,336.492654797375,378.435159595665
754,362.87,361.19,361.84,362.05,361.42,363.46,361.54,362.41,360.78,336.87,318.423899026282,336.539835460287,336.539835460287,336.539835460287,336.539835460287,336.539835460287,336.539835460287,336.539835460287,336.539835460287,336.539835460287,378.482340258577
755,362.88,361.22,361.87,362.07,361.42,363.46,361.54,362.43,360.82,337.07,318.467105496348,336.587012599361,336.587012599361,336.587012599361,336.587012599361,336.587012599361,336.587012599361,336.587012599361,336.587012599361,336.587012599361,378.529517397651
756,362.92,361.27,361.89,362.09,361.43,363.45,361.54,362.44,360.88,337.26,318.510308207479,336.634186214132,336.634186214132,336.634186214132,336.634186214132,336.634186214132,336.634186214132,336.634186214132,336.634186214132,336.634186214132,378.576691012422
757,362.99,361.33,361.87,362.13,361.44,363.46,361.44,362.45,360.94,337.54,318.553507159347,336.681356304134,336.681356304134,336.681356304134,336.681356304134,336.681356304134,336.681356304134,336.681356304134,336.681356304134,336.681356304134,378.623861102424
758,363.04,361.41,361.82,362.17,361.44,363.45,361.36,362.46,360.98,337.83,318.596702351625,336.728522868901,336.728522868901,336.728522868901,336.728522868901,336.728522868901,336.728522868901,336.728522868901,336.728522868901,336.728522868901,378.671027667191
