Condition,RMSE,MAE,R2
h6_flux88_abs0_surf0_689s - Sheet3,1.2346407175064087,0.8655945062637329,0.8400767355418559
h6_flux88_abs0_surf0_689s - Sheet3,1.2252599000930786,0.8606780767440796,0.8417411942937927
h6_flux88_abs0_surf0_689s - Sheet3,1.2123697996139526,0.8630035519599915,0.8464293810988287
h6_flux88_abs0_surf0_689s - Sheet3,1.193152666091919,0.869464099407196,0.8532939469498957
h6_flux88_abs0_surf0_689s - Sheet3,1.1841601133346558,0.870074450969696,0.856284903711413
h6_flux88_abs0_surf0_689s - Sheet3,1.1796340942382812,0.868603527545929,0.8569365621366392
h6_flux88_abs0_surf0_689s - Sheet3,1.1924387216567993,0.8810882568359375,0.8525881581775901
h6_flux88_abs0_surf0_689s - Sheet3,1.2096201181411743,0.892364501953125,0.8463977789027329
h6_flux88_abs0_surf0_689s - Sheet3,1.204808235168457,0.8883056640625,0.8472830262353135
h6_flux88_abs0_surf0_689s - Sheet3,1.1903470754623413,0.8789825439453125,0.851749493266265
h6_flux88_abs0_surf0_689s - Sheet3,1.1561580896377563,0.867962658405304,0.8626207528847442
h6_flux88_abs0_surf0_689s - Sheet3,1.1149040460586548,0.8477538824081421,0.8743150638032872
h6_flux88_abs0_surf0_689s - Sheet3,1.1021955013275146,0.8457244634628296,0.8765819082413794
h6_flux88_abs0_surf0_689s - Sheet3,1.1311509609222412,0.860321044921875,0.865725636295581
h6_flux88_abs0_surf0_689s - Sheet3,1.160126805305481,0.8805084228515625,0.8553084958020408
h6_flux88_abs0_surf0_689s - Sheet3,1.2017061710357666,0.9024383425712585,0.8404338663262311
h6_flux88_abs0_surf0_689s - Sheet3,1.226525902748108,0.9127227663993835,0.8313005700098558
h6_flux88_abs0_surf0_689s - Sheet3,1.2348405122756958,0.9174346923828125,0.8293095477193475
h6_flux88_abs0_surf0_689s - Sheet3,1.2298583984375,0.91229248046875,0.8332458711844669
h6_flux88_abs0_surf0_689s - Sheet3,1.2633506059646606,0.923327624797821,0.8223684328034842
h6_flux88_abs0_surf0_689s - Sheet3,1.29827082157135,0.9235016107559204,0.8094127282982888
h6_flux88_abs0_surf0_689s - Sheet3,1.3043628931045532,0.89593505859375,0.8056724565779847
h6_flux88_abs0_surf0_689s - Sheet3,1.3127573728561401,0.885668933391571,0.8015940162366157
h6_flux88_abs0_surf0_689s - Sheet3,1.2880264520645142,0.8628997802734375,0.8114631668949962
h6_flux88_abs0_surf0_689s - Sheet3,1.2837274074554443,0.8502044677734375,0.8124179983699424
h6_flux88_abs0_surf0_689s - Sheet3,1.3096429109573364,0.8605071902275085,0.8020601465710296
h6_flux88_abs0_surf0_689s - Sheet3,1.326494812965393,0.8808624148368835,0.7961568791180716
h6_flux88_abs0_surf0_689s - Sheet3,1.3413671255111694,0.907763659954071,0.7918279669034609
h6_flux88_abs0_surf0_689s - Sheet3,1.4157567024230957,0.9678009152412415,0.7610628845879519
h6_flux88_abs0_surf0_689s - Sheet3,1.4585349559783936,0.9992706179618835,0.7396233899104925
h6_flux88_abs0_surf0_689s - Sheet3,1.452616810798645,1.0093536376953125,0.7438036385781623
h6_flux88_abs0_surf0_689s - Sheet3,1.4739100933074951,1.028009057044983,0.7341163458559772
h6_flux88_abs0_surf0_689s - Sheet3,1.486771821975708,1.0423370599746704,0.7296363445144827
h6_flux88_abs0_surf0_689s - Sheet3,1.4774960279464722,1.041748046875,0.7364260975922152
h6_flux88_abs0_surf0_689s - Sheet3,1.4693665504455566,1.0473114252090454,0.7452652904897845
h6_flux88_abs0_surf0_689s - Sheet3,1.4683983325958252,1.0582549571990967,0.7526298816136855
h6_flux88_abs0_surf0_689s - Sheet3,1.4763131141662598,1.0811126232147217,0.7538109676239625
h6_flux88_abs0_surf0_689s - Sheet3,1.4792786836624146,1.1046905517578125,0.7600138191728822
h6_flux88_abs0_surf0_689s - Sheet3,1.4796826839447021,1.1192535161972046,0.7662784623820971
h6_flux88_abs0_surf0_689s - Sheet3,1.5010672807693481,1.1252715587615967,0.7584182527692316
h6_flux88_abs0_surf0_689s - Sheet3,1.503620982170105,1.1152770519256592,0.7565907657095734
h6_flux88_abs0_surf0_689s - Sheet3,1.5115087032318115,1.113195776939392,0.7518029948209177
h6_flux88_abs0_surf0_689s - Sheet3,1.5139172077178955,1.111199975013733,0.7518432304063387
h6_flux88_abs0_surf0_689s - Sheet3,1.5074079036712646,1.12261962890625,0.7569030104552787
h6_flux88_abs0_surf0_689s - Sheet3,1.514666199684143,1.1457306146621704,0.7549731039365974
h6_flux88_abs0_surf0_689s - Sheet3,1.5189204216003418,1.1656830310821533,0.7526788330256393
h6_flux88_abs0_surf0_689s - Sheet3,1.5242871046066284,1.1821075677871704,0.7477558559727844
h6_flux88_abs0_surf0_689s - Sheet3,1.5360181331634521,1.1951690912246704,0.7370835565370648
h6_flux88_abs0_surf0_689s - Sheet3,1.5309661626815796,1.1975311040878296,0.7343605924341361
h6_flux88_abs0_surf0_689s - Sheet3,1.5243480205535889,1.202301025390625,0.7366906163508761
h6_flux88_abs0_surf0_689s - Sheet3,1.5167306661605835,1.221075415611267,0.7445245751219949
h6_flux88_abs0_surf0_689s - Sheet3,1.512948751449585,1.246740698814392,0.7515675163815313
h6_flux88_abs0_surf0_689s - Sheet3,1.524033546447754,1.2785736322402954,0.7523625511928451
h6_flux88_abs0_surf0_689s - Sheet3,1.5529274940490723,1.3193511962890625,0.7443300705449767
h6_flux88_abs0_surf0_689s - Sheet3,1.5246095657348633,1.3007476329803467,0.7572772819104405
h6_flux88_abs0_surf0_689s - Sheet3,1.4342975616455078,1.2162139415740967,0.7905912735287068
h6_flux88_abs0_surf0_689s - Sheet3,1.2446342706680298,1.0901275873184204,0.8556722784184472
h6_flux88_abs0_surf0_689s - Sheet3,1.076110601425171,0.9460601806640625,0.9005060103915461
h6_flux88_abs0_surf0_689s - Sheet3,1.000712513923645,0.8673492670059204,0.91577386829424
h6_flux88_abs0_surf0_689s - Sheet3,0.9537487626075745,0.791119396686554,0.9233329230868671
h6_flux88_abs0_surf0_689s - Sheet3,0.9397276043891907,0.7287322878837585,0.925055650741183
h6_flux88_abs0_surf0_689s - Sheet3,0.949167013168335,0.6992095708847046,0.9227332925751655
h6_flux88_abs0_surf0_689s - Sheet3,0.9677627682685852,0.6711456179618835,0.9188766942250923
h6_flux88_abs0_surf0_689s - Sheet3,0.9902552366256714,0.6261749267578125,0.9156022162695371
h6_flux88_abs0_surf0_689s - Sheet3,1.023956060409546,0.6124725341796875,0.9121626095786544
h6_flux88_abs0_surf0_689s - Sheet3,1.111308217048645,0.6923675537109375,0.900014206510102
h6_flux88_abs0_surf0_689s - Sheet3,1.2202951908111572,0.8165069818496704,0.8794600873030358
h6_flux88_abs0_surf0_689s - Sheet3,1.303848385810852,0.9142425656318665,0.8613518945007845
h6_flux88_abs0_surf0_689s - Sheet3,1.3912643194198608,1.0087738037109375,0.8409752720106861
h6_flux88_abs0_surf0_689s - Sheet3,1.467873454093933,1.0919921398162842,0.8212773797376922
h6_flux88_abs0_surf0_689s - Sheet3,1.550473690032959,1.1775176525115967,0.7977126318116787
h6_flux88_abs0_surf0_689s - Sheet3,1.6189165115356445,1.2530975341796875,0.7821911886641202
h6_flux88_abs0_surf0_689s - Sheet3,1.6972049474716187,1.3558562994003296,0.761709122105055
h6_flux88_abs0_surf0_689s - Sheet3,1.75957190990448,1.4392852783203125,0.739984654540264
h6_flux88_abs0_surf0_689s - Sheet3,1.8137603998184204,1.5148102045059204,0.7159031439255268
h6_flux88_abs0_surf0_689s - Sheet3,1.8389266729354858,1.5608428716659546,0.7030755051911692
h6_flux88_abs0_surf0_689s - Sheet3,1.8665413856506348,1.6078704595565796,0.6932403306530449
h6_flux88_abs0_surf0_689s - Sheet3,1.8785878419876099,1.6396300792694092,0.6912192736661735
h6_flux88_abs0_surf0_689s - Sheet3,1.8893052339553833,1.6638610363006592,0.6874500470176009
h6_flux88_abs0_surf0_689s - Sheet3,1.8968088626861572,1.6851593255996704,0.6878246243066093
h6_flux88_abs0_surf0_689s - Sheet3,1.9057059288024902,1.7098785638809204,0.6910422492143236
h6_flux88_abs0_surf0_689s - Sheet3,1.920699954032898,1.7323272228240967,0.690925030188011
h6_flux88_abs0_surf0_689s - Sheet3,1.9559129476547241,1.7851775884628296,0.6933410468954221
h6_flux88_abs0_surf0_689s - Sheet3,2.0098583698272705,1.8594696521759033,0.7015383194214818
h6_flux88_abs0_surf0_689s - Sheet3,2.0269644260406494,1.8860199451446533,0.7086002953594764
h6_flux88_abs0_surf0_689s - Sheet3,2.0350260734558105,1.89947509765625,0.7126893835337219
h6_flux88_abs0_surf0_689s - Sheet3,2.0676522254943848,1.930914282798767,0.7135488356473609
h6_flux88_abs0_surf0_689s - Sheet3,2.091149091720581,1.9505279064178467,0.709485350443147
h6_flux88_abs0_surf0_689s - Sheet3,2.1015286445617676,1.9544585943222046,0.7035795291406366
h6_flux88_abs0_surf0_689s - Sheet3,2.1005051136016846,1.954168677330017,0.6991988196303716
h6_flux88_abs0_surf0_689s - Sheet3,2.1144819259643555,1.9688689708709717,0.6900848810777929
h6_flux88_abs0_surf0_689s - Sheet3,2.143334150314331,1.9971954822540283,0.67715911140355
h6_flux88_abs0_surf0_689s - Sheet3,2.163797378540039,2.0229156017303467,0.6746870605030396
h6_flux88_abs0_surf0_689s - Sheet3,2.213916063308716,2.07684326171875,0.6737069068627393
h6_flux88_abs0_surf0_689s - Sheet3,2.2505381107330322,2.1142730712890625,0.6699918625281879
h6_flux88_abs0_surf0_689s - Sheet3,2.274641275405884,2.1385436058044434,0.6681915365093891
h6_flux88_abs0_surf0_689s - Sheet3,2.295236110687256,2.159249782562256,0.6670130912728613
h6_flux88_abs0_surf0_689s - Sheet3,2.339975357055664,2.198413133621216,0.6628016980337992
h6_flux88_abs0_surf0_689s - Sheet3,2.3766493797302246,2.227508544921875,0.6607288876864403
h6_flux88_abs0_surf0_689s - Sheet3,2.40141224861145,2.251739501953125,0.6573457707449154
h6_flux88_abs0_surf0_689s - Sheet3,2.409579038619995,2.2649292945861816,0.6562282351561012
h6_flux88_abs0_surf0_689s - Sheet3,2.412731409072876,2.277477979660034,0.6533950939680171
h6_flux88_abs0_surf0_689s - Sheet3,2.406222343444824,2.278979539871216,0.6528877348183828
h6_flux88_abs0_surf0_689s - Sheet3,2.3804402351379395,2.2630889415740967,0.6511532598591554
h6_flux88_abs0_surf0_689s - Sheet3,2.3627960681915283,2.2527313232421875,0.6490754335862692
h6_flux88_abs0_surf0_689s - Sheet3,2.348184585571289,2.240222215652466,0.6497552934762565
h6_flux88_abs0_surf0_689s - Sheet3,2.3548383712768555,2.2470123767852783,0.6493863492285483
h6_flux88_abs0_surf0_689s - Sheet3,2.359717845916748,2.252645969390869,0.6490775789056518
h6_flux88_abs0_surf0_689s - Sheet3,2.392800807952881,2.2846436500549316,0.6449308022940021
h6_flux88_abs0_surf0_689s - Sheet3,2.4466068744659424,2.3297455310821533,0.6427320064328059
h6_flux88_abs0_surf0_689s - Sheet3,2.528484582901001,2.3914551734924316,0.6330959256396789
h6_flux88_abs0_surf0_689s - Sheet3,2.6038355827331543,2.4471709728240967,0.6237303810619614
h6_flux88_abs0_surf0_689s - Sheet3,2.67313289642334,2.498187303543091,0.6141742994265511
h6_flux88_abs0_surf0_689s - Sheet3,2.7481682300567627,2.553332567214966,0.6050396400145647
h6_flux88_abs0_surf0_689s - Sheet3,2.82153582572937,2.608062744140625,0.597065789648537
h6_flux88_abs0_surf0_689s - Sheet3,2.8888943195343018,2.6567139625549316,0.5889280862509925
h6_flux88_abs0_surf0_689s - Sheet3,2.9515767097473145,2.7039122581481934,0.5775346891067799
h6_flux88_abs0_surf0_689s - Sheet3,3.0355093479156494,2.7640748023986816,0.5614973165161259
h6_flux88_abs0_surf0_689s - Sheet3,3.1219911575317383,2.826669216156006,0.5431142647642612
h6_flux88_abs0_surf0_689s - Sheet3,3.270714521408081,2.925976514816284,0.5221877105110857
h6_flux88_abs0_surf0_689s - Sheet3,3.392937183380127,3.004965305328369,0.502879332544509
h6_flux88_abs0_surf0_689s - Sheet3,3.4594078063964844,3.051034450531006,0.4909394882598772
h6_flux88_abs0_surf0_689s - Sheet3,3.5195248126983643,3.0938568115234375,0.4815718718481694
h6_flux88_abs0_surf0_689s - Sheet3,3.591007709503174,3.1497864723205566,0.4691460281310039
h6_flux88_abs0_surf0_689s - Sheet3,3.644493579864502,3.202056884765625,0.45480273726061105
h6_flux88_abs0_surf0_689s - Sheet3,3.697962999343872,3.257781982421875,0.4401810609938829
h6_flux88_abs0_surf0_689s - Sheet3,3.7408761978149414,3.296856641769409,0.4303778041576136
h6_flux88_abs0_surf0_689s - Sheet3,3.7445387840270996,3.3109192848205566,0.4239352819131782
h6_flux88_abs0_surf0_689s - Sheet3,3.7431750297546387,3.315103054046631,0.4241953238236327
h6_flux88_abs0_surf0_689s - Sheet3,3.7397074699401855,3.311999559402466,0.4278816588137905
h6_flux88_abs0_surf0_689s - Sheet3,3.7386271953582764,3.3099029064178467,0.432386516178516
h6_flux88_abs0_surf0_689s - Sheet3,3.7134482860565186,3.2980589866638184,0.43443382348542425
h6_flux88_abs0_surf0_689s - Sheet3,3.699523448944092,3.295520067214966,0.43510084978097685
h6_flux88_abs0_surf0_689s - Sheet3,3.67724871635437,3.291116237640381,0.43205590769907887
h6_flux88_abs0_surf0_689s - Sheet3,3.6639838218688965,3.296499729156494,0.4265876739101636
h6_flux88_abs0_surf0_689s - Sheet3,3.670830011367798,3.311758518218994,0.4241235446128936
h6_flux88_abs0_surf0_689s - Sheet3,3.669144630432129,3.315081834793091,0.42572703150168845
h6_flux88_abs0_surf0_689s - Sheet3,3.6772632598876953,3.3236021995544434,0.42785981420224384
h6_flux88_abs0_surf0_689s - Sheet3,3.6593525409698486,3.3222503662109375,0.4295745297621857
h6_flux88_abs0_surf0_689s - Sheet3,3.653674840927124,3.3223114013671875,0.43335570475681473
h6_flux88_abs0_surf0_689s - Sheet3,3.6310386657714844,3.307760715484619,0.440535792389371
h6_flux88_abs0_surf0_689s - Sheet3,3.615992546081543,3.3011810779571533,0.4441892836136737
h6_flux88_abs0_surf0_689s - Sheet3,3.616956949234009,3.3070616722106934,0.4454073755768633
h6_flux88_abs0_surf0_689s - Sheet3,3.6306538581848145,3.3202178478240967,0.44719105051712793
h6_flux88_abs0_surf0_689s - Sheet3,3.6677803993225098,3.34930419921875,0.4468908764219347
h6_flux88_abs0_surf0_689s - Sheet3,3.6948134899139404,3.3790650367736816,0.4423787567816426
h6_flux88_abs0_surf0_689s - Sheet3,3.7091543674468994,3.39703369140625,0.43817516533025436
h6_flux88_abs0_surf0_689s - Sheet3,3.7167999744415283,3.411843776702881,0.4340134396078855
h6_flux88_abs0_surf0_689s - Sheet3,3.729395627975464,3.424002170562744,0.43263450403786885
h6_flux88_abs0_surf0_689s - Sheet3,3.7450969219207764,3.429534912109375,0.43627804700997364
h6_flux88_abs0_surf0_689s - Sheet3,3.7734904289245605,3.4452545642852783,0.4379838313283363
h6_flux88_abs0_surf0_689s - Sheet3,3.77565598487854,3.442361354827881,0.4412952976870135
h6_flux88_abs0_surf0_689s - Sheet3,3.7870404720306396,3.443673610687256,0.4450019970543897
h6_flux88_abs0_surf0_689s - Sheet3,3.7973530292510986,3.4428954124450684,0.44852287505390154
h6_flux88_abs0_surf0_689s - Sheet3,3.8181543350219727,3.4555695056915283,0.44729369338526515
h6_flux88_abs0_surf0_689s - Sheet3,3.854618787765503,3.4800751209259033,0.4443425213126061
h6_flux88_abs0_surf0_689s - Sheet3,3.9011142253875732,3.5087616443634033,0.44213945651467157
h6_flux88_abs0_surf0_689s - Sheet3,3.9307613372802734,3.5278046131134033,0.4391129759250044
h6_flux88_abs0_surf0_689s - Sheet3,3.916015386581421,3.528268337249756,0.4341216355287695
h6_flux88_abs0_surf0_689s - Sheet3,3.891822338104248,3.5260651111602783,0.4271122374085212
h6_flux88_abs0_surf0_689s - Sheet3,3.8813488483428955,3.526376247406006,0.42196038501533395
h6_flux88_abs0_surf0_689s - Sheet3,3.8883984088897705,3.537060499191284,0.4180892308881192
h6_flux88_abs0_surf0_689s - Sheet3,3.903945207595825,3.549884080886841,0.4162837738475518
h6_flux88_abs0_surf0_689s - Sheet3,3.898528575897217,3.548809766769409,0.41623393393618646
h6_flux88_abs0_surf0_689s - Sheet3,3.9202632904052734,3.5629210472106934,0.4162298770371392
h6_flux88_abs0_surf0_689s - Sheet3,3.9744694232940674,3.5964112281799316,0.41386472217697234
h6_flux88_abs0_surf0_689s - Sheet3,4.05393648147583,3.648236036300659,0.4087668797901177
h6_flux88_abs0_surf0_689s - Sheet3,4.16444206237793,3.719879150390625,0.40022100615804324
h6_flux88_abs0_surf0_689s - Sheet3,4.276013374328613,3.797943115234375,0.3880595856566522
h6_flux88_abs0_surf0_689s - Sheet3,4.356651306152344,3.852011203765869,0.37879520940762934
h6_flux88_abs0_surf0_689s - Sheet3,4.425699710845947,3.9029784202575684,0.36709338650911283
h6_flux88_abs0_surf0_689s - Sheet3,4.478332996368408,3.9464964866638184,0.3552806204793554
h6_flux88_abs0_surf0_689s - Sheet3,4.530556678771973,3.983996629714966,0.3465557039071391
h6_flux88_abs0_surf0_689s - Sheet3,4.566299915313721,4.021410942077637,0.33306906580267315
h6_flux88_abs0_surf0_689s - Sheet3,4.6245198249816895,4.066140651702881,0.3234086671726141
h6_flux88_abs0_surf0_689s - Sheet3,4.692895412445068,4.118997097015381,0.31201076137690065
h6_flux88_abs0_surf0_689s - Sheet3,4.765419960021973,4.174069404602051,0.2990295500403497
h6_flux88_abs0_surf0_689s - Sheet3,4.822422981262207,4.227801322937012,0.2814956719486924
h6_flux88_abs0_surf0_689s - Sheet3,4.8730902671813965,4.277081489562988,0.26384288091815755
h6_flux88_abs0_surf0_689s - Sheet3,4.927280426025391,4.329150199890137,0.24763047610138522
h6_flux88_abs0_surf0_689s - Sheet3,4.970783233642578,4.369946479797363,0.23430474732858275
