Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
0,359.39,358.73,358.61,359.15,358.48,360.28,358.15,358.81,356.29,331.71,294.283299412418,313.628513280566,313.628513280566,313.628513280566,313.628513280566,313.628513280566,313.628513280566,313.628513280566,313.628513280566,313.628513280566,347.398495912302,0.1575,19400,3,0.98
1,359.41,358.78,358.62,359.17,358.48,360.3,358.28,359.01,356.33,331.59,294.311610848643,313.659721249035,313.659721249035,313.659721249035,313.659721249035,313.659721249035,313.659721249035,313.659721249035,313.659721249035,313.659721249035,347.429703880771,0.1575,19400,3,0.98
2,359.48,358.9,358.67,359.21,358.49,360.33,358.45,359.24,356.47,331.52,294.339919638839,313.690926589835,313.690926589835,313.690926589835,313.690926589835,313.690926589835,313.690926589835,313.690926589835,313.690926589835,313.690926589835,347.460909221571,0.1575,19400,3,0.98
3,359.55,359.03,358.74,359.29,358.53,360.38,358.65,359.43,356.65,331.53,294.368225782931,313.722129302818,313.722129302818,313.722129302818,313.722129302818,313.722129302818,313.722129302818,313.722129302818,313.722129302818,313.722129302818,347.492111934554,0.1575,19400,3,0.98
4,359.65,359.22,358.84,359.39,358.62,360.46,358.9,359.61,356.93,331.67,294.396529280848,313.753329387836,313.753329387836,313.753329387836,313.753329387836,313.753329387836,313.753329387836,313.753329387836,313.753329387836,313.753329387836,347.523312019572,0.1575,19400,3,0.98
5,359.74,359.41,358.95,359.46,358.72,360.51,359.15,359.73,357.2,331.87,294.424830132514,313.784526844741,313.784526844741,313.784526844741,313.784526844741,313.784526844741,313.784526844741,313.784526844741,313.784526844741,313.784526844741,347.554509476477,0.1575,19400,3,0.98
6,359.82,359.51,359.03,359.54,358.81,360.56,359.24,359.88,357.38,332.0,294.453128337857,313.815721673387,313.815721673387,313.815721673387,313.815721673387,313.815721673387,313.815721673387,313.815721673387,313.815721673387,313.815721673387,347.585704305123,0.1575,19400,3,0.98
7,359.9,359.61,359.11,359.67,358.9,360.61,359.3,360.02,357.55,332.11,294.481423896804,313.846913873625,313.846913873625,313.846913873625,313.846913873625,313.846913873625,313.846913873625,313.846913873625,313.846913873625,313.846913873625,347.616896505361,0.1575,19400,3,0.98
8,359.95,359.7,359.18,359.76,358.98,360.66,359.38,360.13,357.69,332.19,294.509716809281,313.878103445309,313.878103445309,313.878103445309,313.878103445309,313.878103445309,313.878103445309,313.878103445309,313.878103445309,313.878103445309,347.648086077045,0.1575,19400,3,0.98
9,360.01,359.78,359.25,359.86,359.07,360.71,359.46,360.24,357.81,332.27,294.538007075215,313.909290388291,313.909290388291,313.909290388291,313.909290388291,313.909290388291,313.909290388291,313.909290388291,313.909290388291,313.909290388291,347.679273020027,0.1575,19400,3,0.98
10,360.05,359.85,359.31,359.97,359.15,360.76,359.54,360.29,357.93,332.33,294.566294694533,313.940474702423,313.940474702423,313.940474702423,313.940474702423,313.940474702423,313.940474702423,313.940474702423,313.940474702423,313.940474702423,347.710457334159,0.1575,19400,3,0.98
11,360.09,359.92,359.38,360.06,359.24,360.8,359.62,360.24,358.05,332.38,294.594579667162,313.97165638756,313.97165638756,313.97165638756,313.97165638756,313.97165638756,313.97165638756,313.97165638756,313.97165638756,313.97165638756,347.741639019295,0.1575,19400,3,0.98
12,360.12,359.98,359.43,360.13,359.31,360.85,359.67,360.21,358.16,332.42,294.62286199303,314.002835443553,314.002835443553,314.002835443553,314.002835443553,314.002835443553,314.002835443553,314.002835443553,314.002835443553,314.002835443553,347.772818075288,0.1575,19400,3,0.98
13,360.18,360.08,359.51,360.23,359.45,360.93,359.76,360.22,358.29,332.47,294.651141672063,314.034011870255,314.034011870255,314.034011870255,314.034011870255,314.034011870255,314.034011870255,314.034011870255,314.034011870255,314.034011870255,347.803994501991,0.1575,19400,3,0.98
14,360.25,360.18,359.57,360.32,359.56,361.03,359.89,360.28,358.34,332.59,294.679418704188,314.065185667521,314.065185667521,314.065185667521,314.065185667521,314.065185667521,314.065185667521,314.065185667521,314.065185667521,314.065185667521,347.835168299257,0.1575,19400,3,0.98
15,360.3,360.23,359.63,360.4,359.64,361.14,359.99,360.36,358.36,332.74,294.707693089333,314.096356835202,314.096356835202,314.096356835202,314.096356835202,314.096356835202,314.096356835202,314.096356835202,314.096356835202,314.096356835202,347.866339466938,0.1575,19400,3,0.98
16,360.36,360.27,359.69,360.47,359.7,361.22,360.1,360.44,358.39,332.9,294.735964827426,314.127525373153,314.127525373153,314.127525373153,314.127525373153,314.127525373153,314.127525373153,314.127525373153,314.127525373153,314.127525373153,347.897508004889,0.1575,19400,3,0.98
17,360.41,360.28,359.74,360.53,359.72,361.27,360.22,360.53,358.43,333.04,294.764233918392,314.158691281227,314.158691281227,314.158691281227,314.158691281227,314.158691281227,314.158691281227,314.158691281227,314.158691281227,314.158691281227,347.928673912963,0.1575,19400,3,0.98
18,360.45,360.31,359.79,360.6,359.71,361.31,360.32,360.66,358.51,333.2,294.792500362162,314.189854559276,314.189854559276,314.189854559276,314.189854559276,314.189854559276,314.189854559276,314.189854559276,314.189854559276,314.189854559276,347.959837191012,0.1575,19400,3,0.98
19,360.49,360.32,359.83,360.64,359.71,361.32,360.35,360.75,358.55,333.37,294.820764158661,314.221015207155,314.221015207155,314.221015207155,314.221015207155,314.221015207155,314.221015207155,314.221015207155,314.221015207155,314.221015207155,347.990997838891,0.1575,19400,3,0.98
20,360.51,360.32,359.87,360.69,359.71,361.33,360.34,360.79,358.56,333.54,294.849025307818,314.252173224718,314.252173224718,314.252173224718,314.252173224718,314.252173224718,314.252173224718,314.252173224718,314.252173224718,314.252173224718,348.022155856454,0.1575,19400,3,0.98
21,360.53,360.29,359.91,360.74,359.73,361.33,360.36,360.73,358.59,333.72,294.87728380956,314.283328611817,314.283328611817,314.283328611817,314.283328611817,314.283328611817,314.283328611817,314.283328611817,314.283328611817,314.283328611817,348.053311243553,0.1575,19400,3,0.98
22,360.52,360.18,359.96,360.78,359.78,361.36,360.27,360.65,358.7,333.97,294.905539663814,314.314481368306,314.314481368306,314.314481368306,314.314481368306,314.314481368306,314.314481368306,314.314481368306,314.314481368306,314.314481368306,348.084464000042,0.1575,19400,3,0.98
23,360.52,360.08,359.97,360.82,359.85,361.38,360.1,360.54,358.82,334.23,294.93379287051,314.34563149404,314.34563149404,314.34563149404,314.34563149404,314.34563149404,314.34563149404,314.34563149404,314.34563149404,314.34563149404,348.115614125776,0.1575,19400,3,0.98
24,360.51,360.06,359.96,360.86,359.9,361.42,360.01,360.42,358.88,334.39,294.962043429575,314.376778988873,314.376778988873,314.376778988873,314.376778988873,314.376778988873,314.376778988873,314.376778988873,314.376778988873,314.376778988873,348.146761620609,0.1575,19400,3,0.98
25,360.51,360.05,359.95,360.87,359.95,361.45,359.97,360.37,358.97,334.56,294.990291340937,314.407923852658,314.407923852658,314.407923852658,314.407923852658,314.407923852658,314.407923852658,314.407923852658,314.407923852658,314.407923852658,348.177906484393,0.1575,19400,3,0.98
26,360.54,360.08,359.91,360.88,359.99,361.46,360.02,360.33,359.06,334.71,295.018536604524,314.439066085248,314.439066085248,314.439066085248,314.439066085248,314.439066085248,314.439066085248,314.439066085248,314.439066085248,314.439066085248,348.209048716984,0.1575,19400,3,0.98
27,360.58,360.11,359.88,360.87,360.0,361.48,360.08,360.28,359.14,334.84,295.046779220264,314.470205686499,314.470205686499,314.470205686499,314.470205686499,314.470205686499,314.470205686499,314.470205686499,314.470205686499,314.470205686499,348.240188318235,0.1575,19400,3,0.98
28,360.61,360.15,359.85,360.86,360.0,361.5,360.1,360.28,359.18,334.94,295.075019188086,314.501342656265,314.501342656265,314.501342656265,314.501342656265,314.501342656265,314.501342656265,314.501342656265,314.501342656265,314.501342656265,348.271325288001,0.1575,19400,3,0.98
29,360.65,360.16,359.83,360.85,359.97,361.48,360.11,360.33,359.21,335.01,295.103256507917,314.5324769944,314.5324769944,314.5324769944,314.5324769944,314.5324769944,314.5324769944,314.5324769944,314.5324769944,314.5324769944,348.302459626136,0.1575,19400,3,0.98
30,360.69,360.11,359.83,360.82,359.96,361.47,360.13,360.46,359.23,335.06,295.131491179687,314.563608700758,314.563608700758,314.563608700758,314.563608700758,314.563608700758,314.563608700758,314.563608700758,314.563608700758,314.563608700758,348.333591332494,0.1575,19400,3,0.98
31,360.75,360.03,359.82,360.79,359.88,361.46,360.2,360.61,359.28,335.13,295.159723203324,314.594737775194,314.594737775194,314.594737775194,314.594737775194,314.594737775194,314.594737775194,314.594737775194,314.594737775194,314.594737775194,348.36472040693,0.1575,19400,3,0.98
32,360.82,360.0,359.82,360.76,359.79,361.45,360.27,360.65,359.28,335.21,295.187952578756,314.625864217561,314.625864217561,314.625864217561,314.625864217561,314.625864217561,314.625864217561,314.625864217561,314.625864217561,314.625864217561,348.395846849297,0.1575,19400,3,0.98
