Time,TC1_tip,TC_9_5,TC3,TC5,TC7,TC9,TC10,TC_Bottom_rec_groove,TC4,TC6,TC8,TC_wall_ins_ext,TC_bottom_ins_groove,TC2,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
0,360.3,359.04,359.51,349.88,169.84,68.45,57.76,359.01,358.59,251.02,115.07,24.43,27.97,358.86,415.343072317918,449.922763747058,426.393067337393,382.840006897072,347.211826230789,324.641237566576,312.221088768923,306.014556241634,303.329383094896,302.843611486302,303.04983924293,0.084,25900,90,0.98
1,360.22,359.39,359.5,349.65,169.77,68.46,57.78,358.97,358.57,250.71,115.1,24.43,27.97,358.83,415.435507614364,450.029348082456,426.513181808934,382.944178432914,347.285959796023,324.686565402899,312.246057245589,306.027779317021,303.337246245728,302.850519279698,303.056747036327,0.084,25900,90,0.98
2,360.14,359.93,359.47,349.41,169.83,68.59,57.81,358.94,358.54,250.51,115.29,24.43,27.98,358.82,415.527813882535,450.13578852937,426.633177014134,383.048291370693,347.360087666724,324.731912329706,312.271047577808,306.041018920828,303.345121390157,302.857438104801,303.063665861429,0.084,25900,90,0.98
3,360.06,360.33,359.39,349.22,169.81,68.81,57.86,358.89,358.47,250.34,115.58,24.43,27.98,358.78,415.619991351607,450.242085349948,426.753053084977,383.15234568638,347.43420975098,324.777278276158,312.296059739442,306.054275054486,303.353008538683,302.864367973224,303.070595729853,0.084,25900,90,0.98
4,359.98,360.67,359.3,349.13,169.73,69.1,57.94,358.84,358.38,250.3,115.91,24.43,27.98,358.74,415.712040273135,450.34823876897,426.87281013284,383.256341348359,347.508325954671,324.822663170793,312.321093704143,306.067547719343,303.360907701775,302.871308896566,303.077536653195,0.084,25900,90,0.98
5,359.88,361.01,359.17,349.16,169.82,69.56,58.12,358.79,358.3,250.33,116.18,24.44,27.99,358.67,415.803960865735,450.454249062671,426.992448298031,383.360278336581,347.582436187625,324.868066943254,312.346149445726,306.080836916718,303.368818889879,302.878260886405,303.084488643034,0.084,25900,90,0.98
6,359.79,361.17,359.05,349.29,170.15,70.04,58.33,358.73,358.26,250.36,116.41,24.44,27.98,358.58,415.895753379926,450.560116454979,427.11196769192,383.464156620121,347.656540356343,324.913489522243,312.371226937724,306.094142647835,303.376742113411,302.8852239543,303.091451710928,0.084,25900,90,0.98
7,359.75,361.2,358.98,349.41,170.47,70.37,58.5,358.69,358.21,250.38,116.75,24.44,27.98,358.53,415.990934118452,450.660125653698,427.228139692826,383.566723242463,347.730237020258,324.958819988234,312.396302545335,306.107461313091,303.384676925041,302.8921980772,303.098425833828,0.084,25900,90,0.98
8,359.72,361.21,358.94,349.54,170.71,70.69,58.69,358.66,358.18,250.44,116.93,24.45,27.99,358.49,416.08721553671,450.760590676195,427.343056265125,383.668786718375,347.803783783869,325.004129060194,312.42139119527,306.120795154145,303.392623606214,302.899183272154,303.105411028783,0.084,25900,90,0.98
9,359.66,361.33,358.89,349.67,170.83,71.03,58.9,358.62,358.14,250.52,117.08,24.45,27.98,358.44,416.183365191107,450.871256482506,427.457848156975,383.770785290013,347.877320748003,325.049455327387,312.446501075124,306.134145418455,303.400582323482,302.906179560066,303.112407316695,0.084,25900,90,0.98
10,359.63,361.58,358.85,349.79,170.87,71.46,59.12,358.57,358.1,250.65,117.38,24.44,27.99,358.4,416.279383320391,450.981774949382,427.572515506572,383.872718939573,347.950847820524,325.094798716023,312.471632156313,306.147512106221,303.408553086858,302.913186952205,303.119414708834,0.084,25900,90,0.98
11,359.56,361.92,358.81,349.91,170.91,71.89,59.4,358.54,358.07,250.95,117.88,24.45,27.99,358.32,416.375270162844,451.092146335064,427.687058451833,383.974587649538,348.024364909642,325.140159152426,312.496784410207,306.160895217585,303.416535906325,302.920205459819,303.126433216448,0.084,25900,90,0.98
12,359.51,362.28,358.76,350.04,171.11,72.31,59.67,358.49,358.06,251.38,118.51,24.44,28.0,358.26,416.471025956279,451.202370897315,427.801442430236,384.076391402676,348.097871923876,325.185536562999,312.521957808115,306.174294752624,303.424530791839,302.927235094136,303.133462850764,0.084,25900,90,0.98
13,359.47,362.53,358.71,350.17,171.41,72.75,59.97,358.45,358.06,251.65,118.91,24.45,27.99,358.21,416.542480826469,451.284649880459,427.938063692637,384.18686236139,348.174189081904,325.231716672284,312.547321894356,306.1877372953,303.432541378425,302.934276408063,303.140504164692,0.084,25900,90,0.98
14,359.42,363.0,358.66,350.36,172.24,73.41,60.46,358.39,358.06,251.95,119.4,24.44,27.99,358.13,416.633340276495,451.38925374163,428.056401422982,384.290234072693,348.248228618849,325.277283224008,312.572571467335,306.201175144238,303.440561218269,302.941328495433,303.147556252062,0.084,25900,90,0.98
15,359.37,363.44,358.61,350.57,173.05,74.03,60.99,358.34,358.07,252.18,119.86,24.45,27.98,358.06,416.724073563469,451.493717310221,428.174621228455,384.393546799339,348.322261230744,325.322867925739,312.597842542759,306.214629532939,303.448593185312,302.948391763539,303.154619520168,0.084,25900,90,0.98
