Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC_9_5,TC10,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
10,362.47,360.74,335.01,191.13,129.38,88.13,71.8,61.0,49.21,18.41,44.97,344.905298480909,369.905257586021,369.905257586021,369.905257586021,369.905257586021,369.905257586021,369.905257586021,369.905257586021,369.905257586021,369.905257586021,424.846909746969,0.0375,25900,3,0.98
11,362.55,360.89,334.85,191.3,129.61,88.19,72.01,61.24,49.39,19.65,45.06,345.057738100977,370.076204530135,370.076204530135,370.076204530135,370.076204530135,370.076204530135,370.076204530135,370.076204530135,370.076204530135,370.076204530135,425.017856691083,0.0375,25900,3,0.98
12,362.61,361.01,334.68,191.45,129.85,88.25,72.17,61.18,49.55,17.61,45.16,345.210101078615,370.247074651617,370.247074651617,370.247074651617,370.247074651617,370.247074651617,370.247074651617,370.247074651617,370.247074651617,370.247074651617,425.188726812566,0.0375,25900,3,0.98
13,362.65,361.09,334.57,191.49,130.1,88.48,72.34,61.3,49.69,16.46,45.27,345.362387407898,370.417867932304,370.417867932304,370.417867932304,370.417867932304,370.417867932304,370.417867932304,370.417867932304,370.417867932304,370.417867932304,425.359520093253,0.0375,25900,3,0.98
14,362.69,361.13,334.48,191.87,130.37,88.72,72.56,61.54,49.82,15.24,45.38,345.514597082955,370.588584354091,370.588584354091,370.588584354091,370.588584354091,370.588584354091,370.588584354091,370.588584354091,370.588584354091,370.588584354091,425.53023651504,0.0375,25900,3,0.98
15,362.75,361.12,334.42,191.92,130.62,88.73,72.72,61.62,49.96,14.72,45.5,345.666730097974,370.759223898936,370.759223898936,370.759223898936,370.759223898936,370.759223898936,370.759223898936,370.759223898936,370.759223898936,370.759223898936,425.700876059885,0.0375,25900,3,0.98
16,362.8,361.2,334.37,192.02,130.99,88.87,72.93,61.57,50.15,14.09,45.68,345.818786447193,370.929786548855,370.929786548855,370.929786548855,370.929786548855,370.929786548855,370.929786548855,370.929786548855,370.929786548855,370.929786548855,425.871438709803,0.0375,25900,3,0.98
17,362.83,361.28,334.36,192.23,131.35,88.98,73.25,61.8,50.39,11.54,45.87,345.97076612491,371.100272285927,371.100272285927,371.100272285927,371.100272285927,371.100272285927,371.100272285927,371.100272285927,371.100272285927,371.100272285927,426.041924446876,0.0375,25900,3,0.98
18,362.91,361.31,334.37,192.48,131.57,89.13,73.47,62.03,50.57,11.72,46.0,346.122669125475,371.270681092292,371.270681092292,371.270681092292,371.270681092292,371.270681092292,371.270681092292,371.270681092292,371.270681092292,371.270681092292,426.212333253241,0.0375,25900,3,0.98
19,363.04,361.38,334.33,192.73,131.78,89.26,73.7,62.29,50.76,10.99,46.15,346.274495443296,371.441012950149,371.441012950149,371.441012950149,371.441012950149,371.441012950149,371.441012950149,371.441012950149,371.441012950149,371.441012950149,426.382665111097,0.0375,25900,3,0.98
20,363.19,361.46,334.23,192.94,132.0,89.36,73.92,62.48,50.95,10.84,46.3,346.426245072833,371.611267841759,371.611267841759,371.611267841759,371.611267841759,371.611267841759,371.611267841759,371.611267841759,371.611267841759,371.611267841759,426.552920002707,0.0375,25900,3,0.98
21,363.3,361.54,334.12,193.2,132.2,89.71,74.14,62.68,51.14,12.58,46.46,346.577918008604,371.781445749443,371.781445749443,371.781445749443,371.781445749443,371.781445749443,371.781445749443,371.781445749443,371.781445749443,371.781445749443,426.723097910392,0.0375,25900,3,0.98
22,363.41,361.62,334.07,193.34,132.42,89.86,74.32,62.71,51.3,10.61,46.62,346.72951424518,371.951546655585,371.951546655585,371.951546655585,371.951546655585,371.951546655585,371.951546655585,371.951546655585,371.951546655585,371.951546655585,426.893198816534,0.0375,25900,3,0.98
23,363.52,361.69,334.04,193.38,132.63,89.93,74.44,62.67,51.44,10.11,46.8,346.881033777189,372.121570542627,372.121570542627,372.121570542627,372.121570542627,372.121570542627,372.121570542627,372.121570542627,372.121570542627,372.121570542627,427.063222703575,0.0375,25900,3,0.98
24,363.61,361.76,334.0,193.42,132.83,90.07,74.56,62.84,51.54,10.79,46.96,347.032476599315,372.291517393074,372.291517393074,372.291517393074,372.291517393074,372.291517393074,372.291517393074,372.291517393074,372.291517393074,372.291517393074,427.233169554022,0.0375,25900,3,0.98
25,363.78,361.93,333.93,193.48,133.09,90.08,74.81,62.99,51.69,12.54,47.2,347.183842706293,372.46138718949,372.46138718949,372.46138718949,372.46138718949,372.46138718949,372.46138718949,372.46138718949,372.46138718949,372.46138718949,427.403039350438,0.0375,25900,3,0.98
26,363.9,362.07,333.96,193.68,133.39,90.46,75.14,63.32,51.93,12.08,47.46,347.335132092917,372.631179914502,372.631179914502,372.631179914502,372.631179914502,372.631179914502,372.631179914502,372.631179914502,372.631179914502,372.631179914502,427.57283207545,0.0375,25900,3,0.98
27,363.94,362.11,333.98,193.88,133.6,90.79,75.36,63.8,52.12,20.01,47.64,347.486344754036,372.800895550796,372.800895550796,372.800895550796,372.800895550796,372.800895550796,372.800895550796,372.800895550796,372.800895550796,372.800895550796,427.742547711745,0.0375,25900,3,0.98
28,363.99,362.14,333.94,194.27,133.81,91.02,75.6,64.06,52.31,15.78,47.82,347.63748068455,372.970534081121,372.970534081121,372.970534081121,372.970534081121,372.970534081121,372.970534081121,372.970534081121,372.970534081121,372.970534081121,427.91218624207,0.0375,25900,3,0.98
29,364.04,362.18,333.88,194.6,134.01,91.29,75.87,64.53,52.55,17.72,48.01,347.788539879421,373.140095488285,373.140095488285,373.140095488285,373.140095488285,373.140095488285,373.140095488285,373.140095488285,373.140095488285,373.140095488285,428.081747649233,0.0375,25900,3,0.98
30,364.12,362.25,333.81,194.8,134.17,91.41,76.17,64.38,52.78,15.47,48.19,347.93952233366,373.309579755158,373.309579755158,373.309579755158,373.309579755158,373.309579755158,373.309579755158,373.309579755158,373.309579755158,373.309579755158,428.251231916107,0.0375,25900,3,0.98
31,364.2,362.32,333.75,194.91,134.32,91.6,76.44,64.87,53.01,14.38,48.39,348.090428042336,373.47898686467,373.47898686467,373.47898686467,373.47898686467,373.47898686467,373.47898686467,373.47898686467,373.47898686467,373.47898686467,428.420639025618,0.0375,25900,3,0.98
32,364.26,362.37,333.69,195.1,134.48,91.74,76.7,65.08,53.25,14.17,48.6,348.241257000572,373.648316799813,373.648316799813,373.648316799813,373.648316799813,373.648316799813,373.648316799813,373.648316799813,373.648316799813,373.648316799813,428.589968960761,0.0375,25900,3,0.98
33,364.34,362.41,333.66,195.39,134.67,92.0,76.99,65.39,53.53,14.11,48.82,348.392009203548,373.81756954364,373.81756954364,373.81756954364,373.81756954364,373.81756954364,373.81756954364,373.81756954364,373.81756954364,373.81756954364,428.759221704588,0.0375,25900,3,0.98
34,364.48,362.49,333.6,195.7,135.01,92.17,77.38,65.78,53.9,13.42,49.16,348.542684646496,373.986745079264,373.986745079264,373.986745079264,373.986745079264,373.986745079264,373.986745079264,373.986745079264,373.986745079264,373.986745079264,428.928397240213,0.0375,25900,3,0.98
35,364.61,362.57,333.56,196.0,135.37,92.43,77.72,66.05,54.3,15.71,49.5,348.693283324705,374.15584338986,374.15584338986,374.15584338986,374.15584338986,374.15584338986,374.15584338986,374.15584338986,374.15584338986,374.15584338986,429.097495550809,0.0375,25900,3,0.98
36,364.68,362.63,333.54,196.33,135.65,92.66,77.9,66.15,54.51,16.74,49.74,348.84380523352,374.324864458664,374.324864458664,374.324864458664,374.324864458664,374.324864458664,374.324864458664,374.324864458664,374.324864458664,374.324864458664,429.266516619613,0.0375,25900,3,0.98
37,364.71,362.67,333.54,196.49,135.9,92.82,78.03,66.31,54.68,14.27,49.97,348.994250368339,374.493808268973,374.493808268973,374.493808268973,374.493808268973,374.493808268973,374.493808268973,374.493808268973,374.493808268973,374.493808268973,429.435460429921,0.0375,25900,3,0.98
38,364.73,362.71,333.58,196.68,136.15,93.08,78.12,66.39,54.84,15.93,50.2,349.144618724615,374.662674804143,374.662674804143,374.662674804143,374.662674804143,374.662674804143,374.662674804143,374.662674804143,374.662674804143,374.662674804143,429.604326965091,0.0375,25900,3,0.98
