Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC_9_5,TC10,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
87,356.25,356.66,358.32,358.99,358.51,360.54,358.63,359.57,366.75,397.4,360.91,418.07830811381,427.24443494452,347.037117024217,311.863312735626,302.573898082727,300.536642629067,300.111163844221,300.023010556499,300.004779923853,300.001177149003,300.001417382595,0.1575,25900,100,0.98
88,356.19,356.61,358.3,358.97,358.48,360.52,358.62,359.56,366.86,397.75,361.19,418.173572172993,427.369359792619,347.11499888101,311.889722670712,302.580280497976,300.538005683049,300.111447063138,300.023069196349,300.004792159817,300.001180323671,300.001420069643,0.1575,25900,100,0.98
89,356.14,356.56,358.28,358.95,358.47,360.51,358.61,359.56,366.94,397.75,361.39,418.268691557756,427.494150424694,347.192871350328,311.916157049845,302.586673210516,300.539371272308,300.111730823426,300.023127948826,300.004804419489,300.001183504775,300.001422762207,0.1575,25900,100,0.98
90,356.11,356.54,358.26,358.94,358.47,360.5,358.6,359.55,367.01,398.02,361.59,418.363666595233,427.618806969999,347.270734317939,311.942615831854,302.593076227543,300.540739401233,300.112015126183,300.023186814165,300.004816702921,300.001186692328,300.001425460299,0.1575,25900,100,0.98
91,356.08,356.5,358.24,358.93,358.46,360.49,358.6,359.55,367.08,398.27,361.79,418.458497553839,427.743329608081,347.348587677218,311.969098975876,302.599489556204,300.542110074216,300.112299972514,300.023245792602,300.004829010161,300.001189886343,300.00142816393,0.1575,25900,100,0.98
92,356.03,356.47,358.23,358.91,358.45,360.48,358.59,359.54,367.14,398.57,361.99,418.553184721357,427.867718500921,347.426431319535,311.995606440885,302.605913203614,300.543483295648,300.112585363522,300.023304884374,300.00484134126,300.001193086833,300.001430873112,0.1575,25900,100,0.98
93,355.98,356.45,358.22,358.9,358.44,360.46,358.6,359.54,367.22,398.7,362.21,418.647728404353,427.991973793545,347.504265134271,312.022138185628,302.612347176828,300.544859069925,300.112871300315,300.023364089717,300.004853696269,300.001196293812,300.001433587855,0.1575,25900,100,0.98
94,355.95,356.4,358.21,358.88,358.42,360.45,358.58,359.53,367.29,398.94,362.4,418.742128877456,428.116095658027,347.582089015182,312.048694169033,302.618791482867,300.546237401443,300.113157784,300.02342340887,300.004866075237,300.001199507293,300.001436308173,0.1575,25900,100,0.98
95,355.91,356.37,358.18,358.87,358.42,360.44,358.57,359.53,367.37,399.3,362.59,418.836386429858,428.24008425312,347.659902854553,312.075274349852,302.625246128703,300.5476182946,300.11344481569,300.023482842071,300.004878478215,300.00120272729,300.001439034075,0.1575,25900,100,0.98
96,355.85,356.32,358.17,358.86,358.4,360.43,358.57,359.53,367.48,399.54,362.85,418.930501358877,428.36393972969,347.737706544027,312.101878686733,302.631711121269,300.549001753798,300.113732396497,300.023542389558,300.004890905254,300.001205953816,300.001441765574,0.1575,25900,100,0.98
