Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,h,flux,abs,surf,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,359.9,359.65,360.2,360.77,360.17,362.18,359.78,359.78,354.86,325.15,215.44,0.1575,25900,3,0.76,,,,,,,,,,,,,,,,,,,,,,
1,359.88,359.64,360.19,360.77,360.17,362.18,359.84,359.69,354.88,325.14,215.78,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.884854023493,360.045332942992,360.045332942992,360.045332942992,360.045332942992,360.045332942992,360.045332942992,360.045332942992,360.045332942992,360.045332942992,401.987837741283
2,359.94,359.75,360.24,360.82,360.2,362.21,360.02,359.81,355.05,325.2,216.38,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.926111525548,360.09066214133,360.09066214133,360.09066214133,360.09066214133,360.09066214133,360.09066214133,360.09066214133,360.09066214133,360.09066214133,402.033166939621
3,360.06,359.91,360.33,360.91,360.27,362.29,360.21,359.97,355.33,325.3,216.86,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.96736512007,360.135987594611,360.135987594611,360.135987594611,360.135987594611,360.135987594611,360.135987594611,360.135987594611,360.135987594611,360.135987594611,402.078492392902
4,360.19,360.08,360.42,361.03,360.36,362.4,360.36,360.16,355.68,325.45,217.5,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.008614806803,360.181309302435,360.181309302435,360.181309302435,360.181309302435,360.181309302435,360.181309302435,360.181309302435,360.181309302435,360.181309302435,402.123814100725
5,360.34,360.26,360.53,361.15,360.46,362.51,360.54,360.34,356.07,325.63,217.98,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.049860585489,360.226627264399,360.226627264399,360.226627264399,360.226627264399,360.226627264399,360.226627264399,360.226627264399,360.226627264399,360.226627264399,402.16913206269
6,360.48,360.41,360.64,361.3,360.56,362.64,360.73,360.55,356.5,325.82,218.48,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.091102455871,360.271941480104,360.271941480104,360.271941480104,360.271941480104,360.271941480104,360.271941480104,360.271941480104,360.271941480104,360.271941480104,402.214446278394
7,360.68,360.6,360.82,361.4,360.73,362.73,361.05,360.73,357.13,326.11,218.87,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.132340417693,360.317251949147,360.317251949147,360.317251949147,360.317251949147,360.317251949147,360.317251949147,360.317251949147,360.317251949147,360.317251949147,402.259756747437
8,360.88,360.77,360.96,361.55,360.89,362.86,361.33,360.96,357.68,326.38,219.18,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.173574470698,360.362558671128,360.362558671128,360.362558671128,360.362558671128,360.362558671128,360.362558671128,360.362558671128,360.362558671128,360.362558671128,402.305063469418
9,360.99,360.83,361.05,361.7,361,362.99,361.52,361.17,357.99,326.52,219.67,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.214804614629,360.407861645645,360.407861645645,360.407861645645,360.407861645645,360.407861645645,360.407861645645,360.407861645645,360.407861645645,360.407861645645,402.350366443936
10,361.11,360.91,361.14,361.84,361.11,363.12,361.69,361.4,358.25,326.65,220.16,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.256030849231,360.4531608723,360.4531608723,360.4531608723,360.4531608723,360.4531608723,360.4531608723,360.4531608723,360.4531608723,360.4531608723,402.39566567059
11,361.23,360.99,361.22,361.96,361.21,363.24,361.81,361.63,358.45,326.76,220.53,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.297253174246,360.49845635069,360.49845635069,360.49845635069,360.49845635069,360.49845635069,360.49845635069,360.49845635069,360.49845635069,360.49845635069,402.440961148981
12,361.33,361.06,361.3,362.08,361.3,363.35,361.93,361.84,358.63,326.86,220.88,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.338471589419,360.543748080416,360.543748080416,360.543748080416,360.543748080416,360.543748080416,360.543748080416,360.543748080416,360.543748080416,360.543748080416,402.486252878707
13,361.44,361.15,361.4,362.19,361.37,363.46,362.04,361.99,358.76,326.95,221.28,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.379686094494,360.589036061078,360.589036061078,360.589036061078,360.589036061078,360.589036061078,360.589036061078,360.589036061078,360.589036061078,360.589036061078,402.531540859368
14,361.53,361.24,361.49,362.28,361.46,363.53,362.14,362.07,358.9,327.07,221.58,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.420896689215,360.634320292274,360.634320292274,360.634320292274,360.634320292274,360.634320292274,360.634320292274,360.634320292274,360.634320292274,360.634320292274,402.576825090565
15,361.69,361.36,361.62,362.4,361.59,363.62,362.26,362.22,359.07,327.23,222.12,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.462103373327,360.679600773606,360.679600773606,360.679600773606,360.679600773606,360.679600773606,360.679600773606,360.679600773606,360.679600773606,360.679600773606,402.622105571897
16,361.84,361.48,361.73,362.51,361.71,363.7,362.32,362.4,359.25,327.42,222.49,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.503306146573,360.724877504674,360.724877504674,360.724877504674,360.724877504674,360.724877504674,360.724877504674,360.724877504674,360.724877504674,360.724877504674,402.667382302964
17,361.94,361.55,361.81,362.58,361.79,363.78,362.36,362.59,359.36,327.55,222.78,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.5445050087,360.770150485077,360.770150485077,360.770150485077,360.770150485077,360.770150485077,360.770150485077,360.770150485077,360.770150485077,360.770150485077,402.712655283368
18,362.02,361.58,361.87,362.67,361.85,363.86,362.41,362.8,359.45,327.69,223.14,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.585699959451,360.815419714417,360.815419714417,360.815419714417,360.815419714417,360.815419714417,360.815419714417,360.815419714417,360.815419714417,360.815419714417,402.757924512708
19,362.1,361.63,361.91,362.73,361.92,363.93,362.48,362.95,359.54,327.84,223.42,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.626890998571,360.860685192294,360.860685192294,360.860685192294,360.860685192294,360.860685192294,360.860685192294,360.860685192294,360.860685192294,360.860685192294,402.803189990585
20,362.19,361.7,361.97,362.81,361.97,364.02,362.55,363.1,359.65,328.03,223.7,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.668078125806,360.905946918309,360.905946918309,360.905946918309,360.905946918309,360.905946918309,360.905946918309,360.905946918309,360.905946918309,360.905946918309,402.848451716599
21,362.27,361.78,362.02,362.86,362.02,364.08,362.61,363.2,359.76,328.22,224.29,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.7092613409,360.951204892062,360.951204892062,360.951204892062,360.951204892062,360.951204892062,360.951204892062,360.951204892062,360.951204892062,360.951204892062,402.893709690352
22,362.36,361.88,362.04,362.92,362.06,364.14,362.64,363.32,359.87,328.4,224.66,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.750440643601,360.996459113154,360.996459113154,360.996459113154,360.996459113154,360.996459113154,360.996459113154,360.996459113154,360.996459113154,360.996459113154,402.938963911445
23,362.44,361.99,362.08,362.98,362.12,364.2,362.7,363.4,360.02,328.62,224.94,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.791616033651,361.041709581188,361.041709581188,361.041709581188,361.041709581188,361.041709581188,361.041709581188,361.041709581188,361.041709581188,361.041709581188,402.984214379478
24,362.57,362.09,362.11,363.04,362.2,364.25,362.75,363.5,360.27,328.92,225.55,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.832787510798,361.086956295764,361.086956295764,361.086956295764,361.086956295764,361.086956295764,361.086956295764,361.086956295764,361.086956295764,361.086956295764,403.029461094054
25,362.68,362.18,362.13,363.09,362.28,364.29,362.81,363.59,360.56,329.21,225.92,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.873955074786,361.132199256482,361.132199256482,361.132199256482,361.132199256482,361.132199256482,361.132199256482,361.132199256482,361.132199256482,361.132199256482,403.074704054773
26,362.75,362.24,362.14,363.16,362.34,364.32,362.88,363.64,360.74,329.43,226.28,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.915118725363,361.177438462946,361.177438462946,361.177438462946,361.177438462946,361.177438462946,361.177438462946,361.177438462946,361.177438462946,361.177438462946,403.119943261237
27,362.79,362.29,362.15,363.21,362.4,364.36,362.96,363.68,360.9,329.66,226.53,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.956278462274,361.222673914757,361.222673914757,361.222673914757,361.222673914757,361.222673914757,361.222673914757,361.222673914757,361.222673914757,361.222673914757,403.165178713047
28,362.81,362.35,362.15,363.23,362.46,364.38,363.02,363.7,361.05,329.88,226.84,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.997434285264,361.267905611516,361.267905611516,361.267905611516,361.267905611516,361.267905611516,361.267905611516,361.267905611516,361.267905611516,361.267905611516,403.210410409807
29,362.82,362.39,362.16,363.26,362.52,364.43,363.07,363.71,361.18,330.12,227.06,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,341.038586194083,361.313133552826,361.313133552826,361.313133552826,361.313133552826,361.313133552826,361.313133552826,361.313133552826,361.313133552826,361.313133552826,403.255638351116
30,362.85,362.43,362.17,363.29,362.58,364.47,363.12,363.69,361.3,330.36,227.44,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,341.079734188473,361.358357738288,361.358357738288,361.358357738288,361.358357738288,361.358357738288,361.358357738288,361.358357738288,361.358357738288,361.358357738288,403.300862536579
31,362.89,362.47,362.19,363.32,362.63,364.52,363.15,363.7,361.38,330.59,227.89,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,341.120878268184,361.403578167506,361.403578167506,361.403578167506,361.403578167506,361.403578167506,361.403578167506,361.403578167506,361.403578167506,361.403578167506,403.346082965796
32,362.91,362.5,362.18,363.35,362.66,364.56,363.17,363.68,361.44,330.82,228.14,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,341.162018432961,361.44879484008,361.44879484008,361.44879484008,361.44879484008,361.44879484008,361.44879484008,361.44879484008,361.44879484008,361.44879484008,403.39129963837
33,362.93,362.52,362.18,363.37,362.7,364.61,363.16,363.66,361.48,331.06,228.66,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,341.203154682552,361.494007755614,361.494007755614,361.494007755614,361.494007755614,361.494007755614,361.494007755614,361.494007755614,361.494007755614,361.494007755614,403.436512553905
34,362.95,362.54,362.21,363.39,362.75,364.64,363.16,363.63,361.54,331.43,228.97,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,341.244287016704,361.539216913711,361.539216913711,361.539216913711,361.539216913711,361.539216913711,361.539216913711,361.539216913711,361.539216913711,361.539216913711,403.481721712001
35,362.98,362.56,362.25,363.4,362.78,364.67,363.11,363.58,361.59,331.85,229.41,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,341.285415435163,361.584422313973,361.584422313973,361.584422313973,361.584422313973,361.584422313973,361.584422313973,361.584422313973,361.584422313973,361.584422313973,403.526927112264
36,362.99,362.57,362.29,363.41,362.8,364.68,363.01,363.53,361.61,332.12,229.54,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,341.326539937678,361.629623956003,361.629623956003,361.629623956003,361.629623956003,361.629623956003,361.629623956003,361.629623956003,361.629623956003,361.629623956003,403.572128754294
37,363.03,362.61,362.33,363.41,362.8,364.7,362.89,363.48,361.62,332.37,229.52,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,341.367660523995,361.674821839405,361.674821839405,361.674821839405,361.674821839405,361.674821839405,361.674821839405,361.674821839405,361.674821839405,361.674821839405,403.617326637695
38,363.07,362.64,362.35,363.43,362.82,364.7,362.79,363.42,361.61,332.61,230.13,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,341.408777193863,361.720015963781,361.720015963781,361.720015963781,361.720015963781,361.720015963781,361.720015963781,361.720015963781,361.720015963781,361.720015963781,403.662520762071
39,363.11,362.67,362.37,363.44,362.82,364.7,362.71,363.38,361.57,332.84,230.08,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,341.449889947029,361.765206328735,361.765206328735,361.765206328735,361.765206328735,361.765206328735,361.765206328735,361.765206328735,361.765206328735,361.765206328735,403.707711127026
