Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,h,flux,abs,surf,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,359.84,359.55,360.09,360.57,359.94,362.07,359.47,359.79,353.94,328.48,209.32,0.1575,19400,3,0.76,,,,,,,,,,,,,,,,,,,,,,
1,359.82,359.54,360.08,360.56,359.94,362.06,359.46,359.82,353.97,328.44,209.89,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.871323369982,360.030467070814,360.030467070814,360.030467070814,360.030467070814,360.030467070814,360.030467070814,360.030467070814,360.030467070814,360.030467070814,393.80044970255
2,359.87,359.64,360.12,360.59,359.95,362.07,359.6,359.99,354.19,328.4,210.63,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.899051609927,360.060931625101,360.060931625101,360.060931625101,360.060931625101,360.060931625101,360.060931625101,360.060931625101,360.060931625101,360.060931625101,393.830914256837
3,360,359.82,360.2,360.64,360.02,362.1,359.78,360.14,354.56,328.47,211.03,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.926777333948,360.091393662748,360.091393662748,360.091393662748,360.091393662748,360.091393662748,360.091393662748,360.091393662748,360.091393662748,360.091393662748,393.861376294484
4,360.09,359.96,360.28,360.73,360.08,362.13,359.91,360.29,354.89,328.58,211.66,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.954500541991,360.121853183643,360.121853183643,360.121853183643,360.121853183643,360.121853183643,360.121853183643,360.121853183643,360.121853183643,360.121853183643,393.891835815379
5,360.17,360.07,360.35,360.82,360.16,362.18,360.03,360.33,355.23,328.68,212.13,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.982221234004,360.152310187671,360.152310187671,360.152310187671,360.152310187671,360.152310187671,360.152310187671,360.152310187671,360.152310187671,360.152310187671,393.922292819407
6,360.26,360.17,360.42,360.92,360.23,362.23,360.17,360.41,355.55,328.81,212.73,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.009939409938,360.18276467472,360.18276467472,360.18276467472,360.18276467472,360.18276467472,360.18276467472,360.18276467472,360.18276467472,360.18276467472,393.952747306456
7,360.36,360.28,360.5,361.02,360.32,362.29,360.28,360.54,355.86,328.93,213.23,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.037655069739,360.213216644678,360.213216644678,360.213216644678,360.213216644678,360.213216644678,360.213216644678,360.213216644678,360.213216644678,360.213216644678,393.983199276414
8,360.45,360.37,360.57,361.11,360.4,362.35,360.41,360.71,356.12,329.06,213.69,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.065368213356,360.24366609743,360.24366609743,360.24366609743,360.24366609743,360.24366609743,360.24366609743,360.24366609743,360.24366609743,360.24366609743,394.013648729166
9,360.53,360.45,360.65,361.22,360.48,362.43,360.53,360.89,356.37,329.18,214.11,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.093078840736,360.274113032864,360.274113032864,360.274113032864,360.274113032864,360.274113032864,360.274113032864,360.274113032864,360.274113032864,360.274113032864,394.0440956646
10,360.6,360.49,360.72,361.28,360.57,362.46,360.64,361.01,356.57,329.31,214.7,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.120786951831,360.304557450869,360.304557450869,360.304557450869,360.304557450869,360.304557450869,360.304557450869,360.304557450869,360.304557450869,360.304557450869,394.074540082604
11,360.68,360.52,360.82,361.4,360.68,362.54,360.77,361.18,356.77,329.51,215.1,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.148492546587,360.334999351329,360.334999351329,360.334999351329,360.334999351329,360.334999351329,360.334999351329,360.334999351329,360.334999351329,360.334999351329,394.104981983065
12,360.75,360.52,360.89,361.52,360.78,362.62,360.93,361.34,356.89,329.7,215.66,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.176195624954,360.365438734134,360.365438734134,360.365438734134,360.365438734134,360.365438734134,360.365438734134,360.365438734134,360.365438734134,360.365438734134,394.13542136587
13,360.81,360.53,360.92,361.61,360.85,362.7,361.04,361.47,356.91,329.83,215.99,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.203896186879,360.39587559917,360.39587559917,360.39587559917,360.39587559917,360.39587559917,360.39587559917,360.39587559917,360.39587559917,360.39587559917,394.165858230906
14,360.87,360.57,360.96,361.7,360.91,362.79,361.11,361.58,356.93,329.93,216.59,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.231594232312,360.426309946326,360.426309946326,360.426309946326,360.426309946326,360.426309946326,360.426309946326,360.426309946326,360.426309946326,360.426309946326,394.196292578062
15,360.92,360.59,360.99,361.78,360.96,362.86,361.17,361.67,356.91,330.01,217.05,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.259289761202,360.456741775488,360.456741775488,360.456741775488,360.456741775488,360.456741775488,360.456741775488,360.456741775488,360.456741775488,360.456741775488,394.226724407224
16,360.98,360.62,361,361.86,361,362.93,361.19,361.74,356.9,330.11,217.36,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.286982773497,360.487171086545,360.487171086545,360.487171086545,360.487171086545,360.487171086545,360.487171086545,360.487171086545,360.487171086545,360.487171086545,394.257153718281
17,361.04,360.66,361.03,361.91,361.06,362.97,361.28,361.76,356.86,330.25,217.78,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.314673269147,360.517597879383,360.517597879383,360.517597879383,360.517597879383,360.517597879383,360.517597879383,360.517597879383,360.517597879383,360.517597879383,394.287580511119
18,361.11,360.69,361.06,361.97,361.13,363.03,361.36,361.78,356.8,330.38,218.34,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.3423612481,360.548022153892,360.548022153892,360.548022153892,360.548022153892,360.548022153892,360.548022153892,360.548022153892,360.548022153892,360.548022153892,394.318004785627
