Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,h,flux,abs,surf,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,359.62,358.8,358.9,359.24,358.55,360.39,358.13,358.75,355.29,334.5,341.68,0.1575,21250,3,0.98,,,,,,,,,,,,,,,,,,,,,,
1,359.57,358.76,358.84,359.24,358.54,360.38,358.19,358.92,355.3,334.24,341.82,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.08636926254,360.031112371244,360.031112371244,360.031112371244,360.031112371244,360.031112371244,360.031112371244,360.031112371244,360.031112371244,360.031112371244,396.188641156133
2,359.61,358.85,358.86,359.3,358.58,360.43,358.5,359.24,355.65,333.95,341.81,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.11419641731,360.062221545848,360.062221545848,360.062221545848,360.062221545848,360.062221545848,360.062221545848,360.062221545848,360.062221545848,360.062221545848,396.219750330736
3,359.72,359.01,358.96,359.4,358.67,360.51,358.88,359.56,356.04,333.83,341.8,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.142020444409,360.09332752373,360.09332752373,360.09332752373,360.09332752373,360.09332752373,360.09332752373,360.09332752373,360.09332752373,360.09332752373,396.250856308618
4,359.79,359.14,359.05,359.51,358.74,360.6,359.08,359.79,356.29,333.8,341.85,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.169841343842,360.124430304813,360.124430304813,360.124430304813,360.124430304813,360.124430304813,360.124430304813,360.124430304813,360.124430304813,360.124430304813,396.281959089702
5,359.88,359.29,359.15,359.62,358.84,360.69,359.24,359.94,356.53,333.8,341.94,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.19765911562,360.155529889019,360.155529889019,360.155529889019,360.155529889019,360.155529889019,360.155529889019,360.155529889019,360.155529889019,360.155529889019,396.313058673907
6,359.98,359.44,359.25,359.69,358.92,360.76,359.38,360,356.76,333.83,342.01,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.225473759748,360.186626276268,360.186626276268,360.186626276268,360.186626276268,360.186626276268,360.186626276268,360.186626276268,360.186626276268,360.186626276268,396.344155061156
7,360.08,359.6,359.36,359.79,359.02,360.86,359.56,360.09,357.02,333.88,342.08,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.253285276237,360.217719466482,360.217719466482,360.217719466482,360.217719466482,360.217719466482,360.217719466482,360.217719466482,360.217719466482,360.217719466482,396.375248251371
8,360.2,359.75,359.47,359.9,359.12,360.95,359.72,360.25,357.26,333.96,342.18,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.281093665094,360.248809459584,360.248809459584,360.248809459584,360.248809459584,360.248809459584,360.248809459584,360.248809459584,360.248809459584,360.248809459584,396.406338244472
9,360.31,359.88,359.58,360.01,359.21,361.03,359.89,360.42,357.46,334,342.26,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.308898926325,360.279896255494,360.279896255494,360.279896255494,360.279896255494,360.279896255494,360.279896255494,360.279896255494,360.279896255494,360.279896255494,396.437425040383
10,360.42,359.98,359.7,360.11,359.3,361.13,360.04,360.61,357.66,334.02,342.23,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.336701059942,360.310979854135,360.310979854135,360.310979854135,360.310979854135,360.310979854135,360.310979854135,360.310979854135,360.310979854135,360.310979854135,396.468508639024
11,360.55,360.11,359.84,360.22,359.42,361.22,360.25,360.78,357.95,333.98,342.17,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.364500065951,360.342060255429,360.342060255429,360.342060255429,360.342060255429,360.342060255429,360.342060255429,360.342060255429,360.342060255429,360.342060255429,396.499589040317
12,360.67,360.26,359.98,360.32,359.53,361.32,360.37,360.93,358.28,333.96,342.05,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.392295944362,360.373137459297,360.373137459297,360.373137459297,360.373137459297,360.373137459297,360.373137459297,360.373137459297,360.373137459297,360.373137459297,396.530666244186
13,360.77,360.37,360.06,360.4,359.61,361.37,360.39,361.03,358.5,333.97,342.18,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.420088695182,360.404211465663,360.404211465663,360.404211465663,360.404211465663,360.404211465663,360.404211465663,360.404211465663,360.404211465663,360.404211465663,396.561740250552
14,360.88,360.43,360.14,360.49,359.7,361.47,360.36,361.19,358.71,334,342.2,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.447878318421,360.435282274448,360.435282274448,360.435282274448,360.435282274448,360.435282274448,360.435282274448,360.435282274448,360.435282274448,360.435282274448,396.592811059337
15,361.01,360.48,360.2,360.59,359.8,361.56,360.35,361.3,358.87,334.04,342.27,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.475664814087,360.466349885576,360.466349885576,360.466349885576,360.466349885576,360.466349885576,360.466349885576,360.466349885576,360.466349885576,360.466349885576,396.623878670464
