Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,h,flux,abs,surf,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,359.36,358.83,359.83,360.44,359.88,361.84,359.26,359.61,355.65,331.49,342.52,0.1575,19400,3,0.98,,,,,,,,,,,,,,,,,,,,,,
1,359.38,358.91,359.83,360.47,359.89,361.86,359.39,359.81,355.45,331.24,342.68,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.082584600672,360.026881357934,360.026881357934,360.026881357934,360.026881357934,360.026881357934,360.026881357934,360.026881357934,360.026881357934,360.026881357934,393.79686398967
2,359.45,359.02,359.87,360.52,359.92,361.92,359.54,360.06,355.26,331.06,342.58,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.106627550473,360.053759953991,360.053759953991,360.053759953991,360.053759953991,360.053759953991,360.053759953991,360.053759953991,360.053759953991,360.053759953991,393.823742585726
3,359.56,359.17,359.94,360.56,359.97,361.95,359.68,360.15,355.17,330.97,342.64,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.130667829533,360.080635788148,360.080635788148,360.080635788148,360.080635788148,360.080635788148,360.080635788148,360.080635788148,360.080635788148,360.080635788148,393.850618419884
4,359.67,359.3,359.99,360.64,360.03,362.03,359.82,360.29,355.21,330.9,342.75,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.154705437893,360.107508860387,360.107508860387,360.107508860387,360.107508860387,360.107508860387,360.107508860387,360.107508860387,360.107508860387,360.107508860387,393.877491492123
5,359.78,359.45,360.07,360.73,360.09,362.11,359.95,360.47,355.33,330.84,342.82,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.178740375594,360.134379170688,360.134379170688,360.134379170688,360.134379170688,360.134379170688,360.134379170688,360.134379170688,360.134379170688,360.134379170688,393.904361802424
6,359.94,359.64,360.2,360.82,360.19,362.21,360.08,360.65,355.59,330.81,342.79,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.202772642678,360.16124671903,360.16124671903,360.16124671903,360.16124671903,360.16124671903,360.16124671903,360.16124671903,360.16124671903,360.16124671903,393.931229350766
7,360.11,359.84,360.33,360.91,360.29,362.31,360.21,360.81,355.87,330.8,342.83,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.226802239185,360.188111505393,360.188111505393,360.188111505393,360.188111505393,360.188111505393,360.188111505393,360.188111505393,360.188111505393,360.188111505393,393.958094137129
8,360.21,359.95,360.4,360.97,360.35,362.38,360.26,360.89,355.98,330.79,342.94,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.250829165155,360.214973529757,360.214973529757,360.214973529757,360.214973529757,360.214973529757,360.214973529757,360.214973529757,360.214973529757,360.214973529757,393.984956161493
9,360.3,360.05,360.47,361.05,360.4,362.48,360.35,360.97,356.07,330.83,342.98,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.274853420631,360.241832792103,360.241832792103,360.241832792103,360.241832792103,360.241832792103,360.241832792103,360.241832792103,360.241832792103,360.241832792103,394.011815423839
10,360.4,360.13,360.53,361.12,360.46,362.57,360.46,361.03,356.18,330.87,343,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.298875005652,360.268689292411,360.268689292411,360.268689292411,360.268689292411,360.268689292411,360.268689292411,360.268689292411,360.268689292411,360.268689292411,394.038671924147
11,360.5,360.19,360.58,361.2,360.51,362.64,360.56,361,356.33,330.91,343.01,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.322893920262,360.295543030662,360.295543030662,360.295543030662,360.295543030662,360.295543030662,360.295543030662,360.295543030662,360.295543030662,360.295543030662,394.065525662397
12,360.58,360.21,360.62,361.26,360.55,362.69,360.69,361,356.54,330.95,342.97,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.3469101645,360.322394006835,360.322394006835,360.322394006835,360.322394006835,360.322394006835,360.322394006835,360.322394006835,360.322394006835,360.322394006835,394.09237663857
13,360.65,360.24,360.69,361.34,360.6,362.75,360.83,361.05,356.75,330.98,342.94,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.370923738408,360.349242220911,360.349242220911,360.349242220911,360.349242220911,360.349242220911,360.349242220911,360.349242220911,360.349242220911,360.349242220911,394.119224852647
14,360.74,360.24,360.75,361.43,360.64,362.81,360.94,361.12,356.97,331.01,342.96,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.394934642028,360.376087672871,360.376087672871,360.376087672871,360.376087672871,360.376087672871,360.376087672871,360.376087672871,360.376087672871,360.376087672871,394.146070304607
15,360.82,360.24,360.85,361.48,360.73,362.85,360.99,361.17,357.2,331.09,342.92,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.418942875402,360.402930362696,360.402930362696,360.402930362696,360.402930362696,360.402930362696,360.402930362696,360.402930362696,360.402930362696,360.402930362696,394.172912994432
16,360.9,360.27,360.94,361.56,360.8,362.9,360.93,361.23,357.37,331.15,342.93,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.442948438569,360.429770290366,360.429770290366,360.429770290366,360.429770290366,360.429770290366,360.429770290366,360.429770290366,360.429770290366,360.429770290366,394.199752922102
