Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,h,flux,abs,surf,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,360.68,360.03,359.97,360.36,359.65,361.21,358.6,358.65,354.75,333.08,343.71,0.1575,21250,3,0.98,,,,,,,,,,,,,,,,,,,,,,
1,360.74,360.16,360,360.41,359.68,361.27,358.79,358.91,355.31,332.93,343.78,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.08636926254,360.031112371244,360.031112371244,360.031112371244,360.031112371244,360.031112371244,360.031112371244,360.031112371244,360.031112371244,360.031112371244,396.188641156133
2,360.88,360.37,360.08,360.49,359.76,361.34,359.09,359.2,356.02,332.94,343.79,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.11419641731,360.062221545848,360.062221545848,360.062221545848,360.062221545848,360.062221545848,360.062221545848,360.062221545848,360.062221545848,360.062221545848,396.219750330736
3,360.99,360.51,360.15,360.55,359.83,361.4,359.3,359.42,356.5,333.01,343.69,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.142020444409,360.09332752373,360.09332752373,360.09332752373,360.09332752373,360.09332752373,360.09332752373,360.09332752373,360.09332752373,360.09332752373,396.250856308618
4,361.1,360.63,360.21,360.67,359.9,361.49,359.52,359.74,356.94,333.09,343.71,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.169841343842,360.124430304813,360.124430304813,360.124430304813,360.124430304813,360.124430304813,360.124430304813,360.124430304813,360.124430304813,360.124430304813,396.281959089702
5,361.21,360.75,360.28,360.77,359.98,361.55,359.74,360.04,357.31,333.2,343.73,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.19765911562,360.155529889019,360.155529889019,360.155529889019,360.155529889019,360.155529889019,360.155529889019,360.155529889019,360.155529889019,360.155529889019,396.313058673907
6,361.31,360.84,360.35,360.88,360.07,361.62,359.9,360.3,357.53,333.3,343.75,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.225473759748,360.186626276268,360.186626276268,360.186626276268,360.186626276268,360.186626276268,360.186626276268,360.186626276268,360.186626276268,360.186626276268,396.344155061156
7,361.39,360.88,360.4,361,360.15,361.68,360.03,360.52,357.65,333.39,343.79,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.253285276237,360.217719466482,360.217719466482,360.217719466482,360.217719466482,360.217719466482,360.217719466482,360.217719466482,360.217719466482,360.217719466482,396.375248251371
8,361.47,360.94,360.46,361.12,360.23,361.77,360.15,360.73,357.74,333.49,343.76,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.281093665094,360.248809459584,360.248809459584,360.248809459584,360.248809459584,360.248809459584,360.248809459584,360.248809459584,360.248809459584,360.248809459584,396.406338244472
9,361.56,360.94,360.54,361.24,360.36,361.86,360.39,360.91,357.82,333.68,343.7,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.308898926325,360.279896255494,360.279896255494,360.279896255494,360.279896255494,360.279896255494,360.279896255494,360.279896255494,360.279896255494,360.279896255494,396.437425040383
10,361.65,360.89,360.61,361.32,360.46,361.91,360.62,361.02,358,333.86,343.77,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.336701059942,360.310979854135,360.310979854135,360.310979854135,360.310979854135,360.310979854135,360.310979854135,360.310979854135,360.310979854135,360.310979854135,396.468508639024
