Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,h,flux,abs,surf,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,362.53,362.37,361.07,362.65,362.15,362.39,361.79,362.66,361.11,352.23,344.94,0.1575,25900,3,0.98,,,,,,,,,,,,,,,,,,,,,,
1,362.52,362.36,361.06,362.63,362.13,362.32,361.78,362.64,361.1,351.81,344.9,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.095882039371,360.041747080365,360.041747080365,360.041747080365,360.041747080365,360.041747080365,360.041747080365,360.041747080365,360.041747080365,360.041747080365,401.984251878655
2,362.51,362.35,361.04,362.63,362.09,362.26,361.77,362.66,361.09,351.41,344.75,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.133220778679,360.083489871237,360.083489871237,360.083489871237,360.083489871237,360.083489871237,360.083489871237,360.083489871237,360.083489871237,360.083489871237,402.025994669528
3,362.5,362.34,361.03,362.6,362.05,362.22,361.78,362.7,361.1,351.28,344.62,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.170555197892,360.125228372325,360.125228372325,360.125228372325,360.125228372325,360.125228372325,360.125228372325,360.125228372325,360.125228372325,360.125228372325,402.067733170616
4,362.49,362.34,361.02,362.59,362.03,362.19,361.79,362.74,361.1,351.23,344.73,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.207885296887,360.166962583336,360.166962583336,360.166962583336,360.166962583336,360.166962583336,360.166962583336,360.166962583336,360.166962583336,360.166962583336,402.109467381627
5,362.46,362.31,360.99,362.57,362,362.16,361.77,362.78,361.07,351.05,344.71,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.24521107554,360.208692503978,360.208692503978,360.208692503978,360.208692503978,360.208692503978,360.208692503978,360.208692503978,360.208692503978,360.208692503978,402.151197302269
6,362.43,362.28,360.95,362.53,361.98,362.1,361.76,362.82,361.05,350.79,340.59,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.282532533727,360.250418133959,360.250418133959,360.250418133959,360.250418133959,360.250418133959,360.250418133959,360.250418133959,360.250418133959,360.250418133959,402.19292293225
7,362.41,362.27,360.94,362.51,361.97,362.04,361.74,362.86,361.05,350.69,340.14,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.319849671326,360.292139472987,360.292139472987,360.292139472987,360.292139472987,360.292139472987,360.292139472987,360.292139472987,360.292139472987,360.292139472987,402.234644271278
8,362.39,362.25,360.92,362.48,361.94,361.99,361.7,362.87,361.03,350.52,344.19,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.357162488215,360.333856520771,360.333856520771,360.333856520771,360.333856520771,360.333856520771,360.333856520771,360.333856520771,360.333856520771,360.333856520771,402.276361319061
9,362.37,362.24,360.9,362.45,361.9,361.95,361.69,362.87,361.03,350.39,341.76,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.39447098427,360.375569277018,360.375569277018,360.375569277018,360.375569277018,360.375569277018,360.375569277018,360.375569277018,360.375569277018,360.375569277018,402.318074075309
10,362.35,362.22,360.89,362.41,361.81,361.93,361.67,362.84,361.03,350.53,344.14,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.43177515937,360.417277741439,360.417277741439,360.417277741439,360.417277741439,360.417277741439,360.417277741439,360.417277741439,360.417277741439,360.417277741439,402.359782539729
11,362.34,362.2,360.87,362.35,361.72,361.9,361.64,362.79,361,350.69,340.53,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.469075013391,360.458981913741,360.458981913741,360.458981913741,360.458981913741,360.458981913741,360.458981913741,360.458981913741,360.458981913741,360.458981913741,402.401486712032
12,362.31,362.13,360.85,362.31,361.59,361.89,361.58,362.76,360.96,350.75,341.53,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.506370546212,360.500681793635,360.500681793635,360.500681793635,360.500681793635,360.500681793635,360.500681793635,360.500681793635,360.500681793635,360.500681793635,402.443186591925
13,362.3,362.07,360.83,362.27,361.45,361.84,361.54,362.69,360.92,350.75,340.26,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.543661757711,360.542377380828,360.542377380828,360.542377380828,360.542377380828,360.542377380828,360.542377380828,360.542377380828,360.542377380828,360.542377380828,402.484882179119
14,362.26,362.02,360.81,362.22,361.35,361.82,361.49,362.58,360.85,350.59,341.09,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.580948647766,360.584068675032,360.584068675032,360.584068675032,360.584068675032,360.584068675032,360.584068675032,360.584068675032,360.584068675032,360.584068675032,402.526573473323
15,362.18,361.87,360.77,362.12,361.29,361.82,361.45,362.52,360.79,350.48,334.31,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.618231216255,360.625755675955,360.625755675955,360.625755675955,360.625755675955,360.625755675955,360.625755675955,360.625755675955,360.625755675955,360.625755675955,402.568260474246
16,362.13,361.73,360.74,362.01,361.28,361.81,361.45,362.51,360.74,350.2,333.42,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.655509463059,360.667438383308,360.667438383308,360.667438383308,360.667438383308,360.667438383308,360.667438383308,360.667438383308,360.667438383308,360.667438383308,402.609943181599
17,362.06,361.65,360.69,361.92,361.3,361.82,361.44,362.49,360.67,350.24,326.16,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.692783388054,360.709116796801,360.709116796801,360.709116796801,360.709116796801,360.709116796801,360.709116796801,360.709116796801,360.709116796801,360.709116796801,402.651621595091
18,361.95,361.61,360.61,361.85,361.35,361.84,361.44,362.49,360.62,350.6,329.41,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.730052991121,360.750790916143,360.750790916143,360.750790916143,360.750790916143,360.750790916143,360.750790916143,360.750790916143,360.750790916143,360.750790916143,402.693295714434
19,361.85,361.52,360.5,361.84,361.36,361.83,361.43,362.5,360.63,351.25,329.03,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.767318272138,360.792460741047,360.792460741047,360.792460741047,360.792460741047,360.792460741047,360.792460741047,360.792460741047,360.792460741047,360.792460741047,402.734965539337
20,361.78,361.48,360.42,361.8,361.36,361.81,361.39,362.45,360.63,351.62,325.25,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.804579230985,360.834126271221,360.834126271221,360.834126271221,360.834126271221,360.834126271221,360.834126271221,360.834126271221,360.834126271221,360.834126271221,402.776631069511
21,361.73,361.48,360.37,361.77,361.35,361.76,361.35,362.4,360.61,351.77,329.17,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.841835867542,360.875787506377,360.875787506377,360.875787506377,360.875787506377,360.875787506377,360.875787506377,360.875787506377,360.875787506377,360.875787506377,402.818292304668
22,361.69,361.49,360.33,361.73,361.31,361.71,361.3,362.34,360.57,351.93,343.55,0.1575,25900,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.879088181687,360.917444446227,360.917444446227,360.917444446227,360.917444446227,360.917444446227,360.917444446227,360.917444446227,360.917444446227,360.917444446227,402.859949244517
