Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,h,flux,abs,surf,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,359.77,359.52,359.92,360.45,359.78,361.79,359.3,359.69,355.37,325.63,210.31,0.1575,19400,3,0.76,,,,,,,,,,,,,,,,,,,,,,
1,359.76,359.49,359.89,360.44,359.77,361.78,359.26,359.78,355.33,325.61,210.79,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.871323369982,360.030467070814,360.030467070814,360.030467070814,360.030467070814,360.030467070814,360.030467070814,360.030467070814,360.030467070814,360.030467070814,393.80044970255
2,359.79,359.58,359.92,360.49,359.8,361.81,359.41,360.01,355.41,325.56,211.2,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.899051609927,360.060931625101,360.060931625101,360.060931625101,360.060931625101,360.060931625101,360.060931625101,360.060931625101,360.060931625101,360.060931625101,393.830914256837
3,359.89,359.75,360.01,360.53,359.86,361.84,359.63,360.16,355.61,325.54,211.73,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.926777333948,360.091393662748,360.091393662748,360.091393662748,360.091393662748,360.091393662748,360.091393662748,360.091393662748,360.091393662748,360.091393662748,393.861376294484
4,360,359.89,360.09,360.63,359.94,361.9,359.8,360.39,355.85,325.55,212.27,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.954500541991,360.121853183643,360.121853183643,360.121853183643,360.121853183643,360.121853183643,360.121853183643,360.121853183643,360.121853183643,360.121853183643,393.891835815379
5,360.1,360.02,360.19,360.72,360.03,361.98,359.97,360.6,356.15,325.6,212.88,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.982221234004,360.152310187671,360.152310187671,360.152310187671,360.152310187671,360.152310187671,360.152310187671,360.152310187671,360.152310187671,360.152310187671,393.922292819407
6,360.19,360.13,360.26,360.83,360.11,362.08,360.15,360.79,356.44,325.69,213.46,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.009939409938,360.18276467472,360.18276467472,360.18276467472,360.18276467472,360.18276467472,360.18276467472,360.18276467472,360.18276467472,360.18276467472,393.952747306456
7,360.3,360.25,360.35,360.94,360.2,362.17,360.29,360.95,356.73,325.8,214,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.037655069739,360.213216644678,360.213216644678,360.213216644678,360.213216644678,360.213216644678,360.213216644678,360.213216644678,360.213216644678,360.213216644678,393.983199276414
8,360.39,360.37,360.42,361.07,360.29,362.28,360.46,361.11,356.98,325.93,214.35,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.065368213356,360.24366609743,360.24366609743,360.24366609743,360.24366609743,360.24366609743,360.24366609743,360.24366609743,360.24366609743,360.24366609743,394.013648729166
9,360.5,360.48,360.49,361.17,360.38,362.38,360.59,361.24,357.21,326.09,214.85,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.093078840736,360.274113032864,360.274113032864,360.274113032864,360.274113032864,360.274113032864,360.274113032864,360.274113032864,360.274113032864,360.274113032864,394.0440956646
10,360.58,360.57,360.56,361.23,360.47,362.45,360.72,361.32,357.44,326.23,215.36,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.120786951831,360.304557450869,360.304557450869,360.304557450869,360.304557450869,360.304557450869,360.304557450869,360.304557450869,360.304557450869,360.304557450869,394.074540082604
11,360.7,360.7,360.66,361.34,360.6,362.55,360.92,361.46,357.75,326.47,215.79,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.148492546587,360.334999351329,360.334999351329,360.334999351329,360.334999351329,360.334999351329,360.334999351329,360.334999351329,360.334999351329,360.334999351329,394.104981983065
12,360.77,360.8,360.73,361.42,360.72,362.64,361.07,361.59,358.03,326.71,216.35,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.176195624954,360.365438734134,360.365438734134,360.365438734134,360.365438734134,360.365438734134,360.365438734134,360.365438734134,360.365438734134,360.365438734134,394.13542136587
13,360.82,360.85,360.78,361.5,360.79,362.73,361.11,361.67,358.21,326.87,216.74,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.203896186879,360.39587559917,360.39587559917,360.39587559917,360.39587559917,360.39587559917,360.39587559917,360.39587559917,360.39587559917,360.39587559917,394.165858230906
14,360.87,360.9,360.84,361.58,360.87,362.83,361.14,361.74,358.39,327.01,217.32,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.231594232312,360.426309946326,360.426309946326,360.426309946326,360.426309946326,360.426309946326,360.426309946326,360.426309946326,360.426309946326,360.426309946326,394.196292578062
15,360.88,360.93,360.86,361.64,360.94,362.9,361.15,361.79,358.56,327.13,217.67,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.259289761202,360.456741775488,360.456741775488,360.456741775488,360.456741775488,360.456741775488,360.456741775488,360.456741775488,360.456741775488,360.456741775488,394.226724407224
16,360.89,360.96,360.89,361.71,360.99,362.97,361.16,361.79,358.72,327.25,218.26,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.286982773497,360.487171086545,360.487171086545,360.487171086545,360.487171086545,360.487171086545,360.487171086545,360.487171086545,360.487171086545,360.487171086545,394.257153718281
17,360.91,360.99,360.93,361.74,361.05,363.03,361.14,361.79,358.84,327.35,218.65,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.314673269147,360.517597879383,360.517597879383,360.517597879383,360.517597879383,360.517597879383,360.517597879383,360.517597879383,360.517597879383,360.517597879383,394.287580511119
18,360.92,361,360.96,361.78,361.09,363.09,361.13,361.81,358.9,327.46,219.02,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.3423612481,360.548022153892,360.548022153892,360.548022153892,360.548022153892,360.548022153892,360.548022153892,360.548022153892,360.548022153892,360.548022153892,394.318004785627
19,360.94,361.01,361,361.82,361.14,363.14,361.13,361.84,358.93,327.57,219.49,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.370046710305,360.578443909958,360.578443909958,360.578443909958,360.578443909958,360.578443909958,360.578443909958,360.578443909958,360.578443909958,360.578443909958,394.348426541694
20,360.99,361,361.05,361.86,361.21,363.19,361.12,361.83,358.86,327.75,219.91,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.397729655713,360.608863147469,360.608863147469,360.608863147469,360.608863147469,360.608863147469,360.608863147469,360.608863147469,360.608863147469,360.608863147469,394.378845779205
21,361.04,360.97,361.1,361.89,361.28,363.23,361.11,361.83,358.7,327.9,220.3,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.425410084271,360.639279866314,360.639279866314,360.639279866314,360.639279866314,360.639279866314,360.639279866314,360.639279866314,360.639279866314,360.639279866314,394.40926249805
22,361.07,360.97,361.14,361.93,361.31,363.26,361.09,361.81,358.61,328.01,220.72,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.45308799593,360.669694066381,360.669694066381,360.669694066381,360.669694066381,360.669694066381,360.669694066381,360.669694066381,360.669694066381,360.669694066381,394.439676698117
23,361.11,360.96,361.17,361.98,361.34,363.28,361.05,361.83,358.51,328.09,221.48,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.480763390638,360.700105747557,360.700105747557,360.700105747557,360.700105747557,360.700105747557,360.700105747557,360.700105747557,360.700105747557,360.700105747557,394.470088379293
24,361.14,360.97,361.2,361.99,361.37,363.29,361.03,361.84,358.46,328.19,221.79,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.508436268346,360.730514909731,360.730514909731,360.730514909731,360.730514909731,360.730514909731,360.730514909731,360.730514909731,360.730514909731,360.730514909731,394.500497541467
25,361.18,361,361.24,362.03,361.42,363.31,361.03,361.85,358.45,328.29,222.2,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.536106629001,360.760921552792,360.760921552792,360.760921552792,360.760921552792,360.760921552792,360.760921552792,360.760921552792,360.760921552792,360.760921552792,394.530904184527
26,361.22,361.03,361.28,362.05,361.45,363.33,361.04,361.86,358.46,328.37,222.55,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.563774472555,360.791325676626,360.791325676626,360.791325676626,360.791325676626,360.791325676626,360.791325676626,360.791325676626,360.791325676626,360.791325676626,394.561308308362
27,361.27,361.04,361.31,362.07,361.5,363.36,361.1,361.9,358.49,328.48,222.87,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.591439798956,360.821727281124,360.821727281124,360.821727281124,360.821727281124,360.821727281124,360.821727281124,360.821727281124,360.821727281124,360.821727281124,394.59170991286
28,361.3,361.04,361.35,362.08,361.53,363.39,361.19,361.95,358.51,328.58,223.15,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.619102608154,360.852126366172,360.852126366172,360.852126366172,360.852126366172,360.852126366172,360.852126366172,360.852126366172,360.852126366172,360.852126366172,394.622108997908
