Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,h,flux,abs,surf,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,360.1,359.59,360.22,360.61,359.93,361.74,358.79,359.74,356.9,333.79,344.39,0.1575,21250,3,0.98,,,,,,,,,,,,,,,,,,,,,,
1,360.13,359.6,360.2,360.58,359.9,361.7,358.92,359.85,356.95,333.73,344.42,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.08636926254,360.031112371244,360.031112371244,360.031112371244,360.031112371244,360.031112371244,360.031112371244,360.031112371244,360.031112371244,360.031112371244,396.188641156133
2,360.18,359.64,360.2,360.59,359.9,361.71,359.1,360.06,357,333.71,344.53,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.11419641731,360.062221545848,360.062221545848,360.062221545848,360.062221545848,360.062221545848,360.062221545848,360.062221545848,360.062221545848,360.062221545848,396.219750330736
3,360.25,359.71,360.23,360.64,359.92,361.74,359.3,360.29,357.02,333.7,344.6,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.142020444409,360.09332752373,360.09332752373,360.09332752373,360.09332752373,360.09332752373,360.09332752373,360.09332752373,360.09332752373,360.09332752373,396.250856308618
4,360.35,359.8,360.27,360.67,359.96,361.77,359.49,360.45,357.05,333.75,344.61,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.169841343842,360.124430304813,360.124430304813,360.124430304813,360.124430304813,360.124430304813,360.124430304813,360.124430304813,360.124430304813,360.124430304813,396.281959089702
5,360.45,359.89,360.32,360.74,360.02,361.82,359.68,360.64,357.17,333.85,344.74,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.19765911562,360.155529889019,360.155529889019,360.155529889019,360.155529889019,360.155529889019,360.155529889019,360.155529889019,360.155529889019,360.155529889019,396.313058673907
6,360.54,360.01,360.39,360.82,360.08,361.88,359.87,360.84,357.38,333.95,344.73,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.225473759748,360.186626276268,360.186626276268,360.186626276268,360.186626276268,360.186626276268,360.186626276268,360.186626276268,360.186626276268,360.186626276268,396.344155061156
7,360.65,360.14,360.48,360.9,360.16,361.95,360.04,361.02,357.61,334.03,344.79,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.253285276237,360.217719466482,360.217719466482,360.217719466482,360.217719466482,360.217719466482,360.217719466482,360.217719466482,360.217719466482,360.217719466482,396.375248251371
8,360.83,360.31,360.6,360.98,360.24,362,360.23,361.17,358,334.19,344.77,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.281093665094,360.248809459584,360.248809459584,360.248809459584,360.248809459584,360.248809459584,360.248809459584,360.248809459584,360.248809459584,360.248809459584,396.406338244472
9,361.02,360.5,360.72,361.07,360.32,362.06,360.38,361.3,358.35,334.36,344.77,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.308898926325,360.279896255494,360.279896255494,360.279896255494,360.279896255494,360.279896255494,360.279896255494,360.279896255494,360.279896255494,360.279896255494,396.437425040383
10,361.14,360.62,360.81,361.15,360.36,362.14,360.46,361.41,358.44,334.47,344.7,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.336701059942,360.310979854135,360.310979854135,360.310979854135,360.310979854135,360.310979854135,360.310979854135,360.310979854135,360.310979854135,360.310979854135,396.468508639024
11,361.24,360.72,360.87,361.19,360.39,362.19,360.54,361.49,358.4,334.58,344.8,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.364500065951,360.342060255429,360.342060255429,360.342060255429,360.342060255429,360.342060255429,360.342060255429,360.342060255429,360.342060255429,360.342060255429,396.499589040317
12,361.34,360.84,360.95,361.23,360.45,362.28,360.62,361.58,358.46,334.7,344.71,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.392295944362,360.373137459297,360.373137459297,360.373137459297,360.373137459297,360.373137459297,360.373137459297,360.373137459297,360.373137459297,360.373137459297,396.530666244186
13,361.42,360.94,361.01,361.28,360.47,362.36,360.69,361.69,358.63,334.81,344.75,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.420088695182,360.404211465663,360.404211465663,360.404211465663,360.404211465663,360.404211465663,360.404211465663,360.404211465663,360.404211465663,360.404211465663,396.561740250552
14,361.49,361.03,361.07,361.33,360.51,362.44,360.73,361.73,358.85,334.95,344.9,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.447878318421,360.435282274448,360.435282274448,360.435282274448,360.435282274448,360.435282274448,360.435282274448,360.435282274448,360.435282274448,360.435282274448,396.592811059337
15,361.55,361.12,361.12,361.42,360.55,362.51,360.77,361.67,359.07,335.09,345.03,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.475664814087,360.466349885576,360.466349885576,360.466349885576,360.466349885576,360.466349885576,360.466349885576,360.466349885576,360.466349885576,360.466349885576,396.623878670464
16,361.62,361.17,361.16,361.5,360.59,362.58,360.8,361.52,359.29,335.24,345.03,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.50344818219,360.497414298967,360.497414298967,360.497414298967,360.497414298967,360.497414298967,360.497414298967,360.497414298967,360.497414298967,360.497414298967,396.654943083856
17,361.7,361.25,361.2,361.6,360.68,362.64,360.89,361.43,359.59,335.43,344.95,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.531228422737,360.528475514546,360.528475514546,360.528475514546,360.528475514546,360.528475514546,360.528475514546,360.528475514546,360.528475514546,360.528475514546,396.686004299434
18,361.77,361.33,361.25,361.67,360.8,362.69,360.96,361.43,359.8,335.58,344.97,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.559005535739,360.559533532234,360.559533532234,360.559533532234,360.559533532234,360.559533532234,360.559533532234,360.559533532234,360.559533532234,360.559533532234,396.717062317123
19,361.78,361.39,361.27,361.76,360.88,362.77,361.03,361.4,359.91,335.63,344.9,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.586779521205,360.590588351955,360.590588351955,360.590588351955,360.590588351955,360.590588351955,360.590588351955,360.590588351955,360.590588351955,360.590588351955,396.748117136844
20,361.77,361.44,361.29,361.85,360.95,362.83,361.11,361.43,360,335.63,345.01,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.614550379143,360.621639973632,360.621639973632,360.621639973632,360.621639973632,360.621639973632,360.621639973632,360.621639973632,360.621639973632,360.621639973632,396.779168758521
21,361.74,361.47,361.31,361.93,361.03,362.9,361.2,361.53,360.09,335.61,345.06,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.642318109564,360.652688397188,360.652688397188,360.652688397188,360.652688397188,360.652688397188,360.652688397188,360.652688397188,360.652688397188,360.652688397188,396.810217182077
22,361.72,361.5,361.33,362.02,361.1,362.97,361.27,361.62,360.11,335.58,345.26,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.670082712475,360.683733622546,360.683733622546,360.683733622546,360.683733622546,360.683733622546,360.683733622546,360.683733622546,360.683733622546,360.683733622546,396.841262407435
23,361.7,361.52,361.33,362.09,361.15,363.04,361.33,361.69,360.06,335.54,345.2,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.697844187889,360.71477564963,360.71477564963,360.71477564963,360.71477564963,360.71477564963,360.71477564963,360.71477564963,360.71477564963,360.71477564963,396.872304434518
24,361.67,361.55,361.34,362.15,361.2,363.11,361.35,361.72,359.99,335.49,345.35,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.725602535812,360.745814478362,360.745814478362,360.745814478362,360.745814478362,360.745814478362,360.745814478362,360.745814478362,360.745814478362,360.745814478362,396.90334326325
25,361.65,361.57,361.35,362.19,361.24,363.15,361.32,361.74,359.89,335.45,345.41,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.753357756256,360.776850108666,360.776850108666,360.776850108666,360.776850108666,360.776850108666,360.776850108666,360.776850108666,360.776850108666,360.776850108666,396.934378893554
26,361.61,361.55,361.38,362.23,361.32,363.18,361.24,361.76,359.68,335.42,345.47,0.1575,21250,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.781109849231,360.807882540466,360.807882540466,360.807882540466,360.807882540466,360.807882540466,360.807882540466,360.807882540466,360.807882540466,360.807882540466,396.965411325355
