Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,h,flux,abs,surf,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,359.48,359.5,360.12,360.68,359.99,362,359.48,360.02,356.84,330.73,194.32,0.1575,19400,3,0.76,,,,,,,,,,,,,,,,,,,,,,
1,359.48,359.52,360.13,360.69,359.98,362,359.56,360.15,357.06,330.77,195.12,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.871323369982,360.030467070814,360.030467070814,360.030467070814,360.030467070814,360.030467070814,360.030467070814,360.030467070814,360.030467070814,360.030467070814,393.80044970255
2,359.54,359.61,360.16,360.76,359.99,362.04,359.7,360.37,357.32,330.81,195.76,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.899051609927,360.060931625101,360.060931625101,360.060931625101,360.060931625101,360.060931625101,360.060931625101,360.060931625101,360.060931625101,360.060931625101,393.830914256837
3,359.62,359.7,360.2,360.84,360.02,362.1,359.86,360.59,357.6,330.88,196.46,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.926777333948,360.091393662748,360.091393662748,360.091393662748,360.091393662748,360.091393662748,360.091393662748,360.091393662748,360.091393662748,360.091393662748,393.861376294484
4,359.75,359.89,360.31,360.94,360.1,362.16,360.09,360.78,358,331.05,197.32,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.954500541991,360.121853183643,360.121853183643,360.121853183643,360.121853183643,360.121853183643,360.121853183643,360.121853183643,360.121853183643,360.121853183643,393.891835815379
5,359.88,360.09,360.43,361.02,360.19,362.24,360.34,360.95,358.37,331.24,197.72,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.982221234004,360.152310187671,360.152310187671,360.152310187671,360.152310187671,360.152310187671,360.152310187671,360.152310187671,360.152310187671,360.152310187671,393.922292819407
6,359.97,360.2,360.5,361.09,360.25,362.31,360.48,361.03,358.58,331.37,198.15,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.009939409938,360.18276467472,360.18276467472,360.18276467472,360.18276467472,360.18276467472,360.18276467472,360.18276467472,360.18276467472,360.18276467472,393.952747306456
7,360.05,360.32,360.58,361.16,360.3,362.4,360.59,361.14,358.76,331.5,198.64,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.037655069739,360.213216644678,360.213216644678,360.213216644678,360.213216644678,360.213216644678,360.213216644678,360.213216644678,360.213216644678,360.213216644678,393.983199276414
8,360.12,360.43,360.65,361.25,360.35,362.52,360.68,361.25,358.92,331.61,199.43,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.065368213356,360.24366609743,360.24366609743,360.24366609743,360.24366609743,360.24366609743,360.24366609743,360.24366609743,360.24366609743,360.24366609743,394.013648729166
9,360.17,360.51,360.72,361.32,360.41,362.61,360.75,361.37,359.03,331.7,200.01,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.093078840736,360.274113032864,360.274113032864,360.274113032864,360.274113032864,360.274113032864,360.274113032864,360.274113032864,360.274113032864,360.274113032864,394.0440956646
10,360.23,360.58,360.8,361.4,360.48,362.71,360.83,361.5,359.14,331.77,200.61,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.120786951831,360.304557450869,360.304557450869,360.304557450869,360.304557450869,360.304557450869,360.304557450869,360.304557450869,360.304557450869,360.304557450869,394.074540082604
11,360.28,360.61,360.87,361.45,360.54,362.75,360.9,361.59,359.23,331.84,201.16,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.148492546587,360.334999351329,360.334999351329,360.334999351329,360.334999351329,360.334999351329,360.334999351329,360.334999351329,360.334999351329,360.334999351329,394.104981983065
12,360.35,360.65,360.92,361.54,360.6,362.84,360.98,361.76,359.29,331.9,201.81,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.176195624954,360.365438734134,360.365438734134,360.365438734134,360.365438734134,360.365438734134,360.365438734134,360.365438734134,360.365438734134,360.365438734134,394.13542136587
13,360.44,360.66,360.96,361.61,360.72,362.91,361.12,361.9,359.37,332.02,202.43,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.203896186879,360.39587559917,360.39587559917,360.39587559917,360.39587559917,360.39587559917,360.39587559917,360.39587559917,360.39587559917,360.39587559917,394.165858230906
14,360.53,360.7,361,361.68,360.83,362.98,361.28,362.03,359.46,332.12,202.97,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.231594232312,360.426309946326,360.426309946326,360.426309946326,360.426309946326,360.426309946326,360.426309946326,360.426309946326,360.426309946326,360.426309946326,394.196292578062
15,360.59,360.75,361.03,361.75,360.91,363.04,361.38,362.15,359.54,332.18,203.5,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.259289761202,360.456741775488,360.456741775488,360.456741775488,360.456741775488,360.456741775488,360.456741775488,360.456741775488,360.456741775488,360.456741775488,394.226724407224
16,360.63,360.79,361.04,361.84,360.98,363.1,361.46,362.22,359.65,332.22,203.92,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.286982773497,360.487171086545,360.487171086545,360.487171086545,360.487171086545,360.487171086545,360.487171086545,360.487171086545,360.487171086545,360.487171086545,394.257153718281
17,360.69,360.84,361.08,361.93,361.06,363.16,361.52,362.28,359.74,332.25,204.57,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.314673269147,360.517597879383,360.517597879383,360.517597879383,360.517597879383,360.517597879383,360.517597879383,360.517597879383,360.517597879383,360.517597879383,394.287580511119
18,360.74,360.88,361.1,361.97,361.14,363.2,361.56,362.31,359.8,332.28,205,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.3423612481,360.548022153892,360.548022153892,360.548022153892,360.548022153892,360.548022153892,360.548022153892,360.548022153892,360.548022153892,360.548022153892,394.318004785627
19,360.79,360.9,361.13,362.03,361.21,363.26,361.58,362.33,359.85,332.35,205.58,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.370046710305,360.578443909958,360.578443909958,360.578443909958,360.578443909958,360.578443909958,360.578443909958,360.578443909958,360.578443909958,360.578443909958,394.348426541694
20,360.84,360.93,361.15,362.08,361.27,363.33,361.57,362.32,359.91,332.43,206.13,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.397729655713,360.608863147469,360.608863147469,360.608863147469,360.608863147469,360.608863147469,360.608863147469,360.608863147469,360.608863147469,360.608863147469,394.378845779205
21,360.9,360.95,361.18,362.12,361.34,363.38,361.56,362.31,359.98,332.53,206.71,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.425410084271,360.639279866314,360.639279866314,360.639279866314,360.639279866314,360.639279866314,360.639279866314,360.639279866314,360.639279866314,360.639279866314,394.40926249805
22,360.96,360.98,361.2,362.15,361.41,363.43,361.58,362.33,360.05,332.67,206.9,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.45308799593,360.669694066381,360.669694066381,360.669694066381,360.669694066381,360.669694066381,360.669694066381,360.669694066381,360.669694066381,360.669694066381,394.439676698117
23,361.04,361.03,361.22,362.18,361.49,363.47,361.6,362.35,360.13,332.8,207.81,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.480763390638,360.700105747557,360.700105747557,360.700105747557,360.700105747557,360.700105747557,360.700105747557,360.700105747557,360.700105747557,360.700105747557,394.470088379293
24,361.09,361.04,361.23,362.2,361.52,363.52,361.62,362.37,360.17,332.85,208.3,0.1575,19400,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.508436268346,360.730514909731,360.730514909731,360.730514909731,360.730514909731,360.730514909731,360.730514909731,360.730514909731,360.730514909731,360.730514909731,394.500497541467
