Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,h,flux,abs,surf,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,359.94,359.53,359.96,360.42,359.73,361.72,359.08,359.64,355.23,326.13,214.95,0.1575,21250,3,0.76,,,,,,,,,,,,,,,,,,,,,,
1,359.98,359.58,359.99,360.44,359.75,361.73,359.21,359.79,355.49,326.1,215.35,0.1575,21250,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.8751744076,360.034698126744,360.034698126744,360.034698126744,360.034698126744,360.034698126744,360.034698126744,360.034698126744,360.034698126744,360.034698126744,396.192226911633
2,360.07,359.7,360.04,360.5,359.78,361.78,359.37,360.03,355.76,326.09,215.77,0.1575,21250,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.906753300088,360.069393387433,360.069393387433,360.069393387433,360.069393387433,360.069393387433,360.069393387433,360.069393387433,360.069393387433,360.069393387433,396.226922172322
3,360.17,359.83,360.11,360.6,359.84,361.85,359.57,360.27,355.96,326.11,216.06,0.1575,21250,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.93832929153,360.104085781887,360.104085781887,360.104085781887,360.104085781887,360.104085781887,360.104085781887,360.104085781887,360.104085781887,360.104085781887,396.261614566776
4,360.28,359.99,360.2,360.71,359.92,361.95,359.75,360.51,356.17,326.2,216.47,0.1575,21250,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.969902381826,360.138775309927,360.138775309927,360.138775309927,360.138775309927,360.138775309927,360.138775309927,360.138775309927,360.138775309927,360.138775309927,396.296304094815
5,360.41,360.14,360.3,360.84,360.02,362.05,359.94,360.7,356.44,326.35,216.87,0.1575,21250,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.001472570879,360.173461971372,360.173461971372,360.173461971372,360.173461971372,360.173461971372,360.173461971372,360.173461971372,360.173461971372,360.173461971372,396.33099075626
6,360.52,360.29,360.39,360.95,360.11,362.14,360.08,360.86,356.76,326.51,217.23,0.1575,21250,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.03303985859,360.208145766044,360.208145766044,360.208145766044,360.208145766044,360.208145766044,360.208145766044,360.208145766044,360.208145766044,360.208145766044,396.365674550932
7,360.68,360.48,360.54,361.06,360.28,362.23,360.3,360.99,357.28,326.76,217.58,0.1575,21250,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.064604244863,360.242826693762,360.242826693762,360.242826693762,360.242826693762,360.242826693762,360.242826693762,360.242826693762,360.242826693762,360.242826693762,396.400355478651
8,360.83,360.66,360.65,361.18,360.44,362.34,360.48,361.14,357.74,327,217.93,0.1575,21250,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.096165729601,360.277504754349,360.277504754349,360.277504754349,360.277504754349,360.277504754349,360.277504754349,360.277504754349,360.277504754349,360.277504754349,396.435033539237
9,360.93,360.75,360.71,361.31,360.53,362.45,360.57,361.29,358,327.16,218.29,0.1575,21250,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.127724312703,360.312179947624,360.312179947624,360.312179947624,360.312179947624,360.312179947624,360.312179947624,360.312179947624,360.312179947624,360.312179947624,396.469708732513
10,361.02,360.85,360.76,361.43,360.64,362.55,360.67,361.4,358.24,327.35,218.62,0.1575,21250,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.159279994075,360.346852273408,360.346852273408,360.346852273408,360.346852273408,360.346852273408,360.346852273408,360.346852273408,360.346852273408,360.346852273408,396.504381058297
