Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,h,flux,abs,surf,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,360.3,359.61,359.47,359.69,358.95,360.66,358.46,358.98,355.38,333.79,341.99,0.1575,19400,3,0.98,,,,,,,,,,,,,,,,,,,,,,
1,360.31,359.66,359.49,359.71,358.97,360.66,358.66,359.19,355.57,333.41,341.98,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.082584600672,360.026881357934,360.026881357934,360.026881357934,360.026881357934,360.026881357934,360.026881357934,360.026881357934,360.026881357934,360.026881357934,393.79686398967
2,360.35,359.77,359.53,359.76,359.01,360.7,358.85,359.47,355.77,333.24,341.97,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.106627550473,360.053759953991,360.053759953991,360.053759953991,360.053759953991,360.053759953991,360.053759953991,360.053759953991,360.053759953991,360.053759953991,393.823742585726
3,360.44,359.9,359.6,359.85,359.06,360.76,359.05,359.74,356.05,333.12,342.12,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.130667829533,360.080635788148,360.080635788148,360.080635788148,360.080635788148,360.080635788148,360.080635788148,360.080635788148,360.080635788148,360.080635788148,393.850618419884
4,360.52,360.02,359.67,359.93,359.11,360.84,359.26,359.97,356.36,333.02,342.25,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.154705437893,360.107508860387,360.107508860387,360.107508860387,360.107508860387,360.107508860387,360.107508860387,360.107508860387,360.107508860387,360.107508860387,393.877491492123
5,360.61,360.12,359.75,359.98,359.15,360.88,359.44,360.09,356.67,332.94,342.21,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.178740375594,360.134379170688,360.134379170688,360.134379170688,360.134379170688,360.134379170688,360.134379170688,360.134379170688,360.134379170688,360.134379170688,393.904361802424
6,360.69,360.21,359.8,360.05,359.22,360.93,359.62,360.2,357,332.87,342.37,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.202772642678,360.16124671903,360.16124671903,360.16124671903,360.16124671903,360.16124671903,360.16124671903,360.16124671903,360.16124671903,360.16124671903,393.931229350766
7,360.78,360.29,359.83,360.13,359.29,360.99,359.77,360.34,357.32,332.81,342.5,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.226802239185,360.188111505393,360.188111505393,360.188111505393,360.188111505393,360.188111505393,360.188111505393,360.188111505393,360.188111505393,360.188111505393,393.958094137129
8,360.86,360.37,359.89,360.2,359.39,361.07,359.84,360.4,357.61,332.8,342.43,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.250829165155,360.214973529757,360.214973529757,360.214973529757,360.214973529757,360.214973529757,360.214973529757,360.214973529757,360.214973529757,360.214973529757,393.984956161493
9,360.94,360.46,359.97,360.26,359.51,361.18,359.91,360.39,357.96,332.81,342.49,0.1575,19400,3,0.98,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,336.274853420631,360.241832792103,360.241832792103,360.241832792103,360.241832792103,360.241832792103,360.241832792103,360.241832792103,360.241832792103,360.241832792103,394.011815423839
