Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,h,flux,abs,surf,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,359.41,359.06,359.72,360.27,359.69,361.77,359.19,359.12,354.34,329.22,210.38,0.1575,21250,3,0.76,,,,,,,,,,,,,,,,,,,,,,
1,359.35,359.05,359.7,360.25,359.68,361.76,359.11,359.17,354.59,329.25,211.18,0.1575,21250,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.8751744076,360.034698126744,360.034698126744,360.034698126744,360.034698126744,360.034698126744,360.034698126744,360.034698126744,360.034698126744,360.034698126744,396.192226911633
2,359.39,359.14,359.73,360.29,359.7,361.78,359.2,359.36,355.07,329.36,211.63,0.1575,21250,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.906753300088,360.069393387433,360.069393387433,360.069393387433,360.069393387433,360.069393387433,360.069393387433,360.069393387433,360.069393387433,360.069393387433,396.226922172322
3,359.47,359.28,359.79,360.36,359.76,361.82,359.33,359.64,355.49,329.46,212.15,0.1575,21250,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.93832929153,360.104085781887,360.104085781887,360.104085781887,360.104085781887,360.104085781887,360.104085781887,360.104085781887,360.104085781887,360.104085781887,396.261614566776
4,359.59,359.43,359.87,360.43,359.82,361.87,359.47,359.81,355.93,329.57,212.64,0.1575,21250,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.969902381826,360.138775309927,360.138775309927,360.138775309927,360.138775309927,360.138775309927,360.138775309927,360.138775309927,360.138775309927,360.138775309927,396.296304094815
5,359.71,359.58,359.96,360.54,359.89,361.95,359.6,359.95,356.36,329.72,213.14,0.1575,21250,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.001472570879,360.173461971372,360.173461971372,360.173461971372,360.173461971372,360.173461971372,360.173461971372,360.173461971372,360.173461971372,360.173461971372,396.33099075626
6,359.83,359.74,360.06,360.66,359.99,362.04,359.77,360.14,356.75,329.9,213.55,0.1575,21250,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.03303985859,360.208145766044,360.208145766044,360.208145766044,360.208145766044,360.208145766044,360.208145766044,360.208145766044,360.208145766044,360.208145766044,396.365674550932
7,359.94,359.89,360.15,360.78,360.08,362.14,359.94,360.37,357.12,330.05,214.03,0.1575,21250,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.064604244863,360.242826693762,360.242826693762,360.242826693762,360.242826693762,360.242826693762,360.242826693762,360.242826693762,360.242826693762,360.242826693762,396.400355478651
8,360.07,360.03,360.24,360.9,360.18,362.24,360.07,360.58,357.44,330.19,214.44,0.1575,21250,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.096165729601,360.277504754349,360.277504754349,360.277504754349,360.277504754349,360.277504754349,360.277504754349,360.277504754349,360.277504754349,360.277504754349,396.435033539237
9,360.19,360.15,360.33,361.02,360.28,362.35,360.22,360.79,357.72,330.32,214.85,0.1575,21250,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.127724312703,360.312179947624,360.312179947624,360.312179947624,360.312179947624,360.312179947624,360.312179947624,360.312179947624,360.312179947624,360.312179947624,396.469708732513
10,360.34,360.32,360.48,361.15,360.44,362.46,360.46,360.98,358.07,330.49,215.29,0.1575,21250,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.159279994075,360.346852273408,360.346852273408,360.346852273408,360.346852273408,360.346852273408,360.346852273408,360.346852273408,360.346852273408,360.346852273408,396.504381058297
