Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,h,flux,abs,surf,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,359.76,359.21,359.65,360.21,359.56,361.66,358.92,358.7,353.88,319.86,200.67,0.1575,25900,3,0.76,,,,,,,,,,,,,,,,,,,,,,
1,359.79,359.28,359.68,360.24,359.58,361.68,359.06,358.98,354.41,319.86,201.08,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.884854023493,360.045332942992,360.045332942992,360.045332942992,360.045332942992,360.045332942992,360.045332942992,360.045332942992,360.045332942992,360.045332942992,401.987837741283
2,359.92,359.48,359.79,360.33,359.67,361.74,359.4,359.31,355.1,319.99,201.55,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.926111525548,360.09066214133,360.09066214133,360.09066214133,360.09066214133,360.09066214133,360.09066214133,360.09066214133,360.09066214133,360.09066214133,402.033166939621
3,360.04,359.64,359.88,360.45,359.75,361.85,359.66,359.61,355.58,320.16,201.92,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.96736512007,360.135987594611,360.135987594611,360.135987594611,360.135987594611,360.135987594611,360.135987594611,360.135987594611,360.135987594611,360.135987594611,402.078492392902
4,360.18,359.8,359.99,360.58,359.86,361.98,359.91,359.91,356.03,320.38,202.39,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.008614806803,360.181309302435,360.181309302435,360.181309302435,360.181309302435,360.181309302435,360.181309302435,360.181309302435,360.181309302435,360.181309302435,402.123814100725
5,360.31,359.98,360.09,360.72,359.98,362.11,360.16,360.21,356.44,320.64,202.89,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.049860585489,360.226627264399,360.226627264399,360.226627264399,360.226627264399,360.226627264399,360.226627264399,360.226627264399,360.226627264399,360.226627264399,402.16913206269
6,360.45,360.13,360.21,360.81,360.12,362.21,360.39,360.39,356.82,320.92,203.29,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.091102455871,360.271941480104,360.271941480104,360.271941480104,360.271941480104,360.271941480104,360.271941480104,360.271941480104,360.271941480104,360.271941480104,402.214446278394
7,360.6,360.3,360.32,360.96,360.25,362.34,360.63,360.61,357.14,321.22,203.66,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.132340417693,360.317251949147,360.317251949147,360.317251949147,360.317251949147,360.317251949147,360.317251949147,360.317251949147,360.317251949147,360.317251949147,402.259756747437
8,360.74,360.47,360.42,361.11,360.38,362.49,360.87,360.86,357.42,321.5,204.17,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.173574470698,360.362558671128,360.362558671128,360.362558671128,360.362558671128,360.362558671128,360.362558671128,360.362558671128,360.362558671128,360.362558671128,402.305063469418
9,360.89,360.62,360.53,361.27,360.53,362.63,361.12,361.11,357.68,321.81,204.43,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.214804614629,360.407861645645,360.407861645645,360.407861645645,360.407861645645,360.407861645645,360.407861645645,360.407861645645,360.407861645645,360.407861645645,402.350366443936
10,361.09,360.82,360.67,361.42,360.72,362.77,361.46,361.37,358.01,322.21,204.98,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.256030849231,360.4531608723,360.4531608723,360.4531608723,360.4531608723,360.4531608723,360.4531608723,360.4531608723,360.4531608723,360.4531608723,402.39566567059
