Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,h,flux,abs,surf,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
0,367.64,366.94,367.07,367.54,366.82,368.76,366.19,366.4,362.93,328.8,312.62,0.1575,25900,3,0.76,,,,,,,,,,,,,,,,,,,,,,
1,367.61,366.9,367.04,367.51,366.79,368.75,366.19,366.44,363.01,328.6,312.58,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.884854023493,360.045332942992,360.045332942992,360.045332942992,360.045332942992,360.045332942992,360.045332942992,360.045332942992,360.045332942992,360.045332942992,401.987837741283
2,367.57,366.85,367.02,367.49,366.77,368.74,366.17,366.48,363.03,328.49,312.66,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.926111525548,360.09066214133,360.09066214133,360.09066214133,360.09066214133,360.09066214133,360.09066214133,360.09066214133,360.09066214133,360.09066214133,402.033166939621
3,367.51,366.8,367.01,367.48,366.75,368.73,366.16,366.45,363.02,328.42,312.69,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,339.96736512007,360.135987594611,360.135987594611,360.135987594611,360.135987594611,360.135987594611,360.135987594611,360.135987594611,360.135987594611,360.135987594611,402.078492392902
4,367.46,366.74,366.99,367.46,366.73,368.71,366.14,366.42,362.97,328.39,312.74,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.008614806803,360.181309302435,360.181309302435,360.181309302435,360.181309302435,360.181309302435,360.181309302435,360.181309302435,360.181309302435,360.181309302435,402.123814100725
5,367.37,366.69,366.98,367.45,366.71,368.68,366.13,366.44,362.93,328.34,312.65,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.049860585489,360.226627264399,360.226627264399,360.226627264399,360.226627264399,360.226627264399,360.226627264399,360.226627264399,360.226627264399,360.226627264399,402.16913206269
6,367.26,366.64,366.95,367.43,366.7,368.66,366.1,366.5,362.93,328.29,312.65,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.091102455871,360.271941480104,360.271941480104,360.271941480104,360.271941480104,360.271941480104,360.271941480104,360.271941480104,360.271941480104,360.271941480104,402.214446278394
7,367.19,366.59,366.91,367.42,366.69,368.63,366.09,366.55,362.95,328.22,312.43,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.132340417693,360.317251949147,360.317251949147,360.317251949147,360.317251949147,360.317251949147,360.317251949147,360.317251949147,360.317251949147,360.317251949147,402.259756747437
8,367.12,366.56,366.88,367.4,366.67,368.6,366.06,366.57,362.95,328.09,312.41,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.173574470698,360.362558671128,360.362558671128,360.362558671128,360.362558671128,360.362558671128,360.362558671128,360.362558671128,360.362558671128,360.362558671128,402.305063469418
9,367.05,366.51,366.85,367.38,366.62,368.57,366,366.56,362.91,327.91,312.42,0.1575,25900,3,0.76,-0,-0.01575,-0.0315,-0.04725,-0.063,-0.07875,-0.0945,-0.11025,-0.126,-0.14175,-0.1575,340.214804614629,360.407861645645,360.407861645645,360.407861645645,360.407861645645,360.407861645645,360.407861645645,360.407861645645,360.407861645645,360.407861645645,402.350366443936
