Time,TC_Bottom_rec_groove,TC_botm_Ind,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC_wall_ins_ext,TC_bottom_ins_groove
Seconds,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C
,,,,,,,,,,,,,,
231,363.29,177.59,367.91,370.83,373.09,374.81,374.64,377.2,375.7,376.77,375.65,359.24,23.53,31.13
232,363.27,160.72,367.91,370.82,373.09,374.82,374.65,377.2,375.71,376.75,375.75,359.28,23.54,31.13
233,363.24,148.06,367.91,370.81,373.08,374.82,374.65,377.22,375.7,376.75,375.84,359.33,23.54,31.13
234,363.22,376.51,367.89,370.79,373.07,374.82,374.66,377.23,375.69,376.73,375.9,359.36,23.53,31.14
235,363.2,374.05,367.87,370.79,373.06,374.82,374.66,377.25,375.69,376.73,375.94,359.41,23.54,31.14
236,363.19,368.89,367.85,370.78,373.06,374.82,374.67,377.25,375.67,376.72,375.94,359.42,23.53,31.13
237,363.17,366.23,367.82,370.77,373.06,374.82,374.69,377.25,375.71,376.72,375.94,359.43,23.54,31.13
238,363.14,366.43,367.79,370.77,373.04,374.82,374.7,377.27,375.74,376.73,375.96,359.41,23.53,31.13
239,363.13,365.82,367.77,370.8,373.04,374.82,374.7,377.28,375.75,376.72,375.97,359.39,23.53,31.14
240,363.1,366.17,367.76,370.8,373.05,374.82,374.71,377.29,375.77,376.72,375.94,359.38,23.53,31.13
241,363.08,366.16,367.76,370.79,373.05,374.83,374.72,377.32,375.79,376.73,375.89,359.37,23.54,31.13
242,363.06,366.06,367.74,370.75,373.05,374.83,374.72,377.35,375.8,376.78,375.99,359.34,23.55,31.13
243,363.04,366.12,367.72,370.7,373.04,374.84,374.72,377.38,375.82,376.8,376.03,359.32,23.54,31.13
244,363.02,366.04,367.72,370.69,373.03,374.84,374.72,377.39,375.85,376.82,376.01,359.33,23.54,31.14
245,363.01,366.15,367.71,370.66,373.03,374.84,374.72,377.4,375.89,376.84,376.02,359.34,23.54,31.14
246,362.98,365.63,367.68,370.61,373.02,374.84,374.74,377.42,375.92,376.87,376.02,359.34,23.54,31.14
247,362.96,365.52,367.63,370.48,373.01,374.84,374.75,377.42,375.91,376.89,375.93,359.32,23.54,31.13
248,362.94,365.68,367.58,370.4,373,374.85,374.75,377.43,375.9,376.88,375.85,359.3,23.55,31.14
249,362.92,365.78,367.56,370.39,373,374.85,374.77,377.43,375.89,376.87,375.81,359.26,23.55,31.15
250,362.91,365.6,367.53,370.43,372.99,374.86,374.77,377.43,375.89,376.84,375.83,359.21,23.55,31.14
251,362.9,365.25,367.51,370.46,373,374.85,374.77,377.42,375.9,376.85,375.85,359.19,23.54,31.14
252,362.88,366.51,367.49,370.48,373,374.85,374.77,377.42,375.87,376.85,375.85,359.17,23.55,31.15
253,362.87,364.78,367.47,370.51,373,374.85,374.78,377.43,375.88,376.84,375.83,359.19,23.55,31.15
254,362.86,364.22,367.43,370.51,372.99,374.85,374.78,377.42,375.87,376.84,375.74,359.2,23.55,31.16
255,362.84,363.98,367.37,370.49,372.98,374.84,374.78,377.41,375.85,376.9,375.56,359.22,23.55,31.15
256,362.82,363.81,367.34,370.47,372.96,374.84,374.79,377.42,375.84,376.94,375.38,359.23,23.55,31.16
257,362.8,363.69,367.33,370.46,372.94,374.84,374.79,377.41,375.85,376.94,375.31,359.24,23.55,31.16
258,362.78,363.61,367.33,370.44,372.93,374.84,374.8,377.4,375.85,376.91,375.27,359.23,23.54,31.17
259,362.76,363.59,367.33,370.43,372.91,374.84,374.8,377.4,375.85,376.9,375.24,359.23,23.54,31.17
260,362.75,363.55,367.35,370.42,372.91,374.85,374.81,377.41,375.85,376.89,375.19,359.21,23.55,31.17
261,362.73,363.51,367.36,370.41,372.9,374.84,374.82,377.41,375.84,376.87,375.15,359.19,23.55,31.17
262,362.72,363.45,367.37,370.41,372.9,374.85,374.82,377.41,375.85,376.85,375.19,359.18,23.55,31.18
263,362.7,363.39,367.38,370.4,372.88,374.85,374.83,377.4,375.89,376.83,375.24,359.17,23.55,31.17
264,362.67,363.31,367.37,370.38,372.87,374.85,374.83,377.41,375.94,376.85,375.24,359.21,23.54,31.17
265,362.65,363.26,367.34,370.36,372.85,374.85,374.84,377.41,375.97,376.9,375.19,359.24,23.55,31.17
266,362.62,363.23,367.33,370.34,372.85,374.85,374.84,377.42,375.98,376.93,375.17,359.26,23.55,31.17
267,362.62,363.2,367.31,370.33,372.85,374.85,374.85,377.41,375.99,376.96,375.16,359.28,23.54,31.17
268,362.59,363.2,367.3,370.32,372.84,374.85,374.85,377.41,375.99,376.95,375.15,359.29,23.55,31.17
269,362.57,363.2,367.27,370.3,372.84,374.85,374.85,377.44,375.99,376.95,375.09,359.32,23.56,31.18
270,362.56,363.18,367.25,370.29,372.83,374.86,374.86,377.46,375.98,376.93,375.06,359.33,23.56,31.18
271,362.55,363.16,367.23,370.28,372.82,374.85,374.85,377.45,375.97,376.89,375.04,359.33,23.56,31.18
272,362.52,363.13,367.22,370.28,372.82,374.85,374.85,377.45,375.94,376.85,375.04,359.33,23.55,31.18
273,362.49,363.09,367.2,370.28,372.81,374.85,374.85,377.44,375.9,376.82,375.08,359.31,23.55,31.18
274,362.47,363.07,367.17,370.26,372.8,374.84,374.86,377.44,375.87,376.83,375.13,359.33,23.55,31.18
275,362.45,363.02,367.16,370.26,372.81,374.84,374.87,377.43,375.87,376.87,375.17,359.37,23.56,31.18
276,362.43,362.98,367.14,370.24,372.79,374.84,374.86,377.43,375.85,376.88,375.21,359.4,23.56,31.18
277,362.41,362.95,367.11,370.22,372.8,374.84,374.86,377.43,375.86,376.89,375.29,359.43,23.55,31.18
278,362.41,362.93,367.1,370.22,372.78,374.84,374.86,377.43,375.87,376.9,375.38,359.45,23.55,31.18
279,362.39,362.93,367.08,370.21,372.78,374.83,374.86,377.43,375.87,376.92,375.46,359.47,23.54,31.18
280,362.37,362.92,367.06,370.19,372.78,374.84,374.87,377.42,375.88,376.92,375.54,359.47,23.56,31.18
281,362.34,362.9,367.03,370.17,372.76,374.84,374.86,377.44,375.88,376.93,375.6,359.46,23.55,31.18
282,362.32,362.87,367.01,370.15,372.76,374.85,374.87,377.43,375.9,376.95,375.71,359.47,23.56,31.19
283,362.3,362.84,366.98,370.14,372.76,374.85,374.89,377.45,375.94,376.96,375.77,359.45,23.55,31.18
284,362.28,362.82,366.97,370.12,372.75,374.84,374.9,377.46,375.97,376.99,375.81,359.41,23.56,31.18
285,362.27,362.8,366.94,370.1,372.75,374.85,374.89,377.47,376.01,377.01,375.85,359.37,23.57,31.19
286,362.24,362.78,366.93,370.09,372.75,374.87,374.9,377.49,376.05,377.06,375.88,359.36,23.57,31.19
287,362.22,362.77,366.91,370.08,372.73,374.86,374.9,377.49,376.07,377.12,375.88,359.35,23.56,31.2
288,362.21,362.74,366.89,370.07,372.73,374.87,374.91,377.51,376.08,377.17,375.86,359.4,23.56,31.2
289,362.2,365.1,366.89,370.06,372.73,374.86,374.92,377.51,376.08,377.17,375.85,359.44,23.56,31.18
290,362.17,357.03,366.88,370.06,372.73,374.87,374.92,377.53,376.07,377.17,375.84,359.49,23.57,31.19
291,362.16,320.5,366.85,370.06,372.72,374.87,374.94,377.53,376.05,377.16,375.85,359.52,23.56,31.18
292,362.14,297.77,366.83,370.05,372.71,374.88,374.94,377.53,376.05,377.14,375.84,359.53,23.57,31.19
293,362.11,281,366.81,370.03,372.7,374.88,374.94,377.53,376.04,377.11,375.85,359.52,23.57,31.18
294,362.09,268.47,366.79,370.01,372.7,374.88,374.95,377.54,376.05,377.08,375.86,359.46,23.55,31.17
295,362.08,245.7,366.78,370.01,372.7,374.88,374.95,377.55,376.06,377.07,375.85,359.42,23.57,31.17
296,362.06,233.22,366.76,370,372.7,374.89,374.95,377.55,376.06,377.09,375.77,359.31,23.56,31.18
297,362.04,222.92,366.74,369.99,372.7,374.89,374.95,377.55,376.1,377.12,375.66,359.22,23.57,31.17
298,362.02,213.24,366.73,369.97,372.69,374.89,374.96,377.56,376.12,377.15,375.52,359.2,23.57,31.16
299,362.01,203.72,366.72,369.96,372.7,374.9,374.96,377.56,376.15,377.15,375.41,359.21,23.56,31.17
300,361.97,194.47,366.69,369.92,372.69,374.89,374.96,377.57,376.15,377.15,375.29,359.33,23.56,31.15
301,361.94,188.15,366.66,369.9,372.68,374.88,374.97,377.58,376.14,377.14,375.36,359.45,23.56,31.15
302,361.93,180.65,366.65,369.88,372.67,374.9,374.98,377.58,376.13,377.14,375.48,359.5,23.56,31.16
303,361.9,172.59,366.64,369.88,372.67,374.9,374.98,377.6,376.12,377.13,375.61,359.54,23.57,31.16
304,361.89,164.62,366.62,369.86,372.65,374.9,374.98,377.6,376.12,377.12,375.71,359.54,23.57,31.16
305,361.87,156.97,366.59,369.85,372.66,374.9,374.99,377.6,376.11,377.11,375.77,359.55,23.57,31.16
306,361.85,149.65,366.58,369.83,372.64,374.91,374.98,377.62,376.1,377.09,375.81,359.56,23.57,31.16
307,361.84,142.96,366.56,369.83,372.64,374.91,375,377.63,376.11,377.05,375.83,359.51,23.57,31.16
308,361.81,138.69,366.55,369.82,372.64,374.91,375,377.64,376.11,377.04,375.84,359.48,23.56,31.16
309,361.79,132.48,366.51,369.81,372.62,374.92,375,377.65,376.12,377.08,375.82,359.44,23.56,31.16
310,361.76,126.79,366.49,369.78,372.61,374.92,375,377.67,376.14,377.1,375.82,359.43,23.57,31.16
311,361.75,121.14,366.46,369.76,372.61,374.94,375.01,377.68,376.16,377.13,375.8,359.49,23.57,31.16
312,361.72,115.79,366.45,369.75,372.61,374.93,375.01,377.69,376.17,377.15,375.79,359.56,23.57,31.17
313,361.71,110.77,366.43,369.74,372.6,374.93,375.02,377.69,376.17,377.16,375.77,359.62,23.57,31.16
314,361.68,105.36,366.42,369.73,372.6,374.94,375.01,377.69,376.16,377.16,375.74,359.66,23.57,31.16
315,361.69,102.15,366.4,369.71,372.6,374.94,375.02,377.69,376.16,377.14,375.73,359.68,23.57,31.15
316,361.66,97.83,366.4,369.71,372.59,374.95,375.02,377.69,376.15,377.1,375.74,359.65,23.57,31.16
317,361.64,93.77,366.38,369.69,372.58,374.95,375.02,377.69,376.14,377.12,375.77,359.63,23.57,31.16
318,361.61,89.79,366.34,369.66,372.57,374.96,375.03,377.7,376.15,377.22,375.91,359.56,23.58,31.16
319,361.58,86.09,366.27,369.61,372.56,374.96,375.04,377.71,376.24,377.33,376.04,359.49,23.57,31.16
320,361.57,82.9,366.22,369.48,372.54,374.94,375.05,377.72,376.18,377.35,376.17,359.48,23.57,31.15
321,361.56,79.73,366.36,369.53,372.57,374.97,375.09,377.76,376.21,377.3,376.31,359.52,23.58,31.16
322,361.56,77.8,366.8,369.74,372.63,374.99,375.13,377.79,376.21,377.29,376.48,359.6,23.57,31.15
323,361.57,75.05,367.35,369.99,372.67,375.04,375.16,377.82,376.11,377.29,376.62,359.7,23.57,31.15
324,361.6,72.38,367.9,370.2,372.68,375.03,375.17,377.82,375.98,377.18,376.67,359.76,23.58,31.16
325,361.65,69.74,368.45,370.37,372.69,375.06,375.16,377.79,375.96,377.12,376.65,359.77,23.57,31.16
326,361.71,67.17,368.93,370.64,372.7,375.07,375.16,377.76,375.93,377.11,376.58,359.76,23.58,31.16
327,361.83,64.78,369.72,371.12,372.77,375.05,375.13,377.72,375.92,377.05,376.45,359.74,23.58,31.16
328,361.97,62.62,370.43,371.65,372.91,375.02,375.11,377.7,375.97,376.96,376.32,359.72,23.58,31.16
329,362.08,61.16,370.85,371.9,373,375,375.1,377.69,376.03,376.92,376.22,359.68,23.58,31.16
330,362.18,59.26,371.2,372.13,373.11,374.99,375.09,377.7,376.06,376.89,376.09,359.6,23.58,31.16
331,362.27,57.49,371.42,372.32,373.21,374.97,375.1,377.71,376.16,376.87,375.97,359.48,23.58,31.16
332,362.39,55.66,371.58,372.49,373.3,374.99,375.11,377.73,376.25,376.84,375.86,359.34,23.57,31.17
333,362.49,53.78,371.73,372.63,373.39,375,375.15,377.77,376.65,376.81,375.76,359.21,23.57,31.18
334,362.59,52.23,371.86,372.71,373.45,375.03,375.17,377.8,376.84,376.78,375.67,359.05,23.57,31.18
335,362.67,50.78,371.94,372.79,373.53,375.07,375.23,377.83,376.76,376.78,375.61,358.96,23.58,31.19
336,362.78,49.84,371.96,372.83,373.56,375.1,375.27,377.85,376.6,376.78,375.74,358.87,23.59,31.19
337,362.89,48.38,371.95,372.86,373.57,375.13,375.32,377.85,376.44,376.8,375.88,358.84,23.57,31.18
338,362.96,47,371.95,372.91,373.59,375.17,375.36,377.85,376.32,376.7,375.92,358.89,23.58,31.2
339,363.02,45.7,371.94,372.94,373.6,375.19,375.39,377.83,376.22,376.61,375.91,358.95,23.58,31.19
340,363.08,44.48,371.94,372.95,373.62,375.21,375.43,377.82,376.13,376.54,375.88,359.02,23.58,31.19
341,363.12,43.4,371.92,372.98,373.64,375.24,375.44,377.82,376.03,376.46,375.8,359.06,23.58,31.19
342,363.18,42.32,371.9,372.98,373.63,375.26,375.45,377.81,375.98,376.41,375.72,359.08,23.57,31.19
343,363.22,41.64,371.87,372.99,373.64,375.25,375.48,377.8,375.93,376.38,375.62,359.08,23.58,31.17
344,363.25,40.68,371.84,373.02,373.64,375.25,375.48,377.8,375.87,376.36,375.5,359.08,23.58,31.17
345,363.3,39.77,371.76,373.03,373.66,375.25,375.45,377.78,375.79,376.34,375.32,359.14,23.59,31.17
346,363.35,38.95,371.67,373.03,373.69,375.23,375.41,377.76,375.73,376.33,375.1,359.22,23.59,31.17
347,363.37,38.13,371.59,373.05,373.7,375.21,375.37,377.72,375.69,376.33,374.89,359.27,23.6,31.17
348,363.39,37.24,371.53,373.05,373.73,375.19,375.34,377.69,375.67,376.33,374.73,359.34,23.59,31.17
349,363.41,36.49,371.46,373.06,373.75,375.16,375.3,377.65,375.64,376.33,374.64,359.42,23.6,31.17
350,363.43,36.08,371.39,373.07,373.76,375.14,375.27,377.64,375.63,376.33,374.6,359.49,23.59,31.17
351,363.44,35.51,371.33,373.08,373.77,375.14,375.24,377.62,375.62,376.33,374.58,359.53,23.59,31.17
352,363.45,34.99,371.25,373.08,373.77,375.13,375.2,377.6,375.6,376.31,374.57,359.52,23.6,31.17
353,363.47,34.39,371.18,373.08,373.78,375.14,375.17,377.58,375.58,376.3,374.56,359.5,23.6,31.17
354,363.48,33.86,371.08,373.08,373.78,375.13,375.14,377.56,375.55,376.29,374.57,359.45,23.6,31.17
355,363.49,33.25,370.98,373.07,373.8,375.13,375.12,377.54,375.54,376.28,374.63,359.38,23.59,31.17
356,363.5,32.7,370.91,373.06,373.8,375.13,375.11,377.52,375.5,376.31,374.66,359.31,23.59,31.17
357,363.5,32.33,370.85,373.04,373.81,375.13,375.1,377.52,375.49,376.33,374.7,359.25,23.6,31.17
358,363.51,31.89,370.79,373.02,373.81,375.15,375.09,377.5,375.47,376.37,374.7,359.24,23.6,31.17
359,363.5,31.49,370.72,372.98,373.8,375.15,375.08,377.47,375.46,376.43,374.64,359.23,23.6,31.18
360,363.5,31.04,370.66,372.97,373.82,375.15,375.07,377.45,375.46,376.45,374.64,359.24,23.59,31.17
361,363.51,30.54,370.6,372.94,373.82,375.17,375.07,377.44,375.47,376.45,374.68,359.25,23.6,31.16
362,363.52,30.14,370.55,372.92,373.83,375.18,375.07,377.42,375.49,376.46,374.71,359.29,23.6,31.17
363,363.51,29.82,370.48,372.88,373.84,375.19,375.06,377.4,375.49,376.42,374.77,359.34,23.6,31.18
364,363.51,29.55,370.41,372.86,373.85,375.2,375.07,377.4,375.48,376.39,374.79,359.39,23.6,31.17
365,363.51,29.15,370.37,372.83,373.84,375.21,375.07,377.39,375.46,376.37,374.76,359.38,23.6,31.18
366,363.5,28.77,370.35,372.83,373.84,375.22,375.07,377.37,375.45,376.34,374.71,359.37,23.6,31.18
367,363.5,28.41,370.31,372.81,373.83,375.23,375.07,377.36,375.44,376.31,374.67,359.37,23.6,31.17
368,363.5,28.08,370.26,372.8,373.83,375.23,375.09,377.35,375.43,376.28,374.63,359.4,23.59,31.17
369,363.49,27.77,370.21,372.8,373.83,375.24,375.09,377.33,375.43,376.3,374.58,359.44,23.6,31.17
370,363.48,27.51,370.13,372.79,373.82,375.24,375.08,377.33,375.4,376.31,374.55,359.5,23.6,31.16
371,363.47,27.33,370.08,372.77,373.82,375.24,375.09,377.32,375.41,376.31,374.58,359.57,23.59,31.16
372,363.46,27.07,369.98,372.75,373.81,375.25,375.09,377.31,375.39,376.32,374.7,359.72,23.59,31.16
373,363.46,26.82,369.89,372.73,373.83,375.26,375.1,377.3,375.39,376.3,374.86,359.84,23.59,31.16
374,363.44,26.55,369.83,372.71,373.83,375.26,375.11,377.31,375.39,376.3,374.93,359.9,23.59,31.16
375,363.44,26.32,369.78,372.67,373.82,375.27,375.11,377.31,375.38,376.29,374.99,359.94,23.6,31.16
376,363.43,26.1,369.73,372.65,373.83,375.26,375.11,377.32,375.38,376.26,375.01,359.98,23.59,31.16
377,363.41,25.88,369.71,372.62,373.84,375.27,375.12,377.32,375.38,376.27,375.02,360.01,23.6,31.16
378,363.4,25.73,369.68,372.58,373.83,375.26,375.1,377.32,375.38,376.27,375,360.03,23.6,31.16
379,363.4,25.57,369.66,372.54,373.83,375.27,375.1,377.31,375.38,376.27,374.95,360.04,23.61,31.16
380,363.39,25.42,369.65,372.51,373.83,375.28,375.1,377.32,375.38,376.28,374.91,360.05,23.61,31.16
381,363.37,25.27,369.64,372.48,373.83,375.27,375.11,377.31,375.38,376.29,374.91,360.11,23.61,31.17
382,363.35,25.11,369.61,372.45,373.83,375.28,375.09,377.32,375.38,376.31,374.98,360.14,23.61,31.17
383,363.34,24.98,369.58,372.42,373.82,375.28,375.09,377.29,375.39,376.34,375.06,360.17,23.61,31.16
384,363.33,24.9,369.53,372.41,373.82,375.28,375.08,377.29,375.38,376.38,375.13,360.19,23.61,31.15
385,363.32,24.84,369.48,372.4,373.81,375.28,375.08,377.29,375.39,376.4,375.19,360.22,23.62,31.16
386,363.31,24.75,369.42,372.39,373.8,375.28,375.08,377.27,375.39,376.41,375.25,360.23,23.61,31.16
387,363.3,24.67,369.37,372.37,373.8,375.28,375.07,377.26,375.39,376.4,375.26,360.27,23.61,31.17
388,363.29,24.58,369.31,372.35,373.78,375.28,375.06,377.26,375.38,376.37,375.29,360.33,23.61,31.17
389,363.28,24.5,369.26,372.34,373.79,375.29,375.04,377.25,375.4,376.34,375.33,360.34,23.62,31.17
390,363.26,24.4,369.2,372.32,373.79,375.28,375.03,377.25,375.39,376.31,375.38,360.29,23.61,31.17
391,363.25,24.31,369.15,372.29,373.78,375.28,375.02,377.24,375.38,376.3,375.41,360.24,23.62,31.17
392,363.24,24.23,369.12,372.28,373.77,375.27,375,377.23,375.38,376.29,375.42,360.21,23.61,31.17
393,363.22,24.1,369.09,372.26,373.78,375.27,374.99,377.22,375.37,376.27,375.44,360.21,23.61,31.17
394,363.21,24.01,369.06,372.24,373.77,375.26,374.98,377.21,375.35,376.27,375.45,360.21,23.61,31.17
395,363.19,23.92,369.04,372.21,373.76,375.26,374.98,377.2,375.35,376.25,375.46,360.21,23.62,31.17
396,363.18,23.85,369.01,372.19,373.76,375.27,374.97,377.19,375.35,376.24,375.46,360.2,23.62,31.18
397,363.17,23.77,368.98,372.17,373.76,375.26,374.96,377.19,375.35,376.23,375.45,360.2,23.62,31.18
398,363.15,23.72,368.96,372.15,373.75,375.26,374.97,377.18,375.36,376.22,375.44,360.21,23.62,31.18
399,363.13,23.68,368.92,372.11,373.74,375.26,374.96,377.17,375.38,376.23,375.45,360.21,23.62,31.18
400,363.11,23.64,368.88,372.07,373.73,375.26,374.94,377.17,375.4,376.26,375.48,360.23,23.63,31.19
401,363.1,23.61,368.85,372.06,373.72,375.27,374.94,377.17,375.41,376.27,375.51,360.24,23.64,31.19
402,363.08,23.57,368.81,372.03,373.71,375.27,374.95,377.17,375.4,376.29,375.54,360.2,23.64,31.2
403,363.08,23.53,368.78,372.03,373.72,375.27,374.94,377.16,375.4,376.33,375.57,360.17,23.63,31.2
404,363.06,23.48,368.74,372.01,373.71,375.27,374.95,377.17,375.39,376.36,375.55,360.14,23.63,31.2
405,363.04,23.42,368.71,372,373.7,375.25,374.94,377.16,375.39,376.38,375.48,360.1,23.63,31.21
406,363.02,23.38,368.66,371.97,373.69,375.25,374.94,377.17,375.39,376.38,375.41,360.04,23.63,31.21
407,363.01,23.34,368.64,371.95,373.68,375.24,374.94,377.17,375.39,376.38,375.36,359.97,23.63,31.21
408,362.99,23.3,368.59,371.93,373.68,375.23,374.94,377.17,375.4,376.39,375.3,359.83,23.63,31.2
409,362.96,23.27,368.56,371.89,373.67,375.22,374.94,377.17,375.39,376.39,375.22,359.71,23.63,31.22
410,362.95,23.23,368.54,371.87,373.66,375.21,374.94,377.17,375.39,376.4,375.14,359.62,23.63,31.22
411,362.94,23.18,368.51,371.85,373.65,375.2,374.95,377.18,375.38,376.39,375.01,359.54,23.61,31.22
412,362.93,23.16,368.49,371.83,373.65,375.19,374.94,377.17,375.39,376.37,374.94,359.47,23.63,31.22
413,362.94,23.14,368.48,371.81,373.65,375.2,374.95,377.18,375.4,376.37,374.88,359.4,23.64,31.22
414,362.91,23.1,368.46,371.8,373.64,375.19,374.95,377.18,375.4,376.36,374.83,359.31,23.64,31.22
415,362.9,23.08,368.43,371.77,373.63,375.19,374.94,377.18,375.4,376.33,374.85,359.23,23.64,31.21
416,362.88,23.04,368.4,371.71,373.63,375.18,374.93,377.19,375.4,376.34,374.91,359.09,23.63,31.21
417,362.85,23,368.29,371.49,373.56,375.17,374.92,377.22,375.45,376.33,375.03,358.9,23.63,31.21
418,362.84,22.96,368.29,371.25,373.47,375.16,374.94,377.24,375.43,376.33,375.15,358.81,23.63,31.2
419,362.82,22.93,368.55,371.2,373.45,375.17,374.96,377.24,375.4,376.3,375.23,358.83,23.63,31.21
420,362.82,22.92,368.92,371.38,373.49,375.17,374.97,377.24,375.29,376.3,375.29,358.95,23.64,31.21
421,362.84,22.9,369.36,371.62,373.53,375.16,374.95,377.23,375.16,376.14,375.3,359.09,23.64,31.2
422,362.87,22.89,369.88,371.83,373.55,375.1,374.9,377.19,375.04,376.02,375.26,359.19,23.63,31.21
423,362.91,22.87,370.31,371.91,373.52,375.05,374.85,377.13,374.92,375.88,375.19,359.26,23.63,31.21
424,362.98,22.85,370.72,372.01,373.51,374.98,374.77,377.07,374.84,375.74,375.11,359.32,23.63,31.2
425,363.05,22.84,371.08,372.16,373.51,374.88,374.69,377,374.76,375.62,375.01,359.32,23.63,31.2
426,363.18,22.82,371.6,372.36,373.5,374.8,374.58,376.94,374.65,375.5,374.81,359.26,23.63,31.21
427,363.32,22.8,372.03,372.57,373.51,374.76,374.49,376.9,374.54,375.4,374.6,359.21,23.64,31.21
428,363.44,22.8,372.23,372.73,373.53,374.71,374.45,376.82,374.43,375.29,374.47,359.21,23.63,31.21
429,363.55,22.79,372.39,372.79,373.53,374.66,374.4,376.76,374.3,375.19,374.35,359.19,23.64,31.21
430,363.66,22.77,372.51,372.82,373.54,374.63,374.36,376.69,374.22,375.06,374.25,359.19,23.64,31.21
431,363.77,22.75,372.64,372.87,373.54,374.59,374.32,376.61,374.12,374.94,374.15,359.16,23.64,31.22
432,363.88,22.75,372.78,372.94,373.57,374.58,374.28,376.53,374.01,374.8,374.05,359.1,23.64,31.22
433,363.99,22.74,372.91,373.02,373.58,374.56,374.23,376.44,373.91,374.69,373.94,359,23.64,31.22
434,364.1,22.74,373.01,373.08,373.56,374.53,374.18,376.39,373.83,374.61,373.82,358.92,23.65,31.22
435,364.27,22.72,373.06,373.13,373.57,374.5,374.12,376.32,373.76,374.55,373.66,358.86,23.64,31.22
436,364.43,22.7,373.12,373.18,373.58,374.46,374.05,376.25,373.7,374.47,373.47,358.8,23.64,31.23
437,364.53,22.66,373.14,373.18,373.56,374.41,374,376.18,373.63,374.4,373.34,358.74,23.65,31.22
438,364.63,22.65,373.17,373.17,373.57,374.37,373.95,376.11,373.58,374.32,373.22,358.67,23.64,31.22
439,364.73,22.65,373.18,373.13,373.56,374.32,373.9,376.04,373.52,374.25,373.11,358.56,23.64,31.22
440,364.83,22.66,373.2,373.11,373.55,374.28,373.87,375.96,373.47,374.16,373.03,358.4,23.64,31.23
441,364.92,22.65,373.23,373.12,373.55,374.26,373.84,375.94,373.43,374.11,372.96,358.19,23.64,31.22
442,365,22.65,373.25,373.12,373.55,374.22,373.79,375.87,373.37,374.01,372.88,357.93,23.64,31.21
443,365.09,22.65,373.22,373.12,373.55,374.17,373.76,375.8,373.32,373.94,372.8,357.69,23.64,31.22
444,365.22,22.63,373.17,373.12,373.54,374.14,373.7,375.74,373.23,373.86,372.69,357.37,23.64,31.21
445,365.31,22.63,373.12,373.11,373.56,374.12,373.66,375.67,373.16,373.74,372.56,357.04,23.64,31.21
446,365.37,22.62,373.1,373.1,373.55,374.08,373.63,375.62,373.12,373.66,372.42,356.81,23.64,31.22
447,365.43,22.61,373.07,373.09,373.54,374.06,373.6,375.58,373.1,373.59,372.23,356.6,23.64,31.22
448,365.48,22.62,373.03,373.09,373.54,374.05,373.57,375.54,373.06,373.53,372.07,356.38,23.64,31.22
449,365.51,22.61,373,373.09,373.54,374.02,373.54,375.49,373.03,373.42,371.99,356.17,23.64,31.22
450,365.54,22.6,372.96,373.09,373.53,374,373.5,375.45,373,373.31,371.94,355.99,23.64,31.22
451,365.59,22.56,372.9,373.1,373.51,373.97,373.47,375.4,372.92,373.22,371.92,355.83,23.65,31.22
452,365.63,22.56,372.8,373.1,373.5,373.94,373.43,375.36,372.83,373.18,371.85,355.6,23.65,31.22
453,365.66,22.54,372.68,373.1,373.49,373.91,373.39,375.31,372.78,373.15,371.75,355.38,23.65,31.22
454,365.68,22.54,372.6,373.09,373.48,373.88,373.36,375.26,372.77,373.11,371.68,355.25,23.64,31.22
455,365.71,22.55,372.51,373.08,373.46,373.86,373.32,375.25,372.76,373.07,371.6,355.15,23.65,31.22
456,365.72,22.55,372.44,373.07,373.44,373.84,373.3,375.2,372.75,373.02,371.53,355.06,23.65,31.22
457,365.73,22.56,372.4,373.03,373.41,373.82,373.28,375.13,372.72,372.99,371.48,355,23.66,31.23
458,365.74,22.57,372.39,372.99,373.37,373.8,373.25,375.05,372.68,372.97,371.48,354.91,23.65,31.23
459,365.75,22.56,372.41,372.97,373.34,373.77,373.21,374.98,372.63,372.96,371.51,354.86,23.65,31.22
460,365.76,22.56,372.41,372.95,373.31,373.76,373.15,374.91,372.57,372.98,371.53,354.82,23.65,31.22
461,365.77,22.57,372.42,372.93,373.28,373.73,373.05,374.86,372.5,373.02,371.57,354.74,23.67,31.23
462,365.77,22.57,372.41,372.9,373.23,373.67,372.94,374.82,372.43,373.03,371.57,354.58,23.65,31.22
463,365.78,22.59,372.39,372.88,373.21,373.59,372.89,374.76,372.38,373.07,371.55,354.45,23.65,31.23
464,365.78,22.58,372.37,372.87,373.2,373.51,372.84,374.72,372.36,373.08,371.52,354.34,23.65,31.23
465,365.78,22.58,372.35,372.85,373.18,373.44,372.79,374.69,372.36,373.08,371.47,354.2,23.65,31.22
466,365.79,22.59,372.3,372.84,373.16,373.39,372.75,374.65,372.38,373.07,371.42,354.04,23.65,31.23
467,365.79,22.59,372.23,372.82,373.15,373.34,372.72,374.63,372.39,373.06,371.37,353.87,23.65,31.23
468,365.8,22.58,372.12,372.79,373.13,373.31,372.69,374.61,372.38,373.04,371.34,353.72,23.65,31.23
469,365.8,22.58,372.06,372.76,373.11,373.29,372.67,374.59,372.36,373.02,371.34,353.63,23.65,31.23
