Time,TC_Bottom_rec_groove,TC_botm_Ind,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC_wall_ins_ext,TC_bottom_ins_groove
237,363.84,23.24,368.89,368.55,368.63,369.05,368.34,370.12,367.51,368.06,366.63,350.15,25.45,33.72
238,363.85,23.24,368.85,368.52,368.6,369.01,368.31,370.08,367.49,368.02,366.6,349.92,25.45,33.72
239,363.86,23.24,368.81,368.51,368.58,368.98,368.28,370.04,367.45,367.99,366.54,349.7,25.45,33.72
240,363.87,23.22,368.78,368.5,368.55,368.95,368.24,370,367.41,367.97,366.44,349.48,25.46,33.74
241,363.88,23.2,368.72,368.48,368.51,368.92,368.18,369.93,367.36,367.98,366.25,349.15,25.45,33.73
242,363.9,23.2,368.7,368.47,368.5,368.88,368.15,369.87,367.32,367.98,366.07,348.82,25.46,33.72
243,363.9,23.19,368.67,368.45,368.49,368.87,368.12,369.83,367.29,367.98,365.9,348.6,25.45,33.73
244,363.89,23.17,368.64,368.44,368.48,368.84,368.1,369.78,367.26,367.93,365.69,348.38,25.46,33.73
245,363.9,23.16,368.56,368.41,368.45,368.82,368.07,369.73,367.21,367.9,365.52,348.22,25.45,33.72
246,363.89,23.15,368.48,368.37,368.45,368.79,368.04,369.67,367.2,367.89,365.43,348.07,25.46,33.73
247,363.89,23.13,368.4,368.32,368.44,368.76,368.03,369.62,367.22,367.88,365.33,347.93,25.45,33.73
248,363.89,23.13,368.34,368.28,368.43,368.73,368,369.59,367.21,367.87,365.26,347.75,25.45,33.73
249,363.9,23.11,368.29,368.26,368.42,368.69,367.96,369.55,367.2,367.85,365.24,347.57,25.45,33.73
250,363.89,23.12,368.23,368.22,368.39,368.65,367.92,369.52,367.21,367.84,365.24,347.32,25.46,33.74
251,363.89,23.12,368.17,368.17,368.36,368.59,367.86,369.5,367.23,367.82,365.26,347.07,25.46,33.73
252,363.89,23.13,368.12,368.16,368.35,368.54,367.82,369.47,367.25,367.77,365.31,346.97,25.47,33.74
253,363.88,23.13,368.09,368.12,368.32,368.5,367.78,369.43,367.25,367.66,365.34,346.94,25.46,33.73
254,363.87,23.13,368.06,368.11,368.3,368.47,367.76,369.4,367.24,367.61,365.36,346.94,25.46,33.73
255,363.86,23.13,368.01,368.08,368.26,368.44,367.73,369.35,367.19,367.63,365.36,346.94,25.46,33.73
256,363.85,23.14,367.97,368.06,368.23,368.42,367.71,369.31,367.15,367.67,365.32,346.94,25.47,33.73
257,363.85,23.14,367.92,368,368.21,368.41,367.68,369.29,367.13,367.7,365.27,346.93,25.47,33.74
258,363.84,23.14,367.87,367.94,368.17,368.37,367.67,369.26,367.11,367.72,365.21,346.9,25.46,33.74
259,363.82,23.14,367.78,367.79,368.11,368.33,367.64,369.23,367.07,367.72,365.17,346.8,25.46,33.74
260,363.81,23.14,367.71,367.65,368.04,368.28,367.6,369.21,367.03,367.7,365.13,346.65,25.47,33.74
261,363.8,23.15,367.66,367.59,367.98,368.25,367.58,369.19,367,367.66,365.11,346.55,25.46,33.73
262,363.78,23.15,367.64,367.54,367.94,368.21,367.55,369.18,366.97,367.63,365.1,346.38,25.46,33.73
263,363.77,23.14,367.63,367.49,367.88,368.19,367.52,369.17,366.95,367.59,365.1,346.22,25.46,33.73
264,363.76,23.15,367.61,367.45,367.84,368.17,367.49,369.16,366.94,367.59,365.11,346.04,25.46,33.73
265,363.75,23.13,367.61,367.43,367.8,368.16,367.47,369.16,366.93,367.56,365.07,345.84,25.47,33.73
266,363.74,23.12,367.61,367.39,367.76,368.13,367.44,369.14,366.92,367.52,364.95,345.65,25.47,33.73
267,363.73,23.11,367.58,367.38,367.72,368.1,367.42,369.11,366.91,367.47,364.76,345.53,25.47,33.73
268,363.71,23.1,367.56,367.35,367.66,368.08,367.38,369.09,366.86,367.43,364.55,345.43,25.48,33.73
269,363.7,23.1,367.53,367.34,367.63,368.06,367.35,369.06,366.84,367.4,364.39,345.36,25.47,33.73
270,363.69,23.11,367.51,367.32,367.6,368.03,367.32,369.03,366.82,367.32,364.28,345.34,25.47,33.73
271,363.66,23.11,367.48,367.29,367.56,368.02,367.3,369.03,366.8,367.28,364.22,345.3,25.47,33.73
272,363.66,23.12,367.45,367.24,367.53,367.98,367.27,369.01,366.77,367.24,364.23,345.28,25.47,33.74
273,363.64,23.13,367.41,367.2,367.5,367.94,367.25,368.99,366.74,367.2,364.38,345.24,25.48,33.74
274,363.63,23.14,367.32,367.16,367.47,367.89,367.21,368.96,366.68,367.15,364.57,345.21,25.47,33.73
275,363.61,23.14,367.23,367.13,367.44,367.84,367.19,368.93,366.63,367.08,364.75,345.22,25.47,33.73
276,363.59,23.15,367.21,367.07,367.38,367.79,367.15,368.89,366.56,367.01,364.85,345.29,25.47,33.73
277,363.58,23.14,367.22,366.97,367.3,367.74,367.09,368.85,366.47,366.94,364.94,345.5,25.47,33.73
278,363.57,23.14,367.25,366.91,367.22,367.71,367.03,368.83,366.4,366.9,365.02,345.77,25.48,33.74
279,363.58,23.15,367.25,366.88,367.18,367.65,366.98,368.77,366.36,366.87,365.07,345.97,25.47,33.74
280,363.57,23.16,367.25,366.84,367.14,367.6,366.95,368.72,366.31,366.81,365.07,346.14,25.48,33.73
281,363.58,23.16,367.26,366.81,367.09,367.55,366.9,368.67,366.22,366.69,365.06,346.31,25.48,33.74
282,363.59,23.17,367.27,366.78,367.06,367.49,366.86,368.61,366.18,366.62,365.05,346.46,25.48,33.74
283,363.6,23.16,367.28,366.77,367.03,367.47,366.81,368.6,366.14,366.58,365.02,346.56,25.47,33.73
284,363.6,23.17,367.28,366.75,366.99,367.42,366.77,368.55,366.11,366.55,365,346.69,25.48,33.74
285,363.6,23.17,367.26,366.73,366.95,367.38,366.71,368.5,366.06,366.49,364.96,346.87,25.48,33.75
286,363.61,23.18,367.26,366.71,366.9,367.33,366.66,368.46,365.98,366.45,364.95,347.14,25.49,33.74
287,363.62,23.19,367.24,366.67,366.84,367.28,366.59,368.4,365.83,366.35,364.94,347.35,25.49,33.75
288,363.61,23.2,367.23,366.64,366.81,367.24,366.55,368.35,365.75,366.29,364.89,347.45,25.49,33.74
289,363.62,23.2,367.21,366.61,366.77,367.19,366.51,368.29,365.74,366.25,364.85,347.55,25.49,33.75
290,363.62,23.21,367.17,366.59,366.74,367.14,366.47,368.24,365.73,366.23,364.83,347.61,25.49,33.73
291,363.63,23.21,367.16,366.56,366.7,367.09,366.43,368.2,365.72,366.24,364.82,347.69,25.49,33.74
292,363.64,23.21,367.14,366.54,366.68,367.06,366.39,368.16,365.71,366.22,364.83,347.74,25.49,33.73
293,363.65,23.21,367.11,366.51,366.64,367.01,366.34,368.11,365.66,366.17,364.81,347.8,25.49,33.74
294,363.63,23.22,367.1,366.49,366.6,366.97,366.3,368.07,365.61,366.1,364.79,347.83,25.49,33.75
295,363.64,23.22,367.06,366.44,366.54,366.93,366.23,368.02,365.6,366.06,364.71,347.74,25.49,33.74
296,363.63,23.22,367.02,366.4,366.49,366.87,366.16,367.97,365.56,366.02,364.6,347.58,25.49,33.73
297,363.63,23.22,366.98,366.37,366.44,366.84,366.11,367.95,365.53,366.01,364.51,347.52,25.48,33.75
298,363.62,23.22,366.96,366.36,366.41,366.79,366.07,367.91,365.53,366.04,364.46,347.48,25.49,33.75
299,363.62,23.22,366.93,366.33,366.37,366.75,366.03,367.88,365.53,366.05,364.43,347.39,25.49,33.74
300,363.62,23.22,366.91,366.31,366.34,366.7,366,367.84,365.53,366.07,364.43,347.27,25.48,33.74
301,363.6,23.23,366.88,366.29,366.3,366.66,365.97,367.8,365.53,366.09,364.45,347.14,25.49,33.75
302,363.59,23.23,366.85,366.26,366.27,366.63,365.94,367.78,365.53,366.07,364.48,347.06,25.48,33.75
303,363.58,23.23,366.82,366.22,366.22,366.58,365.9,367.75,365.51,365.95,364.5,346.98,25.49,33.75
304,363.56,23.24,366.78,366.21,366.16,366.56,365.87,367.73,365.49,365.83,364.51,346.84,25.49,33.76
305,363.55,23.23,366.75,366.19,366.14,366.52,365.83,367.71,365.42,365.79,364.48,346.64,25.5,33.76
306,363.54,23.24,366.71,366.17,366.11,366.5,365.8,367.68,365.37,365.8,364.43,346.49,25.5,33.76
307,363.52,23.23,366.68,366.15,366.09,366.47,365.75,367.64,365.34,365.8,364.38,346.34,25.5,33.76
308,363.51,23.22,366.64,366.14,366.07,366.42,365.73,367.57,365.27,365.81,364.31,346.19,25.49,33.76
309,363.49,23.22,366.6,366.12,366.06,366.39,365.69,367.53,365.21,365.79,364.24,346.13,25.5,33.75
310,363.48,23.22,366.56,366.08,366.05,366.34,365.67,367.48,365.19,365.76,364.22,346.16,25.49,33.75
311,363.46,23.22,366.49,366.01,366.02,366.31,365.62,367.44,365.14,365.7,364.2,346.28,25.5,33.75
312,363.44,23.22,366.42,365.93,365.99,366.27,365.59,367.41,365.11,365.66,364.19,346.45,25.49,33.75
313,363.42,23.22,366.37,365.84,365.95,366.23,365.54,367.38,365.03,365.57,364.19,346.7,25.5,33.75
314,363.39,23.22,366.33,365.76,365.88,366.2,365.49,367.35,364.96,365.5,364.17,346.89,25.51,33.75
315,363.37,23.22,366.3,365.71,365.84,366.16,365.46,367.31,364.93,365.46,364.14,346.96,25.51,33.76
316,363.36,23.23,366.27,365.67,365.8,366.12,365.43,367.27,364.87,365.4,364.12,346.98,25.5,33.75
317,363.35,23.23,366.24,365.63,365.77,366.08,365.41,367.21,364.82,365.34,364.09,347.02,25.49,33.75
318,363.35,23.24,366.22,365.59,365.72,366.05,365.36,367.18,364.79,365.29,364.02,347.06,25.51,33.76
319,363.34,23.25,366.19,365.56,365.7,366.02,365.34,367.14,364.74,365.24,363.96,347.07,25.51,33.76
320,363.31,23.25,366.16,365.53,365.66,366,365.3,367.13,364.7,365.24,363.89,347.08,25.51,33.76
321,363.32,23.24,366.14,365.49,365.63,365.96,365.28,367.09,364.69,365.23,363.82,347.08,25.51,33.75
322,363.29,23.24,366.1,365.46,365.58,365.93,365.24,367.05,364.63,365.17,363.73,347.05,25.5,33.76
323,363.28,23.25,366.08,365.42,365.54,365.9,365.19,367.01,364.59,365.11,363.62,347.02,25.52,33.77
324,363.27,23.25,366.05,365.39,365.51,365.87,365.16,366.97,364.54,365.09,363.6,347.03,25.51,33.76
325,363.27,23.26,366.03,365.36,365.49,365.83,365.14,366.92,364.47,365.06,363.59,347.07,25.51,33.76
326,363.26,23.26,366.02,365.33,365.44,365.8,365.09,366.87,364.44,365.03,363.56,347.06,25.51,33.78
327,363.24,23.25,366,365.32,365.42,365.78,365.07,366.85,364.41,365.02,363.53,347.03,25.51,33.76
328,363.25,23.26,365.99,365.31,365.41,365.75,365.05,366.81,364.37,365,363.47,346.97,25.51,33.77
329,363.24,23.26,365.97,365.29,365.38,365.73,365.02,366.78,364.32,364.96,363.37,346.86,25.51,33.77
330,363.23,23.26,365.95,365.28,365.36,365.7,365,366.74,364.31,364.91,363.28,346.71,25.5,33.76
331,363.22,23.26,365.92,365.26,365.32,365.67,364.97,366.71,364.3,364.85,363.18,346.41,25.5,33.76
332,363.2,23.25,365.9,365.23,365.29,365.64,364.93,366.68,364.27,364.77,363.07,346.07,25.5,33.76
333,363.19,23.26,365.88,365.23,365.27,365.62,364.91,366.66,364.26,364.73,363.01,345.83,25.51,33.76
334,363.17,23.26,365.87,365.22,365.26,365.61,364.88,366.65,364.2,364.72,362.95,345.56,25.5,33.76
335,363.16,23.25,365.85,365.21,365.24,365.57,364.87,366.61,364.15,364.7,362.92,345.26,25.5,33.76
336,363.13,23.26,365.81,365.19,365.22,365.54,364.84,366.58,364.11,364.73,362.89,344.94,25.5,33.76
337,363.12,23.26,365.8,365.18,365.21,365.52,364.82,366.55,364.1,364.73,362.91,344.67,25.5,33.76
338,363.11,23.25,365.78,365.17,365.19,365.5,364.8,366.53,364.11,364.76,362.97,344.47,25.51,33.76
339,363.09,23.25,365.76,365.17,365.17,365.48,364.79,366.51,364.12,364.79,363,344.29,25.51,33.77
340,363.06,23.26,365.73,365.15,365.1,365.46,364.76,366.5,364.17,364.83,363.07,344.11,25.51,33.77
341,363.03,23.26,365.71,365.11,365.06,365.44,364.75,366.49,364.19,364.85,363.09,343.94,25.5,33.77
342,363.01,23.27,365.69,365.09,365.05,365.42,364.72,366.49,364.13,364.82,363.03,343.88,25.51,33.77
343,362.99,23.28,365.67,365.03,365.02,365.41,364.69,366.45,364.02,364.66,362.99,343.92,25.51,33.78
344,362.97,23.27,365.62,364.97,364.99,365.38,364.65,366.4,363.93,364.5,362.96,344.01,25.5,33.77
345,362.95,23.27,365.59,364.92,364.96,365.32,364.6,366.34,363.85,364.36,362.94,344.17,25.5,33.78
346,362.94,23.26,365.54,364.86,364.92,365.27,364.56,366.27,363.8,364.3,362.94,344.35,25.51,33.78
347,362.91,23.26,365.51,364.82,364.89,365.22,364.5,366.21,363.78,364.26,362.94,344.54,25.51,33.79
348,362.89,23.27,365.47,364.78,364.84,365.17,364.44,366.17,363.75,364.25,362.92,344.72,25.51,33.78
349,362.86,23.27,365.43,364.72,364.78,365.1,364.38,366.11,363.73,364.22,362.84,344.9,25.52,33.79
350,362.84,23.26,365.39,364.66,364.72,365.05,364.31,366.06,363.65,364.13,362.69,345.01,25.51,33.8
351,362.83,23.26,365.36,364.62,364.67,365,364.28,366.01,363.58,364.08,362.66,345.09,25.51,33.8
352,362.82,23.27,365.33,364.59,364.65,364.94,364.25,365.97,363.58,364.1,362.67,345.19,25.52,33.8
353,362.8,23.26,365.29,364.55,364.6,364.9,364.2,365.92,363.58,364.1,362.65,345.32,25.52,33.8
354,362.79,23.29,365.27,364.51,364.57,364.86,364.17,365.89,363.55,364.03,362.63,345.44,25.52,33.8
355,362.77,23.28,365.23,364.48,364.54,364.83,364.12,365.85,363.5,363.99,362.58,345.47,25.52,33.8
356,362.76,23.29,365.19,364.44,364.5,364.78,364.08,365.8,363.48,363.94,362.52,345.49,25.52,33.8
357,362.74,23.3,365.17,364.43,364.47,364.74,364.03,365.77,363.46,363.9,362.5,345.54,25.53,33.8
358,362.72,23.29,365.11,364.37,364.4,364.7,363.95,365.72,363.44,363.88,362.53,345.59,25.53,33.81
359,362.69,23.3,365.04,364.32,364.34,364.66,363.88,365.68,363.4,363.88,362.56,345.63,25.53,33.81
360,362.67,23.3,364.97,364.25,364.3,364.63,363.83,365.63,363.37,363.87,362.57,345.63,25.52,33.81
361,362.65,23.31,364.92,364.2,364.26,364.59,363.79,365.58,363.33,363.88,362.6,345.6,25.52,33.81
362,362.62,23.31,364.88,364.16,364.23,364.56,363.77,365.55,363.28,363.86,362.61,345.55,25.52,33.81
363,362.6,23.3,364.83,364.12,364.2,364.52,363.76,365.5,363.25,363.85,362.57,345.45,25.53,33.81
364,362.58,23.29,364.79,364.1,364.17,364.49,363.75,365.45,363.22,363.84,362.51,345.35,25.52,33.81
365,362.56,23.29,364.76,364.07,364.13,364.46,363.72,365.41,363.19,363.86,362.48,345.29,25.52,33.79
366,362.54,23.29,364.73,364.04,364.08,364.44,363.69,365.37,363.18,363.89,362.49,345.24,25.52,33.8
367,362.51,23.29,364.6,363.97,364.01,364.42,363.63,365.31,363.15,363.9,362.52,345.16,25.52,33.8
368,362.46,23.31,364.48,363.85,363.97,364.4,363.59,365.28,363.11,363.88,362.52,344.98,25.52,33.8
369,362.45,23.3,364.42,363.76,363.93,364.37,363.55,365.26,363.12,363.86,362.53,344.87,25.52,33.8
370,362.42,23.3,364.36,363.7,363.9,364.31,363.52,365.25,363.11,363.8,362.49,344.84,25.52,33.8
371,362.4,23.3,364.33,363.66,363.86,364.25,363.49,365.22,363.09,363.76,362.44,344.89,25.51,33.8
372,362.38,23.3,364.31,363.62,363.82,364.18,363.46,365.21,363.06,363.72,362.32,344.96,25.52,33.8
373,362.34,23.3,364.28,363.59,363.78,364.13,363.42,365.19,363.03,363.66,362.18,345,25.51,33.81
374,362.33,23.3,364.27,363.57,363.75,364.08,363.39,365.16,363,363.59,362.06,345.04,25.52,33.8
375,362.3,23.3,364.25,363.56,363.7,364.04,363.36,365.14,362.95,363.53,362.04,345.05,25.53,33.81
376,362.26,23.29,364.22,363.53,363.65,364.02,363.33,365.12,362.89,363.48,362,345.04,25.53,33.81
377,362.23,23.29,364.2,363.5,363.61,363.97,363.28,365.08,362.84,363.42,361.93,345.05,25.53,33.81
378,362.2,23.28,364.19,363.48,363.59,363.93,363.26,365.05,362.81,363.36,361.84,345.06,25.52,33.81
379,362.18,23.28,364.18,363.46,363.56,363.91,363.23,365.02,362.78,363.29,361.77,345.06,25.53,33.81
380,362.16,23.27,364.16,363.45,363.53,363.87,363.21,364.99,362.74,363.23,361.7,345.05,25.53,33.81
381,362.13,23.26,364.15,363.43,363.5,363.84,363.18,364.96,362.68,363.17,361.63,345.02,25.52,33.81
382,362.12,23.26,364.14,363.41,363.48,363.81,363.15,364.91,362.64,363.12,361.59,345.01,25.52,33.81
383,362.1,23.26,364.13,363.4,363.45,363.8,363.12,364.89,362.6,363.07,361.58,345,25.53,33.81
384,362.09,23.26,364.11,363.39,363.43,363.77,363.09,364.85,362.58,362.99,361.59,345,25.53,33.8
385,362.06,23.26,364.1,363.37,363.39,363.75,363.05,364.8,362.53,362.93,361.56,344.99,25.52,33.79
386,362.03,23.27,364.07,363.36,363.36,363.72,363.01,364.76,362.47,362.92,361.51,345,25.53,33.78
387,362.02,23.25,364.05,363.34,363.34,363.7,362.99,364.73,362.43,362.91,361.47,344.93,25.52,33.78
388,361.98,23.27,364.03,363.33,363.34,363.68,362.98,364.7,362.39,362.9,361.41,344.76,25.53,33.78
389,361.95,23.25,364.01,363.31,363.31,363.66,362.95,364.68,362.36,362.88,361.35,344.55,25.53,33.77
390,361.94,23.26,364,363.29,363.29,363.63,362.92,364.67,362.33,362.88,361.26,344.3,25.53,33.78
391,361.9,23.25,363.98,363.28,363.27,363.61,362.9,364.65,362.33,362.91,361.17,344.06,25.52,33.78
392,361.88,23.25,363.96,363.27,363.26,363.6,362.87,364.62,362.33,362.91,361.08,343.81,25.52,33.77
393,361.85,23.25,363.96,363.26,363.25,363.58,362.86,364.6,362.34,362.92,361.02,343.56,25.53,33.78
394,361.83,23.26,363.94,363.25,363.23,363.57,362.85,364.58,362.35,362.91,360.99,343.25,25.53,33.79
395,361.79,23.26,363.92,363.25,363.21,363.55,362.82,364.56,362.34,362.92,360.93,343.04,25.53,33.8
396,361.77,23.25,363.92,363.24,363.2,363.51,362.8,364.52,362.33,362.91,360.84,342.97,25.53,33.79
397,361.75,23.26,363.91,363.24,363.18,363.5,362.77,364.51,362.32,362.91,360.76,342.94,25.54,33.8
398,361.72,23.26,363.89,363.22,363.15,363.47,362.73,364.49,362.29,362.9,360.75,342.91,25.54,33.8
399,361.7,23.25,363.86,363.23,363.11,363.44,362.71,364.46,362.28,362.88,360.81,342.86,25.53,33.8
400,361.67,23.26,363.8,363.22,363.06,363.4,362.65,364.43,362.25,362.86,360.9,342.77,25.54,33.8
401,361.65,23.26,363.69,363.19,363.04,363.35,362.61,364.41,362.22,362.86,360.97,342.63,25.54,33.81
402,361.62,23.25,363.6,363.11,363.01,363.28,362.56,364.37,362.19,362.83,360.98,342.43,25.54,33.82
403,361.59,23.24,363.51,363.04,362.99,363.19,362.47,364.32,362.13,362.79,360.98,342.17,25.53,33.81
404,361.55,23.24,363.47,362.99,362.97,363.14,362.39,364.31,362.08,362.76,360.95,341.92,25.54,33.82
405,361.54,23.24,363.42,362.95,362.92,363.09,362.33,364.27,362.05,362.74,360.93,341.76,25.54,33.82
406,361.52,23.24,363.36,362.91,362.88,363.04,362.29,364.24,362.02,362.74,360.85,341.59,25.53,33.81
407,361.48,23.24,363.28,362.85,362.84,363.01,362.27,364.2,362.01,362.78,360.75,341.42,25.54,33.8
408,361.46,23.24,363.21,362.78,362.8,362.99,362.25,364.19,362,362.81,360.65,341.24,25.54,33.79
409,361.43,23.24,363.15,362.72,362.78,362.95,362.23,364.16,362,362.79,360.58,341.09,25.53,33.78
410,361.4,23.25,363.08,362.66,362.73,362.91,362.22,364.14,361.97,362.68,360.54,341.02,25.53,33.79
411,361.37,23.24,363.02,362.57,362.67,362.89,362.21,364.12,361.92,362.59,360.56,341.1,25.53,33.78
412,361.31,23.25,362.98,362.46,362.6,362.86,362.19,364.11,361.84,362.49,360.59,341.35,25.54,33.79
413,361.27,23.25,362.95,362.38,362.54,362.82,362.15,364.08,361.75,362.4,360.61,341.69,25.54,33.8
414,361.23,23.25,362.93,362.35,362.5,362.78,362.13,364.03,361.7,362.31,360.63,341.89,25.54,33.8
415,361.2,23.26,362.94,362.33,362.46,362.76,362.11,363.98,361.65,362.23,360.63,342.07,25.55,33.79
416,361.17,23.26,362.94,362.32,362.43,362.73,362.07,363.94,361.58,362.15,360.62,342.2,25.55,33.8
417,361.14,23.25,362.92,362.28,362.38,362.7,362.04,363.9,361.52,362.1,360.61,342.32,25.55,33.8
418,361.11,23.25,362.91,362.25,362.36,362.68,362.02,363.87,361.47,362.07,360.56,342.43,25.54,33.8
419,361.08,23.25,362.89,362.22,362.32,362.64,361.98,363.81,361.41,362.03,360.52,342.53,25.54,33.8
420,361.06,23.25,362.87,362.21,362.29,362.6,361.96,363.76,361.34,361.97,360.46,342.65,25.55,33.8
421,361.02,23.26,362.86,362.18,362.25,362.57,361.91,363.72,361.33,361.9,360.37,342.83,25.53,33.79
422,360.97,23.27,362.86,362.16,362.2,362.54,361.86,363.69,361.28,361.86,360.35,343,25.54,33.81
423,360.96,23.27,362.85,362.14,362.18,362.51,361.84,363.66,361.26,361.83,360.34,343.04,25.55,33.81
424,360.94,23.29,362.83,362.14,362.15,362.48,361.81,363.62,361.27,361.81,360.37,343,25.55,33.82
425,360.9,23.28,362.83,362.12,362.13,362.46,361.77,363.59,361.26,361.81,360.38,342.95,25.55,33.82
426,360.87,23.28,362.81,362.1,362.09,362.42,361.73,363.55,361.23,361.81,360.39,342.94,25.55,33.81
427,360.85,23.29,362.81,362.1,362.08,362.39,361.71,363.51,361.21,361.81,360.41,342.94,25.54,33.83
428,360.84,23.29,362.8,362.09,362.05,362.36,361.67,363.46,361.17,361.8,360.4,342.94,25.55,33.82
429,360.81,23.28,362.79,362.07,362.03,362.33,361.65,363.41,361.12,361.75,360.38,342.92,25.54,33.83
430,360.78,23.28,362.77,362.05,362,362.3,361.61,363.37,361.08,361.7,360.35,342.85,25.54,33.83
431,360.75,23.27,362.76,362.04,361.98,362.28,361.58,363.34,361.04,361.61,360.31,342.74,25.55,33.83
432,360.73,23.27,362.76,362.03,361.98,362.26,361.57,363.31,361.03,361.52,360.28,342.68,25.55,33.83
433,360.71,23.27,362.74,362.02,361.96,362.24,361.55,363.3,361,361.45,360.25,342.61,25.55,33.83
434,360.7,23.26,362.72,362.01,361.95,362.23,361.54,363.28,360.98,361.42,360.25,342.53,25.55,33.83
435,360.68,23.27,362.71,362,361.94,362.21,361.53,363.24,360.93,361.42,360.24,342.42,25.55,33.83
436,360.66,23.27,362.7,362,361.93,362.21,361.52,363.19,360.88,361.41,360.22,342.28,25.55,33.84
437,360.64,23.26,362.61,362,361.91,362.18,361.51,363.11,360.84,361.37,360.14,342.17,25.55,33.83
438,360.61,23.26,362.49,361.97,361.88,362.16,361.48,363.03,360.8,361.33,360.06,342.1,25.55,33.82
439,360.57,23.25,362.37,361.93,361.85,362.16,361.42,363,360.77,361.32,359.98,342.03,25.55,33.83
440,360.54,23.25,362.24,361.86,361.8,362.15,361.36,362.95,360.74,361.3,359.93,341.93,25.55,33.83
441,360.51,23.25,362.16,361.78,361.75,362.13,361.31,362.92,360.7,361.27,359.94,341.87,25.55,33.83
442,360.48,23.27,362.09,361.7,361.68,362.12,361.28,362.88,360.68,361.25,359.95,341.81,25.55,33.82
443,360.46,23.27,362.01,361.61,361.6,362.09,361.24,362.83,360.65,361.24,359.96,341.74,25.56,33.82
444,360.42,23.27,361.96,361.53,361.56,362.08,361.21,362.8,360.64,361.25,359.99,341.62,25.56,33.83
445,360.38,23.27,361.92,361.46,361.53,362.02,361.19,362.78,360.64,361.25,359.98,341.47,25.55,33.82
446,360.34,23.28,361.87,361.4,361.5,362,361.17,362.78,360.64,361.24,359.88,341.37,25.55,33.83
447,360.3,23.28,361.81,361.32,361.44,361.93,361.13,362.78,360.64,361.23,359.8,341.37,25.55,33.83
448,360.25,23.28,361.79,361.23,361.4,361.88,361.09,362.78,360.61,361.19,359.72,341.53,25.56,33.84
449,360.2,23.28,361.76,361.15,361.34,361.81,361.05,362.76,360.57,361.12,359.66,341.75,25.55,33.83
450,360.16,23.28,361.75,361.13,361.31,361.75,361.03,362.73,360.52,361.05,359.67,341.9,25.55,33.82
451,360.13,23.27,361.75,361.11,361.28,361.7,360.99,362.7,360.48,361.02,359.69,342.02,25.55,33.84
452,360.1,23.28,361.75,361.09,361.25,361.65,360.96,362.66,360.43,360.98,359.7,342.15,25.54,33.84
453,360.07,23.29,361.77,361.09,361.22,361.6,360.92,362.64,360.39,360.94,359.7,342.25,25.55,33.84
454,360.04,23.28,361.77,361.08,361.19,361.54,360.88,362.6,360.36,360.89,359.69,342.35,25.56,33.84
455,360.01,23.28,361.77,361.06,361.16,361.48,360.84,362.57,360.33,360.86,359.68,342.44,25.56,33.85
456,359.97,23.28,361.76,361.04,361.11,361.43,360.77,362.53,360.28,360.83,359.61,342.51,25.56,33.84
457,359.93,23.28,361.73,361,361.05,361.39,360.7,362.5,360.24,360.79,359.57,342.48,25.55,33.84
458,359.91,23.27,361.72,360.99,361.02,361.34,360.67,362.46,360.23,360.74,359.55,342.4,25.55,33.84
459,359.88,23.27,361.72,360.98,360.99,361.3,360.65,362.42,360.2,360.69,359.51,342.28,25.54,33.83
460,359.87,23.27,361.71,360.97,360.97,361.28,360.62,362.41,360.18,360.64,359.47,342.18,25.56,33.83
461,359.84,23.27,361.7,360.96,360.94,361.26,360.6,362.38,360.15,360.6,359.39,342.06,25.55,33.83
462,359.83,23.26,361.69,360.94,360.92,361.22,360.58,362.36,360.12,360.54,359.28,341.94,25.55,33.84
463,359.79,23.27,361.68,360.93,360.91,361.19,360.54,362.33,360.08,360.49,359.09,341.81,25.55,33.83
464,359.77,23.28,361.66,360.91,360.88,361.16,360.52,362.31,360.04,360.46,358.93,341.69,25.56,33.84
465,359.74,23.27,361.65,360.89,360.86,361.13,360.48,362.28,360.01,360.43,358.82,341.58,25.56,33.83
466,359.71,23.27,361.62,360.87,360.83,361.11,360.45,362.25,360,360.43,358.67,341.37,25.56,33.84
467,359.67,23.27,361.6,360.85,360.78,361.08,360.42,362.22,359.97,360.43,358.5,341.16,25.56,33.83
468,359.65,23.27,361.58,360.85,360.75,361.05,360.39,362.19,359.91,360.39,358.43,341.04,25.55,33.83
469,359.64,23.26,361.57,360.81,360.72,361.02,360.36,362.14,359.84,360.32,358.45,340.98,25.56,33.83
470,359.61,23.26,361.53,360.78,360.71,360.97,360.32,362.09,359.78,360.24,358.51,341,25.55,33.83
471,359.59,23.26,361.48,360.74,360.66,360.92,360.29,362.04,359.72,360.19,358.56,341.06,25.56,33.83
472,359.56,23.26,361.45,360.69,360.64,360.89,360.26,362,359.7,360.14,358.59,341.14,25.55,33.84
473,359.53,23.28,361.41,360.65,360.6,360.85,360.22,361.96,359.67,360.12,358.62,341.25,25.56,33.83
474,359.51,23.27,361.37,360.6,360.56,360.83,360.18,361.93,359.64,360.11,358.64,341.37,25.55,33.83
475,359.48,23.28,361.32,360.56,360.52,360.79,360.13,361.89,359.58,360.07,358.68,341.53,25.56,33.84
476,359.43,23.28,361.28,360.51,360.47,360.76,360.09,361.85,359.54,360.03,358.71,341.7,25.56,33.83
