Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
0,375.08,377.37,379.25,381.2,381.05,383.77,381.89,383.23,381.04,351.46
1,375.05,377.36,379.24,381.2,381.05,383.78,381.89,383.23,380.98,351.48
2,375.02,377.35,379.23,381.2,381.05,383.77,381.89,383.24,380.93,351.51
3,375.0,377.34,379.23,381.21,381.05,383.79,381.92,383.28,380.9,351.51
4,374.98,377.33,379.22,381.21,381.05,383.79,381.93,383.3,380.88,351.52
5,374.96,377.32,379.23,381.2,381.06,383.79,381.94,383.33,380.86,351.58
6,374.93,377.3,379.22,381.2,381.05,383.79,381.94,383.35,380.87,351.64
7,374.92,377.29,379.22,381.19,381.06,383.8,381.94,383.37,380.93,351.69
8,374.88,377.27,379.2,381.18,381.06,383.78,381.95,383.37,381.03,351.71
9,374.85,377.24,379.19,381.18,381.06,383.79,381.97,383.37,381.11,351.67
10,374.83,377.23,379.18,381.18,381.06,383.8,381.98,383.35,381.15,351.65
11,374.8,377.21,379.18,381.17,381.05,383.79,381.99,383.3,381.16,351.64
12,374.78,377.19,379.16,381.18,381.05,383.81,382.0,383.27,381.11,351.61
13,374.78,377.19,379.17,381.17,381.06,383.81,382.01,383.24,381.07,351.63
14,374.76,377.17,379.17,381.17,381.06,383.81,382.02,383.23,381.07,351.61
15,374.75,377.16,379.17,381.17,381.06,383.82,382.02,383.26,381.08,351.59
16,374.73,377.13,379.16,381.16,381.06,383.82,382.01,383.28,381.05,351.57
17,374.7,377.12,379.15,381.16,381.05,383.83,382.0,383.29,380.98,351.57
18,374.67,377.1,379.16,381.15,381.06,383.83,381.99,383.32,380.97,351.53
19,374.63,377.07,379.15,381.15,381.04,383.83,381.99,383.34,381.03,351.49
20,374.62,377.06,379.14,381.14,381.05,383.84,382.0,383.36,381.07,351.46
21,374.59,377.04,379.13,381.13,381.05,383.84,382.01,383.36,381.09,351.43
22,374.56,377.03,379.13,381.13,381.05,383.84,382.02,383.37,381.12,351.4
23,374.54,377.01,379.13,381.14,381.05,383.85,382.03,383.39,381.14,351.37
24,374.51,377.0,379.13,381.13,381.05,383.85,382.04,383.39,381.11,351.33
25,374.49,376.99,379.14,381.13,381.05,383.85,382.06,383.39,381.05,351.31
26,374.46,376.97,379.12,381.12,381.05,383.85,382.05,383.39,380.95,351.3
27,374.43,376.95,379.12,381.11,381.04,383.85,382.05,383.38,380.87,351.32
28,374.42,376.95,379.12,381.12,381.05,383.86,382.06,383.38,380.87,351.34
29,374.41,376.95,379.12,381.11,381.06,383.84,382.07,383.38,380.89,351.36
30,374.39,376.94,379.11,381.12,381.05,383.85,382.07,383.39,380.93,351.38
31,374.37,376.91,379.1,381.12,381.04,383.85,382.06,383.42,380.94,351.39
32,374.35,376.9,379.09,381.12,381.04,383.85,382.06,383.47,380.96,351.37
33,374.33,376.88,379.08,381.12,381.04,383.84,382.07,383.49,381.02,351.35
34,374.3,376.87,379.07,381.11,381.04,383.85,382.08,383.49,381.06,351.32
35,374.28,376.85,379.07,381.11,381.05,383.85,382.09,383.5,381.07,351.31
36,374.25,376.83,379.06,381.11,381.05,383.85,382.09,383.49,381.04,351.32
37,374.24,376.81,379.06,381.12,381.05,383.86,382.1,383.49,381.02,351.37
38,374.22,376.79,379.05,381.11,381.04,383.86,382.11,383.48,381.02,351.4
39,374.21,376.79,379.04,381.11,381.05,383.85,382.12,383.46,381.06,351.41
40,374.19,376.78,379.03,381.11,381.05,383.86,382.12,383.45,381.05,351.41
41,374.18,376.77,379.03,381.11,381.06,383.86,382.13,383.44,381.04,351.43
42,374.17,376.75,379.01,381.11,381.05,383.88,382.13,383.44,381.04,351.47
43,374.14,376.74,379.01,381.12,381.05,383.87,382.15,383.46,381.07,351.49
44,374.13,376.73,379.01,381.11,381.05,383.88,382.16,383.47,381.13,351.51
45,374.11,376.72,379.0,381.11,381.06,383.88,382.17,383.48,381.2,351.5
46,374.08,376.71,378.99,381.11,381.05,383.89,382.16,383.48,381.25,351.45
47,374.06,376.7,378.98,381.11,381.05,383.9,382.16,383.49,381.3,351.4
48,374.04,376.68,378.98,381.1,381.05,383.91,382.16,383.5,381.31,351.35
49,374.02,376.67,378.98,381.11,381.05,383.92,382.17,383.52,381.34,351.32
50,374.0,376.67,378.97,381.11,381.05,383.93,382.16,383.53,381.33,351.31
51,373.97,376.65,378.97,381.11,381.05,383.93,382.17,383.54,381.32,351.37
52,373.93,376.63,378.96,381.1,381.05,383.95,382.17,383.56,381.3,351.44
53,373.9,376.61,378.96,381.11,381.05,383.96,382.19,383.56,381.26,351.48
54,373.87,376.6,378.95,381.11,381.05,383.96,382.19,383.58,381.23,351.5
55,373.85,376.59,378.95,381.09,381.04,383.97,382.2,383.6,381.24,351.52
56,373.83,376.57,378.94,381.1,381.05,383.97,382.21,383.62,381.26,351.53
57,373.82,376.56,378.94,381.09,381.04,383.98,382.21,383.64,381.31,351.5
58,373.8,376.53,378.94,381.1,381.05,383.98,382.22,383.66,381.41,351.46
59,373.79,376.52,378.94,381.1,381.04,383.98,382.22,383.66,381.42,351.41
60,373.78,376.5,378.93,381.09,381.05,383.98,382.21,383.66,381.39,351.43
61,373.77,376.49,378.93,381.1,381.04,383.98,382.22,383.64,381.33,351.44
62,373.76,376.48,378.91,381.09,381.04,383.98,382.23,383.61,381.22,351.5
63,373.74,376.46,378.9,381.09,381.05,383.97,382.24,383.59,381.11,351.59
64,373.72,376.45,378.89,381.1,381.04,383.98,382.25,383.59,381.08,351.64
65,373.71,376.44,378.88,381.1,381.04,383.99,382.26,383.58,381.09,351.71
66,373.7,376.43,378.86,381.1,381.05,383.98,382.28,383.57,381.12,351.77
67,373.69,376.43,378.87,381.1,381.05,383.99,382.29,383.58,381.14,351.8
68,373.68,376.43,378.86,381.09,381.06,383.98,382.31,383.62,381.16,351.78
69,373.65,376.41,378.86,381.09,381.06,383.98,382.32,383.66,381.19,351.8
70,373.64,376.4,378.85,381.09,381.06,383.98,382.32,383.68,381.26,351.79
71,373.59,376.37,378.84,381.09,381.06,383.99,382.33,383.69,381.36,351.74
72,373.57,376.35,378.84,381.08,381.06,383.99,382.34,383.7,381.41,351.71
73,373.54,376.33,378.83,381.08,381.06,383.99,382.34,383.7,381.37,351.68
74,373.52,376.31,378.82,381.08,381.06,383.99,382.32,383.71,381.32,351.65
75,373.5,376.29,378.82,381.07,381.06,383.99,382.32,383.7,381.28,351.63
76,373.48,376.29,378.82,381.06,381.08,383.99,382.32,383.71,381.27,351.63
77,373.47,376.28,378.82,381.06,381.07,383.99,382.31,383.71,381.29,351.63
78,373.47,376.27,378.82,381.06,381.08,384.0,382.3,383.7,381.33,351.66
79,373.45,376.26,378.82,381.06,381.07,384.0,382.29,383.72,381.37,351.68
80,373.43,376.25,378.81,381.07,381.07,384.02,382.29,383.76,381.42,351.7
81,373.41,376.24,378.8,381.07,381.07,384.02,382.3,383.81,381.44,351.65
82,373.41,376.24,378.8,381.07,381.08,384.02,382.31,383.81,381.46,351.58
83,373.38,376.22,378.78,381.06,381.07,384.03,382.32,383.8,381.43,351.52
84,373.36,376.2,378.77,381.06,381.07,384.02,382.33,383.78,381.37,351.49
85,373.35,376.19,378.77,381.07,381.07,384.03,382.36,383.78,381.3,351.49
86,373.33,376.18,378.76,381.06,381.07,384.03,382.38,383.77,381.24,351.48
87,373.32,376.17,378.77,381.06,381.08,384.04,382.4,383.78,381.17,351.46
88,373.29,376.16,378.76,381.07,381.08,384.04,382.42,383.78,381.15,351.44
89,373.28,376.14,378.75,381.07,381.09,384.05,382.44,383.8,381.21,351.5
90,373.26,376.13,378.74,381.06,381.08,384.06,382.44,383.81,381.26,351.52
91,373.24,376.11,378.74,381.06,381.08,384.06,382.44,383.82,381.32,351.54
92,373.23,376.11,378.75,381.07,381.09,384.07,382.45,383.84,381.37,351.54
93,373.22,376.1,378.73,381.07,381.09,384.07,382.45,383.85,381.41,351.51
94,373.2,376.09,378.74,381.07,381.1,384.08,382.46,383.85,381.41,351.46
95,373.18,376.07,378.73,381.07,381.09,384.09,382.45,383.85,381.39,351.38
96,373.16,376.06,378.72,381.07,381.1,384.09,382.46,383.85,381.38,351.31
97,373.14,376.06,378.71,381.07,381.1,384.09,382.46,383.85,381.35,351.28
98,373.12,376.04,378.7,381.07,381.1,384.1,382.46,383.85,381.36,351.31
99,373.11,376.04,378.71,381.08,381.11,384.11,382.46,383.84,381.37,351.33
100,373.1,376.03,378.7,381.07,381.1,384.12,382.46,383.84,381.35,351.39
101,373.09,376.03,378.7,381.08,381.11,384.13,382.45,383.84,381.34,351.45
102,373.07,376.02,378.69,381.08,381.11,384.14,382.46,383.85,381.35,351.48
103,373.05,376.01,378.68,381.08,381.1,384.14,382.45,383.86,381.37,351.5
104,373.04,376.0,378.69,381.08,381.11,384.15,382.46,383.88,381.41,351.49
105,373.01,375.98,378.68,381.08,381.11,384.15,382.47,383.9,381.44,351.49
106,372.97,375.95,378.67,381.07,381.11,384.15,382.49,383.91,381.49,351.49
107,372.95,375.92,378.67,381.08,381.11,384.16,382.51,383.92,381.5,351.48
108,372.94,375.91,378.67,381.08,381.11,384.16,382.51,383.94,381.52,351.48
