Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
0,369.11,371.45,372.94,374.16,373.64,375.98,373.74,374.64,374.03,359.05
1,369.08,371.43,372.94,374.16,373.63,375.97,373.74,374.65,373.99,359.0
2,369.06,371.4,372.93,374.15,373.63,375.97,373.73,374.66,373.97,358.97
3,369.02,371.37,372.92,374.14,373.62,375.96,373.74,374.68,373.94,358.9
4,368.97,371.33,372.9,374.13,373.61,375.96,373.73,374.68,373.92,358.84
5,368.93,371.3,372.89,374.11,373.6,375.95,373.72,374.68,373.93,358.84
6,368.92,371.28,372.89,374.1,373.6,375.94,373.73,374.68,373.96,358.85
7,368.89,371.26,372.87,374.1,373.59,375.94,373.72,374.68,373.97,358.84
8,368.84,371.22,372.87,374.08,373.59,375.93,373.72,374.68,374.0,358.83
9,368.81,371.19,372.85,374.08,373.58,375.93,373.71,374.71,374.03,358.83
10,368.77,371.17,372.84,374.07,373.57,375.93,373.73,374.73,374.05,358.82
11,368.74,371.14,372.83,374.07,373.56,375.92,373.72,374.77,374.08,358.81
12,368.71,371.11,372.81,374.05,373.55,375.92,373.74,374.8,374.1,358.75
13,368.67,371.07,372.79,374.04,373.53,375.9,373.75,374.82,374.1,358.68
14,368.63,371.04,372.78,374.03,373.53,375.9,373.77,374.85,374.09,358.64
15,368.63,371.03,372.78,374.01,373.53,375.9,373.79,374.87,374.08,358.58
16,368.6,371.0,372.76,374.01,373.52,375.9,373.8,374.88,374.07,358.55
17,368.57,370.98,372.75,374.0,373.52,375.9,373.82,374.91,374.04,358.55
18,368.54,370.96,372.74,373.99,373.52,375.9,373.84,374.91,373.99,358.57
19,368.51,370.93,372.72,373.98,373.51,375.9,373.85,374.92,373.92,358.62
20,368.49,370.91,372.71,373.98,373.51,375.9,373.87,374.92,373.89,358.65
21,368.45,370.89,372.69,373.98,373.51,375.9,373.89,374.92,373.89,358.68
22,368.4,370.84,372.66,373.97,373.49,375.9,373.9,374.92,373.9,358.69
