Time	TC1_tip	TC_9.5	TC3	TC5	TC7	TC9	TC10	TC_Bottom_rec_groove	TC4	TC6	TC8	TC_wall_ins_ext	TC_bottom_ins_groove	TC2
Seconds	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C
														
0	376.6	24.71	379.28	377.29	189.53	82.25	70.71	363.31	380.11	288.2	133.18	24.93	25.52	378.09
1	376.55	24.56	379.29	377.3	189.62	82.31	70.71	363.34	380.1	288.08	133.34	24.92	25.51	378.1
2	376.51	24.71	379.31	377.35	189.82	82.42	70.71	363.38	380.1	287.99	133.61	24.92	25.52	378.12
3	376.45	24.64	379.34	377.41	190.01	82.54	70.72	363.4	380.1	287.92	133.76	24.92	25.52	378.14
4	376.37	24.82	379.36	377.5	190.11	82.66	70.73	363.45	380.09	287.85	133.81	24.92	25.52	378.16
5	376.27	24.68	379.38	377.6	190.17	82.74	70.74	363.47	380.09	287.8	133.79	24.92	25.52	378.17
6	376.16	24.72	379.41	377.67	190.29	82.79	70.74	363.49	380.11	287.77	133.83	24.92	25.51	378.16
7	376.05	24.6	379.43	377.77	190.44	82.86	70.77	363.5	380.11	287.78	133.9	24.92	25.51	378.15
8	375.96	24.51	379.44	377.85	190.58	82.91	70.78	363.52	380.12	287.74	134.04	24.92	25.51	378.14
9	375.86	24.46	379.43	377.94	190.67	82.96	70.8	363.54	380.14	287.71	134.1	24.93	25.52	378.11
10	375.75	24.37	379.42	378.01	190.71	82.96	70.81	363.56	380.15	287.69	133.97	24.91	25.5	378.07
11	375.66	24.37	379.43	378.1	190.67	82.92	70.84	363.57	380.16	287.68	133.92	24.92	25.5	378.03
12	375.54	24.62	379.41	378.15	190.6	82.88	70.86	363.58	380.18	287.7	133.87	24.92	25.5	377.99
13	375.33	24.49	379.37	378.18	190.56	82.85	70.88	363.59	380.19	287.7	133.79	24.92	25.49	377.92
14	375.14	24.49	379.33	378.19	190.86	82.85	70.92	363.61	380.21	287.68	133.8	24.92	25.49	377.87
15	375.03	24.51	379.31	378.23	191.29	82.9	70.95	363.61	380.23	287.61	133.79	24.93	25.5	377.84
16	374.94	24.56	379.31	378.29	191.8	82.96	71	363.63	380.25	287.46	133.84	24.92	25.5	377.8
17	374.95	24.56	379.32	378.37	192.22	83	71.03	363.64	380.28	287.31	133.86	24.92	25.49	377.8
18	375.14	24.41	379.35	378.42	192.58	83.09	71.07	363.67	380.31	287.24	134.02	24.92	25.49	377.86
19	375.46	24.45	379.38	378.45	192.89	83.18	71.11	363.73	380.35	287.26	134.13	24.91	25.48	377.98
20	375.83	24.42	379.41	378.41	193.18	83.28	71.15	363.83	380.39	287.28	134.12	24.92	25.48	378.09
21	376.23	24.36	379.45	378.37	193.39	83.35	71.2	363.97	380.44	287.25	134.02	24.91	25.49	378.13
22	376.74	24.44	379.52	378.24	193.56	83.43	71.26	364.24	380.48	287.21	134.05	24.92	25.49	378.22
23	377.19	24.44	379.62	378.1	193.63	83.55	71.34	364.54	380.49	287.18	134.19	24.92	25.48	378.35
24	377.44	24.44	379.67	378	193.64	83.65	71.39	364.75	380.49	287.2	134.22	24.92	25.49	378.43
25	377.67	24.36	379.71	377.89	193.6	83.76	71.43	364.96	380.48	287.31	134.26	24.91	25.48	378.52
26	377.88	24.41	379.76	377.8	193.31	83.85	71.5	365.15	380.46	287.52	134.36	24.91	25.49	378.6
27	378.04	24.39	379.8	377.72	192.89	83.92	71.55	365.36	380.47	287.7	134.4	24.92	25.48	378.64
28	378.18	24.5	379.82	377.61	192.74	83.98	71.6	365.55	380.46	287.8	134.45	24.92	25.48	378.68
29	378.31	24.42	379.83	377.55	192.77	84.01	71.66	365.73	380.43	287.84	134.46	24.92	25.48	378.73
30	378.42	24.45	379.85	377.48	192.94	83.99	71.7	365.89	380.39	287.81	134.43	24.92	25.48	378.78
31	378.49	24.43	379.87	377.41	192.42	83.83	71.73	366.1	380.37	287.76	134.28	24.91	25.48	378.83
32	378.47	24.48	379.87	377.35	191.83	83.67	71.74	366.27	380.34	287.77	134.1	24.91	25.48	378.87
33	378.47	24.41	379.89	377.34	191.66	83.53	71.74	366.37	380.32	287.76	133.94	24.92	25.49	378.89
34	378.45	24.41	379.9	377.33	191.69	83.43	71.73	366.46	380.32	287.67	133.78	24.92	25.48	378.91
35	378.41	24.55	379.92	377.31	191.66	83.36	71.73	366.54	380.33	287.66	133.76	24.92	25.49	378.9
36	378.4	24.47	379.94	377.29	191.38	83.31	71.72	366.6	380.31	287.67	133.71	24.92	25.49	378.9
37	378.37	24.53	379.94	377.27	191.05	83.28	71.7	366.66	380.29	287.71	133.65	24.92	25.49	378.87
38	378.33	24.52	379.95	377.24	190.79	83.22	71.69	366.7	380.28	287.71	133.56	24.92	25.49	378.87
39	378.28	24.42	379.95	377.21	190.38	83.15	71.67	366.73	380.26	287.68	133.48	24.92	25.48	378.9
40	378.21	24.58	379.94	377.17	189.82	83.07	71.65	366.79	380.26	287.62	133.4	24.92	25.48	378.94
41	378.17	24.56	379.94	377.14	189.55	83	71.63	366.82	380.26	287.57	133.34	24.92	25.49	378.94
42	378.14	24.58	379.96	377.16	189.52	82.97	71.63	366.85	380.28	287.52	133.35	24.92	25.49	378.94
43	378.1	24.63	379.98	377.22	189.59	82.96	71.63	366.87	380.3	287.47	133.44	24.93	25.5	378.95
44	378.07	24.67	379.98	377.32	189.68	82.96	71.63	366.9	380.32	287.45	133.49	24.93	25.49	378.98
45	378.01	24.7	380	377.41	189.8	82.99	71.63	366.92	380.34	287.43	133.62	24.92	25.49	379
46	377.96	24.57	379.99	377.51	189.79	83	71.62	366.93	380.35	287.39	133.66	24.92	25.49	379.02
47	377.92	24.55	379.98	377.57	189.91	83.01	71.62	366.95	380.36	287.36	133.66	24.91	25.49	379
48	377.86	24.49	379.98	377.62	190.01	83.04	71.6	366.96	380.35	287.31	133.61	24.91	25.49	378.98
49	377.75	24.53	379.96	377.67	190.44	83.09	71.6	366.99	380.36	287.26	133.66	24.92	25.49	378.94
50	377.64	24.5	379.96	377.71	191.07	83.23	71.6	367.01	380.37	287.2	133.9	24.92	25.5	378.91
51	377.56	24.48	379.96	377.74	191.52	83.38	71.62	367.03	380.38	287.16	134.15	24.91	25.5	378.87
52	377.5	24.6	379.95	377.78	191.71	83.52	71.63	367.04	380.4	287.13	134.42	24.92	25.49	378.85
53	377.41	24.81	379.95	377.82	191.68	83.63	71.65	367.05	380.4	287.12	134.63	24.93	25.51	378.84
54	377.34	24.73	379.95	377.86	191.77	83.75	71.65	367.07	380.41	287.21	134.9	24.92	25.51	378.82
55	377.27	24.53	379.95	377.9	192.02	83.87	71.68	367.07	380.41	287.3	135.17	24.92	25.51	378.82
56	377.2	24.68	379.95	377.94	192.29	83.98	71.71	367.08	380.41	287.32	135.31	24.92	25.5	378.81
57	377.13	24.56	379.95	377.98	192.62	84.09	71.75	367.09	380.42	287.24	135.42	24.91	25.5	378.81
58	377.01	24.56	379.97	378.06	193.14	84.22	71.81	367.1	380.43	287.13	135.5	24.91	25.5	378.82
59	376.91	24.57	379.99	378.13	193.57	84.34	71.87	367.1	380.43	287.04	135.58	24.92	25.5	378.82
60	376.93	24.55	380	378.17	193.81	84.43	71.9	367.1	380.46	287	135.62	24.92	25.51	378.84
61	377.04	24.59	380.03	378.21	194.04	84.49	71.95	367.11	380.53	286.87	135.57	24.92	25.51	378.9
62	377.23	24.8	380.06	378.18	194.25	84.56	71.99	367.13	380.61	286.69	135.53	24.92	25.51	378.96
63	377.39	24.67	380.09	378.09	194.42	84.6	72.05	367.17	380.65	286.55	135.47	24.92	25.51	379.04
64	377.55	24.71	380.13	377.99	194.31	84.67	72.1	367.22	380.66	286.4	135.52	24.93	25.5	379.1
65	377.74	24.57	380.12	377.85	194.12	84.76	72.15	367.31	380.64	286.37	135.65	24.91	25.51	379.1
66	377.93	24.5	380.14	377.73	194.1	84.82	72.21	367.41	380.61	286.42	135.78	24.91	25.5	379.12
67	378.23	24.64	380.14	377.53	194.31	84.89	72.28	367.59	380.57	286.48	135.83	24.91	25.5	379.17
68	378.52	24.66	380.15	377.34	194.59	84.89	72.36	367.82	380.51	286.54	135.84	24.92	25.5	379.17
69	378.69	24.69	380.14	377.22	194.73	84.89	72.4	367.97	380.44	286.61	135.78	24.91	25.5	379.18
70	378.82	24.59	380.11	377.1	194.62	84.87	72.44	368.13	380.4	286.66	135.74	24.92	25.49	379.18
71	378.92	24.42	380.1	376.99	194.64	84.89	72.46	368.28	380.31	286.79	135.78	24.91	25.49	379.17
72	379	24.38	380.07	376.88	194.8	84.97	72.5	368.43	380.22	286.95	135.81	24.91	25.48	379.16
73	379.05	24.43	380.03	376.78	194.95	85.06	72.55	368.57	380.14	287.07	135.86	24.9	25.49	379.14
74	379.1	24.36	380	376.69	195.08	85.14	72.61	368.72	380.05	287.2	135.91	24.91	25.48	379.11
75	379.11	24.41	379.95	376.57	195.15	85.19	72.65	368.84	379.96	287.27	135.87	24.91	25.49	379.08
76	379.09	24.49	379.87	376.42	195.05	85.25	72.72	369.04	379.87	287.33	135.94	24.91	25.49	379.02
77	379.07	24.5	379.79	376.27	194.97	85.34	72.8	369.24	379.8	287.34	135.96	24.91	25.49	378.94
78	379.06	24.5	379.74	376.18	194.86	85.39	72.84	369.36	379.71	287.38	136.07	24.91	25.49	378.89
79	379.03	24.64	379.68	376.09	194.66	85.38	72.9	369.49	379.62	287.45	136.01	24.91	25.5	378.86
80	379	24.73	379.62	375.99	194.38	85.38	72.93	369.61	379.51	287.57	135.96	24.91	25.49	378.81
81	378.98	24.77	379.56	375.89	194.16	85.35	72.96	369.71	379.42	287.72	135.97	24.91	25.5	378.76
82	378.93	24.64	379.5	375.81	194.2	85.32	72.99	369.8	379.32	287.75	135.94	24.91	25.5	378.69
83	378.89	24.72	379.44	375.74	194.11	85.27	73.01	369.89	379.24	287.76	135.99	24.92	25.5	378.62
84	378.82	24.67	379.38	375.68	194.2	85.22	73.04	369.99	379.2	287.72	135.99	24.91	25.5	378.57
85	378.71	24.61	379.28	375.57	194.29	85.11	73.06	370.08	379.12	287.61	135.88	24.91	25.5	378.48
86	378.63	24.68	379.21	375.44	193.8	84.99	73.05	370.16	379.03	287.46	135.75	24.91	25.5	378.4
87	378.59	24.71	379.16	375.39	193.29	84.92	73.05	370.2	378.96	287.34	135.56	24.91	25.5	378.35
88	378.54	24.85	379.11	375.32	193.13	84.91	73.05	370.25	378.9	287.24	135.61	24.92	25.5	378.32
89	378.49	24.83	379.07	375.24	193.34	84.89	73.03	370.27	378.83	287	135.63	24.92	25.5	378.29
90	378.43	24.72	379.02	375.17	193.56	84.88	73.03	370.31	378.77	286.66	135.58	24.92	25.5	378.27
91	378.42	24.73	378.97	375.09	193.81	84.87	73.04	370.33	378.72	286.4	135.48	24.92	25.51	378.24
92	378.4	24.62	378.9	374.98	193.99	84.83	73.02	370.34	378.63	286.02	135.33	24.92	25.51	378.2
93	378.35	24.66	378.85	374.88	194.1	84.81	73.01	370.38	378.53	285.71	135.25	24.91	25.51	378.13
