Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC_9.5,TC10
0,363.55,367.81,354.49,191.2,121.95,80.95,64.78,53.25,40.26,373.49,36.72
1,363.53,367.83,354.39,191.14,121.93,80.95,64.8,53.32,40.3,373.48,36.75
2,363.5,367.83,354.33,191.13,121.89,80.95,64.8,53.32,40.35,373.54,36.75
3,363.48,367.84,354.33,190.97,121.87,81.3,64.72,53.49,40.37,374.0,36.76
4,363.46,367.84,354.32,190.79,121.84,80.98,64.77,53.26,40.4,374.47,36.78
5,363.44,367.84,354.3,190.96,121.79,81.19,64.83,53.52,40.39,374.13,36.81
6,363.4,367.84,354.3,190.67,121.71,81.08,64.91,53.51,40.44,373.57,36.79
7,363.39,367.85,354.35,191.01,121.63,81.01,64.9,53.46,40.52,373.02,36.8
8,363.36,367.84,354.41,191.0,121.59,81.11,64.86,53.69,40.55,372.75,36.81
9,363.34,367.84,354.43,191.03,121.56,80.98,64.81,53.44,40.53,372.97,36.83
10,363.31,367.83,354.45,191.21,121.5,81.1,64.79,53.6,40.53,374.14,36.83
11,363.29,367.83,354.47,190.98,121.44,80.95,64.81,53.46,40.51,375.19,36.84
12,363.27,367.83,354.55,191.37,121.38,81.13,64.86,53.5,40.51,375.1,36.85
13,363.27,367.84,354.7,190.9,121.35,81.03,64.88,53.85,40.5,375.01,36.83
14,363.24,367.85,354.79,190.8,121.35,81.0,64.93,53.54,40.5,375.37,36.84
15,363.19,367.84,354.85,191.65,121.33,81.62,64.92,54.17,40.55,374.21,36.85
16,363.16,367.84,355.05,190.9,121.28,81.01,64.96,53.72,40.68,373.56,36.85
17,363.14,367.86,355.14,191.6,121.21,81.32,64.97,54.04,40.79,373.15,36.87
18,363.13,367.86,355.32,191.01,121.19,80.97,64.97,54.38,40.88,374.52,36.91
19,363.11,367.88,355.52,191.4,121.19,81.3,64.98,53.78,40.95,374.57,36.92
20,363.09,367.89,355.69,191.58,121.19,81.4,64.95,54.36,41.04,374.73,36.97
21,363.07,367.9,355.88,191.22,121.17,80.94,64.95,53.89,41.15,375.39,37.03
22,363.04,367.92,356.01,191.68,121.15,81.19,64.93,54.12,41.25,375.09,37.04
23,363.04,367.94,356.14,191.67,121.16,80.9,64.91,53.99,41.29,376.01,37.09
24,363.02,367.97,356.33,192.26,121.15,80.89,64.84,53.71,41.29,375.45,37.14
25,362.98,367.99,356.42,192.4,121.15,81.28,64.83,54.14,41.27,375.42,37.17
26,362.98,368.02,356.45,192.61,121.19,80.85,64.88,53.81,41.3,376.0,37.2
27,362.94,368.03,356.55,193.21,121.22,81.29,64.86,54.31,41.33,375.79,37.23
28,362.92,368.07,356.63,192.89,121.25,80.87,64.85,54.37,41.39,376.05,37.32
29,362.91,368.09,356.69,193.35,121.29,81.11,64.88,54.0,41.46,375.28,37.3
30,362.9,368.12,356.71,193.38,121.32,81.17,64.84,54.41,41.53,375.71,37.33
31,362.88,368.14,356.67,193.69,121.35,80.87,64.89,54.19,41.59,375.28,37.37
32,362.85,368.16,356.59,193.86,121.37,81.05,64.88,54.44,41.62,375.25,37.42
33,362.82,368.2,356.57,193.67,121.45,80.88,64.96,54.39,41.66,375.31,37.4
34,362.79,368.23,356.52,193.88,121.54,80.89,65.04,54.4,41.73,374.78,37.44
35,362.77,368.25,356.55,194.01,121.57,80.9,65.1,54.49,41.78,374.26,37.46
36,362.75,368.25,356.75,194.21,121.62,80.89,65.12,54.48,41.82,373.55,37.5
37,362.73,368.3,356.99,194.41,121.69,80.89,65.11,54.36,41.82,371.64,37.54
38,362.74,368.25,357.14,194.49,121.75,80.87,65.07,54.2,41.78,369.88,37.56
39,362.75,368.18,356.86,194.44,121.79,80.85,64.99,54.01,41.72,369.16,37.59
40,362.97,368.17,356.35,194.26,121.82,80.81,64.9,53.82,41.65,368.99,37.61
41,363.62,368.22,355.81,194.04,121.85,80.77,64.8,53.62,41.57,368.08,37.62
42,364.76,368.26,355.05,193.88,121.85,80.74,64.63,53.52,41.44,367.25,37.63
43,365.66,368.22,354.24,193.67,121.84,80.68,64.46,53.37,41.32,366.97,37.62
44,366.14,368.2,353.74,193.48,121.84,80.64,64.35,53.22,41.23,366.82,37.62
45,366.52,368.16,353.34,193.47,121.86,80.58,64.22,53.08,41.15,366.34,37.59
46,366.83,368.09,352.99,193.42,121.86,80.53,64.09,52.99,41.12,365.52,37.58
47,367.0,367.97,352.62,193.31,121.86,80.47,63.99,52.96,41.1,365.94,37.57
48,367.13,367.89,352.22,193.33,121.87,80.43,63.92,52.94,41.1,366.05,37.58
49,367.24,367.8,351.75,193.42,121.9,80.4,63.88,52.93,41.1,365.47,37.55
50,367.31,367.71,351.37,193.37,121.89,80.35,63.81,52.9,41.11,364.14,37.54
51,367.38,367.58,351.21,193.26,121.87,80.3,63.73,52.92,41.1,363.97,37.55
52,367.32,367.52,351.33,193.3,121.89,80.29,63.72,53.01,41.09,365.34,37.53
53,367.3,367.64,351.28,193.39,121.93,80.26,63.72,53.03,41.06,366.44,37.53
54,367.26,368.29,351.24,193.58,121.98,80.27,63.73,53.11,41.07,366.89,37.53
55,367.17,368.97,351.17,193.81,122.04,80.29,63.71,53.2,41.12,365.82,37.53
