Time,TC1_tip,TC_9.5,TC3,TC5,TC7,TC9,TC10,TC_Bottom_rec_groove,TC4,TC6,TC8,TC_wall_ins_ext,TC_bottom_ins_groove,TC2
Seconds,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C,°C
,,,,,,,,,,,,,,
0,371.72,378.51,378.03,377.21,182.88,68.95,57.78,366.21,380.86,275.54,121.16,26.6,27.44,375.1
1,371.69,377.87,378.03,377.24,182.98,68.95,57.77,366.2,380.88,275.55,121.19,26.6,27.45,375.08
2,371.65,377.49,378.04,377.32,183.12,68.97,57.76,366.17,380.9,275.58,121.33,26.61,27.45,375.07
3,371.62,377.38,378.05,377.4,183.27,69,57.76,366.15,380.92,275.61,121.53,26.61,27.45,375.05
4,371.59,377.4,378.04,377.45,183.38,69.05,57.74,366.12,380.95,275.64,121.69,26.61,27.46,375.04
5,371.57,377.63,378.05,377.49,183.46,69.12,57.74,366.1,380.97,275.66,121.8,26.61,27.46,375.03
6,371.56,378.04,378.06,377.53,183.33,69.14,57.76,366.1,380.98,275.67,121.67,26.61,27.46,375.02
7,371.54,378.66,378.09,377.55,183.03,69.11,57.77,366.08,381.01,275.67,121.45,26.62,27.45,375.02
8,371.53,379.52,378.1,377.58,182.78,69.05,57.76,366.06,381.03,275.66,121.14,26.61,27.45,375.02
9,371.5,379.58,378.1,377.6,182.62,68.97,57.76,366.05,381.05,275.65,120.93,26.61,27.46,375.01
10,371.47,378.48,378.11,377.63,182.56,68.91,57.75,366.02,381.07,275.65,120.9,26.61,27.46,375
11,371.44,378,378.13,377.67,182.55,68.84,57.75,365.99,381.09,275.67,120.86,26.6,27.45,374.97
12,371.4,378.3,378.14,377.71,182.41,68.8,57.74,365.96,381.1,275.7,120.81,26.6,27.45,374.94
13,371.37,378.6,378.14,377.74,182.27,68.75,57.73,365.95,381.11,275.73,120.67,26.6,27.45,374.91
14,371.35,378.75,378.14,377.76,182.25,68.71,57.72,365.94,381.13,275.78,120.62,26.61,27.45,374.9
15,371.34,378.31,378.15,377.79,182.33,68.7,57.71,365.91,381.15,275.82,120.65,26.61,27.46,374.88
16,371.32,379.96,378.16,377.81,182.54,68.72,57.7,365.89,381.18,275.88,120.78,26.61,27.46,374.86
17,371.29,382.67,378.17,377.83,182.82,68.75,57.71,365.88,381.22,276,120.89,26.61,27.47,374.87
18,371.28,383.3,378.19,377.84,183.01,68.77,57.69,365.86,381.32,276.1,120.94,26.62,27.47,375.2
19,371.65,382.37,378.21,377.86,183.19,68.82,57.7,365.86,381.32,276.17,121.02,26.61,27.46,375.43
20,372.53,380.86,378.21,377.7,183.24,68.86,57.7,365.9,381.24,276.21,121.1,26.61,27.46,375.85
21,373.26,379.81,378.21,377.49,183.03,68.83,57.68,366,381.12,276.19,121.01,26.61,27.46,376.16
22,373.75,379.05,378.25,377.34,182.78,68.77,57.67,366.1,380.94,276.1,120.75,26.61,27.45,376.4
23,374.27,378.46,378.29,377.15,182.6,68.73,57.65,366.2,380.79,275.98,120.6,26.61,27.46,376.59
24,374.78,378.15,378.39,376.96,182.61,68.73,57.63,366.33,380.65,275.9,120.66,26.61,27.46,376.8
25,375.28,378,378.5,376.77,182.58,68.72,57.61,366.46,380.55,275.88,120.61,26.61,27.45,377.04
26,375.77,378.22,378.6,376.56,182.53,68.66,57.61,366.61,380.46,275.88,120.5,26.6,27.46,377.24
27,376.15,377.88,378.67,376.37,182.49,68.59,57.59,366.77,380.34,275.86,120.37,26.61,27.45,377.42
28,376.45,377.42,378.74,376.17,182.39,68.51,57.57,366.92,380.23,275.81,120.28,26.62,27.46,377.61
29,376.87,377.66,378.86,375.91,182.25,68.42,57.55,367.17,380.12,275.78,120.22,26.61,27.46,377.78
30,377.21,377.79,378.96,375.65,182.21,68.36,57.51,367.41,380.01,275.76,120.23,26.61,27.45,378
31,377.43,377.74,379.02,375.5,182.24,68.33,57.49,367.57,379.91,275.72,120.27,26.61,27.46,378.09
32,377.57,377.28,379.07,375.36,182.26,68.37,57.48,367.73,379.82,275.66,120.24,26.61,27.46,378.15
33,377.74,377.08,379.12,375.25,182.27,68.39,57.47,367.88,379.79,275.65,120.3,26.61,27.45,378.27
34,377.91,377.47,379.17,375.12,182.3,68.38,57.45,368.01,379.73,275.61,120.36,26.61,27.46,378.32
35,378.02,378.04,379.22,375.01,182.21,68.33,57.43,368.14,379.66,275.54,120.32,26.61,27.46,378.37
36,378.07,378.57,379.24,374.89,181.93,68.26,57.4,368.27,379.59,275.39,120.04,26.61,27.46,378.39
37,378.14,378.18,379.26,374.78,181.62,68.17,57.38,368.37,379.53,275.23,119.79,26.61,27.45,378.45
38,378.19,377.59,379.29,374.64,181.41,68.08,57.34,368.5,379.51,275.06,119.8,26.61,27.47,378.47
39,378.23,377.09,379.3,374.49,181.31,68.04,57.3,368.59,379.49,274.89,119.87,26.61,27.47,378.45
40,378.18,376.76,379.3,374.39,181.28,68.01,57.27,368.62,379.49,274.68,119.85,26.62,27.47,378.41
41,378.16,376.77,379.3,374.32,181.22,67.99,57.25,368.65,379.49,274.44,119.84,26.61,27.47,378.44
42,378.17,376.97,379.29,374.24,181.18,67.99,57.22,368.67,379.5,274.23,119.85,26.61,27.47,378.43
43,378.17,377.33,379.31,374.19,181.29,67.99,57.2,368.69,379.53,273.91,119.94,26.62,27.47,378.44
44,378.17,377.85,379.33,374.14,181.41,68.01,57.18,368.7,379.54,273.54,120.09,26.61,27.47,378.43
45,378.18,378.54,379.36,374.1,181.5,68.03,57.15,368.71,379.53,273.12,120.26,26.61,27.47,378.45
46,378.16,378.98,379.4,374.07,181.57,68.06,57.13,368.72,379.53,272.69,120.34,26.62,27.47,378.48
47,378.14,378.42,379.44,374.05,181.46,68.12,57.11,368.73,379.54,272.41,120.33,26.62,27.48,378.51
48,378.08,377.25,379.48,374.08,181.43,68.22,57.09,368.73,379.54,272.03,120.38,26.61,27.47,378.49
49,378.03,377.63,379.5,374.12,181.34,68.27,57.09,368.73,379.52,271.67,120.47,26.62,27.48,378.48
50,377.97,378.68,379.51,374.18,181.26,68.33,57.09,368.73,379.52,271.35,120.55,26.61,27.47,378.49
51,377.91,378.73,379.51,374.22,181.25,68.33,57.08,368.74,379.51,271.02,120.54,26.6,27.47,378.5
52,377.83,376.6,379.52,374.27,181.22,68.33,57.08,368.73,379.53,270.75,120.54,26.61,27.47,378.49
53,377.78,375.78,379.52,374.31,181.15,68.33,57.07,368.74,379.6,270.51,120.45,26.62,27.47,378.47
54,377.74,375.68,379.51,374.32,181.12,68.31,57.05,368.74,379.66,270.36,120.38,26.61,27.46,378.41
55,377.7,375.51,379.49,374.32,181.15,68.29,57.04,368.73,379.71,270.17,120.39,26.61,27.47,378.33
56,377.64,375.68,379.48,374.31,181.26,68.29,57.02,368.73,379.76,269.95,120.39,26.61,27.47,378.27
57,377.58,376.04,379.46,374.3,181.26,68.29,57.02,368.74,379.81,269.71,120.31,26.62,27.47,378.17
58,377.53,376.34,379.44,374.3,181.18,68.29,57.02,368.74,379.85,269.47,120.26,26.62,27.46,378.11
59,377.46,377.3,379.42,374.31,181.09,68.29,57.01,368.73,379.9,269.25,120.26,26.62,27.47,378.06
60,377.38,378.22,379.39,374.31,181.01,68.3,57,368.72,379.97,269.05,120.3,26.63,27.46,378.05
61,377.3,378.53,379.36,374.33,180.98,68.31,57.01,368.72,380.02,268.92,120.29,26.63,27.46,378.06
62,377.23,378.34,379.35,374.36,180.91,68.34,57.02,368.72,380.09,268.78,120.26,26.63,27.45,378.09
63,377.14,376.92,379.31,374.37,180.72,68.34,57.02,368.72,380.14,268.65,120.16,26.62,27.46,378.11
64,377.04,376.19,379.3,374.42,180.61,68.36,57.04,368.7,380.19,268.53,120.15,26.63,27.45,378.15
65,376.86,377.29,379.29,374.5,180.51,68.38,57.03,368.7,380.25,268.44,120.15,26.62,27.46,378.2
66,376.89,376.97,379.15,374.39,180.23,68.37,57.05,368.63,380.12,268.3,120.05,26.62,27.42,378.26
67,376.5,376.57,378.35,373.74,179.78,68.33,57.05,368.61,379.18,267.99,119.81,26.63,27.38,377.03
68,375.02,375.66,377,372.58,179.3,68.25,57.02,368.61,377.15,267.54,119.36,26.64,27.37,374.87
69,372.84,374.87,375.19,370.87,178.86,68.15,57,368.59,374.42,266.83,118.92,26.63,27.37,371.97
70,370.11,374.25,373.05,368.73,178.33,68.01,56.97,368.59,372.27,266.23,118.57,26.63,27.37,368.37
71,366.92,373.97,370.53,366.22,177.59,67.86,56.96,368.59,368.63,265.13,117.98,26.63,27.36,364.12
72,363.27,374.29,367.72,363.44,176.89,67.7,56.92,368.58,364.98,263.98,117.71,26.63,27.36,359.78
73,359.43,374.57,364.72,360.43,176.35,67.62,56.9,368.57,361.19,262.67,117.53,26.62,27.36,355.59
74,353.24,374.94,359.96,355.55,175.63,67.51,56.86,368.58,357.44,261.27,117.32,26.62,27.36,349.53
75,347.35,376.15,355.14,350.34,174.83,67.37,56.81,368.59,353.51,259.7,116.99,26.63,27.37,343.51
76,343.62,380.2,351.79,346.7,174.24,67.28,56.76,368.58,349.46,258.04,116.66,26.63,27.38,339.42
77,340.04,381.28,348.41,342.99,173.63,67.19,56.7,368.58,346.75,256.88,116.45,26.63,27.38,335.29
78,336.53,380.85,344.99,339.24,172.98,67.11,56.67,368.61,342.68,255.08,116.11,26.63,27.38,331.34
79,333.07,380.36,341.57,335.49,172.31,67.01,56.62,368.67,338.61,253.25,115.8,26.63,27.4,327.39
80,329.65,379.58,338.13,331.71,171.62,66.94,56.57,368.76,334.54,251.35,115.49,26.64,27.4,323.46
81,326.31,378.93,334.7,327.94,170.87,66.85,56.52,368.87,330.47,249.4,115.14,26.63,27.4,319.66
82,323,378.61,331.21,324.18,170.11,66.77,56.47,368.96,326.4,247.41,114.79,26.63,27.41,315.93
83,318.08,378.52,326.03,318.6,168.88,66.63,56.4,369.11,322.32,245.37,114.37,26.63,27.4,310.43
84,313.15,378.61,320.85,313.04,167.56,66.48,56.31,369.3,319.56,243.99,114.12,26.62,27.4,304.8
85,309.83,378.61,317.39,309.39,166.63,66.37,56.26,369.42,315.46,241.91,113.66,26.64,27.42,301.08
86,306.54,378.69,313.95,305.79,165.75,66.26,56.2,369.56,311.42,239.81,113.18,26.63,27.41,297.44
87,303.32,378.92,310.55,302.23,164.86,66.16,56.16,369.68,307.44,237.69,112.75,26.64,27.42,293.9
88,300.15,379.21,307.14,298.69,163.92,66.03,56.1,369.78,303.44,235.57,112.29,26.63,27.42,290.36
89,296.96,380.04,303.73,295.18,162.98,65.93,56.05,369.88,300.78,234.14,112,26.63,27.42,286.83
90,293.83,379.88,300.38,291.73,162.01,65.81,55.99,369.98,296.84,232.01,111.56,26.63,27.41,283.35
91,290.71,378.97,297.06,288.34,161.08,65.71,55.93,370.07,292.93,229.88,111.16,26.63,27.42,279.94
92,286,377.93,292.11,283.29,159.63,65.57,55.82,370.2,289.05,227.75,110.81,26.64,27.43,274.81
