Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC_9.5,TC10
0,378.83,381.47,367.44,201.86,125.32,75.84,56.44,44.65,34.02,22.14,31.59
1,378.8,381.48,367.39,201.99,125.32,75.86,56.53,44.73,34.1,22.1,31.6
2,378.78,381.48,367.35,202.17,125.34,75.89,56.62,44.85,34.2,22.23,31.63
3,378.75,381.47,367.27,202.29,125.38,75.91,56.72,44.93,34.3,22.33,31.67
4,378.73,381.46,367.2,202.43,125.45,75.95,56.76,45.01,34.4,22.27,31.7
5,378.69,381.45,367.11,202.6,125.53,75.99,56.8,45.06,34.47,22.11,31.72
6,378.65,381.44,367.06,202.76,125.7,76.03,56.85,45.13,34.55,22.25,31.78
7,378.61,381.43,367.09,202.97,125.89,76.11,57.01,45.23,34.64,22.31,31.85
8,378.59,381.41,367.14,203.13,126.0,76.17,57.03,45.29,34.67,22.33,31.88
9,378.55,381.4,367.22,203.26,126.14,76.22,57.1,45.36,34.71,22.44,31.9
10,378.54,381.39,367.28,203.34,126.25,76.26,57.17,45.39,34.74,22.4,31.94
11,378.53,381.41,367.33,203.44,126.34,76.31,57.26,45.41,34.76,22.29,31.97
12,378.49,381.42,367.35,203.55,126.41,76.36,57.31,45.44,34.77,22.16,32.0
13,378.46,381.42,367.37,203.6,126.47,76.41,57.33,45.44,34.75,22.2,31.99
14,378.42,381.43,367.51,203.71,126.6,76.46,57.36,45.44,34.74,22.39,32.04
15,378.37,381.44,367.67,203.78,126.72,76.52,57.42,45.49,34.73,22.36,32.05
16,378.35,381.45,367.69,203.81,126.8,76.58,57.54,45.57,34.75,22.55,32.07
17,378.33,381.46,367.68,203.85,126.92,76.65,57.67,45.71,34.81,22.51,32.12
18,378.31,381.47,367.7,204.05,127.04,76.73,57.78,45.88,34.9,22.46,32.14
19,378.27,381.48,367.74,204.3,127.17,76.85,57.92,46.1,35.01,22.51,32.16
20,378.25,381.49,367.78,204.54,127.26,76.98,58.15,46.35,35.12,22.64,32.21
21,378.22,381.51,367.86,204.79,127.39,77.11,58.39,46.56,35.26,22.67,32.25
22,378.19,381.52,367.95,204.83,127.5,77.22,58.55,46.59,35.35,22.41,32.31
23,378.18,381.55,368.07,204.87,127.66,77.33,58.69,46.57,35.42,22.54,32.39
24,378.16,381.56,368.15,204.9,127.83,77.4,58.77,46.54,35.44,22.51,32.46
25,378.17,381.53,368.08,204.92,127.92,77.49,58.83,46.48,35.46,22.32,32.5
26,378.19,381.7,367.76,204.86,127.96,77.56,58.83,46.42,35.43,22.37,32.55
27,378.38,381.87,367.55,204.74,128.0,77.61,58.84,46.35,35.39,22.39,32.57
28,378.7,382.14,367.34,204.57,128.02,77.65,58.85,46.32,35.38,22.43,32.6
29,378.99,382.34,366.97,204.4,128.02,77.69,58.85,46.29,35.37,22.32,32.61
30,379.23,382.33,366.54,204.25,128.03,77.72,58.8,46.25,35.34,22.44,32.63
31,379.61,382.28,366.11,204.19,128.04,77.74,58.79,46.26,35.32,22.49,32.64
32,380.11,382.22,365.86,204.12,128.05,77.78,58.76,46.18,35.3,22.68,32.64
33,380.71,382.09,365.55,204.01,128.01,77.8,58.7,46.13,35.26,22.63,32.67
34,381.14,381.97,365.36,203.82,127.96,77.81,58.63,46.08,35.22,22.74,32.69
35,381.37,381.89,365.18,203.65,127.94,77.82,58.57,46.02,35.2,22.71,32.69
36,381.49,381.8,364.94,203.5,127.88,77.83,58.53,46.0,35.17,22.75,32.7
37,381.61,381.73,364.72,203.32,127.84,77.87,58.51,46.02,35.15,22.92,32.72
38,381.72,381.64,364.49,203.23,127.81,77.88,58.49,46.01,35.13,22.77,32.72
39,381.8,381.55,364.34,203.19,127.78,77.88,58.45,45.97,35.12,22.73,32.72
40,381.84,381.49,364.14,203.08,127.76,77.89,58.36,45.92,35.1,22.68,32.72
41,381.88,381.43,363.94,202.94,127.7,77.88,58.35,45.91,35.08,22.62,32.73
42,381.92,381.37,363.93,202.72,127.59,77.88,58.34,45.91,35.04,22.53,32.69
43,381.91,381.28,364.04,202.47,127.52,77.86,58.29,45.89,35.02,22.6,32.69
44,381.91,381.24,364.2,202.36,127.47,77.85,58.28,45.89,35.0,22.58,32.68
45,381.89,381.21,364.23,202.4,127.47,77.84,58.31,45.92,34.98,22.76,32.66
46,381.85,381.18,364.21,202.48,127.47,77.87,58.32,45.94,34.97,22.76,32.66
47,381.82,381.15,364.23,202.54,127.49,77.88,58.32,45.96,34.96,22.75,32.68
48,381.77,381.11,364.35,202.54,127.5,77.88,58.32,45.94,34.93,22.86,32.67
49,381.72,381.06,364.5,202.42,127.48,77.9,58.28,45.89,34.91,22.73,32.65
50,381.68,381.04,364.7,202.2,127.44,77.88,58.26,45.85,34.88,22.6,32.64
51,381.65,381.08,365.02,201.97,127.35,77.85,58.2,45.81,34.86,22.25,32.62
52,381.6,381.16,365.44,201.88,127.29,77.84,58.1,45.78,34.81,22.36,32.56
53,381.55,381.25,365.67,201.86,127.25,77.83,58.05,45.76,34.8,22.28,32.56
54,381.5,381.34,365.76,201.74,127.22,77.8,57.97,45.71,34.78,22.52,32.54
55,381.43,381.45,365.73,201.71,127.21,77.77,57.95,45.7,34.76,22.3,32.52
56,381.34,381.52,365.8,201.78,127.21,77.75,57.93,45.72,34.75,22.79,32.5
57,381.26,381.64,365.74,201.87,127.21,77.74,57.9,45.68,34.72,23.6,32.48
58,381.17,381.73,365.66,201.95,127.23,77.72,57.88,45.66,34.73,23.76,32.47
59,381.07,381.69,365.58,201.97,127.24,77.72,57.87,45.68,34.71,23.9,32.45
