Time	TC1_tip	TC_9.5	TC3	TC5	TC7	TC9	TC10	TC_Bottom_rec_groove	TC4	TC6	TC8	TC_wall_ins_ext	TC_bottom_ins_groove	TC2
Seconds	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C
														
0	378.12	383.39	380.65	376.89	186.94	66.36	54.62	373.81	381.1	289.09	120.18	23.74	27.93	379.54
1	378.07	383.55	380.66	376.88	187.17	66.41	54.64	373.79	381.1	289.11	120.24	23.73	27.92	379.53
2	378.05	383.64	380.66	376.9	187.37	66.45	54.65	373.76	381.09	289.15	120.27	23.74	27.92	379.52
3	378	383.64	380.65	376.96	187.49	66.47	54.67	373.73	381.08	289.21	120.29	23.74	27.93	379.51
4	377.96	383.63	380.64	377.01	187.55	66.49	54.68	373.7	381.09	289.24	120.27	23.74	27.92	379.49
5	377.92	383.55	380.63	377.01	187.55	66.49	54.69	373.68	381.08	289.21	120.27	23.74	27.92	379.47
6	377.87	383.77	380.62	376.99	187.54	66.48	54.7	373.64	381.08	289.18	120.26	23.75	27.93	379.46
7	377.81	384	380.61	376.9	187.59	66.47	54.71	373.61	381.09	289.14	120.23	23.75	27.93	379.43
8	377.76	384.08	380.61	376.83	187.65	66.44	54.72	373.57	381.09	289.08	120.23	23.75	27.93	379.41
9	377.72	383.97	380.6	376.77	187.64	66.42	54.71	373.52	381.1	289.05	120.22	23.74	27.93	379.38
10	377.68	383.71	380.59	376.73	187.58	66.42	54.72	373.49	381.12	289.03	120.22	23.74	27.93	379.36
11	377.66	383.64	380.59	376.71	187.59	66.41	54.75	373.47	381.13	289.03	120.24	23.74	27.92	379.33
12	377.63	383.65	380.58	376.68	187.64	66.41	54.76	373.44	381.14	289.04	120.34	23.75	27.93	379.31
13	377.6	383.54	380.58	376.69	187.68	66.42	54.77	373.4	381.15	289.02	120.39	23.75	27.93	379.29
14	377.57	383.57	380.57	376.69	187.62	66.42	54.78	373.38	381.17	288.96	120.35	23.74	27.92	379.28
15	377.54	383.68	380.56	376.67	187.55	66.4	54.79	373.35	381.18	288.9	120.29	23.75	27.93	379.25
16	377.49	383.6	380.56	376.63	187.49	66.35	54.79	373.3	381.2	288.88	120.21	23.75	27.93	379.23
17	377.44	383.56	380.56	376.59	187.35	66.31	54.81	373.25	381.19	288.8	120.1	23.75	27.93	379.19
18	377.4	383.65	380.55	376.59	187.26	66.28	54.79	373.22	381.18	288.72	120.02	23.75	27.93	379.16
19	377.36	383.58	380.55	376.59	187.17	66.25	54.8	373.19	381.17	288.65	119.93	23.75	27.93	379.15
20	377.32	383.39	380.55	376.59	187.14	66.22	54.81	373.15	381.17	288.62	119.86	23.76	27.93	379.14
21	377.28	383.4	380.54	376.61	187.15	66.21	54.8	373.13	381.14	288.57	119.83	23.75	27.92	379.12
22	377.26	383.54	380.54	376.63	187.11	66.21	54.8	373.1	381.13	288.53	119.78	23.75	27.93	379.1
23	377.22	383.56	380.54	376.68	187.03	66.21	54.8	373.07	381.14	288.56	119.87	23.75	27.94	379.09
24	377.19	383.51	380.53	376.73	186.9	66.27	54.79	373.04	381.14	288.63	120.11	23.75	27.94	379.07
25	377.13	383.43	380.52	376.85	186.88	66.39	54.8	373	381.15	288.72	120.31	23.76	27.92	379.03
26	377.08	383.51	380.51	376.96	186.93	66.48	54.8	372.95	381.14	288.81	120.47	23.75	27.93	379.01
27	377.05	383.75	380.5	377.02	186.97	66.52	54.78	372.92	381.14	288.89	120.49	23.76	27.94	378.99
28	377.02	383.76	380.5	377.04	186.99	66.52	54.78	372.89	381.13	288.9	120.41	23.76	27.94	378.96
29	376.98	383.43	380.48	377.05	187.02	66.54	54.78	372.85	381.14	288.93	120.38	23.77	27.93	378.94
30	376.95	383.23	380.48	377.06	187.09	66.56	54.79	372.83	381.14	288.96	120.35	23.77	27.94	378.92
31	376.92	383.37	380.48	377.04	187.18	66.58	54.78	372.8	381.14	289	120.39	23.76	27.94	378.91
32	376.9	383.23	380.47	377.03	187.27	66.61	54.78	372.78	381.13	289.01	120.48	23.76	27.95	378.9
33	376.87	383.07	380.47	377	187.27	66.61	54.79	372.74	381.14	288.99	120.37	23.77	27.95	378.87
34	376.82	382.91	380.47	376.99	187.11	66.57	54.79	372.69	381.12	289	120.21	23.77	27.94	378.85
35	376.79	382.72	380.46	377.01	187.01	66.54	54.81	372.64	381.12	288.99	120.15	23.77	27.93	378.82
36	376.76	382.66	380.46	377.07	187	66.6	54.82	372.61	381.12	288.95	120.12	23.76	27.94	378.79
37	376.74	382.73	380.44	377.12	187.07	66.66	54.82	372.58	381.13	288.95	120.25	23.76	27.94	378.78
38	376.69	383.29	380.43	377.16	187.16	66.7	54.84	372.54	381.12	289.06	120.44	23.77	27.95	378.76
39	376.67	383.78	380.43	377.19	187.26	66.71	54.87	372.52	381.12	289.1	120.47	23.76	27.94	378.74
40	376.64	383.91	380.43	377.19	187.34	66.71	54.89	372.49	381.14	289.13	120.55	23.77	27.95	378.72
41	376.61	383.91	380.42	377.18	187.39	66.67	54.91	372.46	381.13	289.11	120.61	23.77	27.95	378.7
42	376.58	383.75	380.42	377.17	187.44	66.63	54.92	372.42	381.15	289.05	120.58	23.77	27.94	378.67
43	376.53	383.16	380.4	377.12	187.44	66.62	54.95	372.38	381.16	289.03	120.55	23.77	27.94	378.63
44	376.48	382.96	380.4	377.04	187.4	66.62	54.95	372.33	381.17	288.99	120.52	23.77	27.95	378.6
45	376.44	383.17	380.39	377.01	187.41	66.64	54.98	372.29	381.18	289.01	120.55	23.77	27.94	378.57
46	376.41	383.39	380.4	377.02	187.4	66.64	54.98	372.26	381.17	289.06	120.46	23.76	27.92	378.55
47	376.38	383.66	380.38	377.1	187.32	66.61	55.01	372.23	381.17	289.07	120.28	23.77	27.92	378.5
48	376.34	383.43	380.35	377.27	187.19	66.56	55.02	372.21	381.22	289.15	120.11	23.77	27.92	378.51
49	376.45	383.02	380.35	377.42	187.04	66.5	55.01	372.19	381.21	289.23	119.93	23.77	27.93	378.6
50	376.7	382.42	380.29	377.5	186.99	66.45	55.01	372.19	381.11	289.34	119.84	23.78	27.93	378.51
51	376.97	382.18	380.24	377.57	186.95	66.43	55	372.2	381.1	289.39	119.75	23.78	27.93	378.59
52	377.39	381.92	380.19	377.6	186.88	66.36	55.01	372.24	381.12	289.47	119.59	23.78	27.92	378.7
53	377.77	381.65	380.21	377.54	186.76	66.29	55.03	372.3	381.11	289.54	119.44	23.79	27.93	378.89
54	378.01	381.29	380.27	377.48	186.66	66.24	55.02	372.35	381.13	289.58	119.29	23.79	27.92	379.06
55	378.24	381.08	380.34	377.43	186.55	66.18	55.01	372.4	381.11	289.55	119.14	23.77	27.91	379.15
56	378.45	381.15	380.38	377.33	186.5	66.15	55.01	372.45	381.05	289.53	119.14	23.78	27.91	379.23
57	378.68	381.2	380.39	377.23	186.42	66.14	55	372.53	381.01	289.52	119.09	23.78	27.9	379.29
58	378.87	381.07	380.42	377.13	186.38	66.13	54.99	372.58	380.97	289.49	119.07	23.78	27.9	379.36
59	379	380.95	380.44	377.03	186.35	66.13	54.98	372.65	380.95	289.44	119.07	23.78	27.9	379.43
60	379.1	381.04	380.47	376.93	186.32	66.15	54.98	372.72	380.97	289.37	119.03	23.79	27.9	379.53
61	379.26	381.09	380.53	376.84	186.19	66.12	54.98	372.83	380.98	289.2	118.94	23.79	27.91	379.71
62	379.46	380.86	380.59	376.71	186.07	66.08	54.98	372.93	380.94	288.99	118.91	23.79	27.91	379.83
63	379.54	380.79	380.62	376.61	186.02	66.05	54.96	373	380.84	288.75	118.91	23.79	27.91	379.89
64	379.64	380.8	380.65	376.5	186	66.03	54.96	373.09	380.76	288.55	118.89	23.8	27.9	379.91
65	379.69	380.9	380.67	376.35	185.95	65.99	54.95	373.15	380.73	288.43	118.86	23.79	27.91	379.92
66	379.71	381.01	380.67	376.24	185.92	65.96	54.93	373.23	380.7	288.3	118.79	23.79	27.91	379.97
67	379.71	380.78	380.68	376.15	185.84	65.92	54.9	373.29	380.66	288.17	118.7	23.79	27.9	380
68	379.69	380.83	380.69	376.07	185.66	65.88	54.9	373.36	380.63	288.05	118.57	23.79	27.91	380.02
69	379.74	381.21	380.7	376.01	185.5	65.85	54.88	373.43	380.61	287.95	118.54	23.79	27.91	380.02
70	379.88	381.07	380.72	375.92	185.34	65.77	54.86	373.54	380.57	287.92	118.51	23.79	27.9	380.08
71	379.98	380.96	380.74	375.82	185.25	65.68	54.82	373.63	380.56	287.89	118.48	23.79	27.92	380.14
72	380.07	381.02	380.76	375.81	185.24	65.66	54.79	373.7	380.57	287.84	118.43	23.79	27.92	380.21
73	380.15	381.01	380.77	375.79	185.28	65.65	54.78	373.75	380.58	287.81	118.39	23.79	27.9	380.26
74	380.21	380.97	380.78	375.74	185.29	65.63	54.79	373.81	380.54	287.76	118.35	23.79	27.9	380.24
75	380.25	380.97	380.79	375.71	185.32	65.61	54.76	373.88	380.52	287.7	118.31	23.8	27.9	380.22
76	380.29	381.16	380.78	375.68	185.34	65.61	54.76	373.94	380.5	287.68	118.27	23.79	27.91	380.26
77	380.35	380.75	380.76	375.68	185.4	65.62	54.74	374	380.47	287.7	118.25	23.8	27.91	380.26
78	380.39	380.73	380.77	375.68	185.4	65.65	54.73	374.06	380.41	287.73	118.23	23.8	27.91	380.31
79	380.47	380.88	380.77	375.65	185.37	65.66	54.71	374.14	380.4	287.76	118.27	23.8	27.91	380.34
80	380.5	381.12	380.77	375.62	185.32	65.65	54.68	374.22	380.39	287.81	118.26	23.8	27.91	380.33
81	380.49	381.05	380.78	375.61	185.3	65.63	54.67	374.27	380.37	287.84	118.21	23.81	27.92	380.33
82	380.48	380.91	380.77	375.6	185.32	65.63	54.67	374.32	380.36	287.82	118.21	23.8	27.91	380.35
83	380.49	380.92	380.78	375.57	185.41	65.61	54.64	374.37	380.35	287.81	118.25	23.8	27.92	380.37
84	380.49	381.02	380.77	375.55	185.45	65.59	54.63	374.42	380.33	287.81	118.26	23.81	27.92	380.39
85	380.51	381.21	380.8	375.54	185.37	65.57	54.61	374.47	380.34	287.77	118.19	23.81	27.92	380.38
86	380.54	381.06	380.79	375.52	185.33	65.56	54.6	374.51	380.35	287.75	118.18	23.81	27.91	380.38
87	380.53	380.95	380.78	375.48	185.33	65.54	54.56	374.57	380.33	287.78	118.17	23.81	27.91	380.38
88	380.55	381	380.76	375.46	185.32	65.55	54.55	374.64	380.33	287.75	118.15	23.8	27.92	380.4
89	380.58	380.93	380.77	375.47	185.36	65.56	54.53	374.68	380.32	287.71	118.23	23.81	27.92	380.43
90	380.58	381.18	380.79	375.49	185.38	65.58	54.52	374.71	380.33	287.72	118.27	23.8	27.93	380.41
91	380.58	381.7	380.81	375.49	185.37	65.6	54.51	374.74	380.34	287.67	118.28	23.81	27.91	380.4
92	380.58	381.59	380.83	375.51	185.32	65.61	54.5	374.77	380.33	287.59	118.3	23.81	27.93	380.38
93	380.57	381.4	380.83	375.52	185.31	65.64	54.48	374.78	380.33	287.54	118.33	23.81	27.92	380.39
