Time	TC1_tip	TC_9.5	TC3	TC5	TC7	TC9	TC10	TC_Bottom_rec_groove	TC4	TC6	TC8	TC_wall_ins_ext	TC_bottom_ins_groove	TC2
Seconds	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C
														
0	368.57	383.72	376.6	376.5	183.23	67.77	56.35	362.72	380.19	278.89	119.48	25.18	27.89	372.58
1	368.55	384.08	376.62	376.52	183.22	67.77	56.35	362.71	380.21	278.92	119.42	25.18	27.88	372.58
2	368.53	384.18	376.64	376.57	183.16	67.76	56.35	362.69	380.22	278.91	119.37	25.18	27.87	372.58
3	368.51	384.07	376.65	376.61	183.11	67.74	56.35	362.68	380.24	278.91	119.34	25.18	27.87	372.58
4	368.49	384.09	376.67	376.65	183.08	67.73	56.35	362.66	380.24	278.9	119.31	25.18	27.86	372.57
5	368.45	384.07	376.67	376.66	183.06	67.75	56.34	362.63	380.25	278.9	119.32	25.19	27.88	372.55
6	368.44	384.06	376.68	376.66	183.07	67.75	56.34	362.62	380.27	278.92	119.31	25.19	27.87	372.54
7	368.42	384.02	376.69	376.65	183.07	67.77	56.34	362.61	380.29	278.94	119.37	25.19	27.87	372.54
8	368.4	384.01	376.7	376.63	183.04	67.79	56.33	362.59	380.3	278.96	119.45	25.18	27.87	372.52
9	368.38	383.86	376.71	376.61	183.03	67.82	56.32	362.56	380.33	278.99	119.58	25.19	27.87	372.5
10	368.36	383.71	376.71	376.59	183.07	67.87	56.33	362.55	380.34	279	119.67	25.19	27.86	372.51
11	368.35	384.09	376.73	376.57	183.08	67.88	56.32	362.53	380.37	279.03	119.77	25.19	27.86	372.49
12	368.33	384.45	376.75	376.57	183.12	67.9	56.32	362.51	380.39	279.05	119.88	25.19	27.87	372.49
13	368.3	384.67	376.76	376.55	183.17	67.92	56.33	362.49	380.41	279.08	119.95	25.2	27.86	372.48
14	368.27	384.68	376.77	376.56	183.23	67.94	56.33	362.45	380.42	279.12	119.89	25.2	27.88	372.46
15	368.25	384.63	376.77	376.57	183.3	67.93	56.34	362.44	380.43	279.14	119.82	25.2	27.87	372.45
16	368.24	384.29	376.78	376.58	183.28	67.93	56.35	362.43	380.44	279.1	119.77	25.19	27.87	372.45
17	368.23	384.06	376.78	376.6	183.31	67.93	56.36	362.41	380.43	279.09	119.72	25.2	27.86	372.45
18	368.22	383.98	376.79	376.61	183.34	67.91	56.38	362.4	380.45	279.12	119.7	25.19	27.88	372.44
19	368.22	384.21	376.8	376.62	183.34	67.87	56.38	362.39	380.46	279.1	119.57	25.2	27.88	372.45
20	368.22	384.39	376.82	376.65	183.31	67.84	56.4	362.37	380.47	279.05	119.39	25.2	27.88	372.49
21	368.29	384.15	376.79	376.67	183.29	67.8	56.4	362.36	380.49	279.04	119.35	25.19	27.88	372.81
22	368.5	383.85	376.79	376.76	183.21	67.76	56.4	362.35	380.46	279.15	119.31	25.2	27.89	373.02
23	368.88	383.47	376.76	376.81	183.08	67.7	56.39	362.37	380.35	279.22	119.23	25.21	27.89	373.21
24	369.26	382.96	376.68	376.77	182.98	67.68	56.39	362.4	380.15	279.23	119.15	25.2	27.89	373.22
25	369.61	381.87	376.53	376.63	182.96	67.66	56.38	362.47	379.86	279.18	119.13	25.2	27.9	373.2
26	369.97	381.06	376.38	376.47	182.94	67.64	56.38	362.57	379.67	279.17	119.12	25.21	27.9	373.27
27	370.39	380.19	376.31	376.3	182.93	67.62	56.38	362.72	379.57	279.14	119.05	25.2	27.89	373.63
28	370.9	379.63	376.36	376.14	182.92	67.59	56.39	362.88	379.48	279.15	118.95	25.2	27.9	373.92
29	371.41	379.05	376.4	375.98	182.9	67.57	56.39	363.04	379.39	279.12	118.92	25.2	27.9	374.24
30	371.95	378.66	376.53	375.81	182.89	67.55	56.39	363.22	379.29	279.1	118.89	25.21	27.9	374.65
31	372.75	378.65	376.73	375.53	182.82	67.51	56.39	363.47	379.22	279.07	118.86	25.21	27.91	375.09
32	373.44	378.57	376.93	375.25	182.76	67.48	56.39	363.71	379.1	279.06	118.81	25.2	27.9	375.57
33	373.86	378.51	377.04	375.08	182.67	67.45	56.37	363.87	378.97	279.07	118.75	25.21	27.9	375.76
34	374.2	378.54	377.13	374.91	182.55	67.41	56.37	364.05	378.85	279.06	118.67	25.21	27.9	375.89
35	374.5	378.48	377.18	374.75	182.61	67.37	56.35	364.22	378.75	279.04	118.69	25.22	27.9	375.99
36	374.79	378.5	377.25	374.61	182.68	67.34	56.33	364.39	378.68	279.05	118.78	25.21	27.9	376.14
37	375.07	378.14	377.32	374.48	182.76	67.33	56.32	364.56	378.57	279.08	118.86	25.2	27.89	376.21
38	375.29	378.14	377.38	374.35	182.84	67.3	56.31	364.71	378.53	279.12	118.92	25.22	27.91	376.35
39	375.45	378.34	377.41	374.24	182.88	67.25	56.31	364.85	378.45	279.15	118.91	25.22	27.91	376.4
40	375.59	378.41	377.47	374.07	182.89	67.21	56.28	365.09	378.37	279.1	118.96	25.23	27.91	376.46
41	375.64	378.36	377.52	373.93	182.93	67.18	56.27	365.32	378.33	278.98	119	25.22	27.91	376.6
42	375.78	378.33	377.57	373.86	182.98	67.18	56.25	365.47	378.3	278.81	118.98	25.22	27.9	376.72
43	375.92	378.26	377.61	373.76	183.01	67.16	56.24	365.62	378.23	278.64	118.96	25.22	27.9	376.77
44	375.98	378.13	377.68	373.67	183.03	67.15	56.24	365.77	378.17	278.47	118.93	25.21	27.9	376.85
45	376.09	378.1	377.72	373.59	183.03	67.16	56.23	365.89	378.13	278.39	118.89	25.21	27.9	376.94
46	376.2	378.14	377.75	373.51	183.05	67.16	56.24	366.02	378.1	278.34	118.91	25.22	27.9	377.06
47	376.29	378.37	377.8	373.44	183.05	67.17	56.22	366.15	378.09	278.28	118.93	25.23	27.9	377.12
48	376.42	378.18	377.84	373.39	183.06	67.17	56.22	366.26	378.06	278.2	118.9	25.23	27.9	377.16
49	376.58	378.03	377.89	373.31	183.03	67.17	56.21	366.45	378.03	278.07	118.88	25.22	27.89	377.18
50	376.76	378.13	377.93	373.25	182.97	67.18	56.19	366.63	378.02	278.02	118.95	25.22	27.9	377.19
51	376.86	377.98	377.96	373.24	182.94	67.2	56.19	366.76	378.01	277.97	118.96	25.21	27.9	377.19
52	376.91	377.95	377.98	373.23	182.86	67.18	56.18	366.88	378.01	277.9	118.85	25.23	27.9	377.24
53	376.94	378.03	377.99	373.21	182.73	67.17	56.18	366.99	378.02	277.78	118.84	25.22	27.9	377.28
54	376.97	377.86	377.98	373.19	182.71	67.15	56.16	367.1	378.03	277.7	118.88	25.22	27.89	377.28
55	376.95	378.04	378.03	373.16	182.71	67.14	56.14	367.21	378	277.58	118.92	25.22	27.9	377.31
56	376.91	378.37	378.04	373.11	182.75	67.13	56.14	367.36	377.96	277.47	118.95	25.22	27.9	377.33
57	376.95	378.63	378.06	373.03	182.71	67.13	56.11	367.49	377.93	277.44	118.97	25.22	27.9	377.35
58	377.02	378.58	378.08	372.9	182.68	67.16	56.1	367.68	377.92	277.46	119.05	25.23	27.9	377.35
59	377.06	378.39	378.1	372.77	182.57	67.2	56.1	367.85	377.92	277.46	119.08	25.23	27.9	377.37
60	377.06	378.55	378.1	372.68	182.52	67.2	56.08	367.93	377.93	277.45	119.06	25.22	27.9	377.39
61	377.04	378.84	378.08	372.62	182.51	67.2	56.07	367.99	377.91	277.46	119.01	25.23	27.91	377.38
62	377.02	378.94	378.07	372.59	182.45	67.2	56.06	368.05	377.89	277.7	118.95	25.22	27.9	377.39
63	376.98	379	378.06	372.68	182.33	67.21	56.04	368.08	377.86	278.01	118.91	25.22	27.89	377.38
64	376.93	379.47	378.04	372.82	182.16	67.23	56.03	368.12	377.86	277.98	118.97	25.23	27.89	377.36
65	376.94	380.88	378.02	373.05	182.12	67.23	56.02	368.14	377.9	277.96	118.99	25.23	27.89	377.38
66	377	381.67	378.01	373.32	182.03	67.2	56.01	368.16	377.94	278.12	118.99	25.22	27.89	377.39
67	376.87	382.52	378	373.67	181.97	67.16	55.98	368.16	377.99	278.21	119.04	25.23	27.89	377.38
68	376.67	382.81	378.01	373.93	182.25	67.18	55.96	368.17	378.01	278.24	119.21	25.23	27.88	377.38
69	376.57	383.11	378.02	374.04	182.42	67.21	55.93	368.15	378.05	278.39	119.31	25.23	27.88	377.41
70	376.49	382.71	378.03	374.14	182.62	67.23	55.91	368.14	378.07	278.58	119.37	25.23	27.87	377.43
71	376.41	382.1	378.05	374.25	182.67	67.3	55.92	368.13	378.1	278.69	119.52	25.23	27.85	377.44
72	376.35	381.76	378.06	374.37	182.71	67.38	55.91	368.14	378.11	278.92	119.74	25.23	27.85	377.46
73	376.28	382.24	378.09	374.51	182.87	67.45	55.9	368.12	378.11	279.32	119.84	25.22	27.85	377.47
74	376.2	382.65	378.09	374.65	182.91	67.49	55.88	368.1	378.13	279.66	119.95	25.23	27.85	377.46
75	376.06	382.83	378.14	374.8	182.96	67.57	55.88	368.09	378.15	279.88	120.07	25.22	27.85	377.63
76	375.87	382.93	378.25	375.05	183.23	67.7	55.89	368.08	378.18	280.1	120.3	25.23	27.85	377.81
77	375.74	382.91	378.35	375.34	183.54	67.82	55.9	368.09	378.22	280.33	120.56	25.22	27.86	377.78
78	375.65	382.7	378.4	375.5	183.73	67.87	55.92	368.09	378.3	280.61	120.58	25.23	27.86	377.7
79	375.61	382.49	378.4	375.68	183.92	67.91	55.93	368.09	378.41	280.65	120.53	25.22	27.86	377.69
80	375.53	382.43	378.39	375.85	184.12	67.96	55.95	368.1	378.48	280.6	120.53	25.22	27.86	377.59
81	375.46	382.41	378.39	375.98	184.25	68.05	55.98	368.11	378.62	280.54	120.63	25.23	27.86	377.47
82	375.4	382.43	378.38	376.08	184.3	68.1	56.01	368.12	378.78	280.51	120.73	25.22	27.86	377.38
83	375.31	382.3	378.36	376.15	184.36	68.17	56.05	368.12	378.92	280.52	120.87	25.23	27.86	377.28
84	375.23	382.13	378.32	376.2	184.61	68.28	56.08	368.12	379.04	280.53	121.11	25.22	27.85	377.21
85	375.13	381.99	378.27	376.26	184.9	68.43	56.14	368.1	379.14	280.56	121.4	25.22	27.85	377.12
86	375.06	381.87	378.25	376.33	184.94	68.55	56.2	368.1	379.2	280.52	121.59	25.23	27.86	377.04
87	375.03	381.89	378.24	376.36	184.76	68.59	56.26	368.09	379.23	280.47	121.5	25.23	27.85	377.01
88	375	382.15	378.24	376.42	184.57	68.65	56.3	368.07	379.26	280.34	121.42	25.22	27.86	376.98
89	374.97	382.89	378.23	376.47	184.5	68.73	56.35	368.06	379.29	280.23	121.44	25.23	27.86	376.94
90	374.97	383.47	378.23	376.54	184.57	68.84	56.39	368.03	379.3	280.17	121.69	25.22	27.86	376.92
91	374.94	383.53	378.22	376.64	184.63	69.01	56.46	368.02	379.31	280.11	122.03	25.23	27.86	376.9
92	374.93	383.03	378.22	376.71	184.69	69.21	56.52	368	379.32	280.21	122.41	25.23	27.86	376.88
