Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC_9.5,TC10
0,379.14,389.33,376.67,204.16,128.36,78.54,58.81,46.31,35.51,23.12,33.04
1,379.14,389.32,376.71,204.24,128.35,78.54,58.75,46.31,35.49,23.15,33.05
2,379.14,389.33,376.73,204.22,128.34,78.53,58.71,46.28,35.48,23.07,33.03
3,379.14,389.35,376.66,204.19,128.32,78.52,58.69,46.26,35.45,23.0,33.03
4,379.13,389.35,376.62,204.2,128.32,78.51,58.65,46.22,35.42,23.22,33.02
5,379.13,389.35,376.59,204.19,128.33,78.5,58.6,46.16,35.38,23.26,33.01
6,379.14,389.35,376.56,204.15,128.34,78.51,58.54,46.15,35.33,23.31,32.99
7,379.14,389.34,376.52,204.14,128.35,78.5,58.51,46.1,35.3,23.22,32.97
8,379.15,389.35,376.47,204.18,128.38,78.51,58.47,46.06,35.26,23.33,32.95
9,379.14,389.35,376.38,204.17,128.4,78.51,58.39,46.0,35.23,23.18,32.91
10,379.14,389.35,376.32,204.2,128.41,78.5,58.33,45.94,35.2,23.08,32.91
11,379.13,389.34,376.25,204.18,128.39,78.48,58.27,45.9,35.18,23.24,32.9
12,379.12,389.32,376.15,204.1,128.36,78.46,58.21,45.87,35.15,23.23,32.88
13,379.13,389.32,376.07,204.0,128.33,78.42,58.18,45.86,35.14,23.26,32.87
14,379.12,389.31,376.0,203.98,128.29,78.39,58.12,45.81,35.12,23.12,32.86
15,379.13,389.3,375.91,203.96,128.22,78.35,58.03,45.76,35.1,23.33,32.85
16,379.12,389.28,375.84,203.97,128.14,78.32,57.96,45.73,35.07,23.26,32.83
17,379.12,389.27,375.85,203.89,128.08,78.28,57.93,45.71,35.06,23.34,32.82
18,379.13,389.27,375.91,203.84,128.04,78.25,57.88,45.7,35.04,23.28,32.81
19,379.13,389.25,376.01,203.75,128.02,78.22,57.85,45.67,35.03,23.17,32.79
20,379.13,389.24,376.11,203.74,128.0,78.2,57.86,45.69,35.01,23.08,32.79
21,379.13,389.22,376.22,203.74,128.02,78.17,57.85,45.66,34.98,23.18,32.77
22,379.13,389.21,376.28,203.68,128.0,78.15,57.83,45.63,34.98,23.16,32.76
23,379.13,389.2,376.35,203.56,127.96,78.13,57.81,45.66,34.99,23.22,32.75
24,379.13,389.19,376.39,203.46,127.93,78.1,57.78,45.7,35.04,23.22,32.75
25,379.14,389.19,376.4,203.39,127.9,78.08,57.86,45.74,35.07,23.1,32.74
26,379.15,389.2,376.34,203.37,127.87,78.08,57.93,45.82,35.08,23.08,32.74
27,379.16,389.2,376.3,203.34,127.85,78.08,57.98,45.83,35.09,22.95,32.74
28,379.17,389.21,376.17,203.28,127.83,78.07,57.96,45.81,35.08,23.19,32.75
29,379.17,389.22,376.05,203.21,127.83,78.06,57.95,45.77,35.08,23.27,32.76
30,379.17,389.22,376.07,203.2,127.83,78.07,57.92,45.74,35.07,23.14,32.75
31,379.19,389.22,376.1,203.25,127.85,78.07,57.94,45.73,35.06,23.17,32.75
32,379.18,389.21,376.1,203.37,127.88,78.06,57.91,45.69,35.05,23.22,32.74
33,379.18,389.22,376.03,203.43,127.92,78.05,57.83,45.66,35.03,23.25,32.74
34,379.18,389.22,375.96,203.44,127.92,78.05,57.77,45.62,35.0,23.26,32.74
35,379.18,389.22,375.94,203.43,127.92,78.03,57.73,45.58,34.98,23.13,32.74
36,379.18,389.22,375.89,203.51,127.9,77.99,57.71,45.51,34.97,23.01,32.74
37,379.19,389.22,375.89,203.63,127.88,77.94,57.66,45.46,34.94,23.0,32.74
38,379.19,389.22,375.86,203.65,127.86,77.91,57.62,45.43,34.92,22.93,32.74
39,379.19,389.21,375.79,203.65,127.84,77.87,57.59,45.45,34.89,23.01,32.73
40,379.19,389.22,375.68,203.65,127.82,77.84,57.6,45.49,34.88,22.88,32.72
41,379.18,389.22,375.64,203.61,127.81,77.83,57.63,45.53,34.88,22.81,32.72
42,379.18,389.21,375.66,203.52,127.78,77.82,57.69,45.6,34.87,23.0,32.71
43,379.18,389.2,375.61,203.37,127.78,77.83,57.73,45.64,34.85,22.83,32.69
44,379.18,389.18,375.53,203.34,127.8,77.84,57.81,45.71,34.84,22.8,32.68
45,379.18,389.17,375.51,203.32,127.85,77.87,57.92,45.81,34.86,22.77,32.7
46,379.18,389.16,375.5,203.27,127.88,77.89,57.97,45.82,34.86,22.98,32.67
47,379.17,389.14,375.49,203.17,127.91,77.91,58.03,45.85,34.86,22.88,32.66
48,379.17,389.11,375.51,203.17,127.94,77.93,58.11,45.88,34.87,23.08,32.65
49,379.16,389.09,375.57,203.14,127.95,77.96,58.13,45.86,34.87,23.01,32.64
50,379.16,389.08,375.62,203.02,127.95,77.96,58.12,45.81,34.88,22.9,32.64
51,379.16,389.06,375.63,202.96,127.93,77.97,58.13,45.83,34.87,23.09,32.6
52,379.16,389.07,375.62,202.9,127.96,78.0,58.22,45.87,34.89,23.07,32.58
53,379.16,389.06,375.66,202.87,127.97,78.0,58.23,45.86,34.9,23.0,32.58
54,379.17,389.06,375.74,202.89,127.98,78.03,58.23,45.82,34.87,22.93,32.56
55,379.17,389.06,375.76,202.9,127.97,78.05,58.23,45.78,34.86,22.98,32.56
56,379.16,389.07,375.75,202.9,127.95,78.06,58.22,45.77,34.85,23.07,32.57
57,379.16,389.08,375.74,202.89,127.93,78.08,58.23,45.79,34.86,23.16,32.57
58,379.18,389.09,375.77,202.85,127.89,78.07,58.22,45.78,34.86,23.15,32.57
59,379.18,389.08,375.8,202.8,127.84,78.06,58.21,45.78,34.86,23.22,32.56
60,379.17,389.06,375.71,202.76,127.79,78.05,58.17,45.82,34.87,23.21,32.55
61,379.17,389.06,375.68,202.71,127.73,78.03,58.1,45.82,34.88,23.2,32.54
62,379.16,389.07,375.71,202.71,127.72,78.02,58.04,45.78,34.88,23.13,32.54
63,379.17,389.08,375.78,202.71,127.7,78.01,58.0,45.77,34.88,23.23,32.53
64,379.17,389.08,375.75,202.71,127.67,77.99,57.94,45.73,34.86,23.37,32.51
65,379.17,389.09,375.71,202.68,127.64,77.95,57.91,45.69,34.86,23.25,32.52
66,379.17,389.11,375.67,202.78,127.61,77.91,57.88,45.67,34.86,23.21,32.51
67,379.18,389.09,375.62,202.84,127.58,77.88,57.84,45.65,34.84,23.3,32.49
68,379.17,389.1,375.61,202.81,127.56,77.84,57.82,45.61,34.84,23.24,32.49
69,379.17,389.1,375.55,202.83,127.49,77.81,57.79,45.6,34.82,23.31,32.48
70,379.17,389.07,375.4,202.85,127.43,77.77,57.73,45.57,34.81,23.24,32.48
71,379.17,389.06,375.31,202.85,127.38,77.72,57.67,45.54,34.78,23.28,32.47
72,379.16,389.04,375.21,202.82,127.33,77.69,57.62,45.53,34.77,23.2,32.46
73,379.15,389.04,375.13,202.79,127.29,77.65,57.6,45.53,34.76,23.16,32.45
74,379.15,389.02,375.08,202.7,127.25,77.61,57.54,45.5,34.75,23.06,32.44
75,379.15,389.02,375.05,202.65,127.21,77.59,57.49,45.47,34.75,23.23,32.45
76,379.16,389.01,375.05,202.63,127.18,77.56,57.46,45.45,34.74,23.3,32.44
77,379.15,388.99,375.07,202.59,127.13,77.52,57.4,45.4,34.73,23.24,32.43
