Time	TC1_tip	TC_9.5	TC3	TC5	TC7	TC9	TC10	TC_Bottom_rec_groove	TC4	TC6	TC8	TC_wall_ins_ext	TC_bottom_ins_groove	TC2
Seconds	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C
														
0	369.13	23.09	377.45	376.31	194.24	83.18	70.41	363.06	379.96	285.98	135.9	23.21	25.61	373.59
1	369.12	23.22	377.46	376.3	193.96	83.11	70.41	363.03	379.96	285.96	135.79	23.21	25.62	373.57
2	369.08	23.14	377.47	376.3	193.3	83.02	70.41	363.01	379.97	286	135.67	23.21	25.62	373.54
3	369.07	23.01	377.48	376.33	193.15	82.91	70.41	362.98	379.97	286	135.54	23.2	25.61	373.53
4	369.04	22.98	377.47	376.34	193.02	82.82	70.41	362.98	379.97	285.95	135.34	23.21	25.62	373.51
5	369.04	22.96	377.47	376.37	192.93	82.76	70.41	362.97	379.99	285.91	135.14	23.21	25.62	373.51
6	369.03	23.01	377.48	376.39	193.02	82.73	70.4	362.95	379.99	285.91	135.13	23.21	25.62	373.51
7	369.01	23.03	377.47	376.4	193.28	82.75	70.39	362.93	380	285.94	135.42	23.22	25.62	373.52
8	368.99	23.15	377.48	376.41	193.65	82.83	70.39	362.92	380.01	285.92	135.72	23.22	25.62	373.51
9	368.97	23.21	377.48	376.45	193.97	82.93	70.4	362.89	380.01	285.88	135.86	23.21	25.62	373.52
10	368.94	23.09	377.47	376.5	194.07	83.09	70.41	362.89	380.01	285.89	136.07	23.22	25.62	373.49
11	368.92	23.08	377.48	376.55	194.17	83.21	70.45	362.88	380.01	285.88	136.11	23.22	25.62	373.49
12	368.88	23.02	377.48	376.59	194.39	83.28	70.47	362.85	380.01	285.85	136.13	23.22	25.62	373.44
13	368.85	23.05	377.48	376.61	194.65	83.32	70.5	362.82	380.02	285.78	136.1	23.23	25.62	373.4
14	368.84	23.02	377.49	376.61	194.83	83.33	70.52	362.81	380.02	285.71	136.07	23.22	25.62	373.38
15	368.82	23.05	377.48	376.62	194.97	83.39	70.54	362.8	380.03	285.68	136.14	23.21	25.61	373.37
16	368.82	23.04	377.49	376.62	194.88	83.48	70.56	362.77	380.03	285.69	136.23	23.21	25.61	373.38
17	368.8	22.99	377.48	376.61	194.5	83.56	70.59	362.75	380.04	285.72	136.23	23.21	25.62	373.38
18	368.78	23.11	377.47	376.62	194.18	83.6	70.61	362.73	380.04	285.76	136.19	23.22	25.62	373.38
19	368.77	23.02	377.48	376.63	194.2	83.66	70.63	362.72	380.04	285.8	136.37	23.22	25.61	373.38
20	368.74	23.13	377.47	376.63	194.37	83.79	70.67	362.7	380.05	285.86	136.71	23.22	25.61	373.36
21	368.72	23.24	377.46	376.61	194.57	84.02	70.74	362.68	380.06	285.96	136.99	23.22	25.61	373.34
22	368.7	23.14	377.46	376.56	194.88	84.22	70.81	362.66	380.07	286.05	137.21	23.23	25.62	373.32
23	368.69	23.23	377.46	376.52	195.04	84.28	70.85	362.64	380.07	286.1	137.21	23.22	25.62	373.31
24	368.67	23.22	377.47	376.48	195.12	84.25	70.9	362.63	380.07	286.16	136.96	23.23	25.62	373.3
25	368.66	23.21	377.48	376.43	195.12	84.14	70.93	362.61	380.07	286.23	136.82	23.23	25.61	373.27
26	368.63	23.08	377.49	376.41	194.89	84.05	70.95	362.6	380.09	286.29	136.72	23.23	25.61	373.25
27	368.62	22.95	377.49	376.42	194.69	84.02	70.98	362.58	380.09	286.38	136.8	23.22	25.61	373.25
28	368.6	23.13	377.51	376.46	194.57	84	71	362.57	380.1	286.47	136.83	23.23	25.62	373.31
29	368.61	23.05	377.49	376.62	194.61	84.01	71.04	362.54	380.14	286.47	136.91	23.23	25.61	373.37
30	368.83	23.09	377.38	376.82	194.8	84.02	71.08	362.52	380.16	286.38	136.85	23.23	25.61	373.38
31	369.16	23.23	377.22	376.89	194.75	84.05	71.09	362.5	380.2	286.31	136.84	23.23	25.62	373.36
32	369.54	23.26	377.22	376.89	194.68	84.12	71.13	362.5	380.2	286.26	136.95	23.24	25.62	373.46
33	370	23.29	377.34	376.84	194.82	84.2	71.14	362.53	380.16	286.19	137.2	23.24	25.62	373.8
34	370.57	23.3	377.46	376.76	195.21	84.3	71.19	362.59	380.12	286.1	137.26	23.25	25.63	374.08
35	371.06	23.1	377.58	376.66	195.37	84.31	71.24	362.65	380.05	285.94	137.21	23.24	25.61	374.37
36	371.53	23.26	377.72	376.52	195.36	84.32	71.27	362.72	379.95	285.77	137.15	23.24	25.63	374.72
37	372.11	23.27	377.8	376.38	195.32	84.3	71.29	362.81	379.84	285.63	137.06	23.25	25.63	375.04
38	372.67	23.1	377.82	376.23	195.25	84.27	71.32	362.91	379.68	285.45	136.94	23.24	25.62	375.21
39	373.33	23.19	377.83	376	195.23	84.17	71.36	363.08	379.53	285.34	136.92	23.25	25.62	375.48
40	373.85	23.01	377.83	375.75	195.37	84.07	71.38	363.26	379.38	285.22	136.75	23.24	25.62	375.66
41	374.09	23.07	377.83	375.56	195.57	84.05	71.39	363.39	379.23	285.12	136.77	23.23	25.61	375.72
42	374.32	23.01	377.85	375.38	195.74	84.01	71.41	363.54	379.1	284.99	136.82	23.23	25.61	375.86
43	374.61	22.89	377.86	375.2	195.87	84	71.41	363.68	378.97	284.82	136.79	23.23	25.61	376.03
44	374.93	23.03	377.88	375.05	195.8	84	71.42	363.83	378.9	284.71	136.77	23.24	25.62	376.19
45	375.24	23.06	377.89	374.9	195.63	84.04	71.43	363.98	378.8	284.65	137.08	23.24	25.62	376.31
46	375.45	23.03	377.91	374.77	195.39	84.1	71.44	364.11	378.69	284.6	137.3	23.24	25.61	376.38
47	375.67	23.09	377.91	374.65	195.39	84.14	71.46	364.21	378.6	284.58	137.3	23.24	25.61	376.45
48	375.95	23.17	377.94	374.51	195.54	84.2	71.47	364.39	378.52	284.53	137.31	23.24	25.62	376.6
49	376.23	23.18	378	374.41	195.71	84.23	71.47	364.59	378.46	284.47	137.24	23.24	25.62	376.78
50	376.42	23.19	378.01	374.36	195.77	84.25	71.47	364.75	378.4	284.4	137.25	23.26	25.62	376.88
51	376.54	23.29	378.03	374.3	195.74	84.27	71.46	364.9	378.38	284.34	137.29	23.25	25.63	376.96
52	376.63	23.15	378.01	374.24	195.6	84.22	71.44	365.05	378.36	284.22	137.2	23.24	25.62	377
53	376.69	23.07	377.99	374.17	195.25	84.12	71.42	365.17	378.37	284.19	136.94	23.25	25.62	377.04
54	376.71	23.14	377.97	374.09	194.75	84.02	71.4	365.3	378.36	284.25	136.7	23.25	25.62	377.06
55	376.74	23.09	377.95	374.01	194.39	83.96	71.38	365.41	378.33	284.41	136.62	23.24	25.61	377.08
56	376.68	23.11	377.93	373.89	194	83.87	71.35	365.55	378.3	284.59	136.46	23.25	25.61	377.08
57	376.49	23.2	377.92	373.77	193.97	83.86	71.31	365.65	378.26	284.75	136.56	23.25	25.61	377.04
58	376.3	23.06	377.89	373.69	194.07	83.82	71.28	365.72	378.24	284.84	136.58	23.25	25.61	377
59	376.12	23.2	377.86	373.62	193.94	83.79	71.26	365.77	378.19	284.88	136.51	23.25	25.62	376.98
60	375.95	23.18	377.84	373.57	193.79	83.79	71.22	365.81	378.14	284.93	136.51	23.26	25.62	376.96
61	375.78	23.11	377.83	373.55	193.68	83.78	71.19	365.85	378.09	285.04	136.71	23.26	25.62	376.92
62	375.64	23.06	377.82	373.57	193.77	83.78	71.17	365.88	378.03	285.1	136.83	23.26	25.62	376.9
63	375.5	23.22	377.8	373.58	194.06	83.77	71.13	365.91	378	285.14	136.98	23.26	25.62	376.89
64	375.38	23.43	377.8	373.61	194.17	83.8	71.11	365.94	377.97	285.19	137.18	23.27	25.62	376.89
65	375.18	23.33	377.78	373.66	193.74	83.87	71.06	365.96	377.93	285.32	137.28	23.26	25.62	376.86
66	374.98	23.35	377.77	373.76	193.37	84	71.05	365.99	377.91	285.44	137.32	23.28	25.62	376.84
67	374.87	23.34	377.76	373.81	193.37	84.08	71.04	366	377.89	285.5	137.28	23.27	25.62	376.82
68	374.77	23.24	377.76	373.84	193.62	84.18	71.04	366	377.87	285.58	137.38	23.26	25.62	376.81
69	374.68	23.09	377.75	373.84	193.86	84.22	71.07	366.02	377.85	285.63	137.49	23.26	25.61	376.8
70	374.6	23.2	377.74	373.85	193.96	84.32	71.09	366.03	377.85	285.71	137.51	23.26	25.62	376.79
71	374.52	23.24	377.74	373.9	194.06	84.37	71.11	366.04	377.85	285.86	137.49	23.26	25.61	376.79
72	374.44	23.26	377.73	373.94	194.22	84.38	71.13	366.05	377.86	285.99	137.56	23.26	25.62	376.77
73	374.36	23.27	377.73	374	194.11	84.43	71.16	366.06	377.88	286.21	137.58	23.26	25.62	376.76
74	374.26	23.22	377.73	374.16	193.8	84.44	71.19	366.07	377.9	286.4	137.48	23.27	25.62	376.74
75	374.16	23.2	377.72	374.35	193.61	84.43	71.23	366.08	377.92	286.54	137.51	23.27	25.61	376.71
76	374.11	23.11	377.72	374.46	193.54	84.4	71.23	366.09	377.96	286.68	137.47	23.26	25.61	376.69
77	374.04	23.27	377.71	374.55	193.48	84.38	71.25	366.08	377.98	286.81	137.4	23.27	25.61	376.66
78	373.99	23.13	377.7	374.62	193.45	84.35	71.24	366.09	378	286.89	137.29	23.26	25.61	376.64
79	373.95	23.03	377.7	374.68	193.48	84.29	71.23	366.09	378.01	286.94	137.25	23.26	25.6	376.61
80	373.9	22.99	377.68	374.72	193.51	84.23	71.23	366.08	378.04	287.04	137.25	23.26	25.6	376.58
81	373.85	23.04	377.67	374.74	193.48	84.17	71.23	366.09	378.07	287.09	137.17	23.26	25.6	376.56
82	373.81	22.96	377.66	374.76	193.47	84.08	71.22	366.08	378.09	287.14	137.05	23.26	25.6	376.53
83	373.73	23.04	377.65	374.77	193.46	83.93	71.21	366.07	378.14	287.19	136.87	23.26	25.6	376.5
84	373.66	23.09	377.64	374.74	193.3	83.75	71.19	366.06	378.17	287.25	136.62	23.26	25.6	376.47
85	373.62	23.05	377.64	374.72	193.2	83.61	71.17	366.07	378.22	287.3	136.54	23.27	25.6	376.44
86	373.57	22.98	377.62	374.71	193.14	83.45	71.13	366.05	378.24	287.31	136.48	23.26	25.61	376.42
87	373.53	23.02	377.61	374.73	193.18	83.27	71.1	366.04	378.28	287.3	136.35	23.27	25.6	376.4
88	373.48	22.98	377.61	374.77	193.2	83.12	71.07	366.04	378.32	287.25	136.22	23.26	25.6	376.37
89	373.44	23.14	377.61	374.8	193.38	83.06	71.03	366.03	378.35	287.16	136.21	23.27	25.61	376.36
90	373.39	23.09	377.6	374.78	193.61	83.05	70.98	366.01	378.38	287.07	136.38	23.26	25.61	376.33
91	373.35	23.05	377.6	374.76	193.8	83.13	70.96	366.01	378.41	287.01	136.55	23.27	25.6	376.31
92	373.29	23.27	377.59	374.76	194.27	83.24	70.94	365.99	378.44	286.89	136.6	23.27	25.6	376.28
93	373.23	23.23	377.58	374.79	194.58	83.31	70.92	365.97	378.45	286.78	136.56	23.27	25.6	376.24
