Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC_9.5,TC10
0,375.73,377.22,357.79,202.36,132.17,86.96,68.77,56.95,44.68,23.88,40.79
1,375.71,377.22,357.76,202.41,132.1,86.95,68.77,56.95,44.68,23.72,40.84
2,375.67,377.2,357.76,202.38,132.04,86.95,68.8,57.0,44.7,23.83,40.89
3,375.64,377.17,357.79,202.4,132.02,86.97,68.86,57.13,44.74,23.74,40.92
4,375.61,377.12,357.89,202.5,132.06,87.03,68.9,57.26,44.82,24.49,40.97
5,375.55,377.08,358.06,202.58,132.15,87.07,68.96,57.34,44.93,26.13,41.02
6,375.5,377.04,358.22,202.59,132.26,87.13,68.94,57.33,44.99,25.22,41.13
7,375.45,377.04,358.35,202.56,132.35,87.17,68.94,57.29,45.0,26.12,41.18
8,375.42,377.05,358.5,202.51,132.44,87.21,68.95,57.3,44.99,25.73,41.24
9,375.37,377.06,358.61,202.43,132.49,87.26,68.99,57.31,44.97,25.08,41.27
10,375.33,377.09,358.7,202.45,132.54,87.31,69.1,57.39,44.97,24.97,41.31
11,375.27,377.1,358.81,202.54,132.58,87.34,69.19,57.43,44.98,23.85,41.34
12,375.25,377.11,358.99,202.61,132.61,87.38,69.22,57.43,44.99,24.05,41.35
13,375.2,377.12,359.19,202.74,132.64,87.44,69.29,57.54,45.02,23.99,41.39
14,375.13,377.13,359.41,202.89,132.68,87.48,69.4,57.68,45.13,23.67,41.43
15,375.05,377.13,359.64,202.97,132.69,87.52,69.47,57.73,45.23,24.1,41.49
16,375.01,377.15,359.81,203.01,132.68,87.55,69.5,57.71,45.28,23.83,41.53
17,374.94,377.17,359.98,202.99,132.64,87.55,69.49,57.65,45.33,23.88,41.57
18,374.9,377.16,360.19,202.94,132.62,87.56,69.44,57.57,45.34,23.98,41.59
19,374.87,377.19,360.37,202.92,132.6,87.57,69.4,57.54,45.34,23.76,41.63
20,374.82,377.2,360.56,202.91,132.58,87.58,69.4,57.58,45.37,23.75,41.66
21,374.8,377.23,360.68,202.85,132.56,87.59,69.41,57.61,45.42,23.83,41.71
22,374.77,377.26,360.72,202.83,132.56,87.58,69.43,57.61,45.45,23.77,41.78
23,374.74,377.3,360.76,202.84,132.58,87.62,69.42,57.67,45.48,23.92,41.78
24,374.71,377.35,360.82,202.92,132.62,87.64,69.46,57.71,45.53,23.87,41.83
25,374.69,377.38,360.85,203.0,132.65,87.67,69.48,57.78,45.53,23.96,41.85
26,374.67,377.4,360.84,203.09,132.7,87.71,69.51,57.84,45.55,23.82,41.88
27,374.61,377.42,360.81,203.2,132.78,87.76,69.62,57.9,45.56,23.92,41.91
28,374.61,377.43,360.76,203.21,132.86,87.8,69.68,57.95,45.59,23.83,41.95
29,374.59,377.45,360.7,203.23,132.94,87.84,69.73,58.0,45.62,23.72,41.99
30,374.58,377.47,360.58,203.27,133.0,87.91,69.83,58.04,45.61,23.74,42.01
31,374.57,377.48,360.42,203.28,133.08,87.97,69.91,58.01,45.57,23.71,42.02
32,374.55,377.5,360.29,203.27,133.17,88.04,69.95,58.01,45.53,23.84,42.01
33,374.49,377.51,360.18,203.28,133.24,88.1,69.97,58.03,45.51,24.01,42.03
34,374.47,377.52,360.16,203.27,133.25,88.15,69.97,58.04,45.51,24.01,42.04
35,374.43,377.51,360.19,203.28,133.23,88.17,69.97,58.08,45.53,24.04,42.05
36,374.4,377.51,360.18,203.33,133.22,88.19,70.04,58.14,45.57,23.97,42.06
37,374.4,377.52,360.15,203.47,133.27,88.24,70.09,58.26,45.62,24.01,42.06
