Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC_9.5,TC10
0,382.42,383.68,354.39,190.48,127.42,86.35,68.77,56.78,43.84,22.85,40.39
1,382.4,383.69,354.45,190.45,127.39,86.35,68.77,56.8,43.8,23.13,40.36
2,382.38,383.72,354.48,190.47,127.37,86.36,68.76,56.76,43.75,23.14,40.36
3,382.36,383.75,354.51,190.43,127.36,86.35,68.75,56.73,43.72,22.97,40.34
4,382.34,383.78,354.53,190.29,127.33,86.34,68.74,56.73,43.69,22.88,40.31
5,382.3,383.81,354.52,190.12,127.21,86.31,68.78,56.75,43.66,23.06,40.29
6,382.27,383.83,354.49,190.03,127.08,86.32,68.78,56.75,43.65,23.11,40.26
7,382.26,383.85,354.46,189.96,127.01,86.29,68.74,56.78,43.66,23.16,40.25
8,382.24,383.88,354.43,190.05,126.94,86.27,68.78,56.84,43.72,23.18,40.24
9,382.24,383.9,354.45,190.28,126.93,86.26,68.78,56.9,43.77,23.08,40.24
10,382.21,383.93,354.42,190.56,126.95,86.26,68.79,57.01,43.83,22.8,40.2
11,382.2,383.94,354.39,190.81,126.99,86.29,68.76,57.1,43.91,22.94,40.2
12,382.19,383.96,354.36,191.01,127.06,86.31,68.73,57.18,43.99,22.87,40.21
13,382.17,383.97,354.36,191.14,127.12,86.32,68.73,57.24,44.07,22.93,40.23
14,382.13,383.98,354.31,191.26,127.14,86.33,68.82,57.27,44.18,22.9,40.26
15,382.11,383.98,354.21,191.25,127.1,86.3,68.91,57.25,44.26,22.94,40.32
16,382.1,383.99,354.13,191.32,127.04,86.27,68.93,57.21,44.31,23.03,40.36
17,382.08,383.99,354.06,191.4,126.96,86.22,68.96,57.17,44.34,23.1,40.38
18,382.07,383.96,354.03,191.44,126.9,86.16,68.99,57.17,44.4,22.94,40.42
19,382.08,383.94,354.0,191.42,126.82,86.11,68.93,57.18,44.43,22.97,40.45
20,382.05,383.93,354.03,191.4,126.74,86.08,68.9,57.22,44.49,22.96,40.43
21,382.04,383.92,354.06,191.43,126.67,86.06,68.86,57.27,44.52,23.12,40.47
22,382.01,383.92,354.1,191.49,126.67,86.05,68.83,57.35,44.61,23.0,40.51
23,381.98,383.93,354.21,191.45,126.65,86.04,68.83,57.36,44.64,22.56,40.54
24,381.95,383.96,354.29,191.26,126.61,86.03,68.84,57.38,44.63,22.54,40.54
25,381.93,383.96,354.35,190.98,126.56,86.02,68.85,57.36,44.64,22.56,40.56
26,381.91,383.99,354.38,190.77,126.54,85.99,68.79,57.29,44.6,22.72,40.57
27,381.91,384.02,354.42,190.71,126.54,85.99,68.73,57.24,44.54,22.74,40.59
28,381.89,384.04,354.47,190.76,126.59,85.98,68.75,57.25,44.52,22.62,40.59
29,381.88,384.05,354.59,190.89,126.6,85.97,68.84,57.23,44.52,24.18,40.62
30,381.87,384.07,354.66,190.95,126.59,85.95,68.83,57.15,44.51,24.13,40.63
31,381.83,384.1,354.75,190.99,126.52,85.9,68.82,57.12,44.52,24.9,40.67
32,381.82,384.12,354.8,190.92,126.47,85.86,68.77,57.1,44.53,24.69,40.72
33,381.8,384.14,354.93,190.83,126.48,85.82,68.74,57.03,44.52,24.04,40.75
34,381.78,384.18,355.12,190.73,126.45,85.78,68.72,56.98,44.51,25.01,40.76
35,381.77,384.2,355.28,190.48,126.39,85.78,68.72,56.99,44.51,24.69,40.78
36,381.75,384.22,355.39,190.23,126.31,85.73,68.63,57.0,44.5,24.02,40.78
37,381.75,384.24,355.48,190.13,126.25,85.69,68.63,57.11,44.52,24.66,40.8
38,381.73,384.27,355.53,190.1,126.2,85.65,68.62,57.15,44.51,24.03,40.83
39,381.73,384.31,355.58,190.15,126.2,85.66,68.61,57.12,44.48,25.22,40.8
40,381.72,384.35,355.66,190.12,126.2,85.66,68.61,57.1,44.46,24.1,40.81
41,381.7,384.39,355.73,190.11,126.18,85.66,68.6,57.06,44.39,24.05,40.8
42,381.66,384.43,355.76,190.09,126.17,85.67,68.56,57.01,44.29,24.73,40.79
43,381.69,384.48,355.73,190.09,126.18,85.66,68.48,56.93,44.22,23.98,40.79
44,381.68,384.51,355.64,190.19,126.2,85.67,68.44,56.89,44.17,24.28,40.77
45,381.66,384.55,355.58,190.3,126.25,85.67,68.4,56.78,44.09,23.8,40.74
46,381.64,384.56,355.58,190.38,126.29,85.68,68.39,56.74,44.02,24.36,40.72
47,381.64,384.58,355.65,190.36,126.33,85.69,68.39,56.73,43.94,23.42,40.67
48,381.63,384.6,355.76,190.31,126.36,85.7,68.39,56.71,43.88,23.14,40.65
49,381.62,384.6,355.8,190.24,126.38,85.7,68.36,56.67,43.81,23.21,40.62
50,381.6,384.62,355.84,190.13,126.37,85.68,68.35,56.69,43.76,22.5,40.56
51,381.58,384.63,355.89,190.09,126.33,85.68,68.39,56.66,43.75,22.91,40.53
52,381.57,384.63,355.93,190.06,126.33,85.69,68.44,56.64,43.75,22.64,40.52
53,381.57,384.63,355.95,189.99,126.29,85.7,68.45,56.65,43.75,23.0,40.5
54,381.57,384.63,355.94,189.9,126.23,85.68,68.44,56.6,43.73,22.79,40.47
55,381.57,384.62,355.93,189.91,126.18,85.66,68.4,56.56,43.7,22.74,40.46
56,381.57,384.63,356.0,189.91,126.17,85.66,68.4,56.54,43.65,22.89,40.43
57,381.56,384.64,356.05,189.92,126.16,85.66,68.37,56.54,43.63,22.67,40.38
58,381.55,384.66,356.07,189.93,126.15,85.66,68.36,56.58,43.61,22.87,40.34
59,381.54,384.7,356.16,189.92,126.15,85.67,68.39,56.58,43.61,22.76,40.34
60,381.52,384.73,356.31,189.87,126.11,85.64,68.42,56.5,43.59,22.74,40.29
61,381.42,384.75,356.62,189.85,126.04,85.62,68.36,56.49,43.56,22.75,40.26
62,381.33,384.77,356.91,189.81,126.0,85.61,68.31,56.48,43.52,22.74,40.2
63,381.31,384.8,357.02,189.7,125.97,85.59,68.27,56.38,43.49,22.83,40.23
64,381.31,384.87,357.08,189.63,125.94,85.58,68.24,56.35,43.44,22.76,40.19
65,381.34,384.93,357.32,189.67,125.92,85.56,68.18,56.34,43.4,22.83,40.17
66,381.3,384.86,357.34,189.79,125.91,85.56,68.17,56.36,43.38,22.89,40.13
67,381.24,384.78,357.42,189.9,125.9,85.56,68.1,56.39,43.39,22.78,40.12
68,381.24,384.78,358.03,190.0,125.9,85.56,68.18,56.38,43.36,22.99,40.08
69,381.28,384.88,358.92,190.12,125.94,85.56,68.18,56.33,43.32,22.61,40.01
70,381.3,384.95,359.38,190.25,125.98,85.56,68.18,56.36,43.3,22.82,40.02
71,381.33,385.02,359.79,190.37,126.03,85.57,68.2,56.39,43.31,23.08,40.01
72,381.37,385.09,360.15,190.46,126.04,85.57,68.24,56.41,43.33,22.72,39.99
73,381.4,385.14,360.44,190.54,126.03,85.55,68.27,56.46,43.37,23.15,39.99
74,381.42,385.2,360.68,190.54,126.02,85.54,68.3,56.48,43.42,22.85,39.99
75,381.44,385.28,360.81,190.57,125.99,85.52,68.33,56.47,43.48,23.14,39.99
76,381.44,385.35,360.87,190.63,125.97,85.5,68.36,56.49,43.52,23.28,39.98
77,381.4,385.48,361.02,190.65,125.94,85.49,68.37,56.5,43.53,23.11,39.98
78,381.4,385.59,361.27,190.62,125.91,85.49,68.34,56.44,43.54,23.29,40.0
79,381.42,385.65,361.44,190.66,125.89,85.48,68.36,56.43,43.59,22.81,39.99
80,381.47,385.71,361.54,190.74,125.86,85.48,68.36,56.43,43.61,23.07,39.97
81,381.49,385.71,361.61,190.83,125.83,85.45,68.38,56.42,43.61,22.6,39.98
82,381.47,385.67,361.63,190.93,125.85,85.46,68.35,56.5,43.61,22.83,39.97
83,381.38,385.6,361.74,190.96,125.85,85.48,68.38,56.6,43.63,22.82,39.98
84,381.24,385.52,362.02,191.01,125.86,85.48,68.37,56.67,43.63,22.93,40.0
85,381.12,385.49,362.85,191.04,125.9,85.5,68.33,56.69,43.6,22.77,40.0
86,381.03,385.48,363.46,191.16,126.0,85.52,68.35,56.66,43.55,22.78,40.0
