Time	TC1_tip	TC_9.5	TC3	TC5	TC7	TC9	TC10	TC_Bottom_rec_groove	TC4	TC6	TC8	TC_wall_ins_ext	TC_bottom_ins_groove	TC2
Seconds	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C
														
0	375.55	25.21	377.27	373.77	190.07	76.52	63.9	366.34	377.56	286.35	129.42	27.28	28.03	376.13
1	375.53	25.36	377.27	373.81	190.05	76.66	63.93	366.37	377.53	286.39	129.59	27.29	28.03	376.11
2	375.49	25.4	377.27	373.82	190.32	76.7	63.94	366.39	377.52	286.43	129.63	27.28	28.03	376.06
3	375.46	25.31	377.23	373.83	190.63	76.68	63.96	366.4	377.49	286.4	129.49	27.28	28.03	376.04
4	375.41	25.22	377.2	373.81	190.79	76.68	63.97	366.42	377.47	286.35	129.47	27.28	28.02	376.02
5	375.37	25.27	377.17	373.83	190.96	76.73	64	366.43	377.47	286.35	129.58	27.27	28.02	376
6	375.36	25.33	377.14	373.86	191.1	76.75	64	366.45	377.47	286.33	129.57	27.27	28.03	375.94
7	375.33	25.32	377.12	373.9	191.21	76.72	64.01	366.45	377.48	286.32	129.4	27.28	28.02	375.91
8	375.3	25.29	377.09	373.95	191.35	76.66	64.02	366.47	377.51	286.25	129.24	27.28	28.02	375.91
9	375.25	25.39	377.07	374.03	191.46	76.56	64.03	366.48	377.53	286.17	129.1	27.29	28.02	375.92
10	375.19	25.37	377.06	374.1	191.38	76.44	64.03	366.49	377.57	286.01	128.92	27.28	28.03	375.89
11	375.13	25.19	377.04	374.1	191.39	76.39	64.03	366.51	377.57	285.84	128.83	27.28	28.03	375.84
12	375.06	25.27	377.01	374.06	191.38	76.35	64.02	366.51	377.58	285.68	128.8	27.29	28.03	375.77
13	375	25.41	376.98	374.02	191.32	76.29	64	366.52	377.6	285.52	128.74	27.29	28.04	375.74
14	374.91	25.35	376.96	373.99	191.3	76.24	63.99	366.52	377.61	285.39	128.7	27.29	28.03	375.71
15	374.83	25.06	376.96	373.94	191.27	76.2	63.99	366.53	377.61	285.29	128.62	27.28	28.03	375.67
16	374.74	25	376.95	373.87	191.2	76.15	63.96	366.52	377.62	285.23	128.56	27.28	28.02	375.65
17	374.66	25.2	376.94	373.84	190.99	76.07	63.95	366.52	377.63	285.17	128.42	27.28	28.02	375.65
18	374.54	25.3	376.95	373.88	190.71	76	63.92	366.52	377.64	285.14	128.38	27.29	28.03	375.69
19	374.43	25.33	376.93	373.94	190.63	75.97	63.88	366.52	377.67	285.1	128.37	27.28	28.03	375.68
20	374.35	25.15	376.93	373.95	190.66	75.98	63.87	366.52	377.67	285.03	128.35	27.28	28.02	375.68
21	374.28	25.32	376.91	373.98	190.66	75.97	63.85	366.53	377.66	284.95	128.25	27.28	28.02	375.66
22	374.19	25.16	376.89	374	190.44	75.89	63.84	366.56	377.63	284.83	127.94	27.29	28.03	375.62
23	374.24	25.2	376.9	374.02	190.18	75.77	63.82	366.6	377.61	284.78	127.7	27.29	28.04	375.66
24	374.43	25.14	376.92	374.03	189.91	75.64	63.79	366.67	377.62	284.68	127.37	27.28	28.02	375.69
25	374.63	25.32	376.97	374.03	189.78	75.57	63.77	366.76	377.62	284.64	127.2	27.29	28.03	375.72
26	374.86	25.2	377.04	374.02	189.67	75.53	63.75	366.85	377.61	284.65	127.1	27.28	28.03	375.82
27	375.16	25.44	377.14	374	189.56	75.47	63.71	367	377.6	284.7	127.14	27.28	28.03	375.9
28	375.52	25.34	377.25	373.95	189.43	75.41	63.67	367.15	377.58	284.66	127.1	27.28	28.02	376.01
29	375.71	25.41	377.3	373.92	189.42	75.38	63.65	367.26	377.57	284.59	127.14	27.29	28.02	376.11
30	375.84	25.49	377.35	373.89	189.5	75.37	63.62	367.37	377.58	284.65	127.28	27.28	28.03	376.18
31	375.97	25.38	377.39	373.88	189.5	75.33	63.61	367.48	377.58	284.73	127.37	27.28	28.02	376.29
32	376.07	25.35	377.45	373.89	189.42	75.27	63.58	367.59	377.56	284.77	127.37	27.29	28.01	376.38
33	376.12	25.36	377.48	373.89	189.28	75.22	63.56	367.67	377.53	284.81	127.29	27.27	28.02	376.4
34	376.14	25.38	377.5	373.9	189.06	75.14	63.53	367.73	377.51	284.84	127.19	27.29	28.03	376.42
35	376.14	25.47	377.51	373.89	188.82	75.05	63.49	367.8	377.56	284.84	127.04	27.28	28.03	376.42
36	376.15	25.37	377.51	373.87	188.72	74.94	63.44	367.87	377.57	284.82	127.04	27.28	28.03	376.43
37	376.18	25.31	377.52	373.8	188.74	74.9	63.4	367.93	377.58	284.8	127.08	27.28	28.03	376.43
38	376.21	25.31	377.52	373.78	188.58	74.92	63.35	367.95	377.62	284.81	127.22	27.29	28.03	376.45
39	376.21	25.36	377.53	373.76	188.56	74.97	63.33	367.98	377.65	284.87	127.36	27.29	28.03	376.47
40	376.19	25.19	377.53	373.73	188.7	75.01	63.32	368.01	377.65	284.89	127.46	27.28	28.03	376.46
41	376.18	25.2	377.52	373.68	188.86	75.09	63.31	368.03	377.62	284.92	127.6	27.28	28.03	376.48
42	376.17	25.16	377.51	373.6	188.81	75.18	63.3	368.03	377.6	285.01	127.82	27.27	28.02	376.48
43	376.16	25.33	377.5	373.53	188.89	75.31	63.29	368.05	377.61	285.17	128.06	27.27	28.02	376.48
44	376.17	25.39	377.5	373.49	189.09	75.42	63.31	368.07	377.61	285.23	128.07	27.28	28.03	376.51
45	376.16	25.15	377.49	373.48	189.53	75.44	63.3	368.09	377.61	285.28	128.21	27.27	28.02	376.53
46	376.13	25.31	377.48	373.47	189.87	75.41	63.3	368.09	377.61	285.32	128.35	27.28	28.03	376.5
47	376.12	25.24	377.48	373.46	189.85	75.37	63.29	368.11	377.63	285.36	128.47	27.28	28.03	376.5
48	376.1	25.01	377.48	373.45	189.83	75.35	63.29	368.12	377.61	285.38	128.51	27.27	28.01	376.51
49	376.08	25.22	377.49	373.45	189.86	75.32	63.3	368.13	377.59	285.38	128.46	27.27	28.01	376.5
50	376.05	25.24	377.5	373.45	189.74	75.32	63.28	368.13	377.59	285.43	128.56	27.28	28.02	376.49
51	375.99	25.28	377.49	373.44	189.7	75.33	63.27	368.13	377.58	285.49	128.59	27.27	28.01	376.48
52	375.95	25.22	377.48	373.43	189.79	75.37	63.27	368.13	377.57	285.65	128.83	27.27	28.02	376.47
53	375.91	25.13	377.47	373.43	190.05	75.4	63.27	368.13	377.57	285.76	128.91	27.27	28.01	376.46
54	375.84	25.26	377.47	373.5	190.5	75.39	63.28	368.14	377.58	285.78	128.79	27.27	28.01	376.46
55	375.78	25.19	377.49	373.58	190.77	75.36	63.26	368.14	377.61	285.76	128.59	27.28	28.02	376.44
56	375.73	25.15	377.47	373.61	190.98	75.37	63.26	368.14	377.6	285.74	128.48	27.27	28.01	376.42
57	375.7	25.2	377.46	373.65	190.89	75.4	63.25	368.13	377.63	285.74	128.56	27.27	28.02	376.4
58	375.67	25.13	377.44	373.68	190.52	75.42	63.26	368.14	377.64	285.77	128.58	27.28	28.01	376.38
59	375.61	25.11	377.43	373.73	190.19	75.46	63.23	368.13	377.68	285.88	128.69	27.28	28.01	376.39
60	375.55	25.06	377.4	373.77	189.93	75.49	63.24	368.13	377.72	285.97	128.75	27.28	28.01	376.39
61	375.48	25.22	377.4	373.79	189.92	75.53	63.25	368.12	377.76	285.99	128.85	27.27	28.02	376.38
62	375.39	25.29	377.39	373.81	190.16	75.54	63.26	368.12	377.78	285.97	128.93	27.28	28.02	376.36
63	375.29	25.29	377.38	373.8	190.25	75.55	63.28	368.13	377.8	285.96	128.93	27.28	28.02	376.32
64	375.16	25.07	377.35	373.71	190.06	75.53	63.3	368.11	377.82	285.98	128.98	27.28	28.02	376.29
65	375.07	25.03	377.34	373.65	189.89	75.53	63.29	368.12	377.82	286.04	128.91	27.28	28.02	376.26
66	375.01	25.27	377.34	373.64	189.76	75.52	63.29	368.11	377.83	286.14	128.89	27.28	28.03	376.24
67	374.93	25.28	377.33	373.63	189.85	75.52	63.29	368.11	377.84	286.16	128.87	27.28	28.02	376.2
68	374.85	25.19	377.33	373.64	189.89	75.58	63.28	368.1	377.83	286.21	128.92	27.28	28.03	376.14
69	374.79	25.23	377.32	373.66	189.94	75.62	63.3	368.1	377.81	286.26	128.95	27.28	28.02	376.11
70	374.71	25.21	377.32	373.69	190.1	75.67	63.32	368.1	377.8	286.27	129.08	27.28	28.02	376.09
71	374.66	25.27	377.31	373.73	190.35	75.74	63.34	368.09	377.77	286.25	129.31	27.27	28.01	376.08
72	374.57	25.23	377.3	373.79	190.84	75.91	63.36	368.09	377.76	286.21	129.47	27.27	28.02	376.04
73	374.49	25.31	377.28	373.77	190.9	76.1	63.4	368.07	377.75	286.21	129.77	27.28	28.02	375.99
74	374.44	25.29	377.27	373.71	191.04	76.22	63.43	368.06	377.75	286.26	130.03	27.27	28.02	375.94
75	374.4	25.29	377.26	373.67	191.23	76.3	63.47	368.06	377.73	286.31	130.17	27.28	28.03	375.92
76	374.36	25.28	377.25	373.61	191.4	76.39	63.5	368.06	377.71	286.42	130.32	27.27	28.02	375.88
77	374.32	25.32	377.23	373.56	191.62	76.48	63.53	368.05	377.67	286.49	130.26	27.28	28.02	375.85
78	374.28	25.33	377.2	373.56	191.7	76.5	63.58	368.03	377.65	286.49	130.06	27.28	28.02	375.8
79	374.24	25.24	377.18	373.61	191.78	76.45	63.6	368.02	377.63	286.48	130.02	27.27	28.02	375.76
80	374.2	25.38	377.16	373.67	191.89	76.45	63.64	368.02	377.61	286.44	130.01	27.28	28.03	375.73
81	374.15	25.14	377.14	373.8	191.6	76.39	63.68	368.01	377.6	286.34	129.81	27.27	28.03	375.69
82	374.1	25.06	377.1	373.94	191.15	76.34	63.7	367.99	377.57	286.26	129.64	27.27	28.02	375.65
83	374.06	25.07	377.08	374.01	190.94	76.31	63.73	367.98	377.55	286.2	129.5	27.27	28.02	375.63
84	374.02	25.15	377.05	374.05	190.83	76.23	63.73	367.96	377.53	286.08	129.25	27.27	28.02	375.61
85	373.98	25.11	377.05	374.08	190.9	76.17	63.75	367.95	377.52	285.96	129.13	27.27	28.02	375.6
86	373.95	25.06	377.03	374.09	191.03	76.12	63.73	367.94	377.53	285.88	129.06	27.26	28.02	375.58
87	373.9	25.05	377.01	374.06	191.09	76.06	63.74	367.94	377.53	285.82	129.19	27.27	28.02	375.57
88	373.88	25.09	377	374.02	191	76.04	63.73	367.92	377.57	285.87	129.45	27.27	28.02	375.57
89	373.85	25.24	376.99	373.99	190.98	76.01	63.73	367.91	377.6	285.86	129.37	27.27	28.03	375.56
90	373.8	25.32	376.98	373.96	191.15	75.98	63.72	367.9	377.63	285.84	129.31	27.28	28.04	375.55
91	373.76	25.26	376.98	373.93	191.35	75.97	63.7	367.89	377.65	285.79	129.3	27.27	28.03	375.55
92	373.72	25.08	376.97	373.91	191.36	75.94	63.7	367.88	377.66	285.7	129.24	27.26	28.02	375.54
93	373.68	25.06	376.97	373.86	191.37	75.91	63.68	367.87	377.67	285.62	129.25	27.25	28.02	375.52
