Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
0,366.23,369.51,372.04,373.71,373.59,376.26,374.72,376.49,375.83,360.02
1,366.21,369.48,372.02,373.71,373.59,376.27,374.73,376.54,375.86,359.97
2,366.2,369.46,372.01,373.71,373.59,376.27,374.75,376.61,375.89,359.97
3,366.17,369.45,371.99,373.71,373.59,376.28,374.78,376.66,375.87,359.97
4,366.15,369.42,371.97,373.7,373.59,376.29,374.81,376.69,375.87,359.96
5,366.14,369.41,371.96,373.7,373.59,376.3,374.82,376.69,375.87,360.0
6,366.13,369.4,371.95,373.69,373.59,376.29,374.82,376.69,375.9,360.06
7,366.11,369.38,371.94,373.69,373.59,376.31,374.84,376.67,375.92,360.07
8,366.1,369.36,371.93,373.69,373.6,376.32,374.85,376.65,375.93,360.08
9,366.07,369.34,371.92,373.69,373.6,376.34,374.85,376.64,375.93,360.08
10,366.05,369.33,371.91,373.68,373.61,376.34,374.87,376.62,375.94,360.06
11,366.03,369.3,371.91,373.68,373.6,376.35,374.88,376.62,375.95,360.04
12,365.99,369.27,371.89,373.67,373.6,376.35,374.91,376.62,375.96,360.01
13,365.95,369.25,371.86,373.67,373.6,376.37,374.94,376.59,376.0,359.98
14,365.93,369.22,371.85,373.67,373.6,376.38,374.96,376.56,376.01,359.96
15,365.91,369.21,371.85,373.66,373.6,376.39,374.96,376.52,376.03,359.96
16,365.89,369.19,371.84,373.66,373.59,376.41,374.97,376.49,376.07,360.01
17,365.88,369.17,371.84,373.66,373.61,376.42,374.99,376.49,376.1,360.07
18,365.87,369.16,371.84,373.65,373.61,376.43,374.99,376.48,376.13,360.15
19,365.84,369.14,371.83,373.64,373.61,376.43,374.98,376.45,376.13,360.2
20,365.81,369.12,371.81,373.65,373.61,376.45,374.98,376.44,376.16,360.24
21,365.8,369.1,371.81,373.64,373.62,376.45,374.98,376.43,376.2,360.25
22,365.76,369.08,371.8,373.64,373.61,376.46,374.96,376.47,376.22,360.2
23,365.74,369.06,371.8,373.63,373.61,376.48,374.97,376.56,376.25,360.18
24,365.72,369.05,371.79,373.64,373.61,376.48,374.98,376.66,376.25,360.14
25,365.7,369.04,371.79,373.63,373.62,376.49,374.98,376.75,376.24,360.09
26,365.69,369.02,371.77,373.63,373.62,376.5,374.98,376.8,376.22,360.03
27,365.66,368.99,371.76,373.62,373.61,376.5,375.0,376.83,376.18,359.99
28,365.64,368.99,371.76,373.63,373.62,376.52,375.02,376.84,376.15,359.98
29,365.62,368.97,371.74,373.63,373.62,376.52,375.03,376.83,376.1,359.98
30,365.6,368.96,371.73,373.62,373.63,376.53,375.06,376.81,376.05,360.01
31,365.58,368.94,371.72,373.62,373.64,376.54,375.09,376.8,376.08,360.03
32,365.56,368.92,371.7,373.62,373.64,376.55,375.1,376.77,376.13,360.01
33,365.55,368.9,371.69,373.62,373.65,376.56,375.11,376.77,376.22,360.0
34,365.52,368.89,371.69,373.62,373.66,376.56,375.13,376.86,376.22,359.97
35,365.52,368.91,371.68,373.62,373.68,376.59,375.26,376.91,376.2,359.95
36,365.61,368.9,371.65,373.68,373.7,376.67,375.35,376.99,376.28,359.95
37,365.88,368.84,371.63,373.71,373.73,376.71,375.39,376.87,376.37,359.96
38,366.25,369.11,371.68,373.76,373.77,376.75,375.35,376.96,376.44,359.96
39,366.96,369.6,371.8,373.72,373.82,376.75,375.35,376.86,376.45,360.01
40,367.62,370.04,371.84,373.76,373.86,376.75,375.33,376.8,376.37,360.1
41,368.1,370.29,371.91,373.83,373.89,376.77,375.34,376.79,376.27,360.19
42,368.56,370.5,372.03,373.92,373.95,376.79,375.35,376.72,376.13,360.29
43,368.96,370.68,372.16,374.0,374.0,376.82,375.38,376.58,375.98,360.4
44,369.33,370.92,372.27,374.08,374.06,376.87,375.43,376.55,375.83,360.48
45,369.7,371.13,372.38,374.17,374.13,376.91,375.39,376.4,375.7,360.55
46,370.02,371.4,372.5,374.26,374.18,376.94,375.35,376.34,375.57,360.61
47,370.3,371.6,372.6,374.34,374.25,376.96,375.31,376.3,375.43,360.66
48,370.7,371.85,372.75,374.41,374.34,377.0,375.29,376.19,375.18,360.7
49,371.11,372.15,372.93,374.51,374.44,377.04,375.24,376.11,375.03,360.73
50,371.37,372.36,373.07,374.62,374.5,377.07,375.21,376.01,374.97,360.76
51,371.58,372.53,373.21,374.71,374.57,377.08,375.17,375.92,374.9,360.77
52,371.77,372.65,373.33,374.81,374.61,377.1,375.09,375.85,374.81,360.75
53,371.9,372.75,373.45,374.88,374.65,377.1,375.04,375.74,374.72,360.76
54,372.05,372.86,373.56,374.9,374.68,377.1,374.97,375.73,374.67,360.75
55,372.18,372.98,373.67,374.92,374.71,377.09,374.93,375.73,374.59,360.71
56,372.3,373.13,373.76,374.97,374.73,377.09,374.91,375.7,374.51,360.61
57,372.38,373.25,373.87,375.01,374.76,377.08,374.89,375.7,374.43,360.41
