Time	TC1_tip	TC_9.5	TC3	TC5	TC7	TC9	TC10	TC_Bottom_rec_groove	TC4	TC6	TC8	TC_wall_ins_ext	TC_bottom_ins_groove	TC2
Seconds	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C
														
0	377.68	23.12	379.34	375.12	184.51	72.27	60.81	366.9	379.73	278.28	123.99	23.27	23.98	378.47
1	377.6	23.24	379.34	375.22	184.35	72.13	60.76	366.91	379.74	278.14	123.76	23.27	23.97	378.48
2	377.5	23.31	379.33	375.3	184.25	72	60.71	366.92	379.76	278.06	123.66	23.28	23.98	378.48
3	377.41	23.28	379.32	375.38	184.06	71.86	60.65	366.94	379.77	278	123.58	23.28	23.97	378.48
4	377.32	23.36	379.32	375.46	183.66	71.76	60.6	366.95	379.8	278.04	123.7	23.28	23.97	378.48
5	377.22	23.49	379.31	375.54	183.3	71.68	60.55	366.97	379.86	278.19	123.8	23.28	23.98	378.45
6	377.08	23.62	379.29	375.64	182.81	71.66	60.48	366.99	379.91	278.3	123.91	23.28	23.98	378.44
7	376.94	23.51	379.28	375.73	182.27	71.67	60.42	367	379.95	278.43	123.94	23.28	23.97	378.42
8	376.85	23.58	379.26	375.79	182.02	71.69	60.38	367.01	380.01	278.65	124.06	23.29	23.98	378.4
9	376.74	23.44	379.25	375.85	182.05	71.74	60.37	367.02	380.02	278.89	124.35	23.29	23.97	378.38
10	376.64	23.57	379.24	375.88	182.3	71.78	60.36	367.03	380.01	279.07	124.51	23.29	23.97	378.37
11	376.55	23.45	379.23	375.9	182.59	71.79	60.35	367.04	380.01	279.18	124.54	23.29	23.97	378.34
12	376.46	23.48	379.22	375.88	182.94	71.8	60.34	367.04	380	279.27	124.72	23.29	23.97	378.28
13	376.38	23.55	379.19	375.88	183.2	71.82	60.33	367.05	379.98	279.38	124.89	23.28	23.97	378.2
14	376.31	23.45	379.18	375.89	183.42	71.85	60.32	367.07	379.99	279.46	124.99	23.29	23.97	378.15
15	376.21	23.38	379.15	375.95	183.71	71.84	60.31	367.08	379.99	279.55	124.97	23.29	23.97	378.11
16	376.1	23.38	379.12	376.05	184.07	71.83	60.3	367.08	380.03	279.69	125	23.29	23.97	378.06
17	376.05	23.31	379.11	376.11	184.14	71.81	60.27	367.08	380.07	279.85	124.89	23.29	23.96	378.02
18	375.97	23.44	379.08	376.15	184.3	71.83	60.26	367.09	380.09	279.99	124.97	23.29	23.96	377.97
19	375.9	23.34	379.07	376.19	184.26	71.88	60.25	367.08	380.11	280.16	125.04	23.29	23.96	377.9
20	375.83	23.2	379.06	376.24	184.24	71.9	60.23	367.08	380.1	280.41	125.03	23.29	23.97	377.85
21	375.77	23.31	379.05	376.27	184.27	71.91	60.23	367.08	380.07	280.63	125.2	23.3	23.98	377.82
22	375.71	23.22	379.04	376.31	184.43	71.97	60.22	367.09	380.07	280.72	125.37	23.3	23.97	377.8
23	375.66	23.34	379.03	376.35	184.56	72.06	60.22	367.09	380.08	280.83	125.5	23.31	23.97	377.77
24	375.62	23.28	379.04	376.38	184.57	72.14	60.22	367.09	380.06	281.03	125.76	23.3	23.97	377.76
25	375.54	23.12	379.02	376.41	184.59	72.23	60.23	367.09	380.06	281.26	126.03	23.29	23.96	377.74
26	375.46	23.17	379.02	376.47	184.85	72.37	60.23	367.08	380.05	281.42	126.28	23.3	23.97	377.72
27	375.4	23.2	379.01	376.5	185.29	72.45	60.24	367.08	380.05	281.56	126.46	23.3	23.96	377.7
28	375.35	23.3	379.01	376.55	185.78	72.49	60.26	367.08	380.05	281.59	126.43	23.3	23.96	377.69
29	375.29	23.39	378.99	376.58	186.06	72.49	60.26	367.07	380.05	281.51	126.19	23.3	23.97	377.68
30	375.23	23.3	378.98	376.61	186.13	72.44	60.26	367.08	380.06	281.44	126.11	23.3	23.97	377.66
31	375.18	23.02	378.97	376.64	186.19	72.38	60.25	367.06	380.07	281.36	125.96	23.29	23.96	377.64
32	375.13	23.23	378.98	376.65	186.2	72.31	60.24	367.06	380.06	281.19	125.75	23.3	23.97	377.63
33	375.06	23.23	378.97	376.66	186.3	72.32	60.24	367.06	380.08	281.08	125.84	23.32	23.97	377.6
34	374.98	23.32	378.97	376.63	186.01	72.46	60.26	367.05	380.11	281.05	126.08	23.31	23.98	377.57
35	374.95	23.47	378.96	376.63	185.82	72.61	60.27	367.05	380.12	281.1	126.31	23.31	23.97	377.56
36	374.89	23.27	378.96	376.61	185.95	72.71	60.3	367.04	380.15	281.11	126.34	23.31	23.97	377.53
37	374.85	23.25	378.96	376.6	186.16	72.77	60.33	367.03	380.18	281.03	126.33	23.3	23.97	377.51
38	374.82	23.19	378.97	376.61	186.42	72.86	60.37	367.03	380.19	280.91	126.35	23.31	23.97	377.49
39	374.78	23.28	378.97	376.62	186.62	72.91	60.41	367.03	380.19	280.8	126.26	23.31	23.97	377.46
40	374.74	23.31	378.97	376.63	186.71	72.92	60.45	367.01	380.21	280.61	126.14	23.32	23.97	377.44
41	374.71	23.34	378.96	376.63	186.71	72.91	60.47	366.99	380.25	280.44	126	23.32	23.97	377.41
42	374.64	23.37	378.96	376.61	186.67	72.89	60.53	366.99	380.28	280.35	125.85	23.32	23.97	377.35
43	374.54	23.33	378.92	376.61	186.64	72.81	60.56	366.97	380.3	280.31	125.77	23.32	23.97	377.29
44	374.49	23.46	378.91	376.62	186.64	72.74	60.57	366.98	380.34	280.32	125.69	23.32	23.97	377.32
45	374.58	23.43	378.9	376.57	186.65	72.7	60.57	366.98	380.35	280.36	125.64	23.31	23.97	377.61
46	374.85	23.52	378.81	376.48	186.59	72.65	60.56	367.01	380.28	280.38	125.71	23.33	23.98	377.76
47	375.3	23.42	378.75	376.41	186.58	72.6	60.56	367.06	380.22	280.4	125.68	23.32	23.98	377.97
48	375.83	23.37	378.81	376.31	186.58	72.56	60.54	367.12	380.13	280.38	125.54	23.32	23.97	378.09
49	376.35	23.56	378.9	376.19	186.54	72.49	60.54	367.17	380.04	280.3	125.35	23.32	23.98	378.2
50	376.7	23.57	378.97	376.06	186.48	72.41	60.53	367.25	379.98	280.23	125.33	23.33	23.98	378.3
51	377.24	23.55	379.05	375.85	186.36	72.31	60.5	367.35	379.94	280.13	125.37	23.32	23.98	378.46
52	377.69	23.52	379.15	375.67	186.27	72.19	60.48	367.46	379.88	279.95	125.29	23.32	23.98	378.6
53	377.89	23.53	379.21	375.59	186.23	72.1	60.46	367.52	379.85	279.82	125.19	23.33	23.98	378.64
54	378.07	23.59	379.26	375.52	186.13	72.01	60.42	367.57	379.8	279.75	125.2	23.34	23.99	378.69
55	378.27	23.57	379.31	375.44	186.08	71.94	60.4	367.63	379.78	279.66	125.2	23.33	23.98	378.75
56	378.43	23.62	379.35	375.38	186.03	71.88	60.37	367.71	379.74	279.55	125.15	23.33	23.98	378.83
57	378.5	23.52	379.39	375.33	185.94	71.8	60.34	367.76	379.71	279.49	124.98	23.33	23.98	378.85
58	378.64	23.63	379.43	375.27	185.86	71.73	60.31	367.82	379.73	279.46	124.98	23.32	23.98	378.85
59	378.73	23.46	379.48	375.24	185.73	71.65	60.27	367.87	379.76	279.43	124.89	23.33	23.98	378.89
60	378.84	23.55	379.58	375.2	185.31	71.54	60.21	367.94	379.77	279.4	124.73	23.34	23.98	378.92
61	378.92	23.54	379.66	375.16	184.64	71.53	60.16	368.01	379.77	279.46	124.71	23.33	23.99	378.96
62	378.95	23.57	379.7	375.11	184.29	71.58	60.12	368.04	379.73	279.53	124.76	23.34	23.98	378.94
63	378.96	23.66	379.72	375.04	184.17	71.66	60.11	368.08	379.71	279.64	124.95	23.35	23.99	378.92
64	378.96	23.61	379.74	374.96	184.04	71.72	60.1	368.1	379.64	279.79	125.11	23.34	23.99	378.92
65	378.96	23.59	379.73	374.86	184.22	71.75	60.09	368.13	379.6	279.82	125.24	23.34	23.98	378.89
66	378.95	23.5	379.71	374.76	184.54	71.74	60.08	368.16	379.6	279.77	125.26	23.34	23.98	378.9
67	378.89	23.52	379.69	374.67	184.82	71.72	60.07	368.2	379.6	279.68	125.21	23.34	23.98	378.95
68	378.79	23.6	379.65	374.61	185	71.7	60.05	368.21	379.63	279.4	125.03	23.34	23.98	378.95
69	378.68	23.59	379.63	374.53	185.18	71.6	60.03	368.25	379.64	278.99	124.71	23.34	23.98	378.94
70	378.64	23.65	379.66	374.47	185.18	71.47	59.99	368.28	379.63	278.71	124.66	23.35	23.97	378.92
71	378.63	23.6	379.68	374.41	185.15	71.41	59.96	368.29	379.62	278.45	124.8	23.34	23.97	378.92
72	378.6	23.61	379.7	374.34	185.1	71.37	59.93	368.31	379.61	278.01	124.72	23.34	23.97	378.92
73	378.58	23.64	379.71	374.24	185.04	71.31	59.9	368.33	379.59	277.57	124.57	23.34	23.98	378.91
74	378.53	23.52	379.7	374.13	185.03	71.25	59.86	368.35	379.58	277.24	124.46	23.35	23.98	378.9
75	378.49	23.42	379.7	374.02	184.96	71.19	59.85	368.37	379.57	276.89	124.3	23.35	23.98	378.87
76	378.45	23.5	379.67	373.94	184.88	71.16	59.8	368.39	379.54	276.36	124.2	23.36	23.98	378.82
77	378.4	23.45	379.66	373.94	184.76	71.12	59.78	368.39	379.52	275.83	124.07	23.35	23.97	378.8
78	378.34	23.31	379.63	373.98	184.53	71.08	59.71	368.4	379.53	275.52	124.05	23.34	23.97	378.78
79	378.29	23.36	379.62	374.03	184.2	71.05	59.65	368.42	379.56	275.34	124.29	23.35	23.98	378.74
80	378.25	23.41	379.6	374.04	183.9	71.05	59.62	368.43	379.61	275.08	124.43	23.35	23.97	378.72
81	378.2	23.48	379.6	374.05	183.8	71.08	59.6	368.43	379.7	274.93	124.73	23.34	23.98	378.73
82	378.14	23.43	379.61	374.03	183.87	71.1	59.59	368.45	379.76	274.87	124.84	23.34	23.97	378.76
83	378.09	23.38	379.63	374	183.91	71.17	59.57	368.46	379.8	274.78	125	23.35	23.97	378.8
84	378.03	23.52	379.64	373.97	183.71	71.28	59.57	368.46	379.85	274.66	125.11	23.36	23.98	378.83
85	377.95	23.49	379.67	373.95	183.46	71.38	59.57	368.47	379.9	274.61	124.94	23.35	23.97	378.85
86	377.86	23.44	379.66	373.93	183.36	71.45	59.57	368.48	379.93	274.58	124.93	23.37	23.97	378.85
87	377.74	23.44	379.68	373.95	183.32	71.57	59.59	368.48	379.95	274.49	125.12	23.35	23.97	378.85
88	377.6	23.34	379.7	374.02	182.87	71.72	59.63	368.48	379.98	274.43	125.31	23.35	23.96	378.84
89	377.49	23.2	379.69	374.09	182.57	71.81	59.66	368.5	379.99	274.42	125.32	23.35	23.96	378.83
90	377.4	23.37	379.68	374.15	182.52	71.89	59.69	368.5	379.99	274.46	125.44	23.35	23.97	378.8
91	377.3	23.36	379.67	374.21	182.74	72	59.71	368.49	379.99	274.49	125.72	23.35	23.96	378.75
92	377.21	23.39	379.64	374.25	182.92	72.11	59.76	368.49	379.99	274.49	125.98	23.35	23.97	378.67
