Time	TC1_tip	TC_9.5	TC3	TC5	TC7	TC9	TC10	TC_Bottom_rec_groove	TC4	TC6	TC8	TC_wall_ins_ext	TC_bottom_ins_groove	TC2
Seconds	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C
														
0	379.19	24.13	379.91	375.4	190.75	84.72	73.27	372.76	380.18	282.92	134.8	25.66	27.01	379.14
1	379.19	24.24	379.9	375.48	191.01	84.83	73.27	372.76	380.18	282.91	135.04	25.67	27	379.11
2	379.18	24.23	379.88	375.52	191.3	84.95	73.26	372.75	380.19	282.9	135.14	25.67	27	379.07
3	379.16	24.17	379.86	375.54	191.45	85.05	73.25	372.73	380.2	282.93	135.3	25.66	27.01	379.04
4	379.08	24.13	379.87	375.5	191.75	85.13	73.27	372.71	380.21	282.89	135.24	25.66	27	379.04
5	379.02	24.09	379.92	375.37	191.91	85.1	73.29	372.7	380.24	282.72	134.98	25.67	27	379.07
6	378.97	24.11	379.94	375.3	191.82	85.03	73.29	372.69	380.26	282.51	134.76	25.66	27.01	379.09
7	378.9	24	379.94	375.25	191.66	84.98	73.28	372.66	380.29	282.38	134.68	25.67	27.01	379.11
8	378.84	24.03	379.93	375.19	191.32	84.93	73.26	372.65	380.31	282.3	134.62	25.66	27	379.11
9	378.78	23.99	379.92	375.12	190.75	84.83	73.24	372.63	380.33	282.3	134.54	25.66	27	379.11
10	378.69	24.14	379.92	375.07	190.36	84.75	73.21	372.61	380.36	282.38	134.49	25.67	27.01	379.1
11	378.6	24.22	379.92	375.06	190.25	84.7	73.18	372.6	380.38	282.48	134.54	25.67	27.01	379.09
12	378.49	24.15	379.94	375.08	190.34	84.7	73.16	372.58	380.39	282.56	134.68	25.67	27.01	379.07
13	378.32	24.11	379.94	375.13	190.65	84.75	73.14	372.55	380.39	282.62	134.76	25.67	27.01	379.05
14	378.16	24.23	379.94	375.18	190.61	84.86	73.14	372.52	380.37	282.7	134.83	25.67	27.01	379.04
15	378.07	24.08	379.94	375.22	190.44	84.91	73.14	372.51	380.35	282.8	134.87	25.67	27.01	379.03
16	377.98	24.15	379.94	375.25	190.21	84.96	73.15	372.5	380.33	282.9	134.9	25.67	27.01	378.99
17	377.89	24.12	379.95	375.31	189.94	84.93	73.15	372.48	380.32	282.96	134.78	25.67	27.01	378.97
18	377.82	24.28	379.95	375.4	189.71	84.88	73.14	372.46	380.3	282.99	134.68	25.68	27.01	378.95
19	377.74	24.36	379.95	375.46	189.44	84.78	73.12	372.46	380.29	283.03	134.44	25.68	27.01	378.91
20	377.67	24.19	379.96	375.55	189.23	84.65	73.09	372.44	380.26	283.04	134.26	25.68	27	378.86
21	377.58	24.17	379.96	375.62	189.06	84.49	73.07	372.42	380.24	283.05	134	25.67	27.01	378.81
22	377.5	24.11	379.96	375.71	188.91	84.3	73.02	372.39	380.22	283.08	133.84	25.67	27.01	378.73
23	377.43	24.01	379.94	375.78	188.69	84.16	72.97	372.36	380.19	283.09	133.73	25.68	27	378.66
24	377.38	24.15	379.94	375.84	188.58	84.06	72.94	372.35	380.18	283.03	133.67	25.69	27.01	378.63
25	377.35	24.05	379.93	375.88	188.43	83.95	72.88	372.33	380.16	283.01	133.67	25.67	27.01	378.6
26	377.32	23.95	379.93	375.9	188.27	83.88	72.84	372.32	380.15	282.96	133.57	25.67	27	378.57
27	377.28	24	379.92	375.88	188.2	83.83	72.8	372.29	380.14	282.97	133.5	25.67	27	378.52
28	377.24	24.14	379.9	375.87	188.24	83.85	72.77	372.27	380.15	283.03	133.58	25.68	27	378.49
29	377.21	24.2	379.88	375.85	188.64	83.92	72.76	372.26	380.14	283.08	133.79	25.69	27	378.46
30	377.17	24.17	379.85	375.87	189.13	83.98	72.76	372.24	380.14	283.07	133.76	25.68	27	378.44
31	377.12	24.04	379.82	375.94	189.77	83.98	72.77	372.21	380.15	283	133.62	25.67	27	378.41
32	377.07	23.93	379.79	376.12	190.09	83.89	72.77	372.2	380.15	282.95	133.6	25.68	26.99	378.39
33	377.05	24.03	379.77	376.25	190.21	83.86	72.75	372.16	380.15	282.91	133.63	25.68	27	378.38
34	377.02	24.1	379.73	376.39	190.26	83.84	72.74	372.15	380.16	282.88	133.63	25.69	27	378.35
35	376.99	24.11	379.72	376.51	190.18	83.86	72.72	372.13	380.18	282.88	133.74	25.68	27	378.34
36	376.97	23.94	379.71	376.6	189.85	83.9	72.71	372.1	380.2	282.92	133.8	25.68	27	378.33
37	376.95	23.85	379.68	376.68	189.52	83.89	72.69	372.09	380.21	282.96	133.79	25.68	27	378.31
38	376.91	24.02	379.68	376.72	189.33	83.88	72.67	372.08	380.24	283.03	133.82	25.68	27	378.31
39	376.88	23.98	379.65	376.76	189.12	83.91	72.65	372.06	380.26	283.11	133.82	25.69	27	378.29
40	376.84	23.97	379.64	376.79	188.72	83.92	72.62	372.03	380.28	283.22	133.79	25.68	27	378.26
41	376.78	24.03	379.61	376.79	188.4	83.94	72.59	372	380.3	283.36	133.71	25.68	26.99	378.23
42	376.76	24.07	379.6	376.82	188.48	84.01	72.6	371.98	380.32	283.51	133.72	25.68	27	378.22
43	376.72	24.26	379.58	376.89	188.71	84.06	72.6	371.96	380.34	283.66	133.88	25.69	27.01	378.21
44	376.69	24.2	379.58	376.96	188.56	84.07	72.6	371.94	380.37	283.77	133.74	25.69	27.01	378.2
45	376.65	24.19	379.55	377.02	188.46	83.99	72.59	371.91	380.38	283.84	133.53	25.69	27.01	378.18
46	376.61	24.33	379.54	377.07	188.53	83.91	72.59	371.88	380.4	283.85	133.42	25.7	27.02	378.16
47	376.57	24.3	379.54	377.11	188.72	83.86	72.59	371.87	380.42	283.85	133.42	25.69	27.02	378.15
48	376.52	24.34	379.52	377.12	188.63	83.79	72.58	371.85	380.44	283.84	133.35	25.7	27.03	378.12
49	376.48	24.29	379.52	377.14	188.5	83.73	72.54	371.81	380.44	283.88	133.35	25.7	27.02	378.1
50	376.43	24.33	379.52	377.13	188.43	83.73	72.51	371.79	380.44	283.93	133.35	25.69	27.02	378.07
51	376.4	24.2	379.51	377.13	188.83	83.82	72.51	371.76	380.45	283.93	133.54	25.7	27.02	378.05
52	376.37	24.39	379.5	377.12	189.26	83.93	72.52	371.75	380.46	283.94	133.71	25.7	27.02	378.04
53	376.34	24.3	379.52	377.16	189.66	84.03	72.54	371.73	380.46	283.91	133.75	25.7	27.02	378.03
54	376.31	24.35	379.51	377.2	189.96	84.1	72.56	371.71	380.46	283.88	133.83	25.7	27.02	378.01
55	376.28	24.36	379.51	377.28	190.2	84.08	72.57	371.69	380.46	283.84	133.72	25.7	27.02	377.99
56	376.25	24.3	379.51	377.34	190.33	84.04	72.57	371.67	380.47	283.8	133.51	25.7	27.01	377.97
57	376.21	24.37	379.49	377.39	190.3	83.97	72.56	371.65	380.48	283.74	133.36	25.71	27.02	377.95
58	376.17	24.32	379.5	377.42	190.1	83.88	72.54	371.61	380.49	283.66	133.32	25.71	27.02	377.91
59	376.13	24.23	379.48	377.41	189.62	83.84	72.52	371.59	380.51	283.63	133.32	25.7	27.01	377.88
60	376.1	24.17	379.49	377.38	189.38	83.8	72.49	371.58	380.52	283.62	133.29	25.71	27.01	377.86
61	376.07	24.15	379.49	377.33	189.42	83.77	72.47	371.55	380.53	283.67	133.31	25.71	27.01	377.85
62	376.05	24.1	379.49	377.27	189.52	83.77	72.45	371.53	380.55	283.75	133.49	25.71	27	377.83
63	376.03	24.25	379.48	377.23	189.46	83.73	72.43	371.51	380.55	283.87	133.6	25.71	27.01	377.82
64	376.03	24.16	379.49	377.21	189.21	83.69	72.39	371.49	380.56	283.99	133.55	25.71	27.01	377.83
65	376.01	24.29	379.49	377.18	188.94	83.64	72.35	371.47	380.57	284.06	133.51	25.71	27.01	377.82
66	375.98	24.26	379.48	377.18	188.88	83.62	72.32	371.44	380.58	284.13	133.45	25.71	27.01	377.79
67	375.94	24.31	379.47	377.17	189.48	83.65	72.32	371.42	380.6	284.12	133.43	25.71	27.01	377.78
68	375.89	24.13	379.47	377.15	190.13	83.68	72.32	371.39	380.61	284.04	133.39	25.71	27	377.75
69	375.86	24.1	379.46	377.12	190.47	83.7	72.33	371.36	380.61	284.08	133.41	25.71	27	377.75
70	375.91	24.28	379.48	377.06	190.76	83.73	72.35	371.36	380.61	284.16	133.3	25.72	27	377.81
71	376.11	24.18	379.49	376.97	190.91	83.8	72.37	371.37	380.54	284.16	133.23	25.71	27.01	377.83
72	376.35	24.15	379.51	376.87	191.01	83.89	72.4	371.4	380.48	284.11	133.3	25.71	27	377.86
73	376.61	24.12	379.58	376.78	191.11	83.97	72.42	371.44	380.45	284.11	133.42	25.72	27.01	377.98
74	376.95	24.23	379.65	376.7	191.18	84.04	72.44	371.48	380.45	284.08	133.38	25.71	27.01	378.2
75	377.29	24.2	379.68	376.61	191.08	84.07	72.46	371.53	380.41	284.04	133.37	25.72	27.01	378.41
76	377.8	24.27	379.75	376.48	191.07	84.15	72.49	371.65	380.36	284.01	133.47	25.71	27.01	378.62
77	378.27	24.32	379.81	376.35	191.21	84.24	72.53	371.77	380.32	283.92	133.37	25.72	27.02	378.79
78	378.5	24.34	379.86	376.3	191.01	84.31	72.56	371.86	380.29	283.87	133.26	25.73	27.02	378.9
79	378.71	24.31	379.89	376.25	190.72	84.38	72.59	371.94	380.26	284.03	133.36	25.73	27.03	379
80	378.9	24.31	379.92	376.21	190.37	84.46	72.63	372.01	380.22	284.27	133.48	25.73	27.03	379.09
81	379.08	24.32	379.94	376.19	189.99	84.52	72.66	372.08	380.2	284.49	133.57	25.74	27.04	379.16
82	379.21	24.25	379.96	376.15	189.61	84.58	72.69	372.14	380.17	284.83	133.65	25.73	27.03	379.21
83	379.32	24.26	379.99	376.13	189.53	84.66	72.73	372.23	380.13	285.16	133.84	25.73	27.03	379.25
84	379.43	24.25	380.01	376.12	189.41	84.77	72.79	372.31	380.1	285.48	134	25.73	27.03	379.3
85	379.55	24.21	380.04	376.09	188.94	84.88	72.86	372.43	380.07	285.78	134.08	25.73	27.02	379.34
86	379.65	24.17	380.06	376.07	188.81	84.96	72.93	372.56	380.05	286.03	134.02	25.72	27.03	379.38
87	379.7	24.25	380.07	376.05	189.13	85	72.99	372.64	380.02	286.15	133.97	25.73	27.04	379.39
88	379.73	24.15	380.09	376.05	189.61	85.03	73.03	372.71	380.01	286.15	133.93	25.72	27.03	379.39
89	379.77	24.28	380.09	376.05	189.79	84.96	73.08	372.76	380	286.07	133.7	25.73	27.03	379.4
90	379.79	24.3	380.1	376.05	189.66	84.82	73.11	372.8	379.98	286.01	133.41	25.72	27.04	379.41
91	379.81	24.3	380.1	376.05	189.35	84.64	73.13	372.85	379.98	285.97	133.11	25.72	27.04	379.42
92	379.81	24.24	380.1	376.05	189.01	84.43	73.13	372.88	380	285.95	132.87	25.73	27.04	379.43
93	379.83	24.31	380.11	376.04	188.71	84.26	73.13	372.91	379.99	285.91	132.71	25.73	27.04	379.45
