Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10
0,364.4,366.99,369.45,371.63,371.84,374.86,372.97,374.02,372.4,342.23
1,364.35,366.99,369.46,371.64,371.85,374.86,372.99,374.04,372.33,342.26
2,364.34,366.99,369.47,371.65,371.85,374.87,372.99,374.06,372.21,342.29
3,364.31,366.98,369.46,371.66,371.86,374.87,373.01,374.08,372.14,342.28
4,364.28,366.97,369.46,371.65,371.86,374.87,373.01,374.09,372.11,342.29
5,364.26,366.96,369.46,371.66,371.85,374.87,373.02,374.1,372.08,342.34
6,364.22,366.93,369.45,371.66,371.85,374.88,373.04,374.12,372.13,342.46
7,364.18,366.9,369.44,371.66,371.85,374.88,373.04,374.13,372.27,342.58
8,364.15,366.87,369.44,371.66,371.84,374.88,373.06,374.15,372.37,342.66
9,364.13,366.84,369.43,371.65,371.85,374.88,373.06,374.16,372.45,342.72
10,364.1,366.82,369.42,371.65,371.85,374.89,373.07,374.17,372.53,342.77
11,364.09,366.8,369.42,371.65,371.86,374.89,373.08,374.18,372.59,342.82
12,364.08,366.78,369.41,371.66,371.85,374.89,373.09,374.2,372.59,342.85
13,364.05,366.77,369.42,371.65,371.85,374.88,373.08,374.21,372.57,342.87
14,364.04,366.76,369.41,371.64,371.85,374.88,373.08,374.22,372.48,342.85
15,364.01,366.74,369.4,371.64,371.84,374.88,373.08,374.22,372.39,342.83
16,363.96,366.72,369.39,371.63,371.85,374.87,373.08,374.23,372.38,342.81
17,363.93,366.71,369.39,371.64,371.85,374.87,373.07,374.25,372.37,342.79
18,363.9,366.69,369.38,371.64,371.85,374.88,373.08,374.26,372.39,342.81
19,363.86,366.67,369.37,371.63,371.85,374.87,373.08,374.25,372.5,342.85
20,363.81,366.66,369.37,371.63,371.85,374.87,373.07,374.26,372.6,342.91
21,363.76,366.63,369.36,371.63,371.85,374.87,373.07,374.26,372.65,342.97
22,363.73,366.62,369.36,371.64,371.86,374.87,373.07,374.28,372.71,343.04
23,363.69,366.6,369.34,371.64,371.86,374.87,373.07,374.29,372.78,343.1
24,363.64,366.59,369.34,371.64,371.86,374.87,373.07,374.32,372.86,343.15
25,363.6,366.58,369.32,371.65,371.86,374.88,373.07,374.34,372.89,343.23
26,363.57,366.57,369.32,371.64,371.86,374.86,373.07,374.36,372.95,343.28
27,363.55,366.56,369.31,371.65,371.86,374.86,373.07,374.37,373.04,343.32
28,363.52,366.55,369.3,371.64,371.86,374.86,373.06,374.4,373.09,343.35
29,363.49,366.55,369.3,371.64,371.86,374.87,373.07,374.42,373.15,343.39
30,363.47,366.54,369.29,371.66,371.87,374.87,373.07,374.44,373.21,343.46
31,363.44,366.54,369.29,371.65,371.87,374.86,373.07,374.44,373.24,343.52
32,363.41,366.51,369.28,371.65,371.87,374.85,373.07,374.45,373.29,343.6
33,363.37,366.49,369.27,371.64,371.87,374.86,373.07,374.46,373.45,343.65
34,363.34,366.47,369.26,371.64,371.87,374.86,373.08,374.47,373.61,343.59
35,363.31,366.45,369.26,371.64,371.88,374.86,373.09,374.49,373.64,343.54
36,363.29,366.43,369.25,371.65,371.88,374.86,373.09,374.5,373.52,343.52
37,363.27,366.42,369.25,371.65,371.88,374.87,373.09,374.53,373.41,343.56
38,363.24,366.4,369.23,371.65,371.88,374.87,373.09,374.55,373.36,343.62
39,363.21,366.38,369.23,371.64,371.87,374.87,373.09,374.58,373.35,343.7
40,363.2,366.38,369.22,371.64,371.88,374.87,373.1,374.59,373.36,343.77
41,363.18,366.37,369.23,371.64,371.89,374.88,373.11,374.61,373.38,343.83
42,363.15,366.35,369.23,371.64,371.89,374.88,373.13,374.63,373.4,343.94
43,363.11,366.34,369.22,371.64,371.89,374.88,373.13,374.65,373.49,344.0
44,363.09,366.32,369.23,371.64,371.89,374.88,373.14,374.67,373.57,344.0
45,363.06,366.3,369.2,371.63,371.88,374.89,373.14,374.68,373.63,343.96
46,363.04,366.29,369.2,371.63,371.88,374.88,373.15,374.71,373.69,343.9
47,363.02,366.28,369.2,371.64,371.89,374.88,373.16,374.72,373.72,343.8
48,363.0,366.27,369.21,371.63,371.89,374.89,373.16,374.75,373.68,343.74
49,363.0,366.29,369.2,371.6,371.87,374.88,373.16,374.76,373.58,343.7
50,363.05,366.36,369.22,371.56,371.85,374.88,373.17,374.76,373.51,343.65
51,363.25,366.58,369.29,371.58,371.78,374.88,373.16,374.74,373.63,343.51
52,363.5,366.84,369.42,371.64,371.77,374.89,373.13,374.71,373.81,343.31
53,363.66,366.89,369.46,371.67,371.73,374.89,373.12,374.76,373.97,343.21
54,363.71,366.9,369.45,371.66,371.71,374.85,373.12,374.74,374.14,343.11
55,363.83,366.96,369.49,371.67,371.7,374.86,373.2,374.72,374.26,342.94
56,364.16,366.86,369.46,371.69,371.68,374.88,373.3,374.89,374.28,342.67
57,364.44,366.72,369.39,371.68,371.69,374.9,373.33,375.16,374.28,342.3
58,364.66,366.66,369.34,371.7,371.71,374.92,373.37,375.17,374.29,341.86
59,364.85,366.68,369.34,371.7,371.73,374.96,373.48,375.37,374.32,341.36
60,365.12,366.78,369.36,371.72,371.78,375.04,373.73,375.55,374.3,340.48
61,365.38,366.96,369.37,371.75,371.84,375.1,373.94,375.61,374.19,339.65
62,365.54,367.09,369.35,371.8,371.88,375.18,374.07,375.66,374.05,339.18
63,365.7,367.2,369.37,371.87,371.92,375.28,374.18,375.68,373.92,338.81
64,365.85,367.3,369.4,371.92,371.94,375.37,374.25,375.71,373.83,338.47
65,365.98,367.36,369.44,371.94,371.98,375.46,374.3,375.78,373.77,338.14
66,366.09,367.35,369.48,371.96,372.01,375.55,374.35,375.82,373.72,337.82
67,366.19,367.32,369.52,371.97,372.04,375.6,374.4,375.84,373.66,337.48
