Time	TC1_tip	TC_9.5	TC3	TC5	TC7	TC9	TC10	TC_Bottom_rec_groove	TC4	TC6	TC8	TC_wall_ins_ext	TC_bottom_ins_groove	TC2
Seconds	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C
														
0	376.33	23.66	377.75	373.7	188.35	72.61	60.4	368.63	378.07	283.79	125.72	23.65	28.02	376.96
1	376.28	23.69	377.75	373.63	188.37	72.57	60.4	368.61	378.07	283.57	125.56	23.64	28.02	376.95
2	376.23	23.69	377.75	373.57	188.12	72.51	60.41	368.61	378.08	283.38	125.39	23.64	28.02	376.93
3	376.18	23.72	377.76	373.52	187.81	72.43	60.4	368.6	378.09	283.09	125.16	23.65	28.02	376.92
4	376.13	23.79	377.77	373.47	187.67	72.35	60.4	368.58	378.12	282.86	124.97	23.65	28.03	376.88
5	376.08	23.75	377.76	373.44	187.61	72.26	60.38	368.57	378.17	282.76	124.87	23.65	28.03	376.83
6	376.03	23.81	377.76	373.42	187.55	72.19	60.35	368.55	378.2	282.7	124.82	23.65	28.03	376.83
7	375.98	23.99	377.77	373.38	187.56	72.11	60.34	368.54	378.25	282.72	124.8	23.65	28.04	376.84
8	375.91	24.07	377.76	373.36	187.57	72	60.31	368.52	378.27	282.74	124.67	23.65	28.05	376.83
9	375.79	24.08	377.76	373.43	187.53	71.85	60.26	368.5	378.29	282.74	124.59	23.66	28.05	376.8
10	375.7	24.03	377.76	373.5	187.38	71.76	60.23	368.48	378.3	282.67	124.44	23.66	28.05	376.81
11	375.62	23.96	377.75	373.53	187.18	71.7	60.21	368.46	378.32	282.58	124.34	23.65	28.05	376.8
12	375.52	24	377.74	373.49	187.04	71.71	60.18	368.46	378.33	282.58	124.51	23.66	28.05	376.79
13	375.41	24.03	377.73	373.43	187	71.73	60.16	368.44	378.36	282.6	124.62	23.66	28.04	376.76
14	375.31	23.95	377.72	373.38	187.03	71.79	60.15	368.43	378.38	282.62	124.74	23.66	28.04	376.75
15	375.22	23.89	377.72	373.33	186.97	71.88	60.15	368.42	378.38	282.74	125.03	23.66	28.05	376.73
16	375.11	23.9	377.71	373.27	187	72.02	60.14	368.41	378.38	282.85	125.12	23.66	28.04	376.73
17	374.98	23.88	377.72	373.25	186.86	72.21	60.17	368.39	378.39	283.03	125.3	23.66	28.04	376.72
18	374.86	23.79	377.72	373.33	186.87	72.4	60.2	368.37	378.4	283.2	125.44	23.65	28.04	376.69
19	374.78	23.92	377.72	373.4	187.13	72.46	60.21	368.35	378.42	283.35	125.51	23.66	28.04	376.66
20	374.71	24.02	377.72	373.49	187.31	72.51	60.25	368.34	378.42	283.38	125.44	23.67	28.06	376.63
21	374.66	23.89	377.74	373.59	187.14	72.58	60.28	368.34	378.42	283.42	125.44	23.66	28.05	376.61
22	374.6	23.89	377.74	373.67	186.87	72.64	60.3	368.32	378.41	283.51	125.42	23.66	28.05	376.57
23	374.54	23.84	377.74	373.74	186.52	72.71	60.33	368.3	378.39	283.59	125.41	23.66	28.05	376.52
24	374.48	23.89	377.73	373.77	186.36	72.81	60.36	368.29	378.38	283.69	125.54	23.66	28.04	376.47
25	374.42	23.85	377.72	373.79	186.55	72.89	60.4	368.27	378.38	283.72	125.6	23.66	28.04	376.42
26	374.35	23.8	377.72	373.77	186.98	72.96	60.45	368.25	378.39	283.67	125.58	23.66	28.04	376.35
27	374.29	23.66	377.69	373.74	187.29	72.96	60.51	368.22	378.4	283.53	125.47	23.66	28.03	376.28
28	374.25	23.74	377.68	373.71	187.42	72.92	60.53	368.2	378.39	283.42	125.35	23.66	28.03	376.25
29	374.22	23.82	377.65	373.7	187.49	72.87	60.55	368.18	378.36	283.33	125.2	23.66	28.02	376.21
30	374.19	23.94	377.63	373.73	187.58	72.8	60.58	368.17	378.36	283.28	125.11	23.66	28.02	376.2
31	374.16	23.67	377.61	373.76	187.62	72.69	60.59	368.14	378.36	283.24	124.93	23.67	28.01	376.17
32	374.13	23.59	377.57	373.77	187.66	72.59	60.59	368.12	378.37	283.21	124.81	23.67	28	376.15
33	374.1	23.57	377.55	373.81	187.65	72.47	60.6	368.1	378.4	283.15	124.62	23.67	28	376.13
34	374.07	23.66	377.53	373.87	187.58	72.34	60.6	368.09	378.42	283.03	124.5	23.67	28.01	376.12
35	374.03	23.6	377.51	373.92	187.49	72.17	60.56	368.08	378.43	282.87	124.46	23.66	28	376.1
36	373.98	23.71	377.49	373.94	187.4	72	60.5	368.06	378.44	282.69	124.44	23.67	28.01	376.07
37	373.93	23.58	377.47	373.92	187.28	71.9	60.45	368.04	378.44	282.54	124.33	23.67	28.01	376.06
38	373.88	23.73	377.46	373.9	187.15	71.8	60.41	368.03	378.47	282.28	124.16	23.67	28.02	376.05
39	373.83	23.81	377.46	373.88	187	71.73	60.38	368.01	378.5	282.06	124.07	23.68	28.02	376.04
40	373.79	23.87	377.46	373.84	186.82	71.67	60.33	367.99	378.51	281.9	124.01	23.68	28.03	376.03
41	373.74	23.76	377.46	373.81	186.61	71.61	60.28	367.97	378.54	281.83	123.93	23.68	28.04	376.02
42	373.69	23.9	377.45	373.84	186.46	71.56	60.24	367.96	378.56	281.83	123.92	23.67	28.03	376
43	373.64	23.79	377.44	373.9	186.28	71.54	60.19	367.93	378.59	281.84	123.87	23.67	28.04	375.98
44	373.56	23.9	377.44	374.04	186.02	71.48	60.11	367.89	378.6	281.86	123.83	23.68	28.04	375.93
45	373.5	23.82	377.45	374.22	185.84	71.45	60.06	367.87	378.62	281.92	123.8	23.67	28.03	375.88
46	373.45	23.8	377.45	374.31	185.88	71.44	60.02	367.85	378.65	281.96	123.89	23.68	28.04	375.86
47	373.41	23.81	377.45	374.41	185.77	71.48	59.99	367.82	378.68	282	124.04	23.68	28.02	375.84
48	373.37	23.63	377.45	374.48	185.57	71.53	59.99	367.81	378.7	282.04	124.1	23.68	28.03	375.8
49	373.32	23.7	377.47	374.53	185.37	71.58	59.98	367.78	378.73	282.07	124.17	23.68	28.02	375.77
50	373.29	23.85	377.46	374.52	185.06	71.64	59.96	367.77	378.76	282.17	124.21	23.68	28.02	375.74
51	373.25	23.71	377.47	374.48	184.86	71.7	59.96	367.73	378.76	282.26	124.23	23.69	28.02	375.71
52	373.22	23.75	377.47	374.38	184.94	71.74	59.97	367.72	378.79	282.36	124.19	23.68	28.01	375.7
53	373.17	23.69	377.48	374.29	185.12	71.73	59.97	367.68	378.82	282.43	124.09	23.68	28.01	375.67
54	373.13	23.7	377.48	374.25	185.29	71.77	59.98	367.65	378.84	282.52	124.18	23.68	28.01	375.65
55	373.1	23.72	377.49	374.27	185.39	71.89	60.01	367.63	378.87	282.69	124.51	23.68	28.01	375.63
56	373.07	23.64	377.48	374.29	185.68	71.99	60	367.61	378.89	282.89	124.82	23.68	28.01	375.62
57	373.05	23.76	377.49	374.34	186.01	72.06	60.01	367.58	378.92	283.06	124.95	23.7	28.02	375.61
58	373.02	23.66	377.48	374.38	186.27	72.12	60.03	367.56	378.93	283.14	125.07	23.68	28	375.59
59	372.99	23.59	377.48	374.42	186.3	72.15	60.04	367.54	378.93	283.16	125	23.68	28	375.57
60	372.97	23.7	377.49	374.46	186.5	72.16	60.05	367.52	378.92	283.18	124.92	23.7	28	375.56
61	372.95	23.6	377.49	374.51	186.7	72.14	60.05	367.51	378.94	283.15	124.83	23.69	28	375.55
62	372.91	23.71	377.49	374.49	186.92	72.09	60.08	367.47	378.93	283.1	124.77	23.68	27.99	375.53
63	372.86	23.69	377.49	374.47	187.12	72.05	60.08	367.44	378.95	283.05	124.78	23.69	28	375.51
64	372.84	23.62	377.5	374.47	187.2	72.03	60.06	367.41	378.96	282.99	124.76	23.69	28	375.49
65	372.79	23.7	377.49	374.47	187.24	72.02	60.05	367.38	378.99	282.98	124.76	23.7	28	375.46
66	372.75	23.84	377.49	374.48	187.26	72.02	60.05	367.37	379.02	283.01	124.77	23.69	28	375.43
67	372.72	23.77	377.49	374.5	187.27	72.04	60.07	367.35	379.05	283.08	124.78	23.69	28	375.41
68	372.68	23.86	377.48	374.53	187.28	72.05	60.07	367.32	379.06	283.13	124.85	23.69	28	375.39
69	372.65	23.71	377.49	374.57	187.3	72.09	60.07	367.3	379.07	283.16	124.91	23.69	27.99	375.38
70	372.63	23.69	377.48	374.66	187.32	72.13	60.09	367.27	379.07	283.2	124.98	23.69	27.99	375.36
71	372.58	23.8	377.47	374.79	187.35	72.19	60.08	367.24	379.08	283.25	125.04	23.69	27.99	375.34
72	372.55	23.78	377.47	374.86	187.38	72.2	60.07	367.2	379.08	283.28	125.01	23.7	27.99	375.33
73	372.53	23.73	377.46	374.86	187.39	72.18	60.06	367.18	379.08	283.29	124.86	23.69	27.99	375.31
74	372.5	23.65	377.46	374.86	187.39	72.19	60.07	367.16	379.09	283.28	124.77	23.7	27.99	375.3
75	372.48	23.7	377.47	374.83	187.3	72.17	60.05	367.13	379.09	283.23	124.61	23.7	28	375.3
76	372.45	23.61	377.47	374.8	187.23	72.11	60.04	367.11	379.09	283.16	124.39	23.7	28	375.29
77	372.42	23.66	377.46	374.76	187.12	72.03	60.03	367.09	379.09	283.14	124.25	23.7	27.99	375.28
78	372.39	23.8	377.47	374.73	187.09	71.96	60.02	367.06	379.1	283.17	124.15	23.71	28	375.27
79	372.34	23.71	377.47	374.72	187.08	71.85	60	367.04	379.1	283.17	124.01	23.7	27.99	375.24
80	372.3	23.65	377.47	374.74	186.99	71.74	59.98	367	379.11	283.15	123.91	23.7	27.99	375.2
81	372.26	23.71	377.47	374.78	186.96	71.7	59.96	366.98	379.11	283.13	123.86	23.7	27.99	375.18
82	372.23	23.79	377.47	374.82	186.94	71.63	59.95	366.97	379.13	283.07	123.75	23.71	28	375.14
83	372.21	23.74	377.46	374.83	186.85	71.52	59.92	366.94	379.14	282.93	123.57	23.7	27.99	375.14
84	372.18	23.72	377.43	374.82	186.67	71.39	59.89	366.93	379.14	282.81	123.32	23.7	27.99	375.03
85	372.18	23.83	377.35	374.84	186.46	71.25	59.86	366.93	379.16	282.68	123.03	23.7	27.99	374.97
86	372.29	23.88	377.25	374.88	186.31	71.1	59.82	366.95	379.24	282.6	122.88	23.71	27.99	375.08
87	372.47	23.94	377.15	374.91	186.16	70.99	59.78	367	379.3	282.48	122.75	23.71	28	375.04
88	372.59	23.94	377.1	374.92	186	70.88	59.74	367.07	379.27	282.3	122.57	23.71	27.99	375.12
89	372.79	23.97	377.12	374.87	185.79	70.74	59.67	367.19	379.17	282.19	122.42	23.71	28	375.39
90	373.22	23.86	377.17	374.79	185.59	70.67	59.61	367.35	379.12	282.18	122.33	23.71	28	375.6
91	373.65	23.81	377.22	374.74	185.47	70.64	59.57	367.45	379.05	282.17	122.22	23.7	27.99	375.73
92	374.09	23.8	377.27	374.68	185.37	70.6	59.54	367.54	378.97	282.14	122.13	23.7	27.99	375.84
93	374.43	23.78	377.32	374.61	185.23	70.56	59.48	367.61	378.94	282.14	122.08	23.7	27.99	375.95
